id,name,icon,description,sceneid,pathTipId,cleared,collectrewards,dragonWatiDrama,taskunlock,levelmax,CleanOnDramaBegin,DramaControl,CollectInDrama,CleanOnDramaOver,bubbleType,bubbleImg,RepairableTips,MutiArrow,repairingspine,levelspine,levelitem1,rewarditem1,levelitem2,rewarditem2,levelitem3,rewarditem3,levelitem4,rewarditem4,levelitem5,rewarditem5,levelitem6,rewarditem6,levelitem7,rewarditem7,levelitem8,rewarditem8,levelitem9,rewarditem9,levelitem10,rewarditem10,levelitem11,rewarditem11,levelitem12,rewarditem12,repairableTipsUnlock,moveCamera,ispaylabel,
1552,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4589,1],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1553,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4589,1],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1554,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4589,1],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1555,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4603,3],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1556,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4596,1],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1557,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4596,1],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1558,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1559,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1560,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1561,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,Eventmission9_019PumpkinLantern,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1562,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1563,ui_event9_pumpkintree1,building_event9_pumpkintree,ui_event9_pumpkintree1_des,2209GhostMansion,,0,[],,,2,,[],0,,16,,0,1,['repairing'],['repaired'],"[[4605,2],[4611,2],[4597,8]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1564,ui_event9_bigpumpkinlight1,building_event9_bigpumpkinlight,ui_event9_bigpumpkinlight1_des,2209GhostMansion,,0,[],,Eventmission9_018LostHead,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4589,2],[4596,3]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1565,ui_event9_bigpumpkinlight1,building_event9_bigpumpkinlight,ui_event9_bigpumpkinlight1_des,2209GhostMansion,,0,[],,Eventmission9_018LostHead,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4589,2],[4580,6]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1566,ui_event9_bigpumpkinlight1,building_event9_bigpumpkinlight,ui_event9_bigpumpkinlight1_des,2209GhostMansion,,0,[],,Eventmission9_018LostHead,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4589,2],[4580,6]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1588,ui_event9_bookcase1,building_event9_bookcase,ui_event9_bookcase1_des,2209GhostMansion,,1,[],,Eventmission9_019PumpkinLantern,2,,[],0,,0,,1,1,['repairing'],['repaired'],"[[1003,26]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1593,ui_event9_ballroomdoor,building_event9_ballroomdoor,ui_event9_ballroomdoor_des,2209GhostMansion,,0,[],,Eventmission9_008BallRoom,2,,[],0,,0,,1,1,['repairing'],['repaired'],"[[1003,28]]","[['38008',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1611,ui_event10_regularcarrots,building_grassdragonnest_lv1,ui_event10_regularcarrots_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1612,ui_event10_strawpile,building_grassdragonnest_lv1,ui_event10_strawpile_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1613,ui_event10_stonesteps,building_grassdragonnest_lv1,ui_event10_stonesteps_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1614,ui_event10_redleaftree,building_grassdragonnest_lv1,ui_event10_redleaftree_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1615,ui_event10_woodenbridge,building_grassdragonnest_lv1,ui_event10_woodenbridge_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1616,ui_event10_storehouse,building_grassdragonnest_lv1,ui_event10_storehouse_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1617,ui_event10_workshop,building_grassdragonnest_lv1,ui_event10_workshop_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1618,ui_event10_sewingtable,building_grassdragonnest_lv1,ui_event10_sewingtable_des,2210GrandmasFarm,,0,[],,,1,,[],0,,0,,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1619,ui_event10_lotterycarousel,building_event10_lotterycarousel,ui_event10_lotterycarousel_des,2210GrandmasFarm,,0,[],,,2,,[1],0,,16,,1,1,['repairing'],['repaired'],"[[4641,1],[4625,3]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1620,ui_event10_giantcarrot,building_event10_giantcarrot,ui_event10_giantcarrot_des,2210GrandmasFarm,,0,[],,Eventmission10_020LivingArea2,4,,[],0,,15,,1,1,"['repairing1','repairing2','repairing3']","['repaired1','repaired2','repaired3']","[[1003,30]]","[['38009',20]]","[[1003,50]]","[['38009',20]]","[[1003,70]]","[['38009',20],[4639,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1621,ui_event10_giantsunflower,building_event10_giantsunflower,ui_event10_giantsunflower_des,2210GrandmasFarm,,0,[],,Eventmission10_005GrandmasTrace2,3,,"[1,1]",0,,15,,1,1,"['repairing1','repairing3']","['repaired1','repaired3']","[[4644,2]]","[['38009',30]]","[[4640,1],[4622,2]]","[['38009',30]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1622,ui_event10_pumpkinramps,building_event10_pumpkinramps,ui_event10_pumpkinramps_des,2210GrandmasFarm,,0,[],,Eventmission10_018PumpkinRace1,2,,[1],0,,15,,1,1,['repairing1'],['repaired3'],"[[4638,2]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1624,ui_event10_giantpumpkin,building_event10_giantpumpkin,ui_event10_giantpumpkin_des,2210GrandmasFarm,,0,[],,Eventmission10_017NewClothes2,3,,[],0,,15,,1,1,"['repaired','repaired1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1625,ui_event10_giantpumpkin,building_event10_giantpumpkin,ui_event10_giantpumpkin_des,2210GrandmasFarm,,0,[],,Eventmission10_018PumpkinRace1,3,,[],0,,15,,1,1,"['repaired','repaired1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1626,ui_event10_giantpumpkin,building_event10_giantpumpkin,ui_event10_giantpumpkin_des,2210GrandmasFarm,,0,[],,Eventmission10_025DreamAdventure1,2,,[1],0,,15,,1,1,['repairing1'],['repaired1'],"[[4644,2]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1627,ui_event10_carrotbridge,building_event10_carrotbridge,ui_event10_carrotbridge_des,2210GrandmasFarm,,0,[],,Eventmission10_021GiantCarrot,2,,[1],0,,16,,1,1,['repairing'],['repaired'],"[[4639,1]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1628,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_023Recliner1,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,1],[4646,1]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1629,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_023Recliner1,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,1],[4646,1]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1630,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,1],[4646,1]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1631,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_027DreamAdventure3,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,2],[4646,2]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1632,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_027DreamAdventure3,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,2],[4646,2]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1633,ui_event10_swingchair01,building_event10_swingchair01,ui_event10_swingchair01_des,2210GrandmasFarm,,0,[],,Eventmission10_027DreamAdventure3,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4645,2],[4646,2]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1634,ui_event10_cabbagecar,building_event10_cabbagecar,ui_event10_cabbagecar_des,2210GrandmasFarm,,0,[],,Eventmission10_028BackToThePoint,3,,"[0,1]",0,,16,,1,1,"['repairing1','repairing2']","['repaired1','repaired2']","[[1003,50]]","[['38009',30]]","[[4643,3]]","[['38009',30]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1639,ui_event10_bigbonfire,building_event10_bigbonfire,ui_event10_bigbonfire_des,2210GrandmasFarm,,0,[],,Eventmission10_032Campfire1,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4635,4],[4631,10]]","[['38009',60]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1640,ui_event10_diningtable,building_event10_diningtable,ui_event10_diningtable_des,2210GrandmasFarm,,0,[],,Eventmission10_031LivingArea3,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4647,3],[4638,1]]","[['38009',60],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1641,ui_event10_houses01,building_event10_houses01,ui_event10_houses01_des,2210GrandmasFarm,,0,[],,Eventmission10_032Campfire1,2,,[],0,,0,,0,1,['repairing'],['repaired'],"[[1003,35]]","[['38009',10],['4635',1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1642,ui_event10_houses01,building_event10_houses01,ui_event10_houses01_des,2210GrandmasFarm,,0,[],,Eventmission10_032Campfire1,2,,[],0,,0,,0,1,['repairing'],['repaired'],"[[1003,35]]","[['38009',10],['4635',1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1643,ui_event10_houses01,building_event10_houses01,ui_event10_houses01_des,2210GrandmasFarm,,0,[],,Eventmission10_032Campfire1,2,,[],0,,0,,0,1,['repairing'],['repaired'],"[[1003,35]]","[['38009',10],['4635',1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1644,ui_event10_houses01,building_event10_houses01,ui_event10_houses01_des,2210GrandmasFarm,,0,[],,Eventmission10_032Campfire1,2,,[],0,,0,,0,1,['repairing'],['repaired'],"[[1003,35]]","[['38009',10],['4635',1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1645,ui_event10_giantorange,building_event10_giantorange,ui_event10_giantorange_des,2210GrandmasFarm,,0,[],,Eventmission10_031LivingArea3,1,,[],0,,0,,0,1,['repairing'],['repaired'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1646,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_014GarmentWorkshop,2,,[1],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1647,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_014GarmentWorkshop,2,,[1],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1648,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_017NewClothes2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1649,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_017NewClothes2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1650,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_017NewClothes2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1651,ui_event10_textiletools01,building_event10_textiletools01,ui_event10_textiletools01_des,2210GrandmasFarm,,0,[],,Eventmission10_017NewClothes2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4642,3],[4636,3]]","[['38009',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1652,ui_event10_glassholder,building_event10_glassholder,ui_event10_glassholder_des,2210GrandmasFarm,,0,[],,Eventmission10_031LivingArea3,2,,[],0,,16,,1,0,['repairing'],['repaired'],"[[2003,10]]","[['38009',10]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1653,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_009Turntable1,2,,[1],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',160]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1654,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_011Turntable2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1655,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_011Turntable2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1656,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_011Turntable2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1657,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_011Turntable2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1658,ui_event10_trolley01,building_event10_trolley01,ui_event10_trolley01_des,2210GrandmasFarm,,0,[],,Eventmission10_011Turntable2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4626,3]]","[['38009',50],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1659,ui_event10_giantpumpkin01,building_event10_giantpumpkin,ui_event10_giantpumpkin01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,3,,[],0,,15,,1,1,"['repairing','repairing1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1660,ui_event10_giantpumpkin01,building_event10_giantpumpkin,ui_event10_giantpumpkin01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,3,,[],0,,15,,1,1,"['repairing','repairing1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1661,ui_event10_giantpumpkin01,building_event10_giantpumpkin,ui_event10_giantpumpkin01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,3,,[],0,,15,,1,1,"['repairing','repairing1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1662,ui_event10_giantpumpkin01,building_event10_giantpumpkin,ui_event10_giantpumpkin01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,3,,[],0,,15,,1,1,"['repairing','repairing1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1663,ui_event10_giantpumpkin01,building_event10_giantpumpkin,ui_event10_giantpumpkin01_des,2210GrandmasFarm,,0,[],,Eventmission10_026DreamAdventure2,3,,[],0,,15,,1,1,"['repairing','repairing1']","['repaired','repaired1']","[[4644,2]]","[['38009',20]]","[[1003,30]]","[['38009',30],[4638,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1664,ui_event10_diningtable01,building_event10_diningtable,ui_event10_diningtable01_des,2210GrandmasFarm,,0,[],,Eventmission10_033Campfire2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4647,3],[4638,1]]","[['38009',40],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1665,ui_event10_diningtable01,building_event10_diningtable,ui_event10_diningtable01_des,2210GrandmasFarm,,0,[],,Eventmission10_033Campfire2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4647,3],[4638,1]]","[['38009',40],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1666,ui_event10_diningtable01,building_event10_diningtable,ui_event10_diningtable01_des,2210GrandmasFarm,,0,[],,Eventmission10_033Campfire2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4647,3],[4638,1]]","[['38009',40],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1667,ui_event10_diningtable01,building_event10_diningtable,ui_event10_diningtable01_des,2210GrandmasFarm,,0,[],,Eventmission10_033Campfire2,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4647,3],[4638,1]]","[['38009',40],['4634',40]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1720,ui_map24_skate,building_story24_skate,ui_map24_skate_des,24,,0,[],,,2,,[],0,,16,,1,0,['repairing'],['repaired'],"[[5015,2]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1725,ui_map24_swing,building_story24_swing,ui_map24_swing_des,24,,0,[],,Mission24_001strangeplaceB,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[3020,2],[4671,2]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1726,ui_map24_swing,building_story24_swing,ui_map24_swing_des,24,,0,[],,Mission24_001strangeplaceB,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[3020,2],[4671,2]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1727,ui_map24_seesaw,building_story24_seesaw,ui_map24_seesaw_des,24,,0,[],,Mission24_002strangesnoring,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[2003,6],[3007,4]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1728,ui_map24_seesaw,building_story24_seesaw,ui_map24_seesaw_des,24,,0,[],,Mission24_002strangesnoring,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[2003,6],[3007,4]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1729,ui_map24_puzzle,building_story24_puzzle,ui_map24_puzzle_des,24,,0,[],,Mission24_004angrydragon,3,,[],0,,16,,1,0,"['repairing1','repairing2']","['repaired1','repaired2']","[[1003,30]]","[[1000,80]]","[[4665,1]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
1730,ui_map24_slide,building_story24_slide,ui_map24_slide_des,24,,0,[],,Mission24_005Printedcarpet,2,,[],0,,16,,1,1,['repairing'],['repaired'],"[[4672,3]]","[[1000,80]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,"[1,0]",0,
