id,nameStr,type,icon,unlockCondition,param,times,bornPosition,lastScene,chapter,giftPos,accomplishStar1,star1ward,accomplishStar2,star2ward,accomplishStar3,star3ward,timeLimited,timeLimitedReward,backSceneItem,commissionID,activityLink,completeReward,whetherRecordPos,activityIcon,boxGiftBg,completeskinReward,desc,taskButtonIcon,lastTask,sceneCamera_ios,sceneCamera_android,graphId,isRedEnergy
10032,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[4,150]",-1,"[12,0,3]",10031,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10033,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[1,160]",-1,"[4,0,3]",10032,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10034,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[2,136]",-1,"[15,0,6]",10033,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10035,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[3,128]",-1,"[8.5,0,3.5]",10034,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10036,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[4,150]",-1,"[12,0,3]",10035,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10037,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[1,160]",-1,"[4,0,3]",10036,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10038,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[2,136]",-1,"[15,0,6]",10037,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10039,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[3,128]",-1,"[8.5,0,3.5]",10038,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
10040,ui_dragonscene_title,6,ui_dragonscene_normal_grass,5,"[4,150]",-1,"[12,0,3]",10039,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
20001,ui_teamMap_main_title,9,ui_teamMap_1,0,,-1,"[-1,0,-8]",,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
20002,ui_teamMap_main_title,9,ui_teamMap_1,0,,-1,"[11,0,-6.5]",,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
20003,ui_teamMap_main_title,9,ui_teamMap_1,0,,-1,"[10,0,-8]",,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
20004,ui_teamMap_main_title,9,ui_teamMap_1,0,,-1,"[3,0,-8]",,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
20005,ui_teamMap_main_title,9,ui_teamMap_1,0,,-1,"[-21.3,0,-4]",,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
40001,ui_teamDragon_main_title,12,ui_map_teamdragon_enter,0,,-1,"[4.5,0,-7.5]",,,[],[],[],[],[],[],[],,[],[],,1,[],0,ui_main_teamdragon_enter,,,,,,,,,
40002,ui_teamDragon_main_title,12,ui_map_teamdragon_enter,0,,-1,"[10,0,-5.5]",,,[],[],[],[],[],[],[],,[],[],,2,[],0,ui_main_teamdragon_enter,,,,,,,,,
40003,ui_teamDragon_main_title,12,ui_map_teamdragon_enter,0,,-1,"[-4,0,-7.5]",,,[],[],[],[],[],[],[],,[],[],,3,[],0,ui_main_teamdragon_enter,,,,,,,,,
40004,ui_teamDragon_main_title,12,ui_map_teamdragon_enter,0,,-1,"[-4,0,6]",,,[],[],[],[],[],[],[],,[],[],,4,[],0,ui_main_teamdragon_enter,,,,,,,,,
60001,ui_scene6_cellar,5,ui_map_icon60001,1,Mission6_012Footprint,-1,"[10.425,0,2.205307]",6,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
80001,ui_scene8_tent,5,ui_map_icon80001,1,Mission8_003WeirdScentStone,-1,"[11.302,0,4.535]",8,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
110001,ui_scene11_sea,5,ui_map_icon110001,1,Mission11_009Preparatorywork,-1,"[8.74,0,5.94]",11,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
130001,ui_scene13_house,5,ui_map_icon130001,1,Mission13_009IllusionOrReality,-1,"[11.302,0,4.535]",13,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
160001,ui_scene16_tower,5,ui_map_icon160001,1,Mission16_011HideTrace,-1,"[10.425,0,2.205307]",16,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
134EventFairyLake,beginnerscene1,25,ui_map_134active_icon01,2,7,-1,"[32.5,0,7.3]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_map_active134_icon01,,,,,,,,,
Guide2SakuraManor,beginnerscene2,25,ui_map_active_icon07,2,7,-1,"[-4.98,0,-5.03]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2207SakuraManor_bg,,,,,,,,,
Guide4NoBeardPirates,UI_2326NoBeardPirates_title,25,ui_map_active_icon36,2,7,-1,"[-7.23,0,2.22]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2326NoBeardPirates_bg,22AdvIsland,,,,,,,,
Guide3StarPark,UI_2320StarPark_title,25,ui_map_active_icon30,2,7,-1,"[3.38,0,16.82]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2320StarPark_bg,,,,,,,,,
Guide3StarParkOutside,UI_2320StartParkOutside_title,29,ui_map_active_icon30,2,7,-1,"[-3.19,0,-3.832]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2320StarPark_bg,,,,,,,,,
21Christmas,UI_21Christmas_title,10,ui_map_active_icon01,7,[100],-1,"[19.9,0,3.5]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_christmas_bg,21Christmas,,,,,,,,
20220214,UI_valentine_scene_title,2,ui_map_active_icon02,-1,[101],-1,"[21.03,0,-7.16]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_valentine_bg,,,,,,,,,
22AdvIsland,UI_22AdvIsland_title,10,ui_map_active_icon03,7,[102],-1,"[14.85,0,-1.588]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_22advisland_bg,22AdvIsland,,,,,,,,
2204CallGodBall,UI_2204CallGodBall_title,10,ui_map_active_icon04,7,[103],-1,"[2.3,0,-2.3]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2204callgodball_bg,2204CallGodBall,,,,,,,,
2205DragonMuseum,UI_2205DragonMuseum_title,10,ui_map_active_icon05,7,[104],-1,"[-3.67,0,-3.41]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2205DragonMuseum_bg,2204CallGodBall,,,,,,,,
2206SeaCarnival,UI_2206SeaCarnival_title,2,ui_map_active_icon06,6,[105],-1,"[-13.95,0,0.23]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2206SeaCarnival_bg,2204CallGodBall,,,,,,,,
2207SakuraManor,UI_2207SakuraManor_title,2,ui_map_active_icon07,6,[106],-1,"[-5.02,0,-5.01]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2207SakuraManor_bg,2204CallGodBall,,,,,,,,
2208DesertPark,UI_2208DesertPark_title,2,ui_map_active_icon08,6,[107],-1,"[-3.83,0,-5.983]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2208DesertPark_bg,2204CallGodBall,,,,,,,,
2209GhostMansion,UI_2209GhostMansion_title,2,ui_map_active_icon09,6,[108],-1,"[2.68,0,-4.54]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2209GhostMansion_bg,2204CallGodBall,,,,,,,,
2210GrandmasFarm,UI_2210GrandmasFarm_title,2,ui_map_active_icon10,6,[109],-1,"[14.113,0,-2.105]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2210GrandmasFarm_bg,2204CallGodBall,,,,,,,,
2211MagicChristmas,UI_2211MagicChristmas_title,2,ui_map_active_icon11,6,[110],-1,"[2.78,0,17.65]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2211MagicChristmas_bg,21Christmas,,,,,,,,
2211ChristmasCottage,UI_2211ChristmasCottage_title,18,ui_map_active_icon11a,6,[110],-1,"[14.113,0,-2.105]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2211MagicChristmas_bg,2204CallGodBall,,,,,,,,
2301DragonZoo,UI_2301DragonZoo_title,2,ui_map_active_icon12,6,[111],-1,"[14.677,0,-0.9240001]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2301DragonZoo_bg,2204CallGodBall,,,,,,,,
CutVegetables,UI_2301DragonZoo_title,19,ui_map_active_icon12,6,[111],-1,"[2.78,0,17.65]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2301DragonZoo_bg,2204CallGodBall,,,,,,,,
2303Loverway,UI_2303Loverway_title,2,ui_map_active_icon02,6,[112],-1,"[12.49,0,-1.37]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_valentine_bg,22AdvIsland,,,,,,,,
2305FactoryCity,UI_2305FactoryCity_title,2,ui_map_active_icon15,6,[114],-1,"[8.68,0,-5.186]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2305FactoryCity_bg,22AdvIsland,,,,,,,,
2306FunSportsDay,UI_2306FunSportsDay_title,2,ui_map_active_icon16,6,[115],-1,"[17.172,0,2.911]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2306FunSportsDay_bg,22AdvIsland,,,,,,,,
2307CardKingdom,UI_2307CardKingdom_title,2,ui_map_active_icon17,6,[116],-1,"[-6.85,0,1.07]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2307CardKingdom_bg,22AdvIsland,,,,,,,,
2307CardHouse,UI_2307CardHouse_title,18,ui_map_active_icon17a,6,[116],-1,"[14.113,0,-2.105]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2307CardKingdom_bg,2204CallGodBall,,,,,,,,
2308MagicBox,UI_2308MagicBox_title,2,ui_map_active_icon18,6,[117],-1,"[19.139,0,-2.591]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2308MagicBox_bg,22AdvIsland,,,,,,,,
2310CubeWaterWorld,UI_2310CubeWaterWorld_title,2,ui_map_active_icon20,6,[119],-1,"[-26.38,0,-7.67]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2310CubeWaterworld_bg,22AdvIsland,,,,,,,,
2311FruitTown,UI_2311FruitTown_title,2,ui_map_active_icon21,6,[120],-1,"[-9.707345,0,3.288451]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2311FruitTown_bg,22AdvIsland,,,,,,,,
2312HeartbeatJourney,UI_2312HeartbeatJourney_title,2,ui_map_active_icon22,6,[121],-1,"[-1.101,0,-11.24]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2312HeartbeatJourney_bg,22AdvIsland,,,,,,,,
2313MermaidCity,UI_2313MermaidCity_title,2,ui_map_active_icon23,6,[122],-1,"[15.4809999,0,-3.58400011]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2313MermaidCity_bg,22AdvIsland,,,,,,,,
2315ColorfulLand,UI_2315Colorfulland_title,2,ui_map_active_icon25,6,[123],-1,"[-2.293159,0,-2.556068]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2315ColorfulLand_bg,22AdvIsland,,,,,,,,
2316DragonCircus,UI_2316DragonCircus_title,2,ui_map_active_icon26,6,[124],-1,"[2.67,0,17.14]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2316DragonCircus_bg,22AdvIsland,,,,,,,,
2316Circustent,UI_2316Circustent_title,18,ui_map_active_icon26a,6,[124],-1,"[10.73,0,5.05]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2316DragonCircus_bg,22AdvIsland,,,,,,,,
2317Wineestate,UI_2317Wineestate_title,2,ui_map_active_icon27,6,[125],-1,"[-11.7,0,22.2]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2317Wineestate_bg,22AdvIsland,,,,,,,,
2318MusicCampus,UI_2318MusicCampus_title,2,ui_map_active_icon28,6,[126],-1,"[6.43,0,-1.44]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2318MusicCampus_bg,22AdvIsland,,,,,,,,
2319MagicalKitchen,UI_2319MagicalKitchen_title,2,ui_map_active_icon29,6,[127],-1,"[-19.4699993,0,-9.71000004]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2319MagicalKitchen_bg,22AdvIsland,,,,,,,,
2321Weirdonight,UI_2321Weirdonight_title,2,ui_map_active_icon31,6,[129],-1,"[14.5,0,0.74]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2321Weirdonight_bg,22AdvIsland,,,,,,,,
2322ThiefMagic,UI_2322ThiefMagic_title,2,ui_map_active_icon32,6,[130],-1,"[-9.707345,0,3.288451]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2322ThiefMagic_bg,22AdvIsland,,,,,,,,
2323TurkeyLegendB,UI_2323TurkeyLegend_title,2,ui_map_active_icon34,11,"[132,""Eventmission33_013RepairTV1""]",-1,"[27.13,0,4.66]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2323TurkeyLegend_bg,21Christmas,,,,,,,,
2323TurkeyLegendA,UI_2323TurkeyLegend_titleA,18,ui_map_active_icon34a,6,[132],-1,"[19.407,0,-4.145]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2323TurkeyLegend_bg,2204CallGodBall,,,,,,,,
2326NoBeardPirates,UI_2326NoBeardPirates_title,2,ui_map_active_icon36,6,[136],-1,"[-7.23,0,2.22]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2326NoBeardPirates_bg,22AdvIsland,,,,,,,,
2325RacingCompetition,UI_2325RacingCompetition_title,2,ui_map_active_icon35,6,[133],-1,"[19.7900009,0,-3.32999992]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2325RacingCompetition_bg,22AdvIsland,,,,,,,,
2320StarPark,UI_2320StarPark_title,2,ui_map_active_icon30,6,[128],-1,"[3.38,0,16.82]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2320StarPark_bg,22AdvIsland,,,,,,,,
2320StartParkOutside,UI_2320StartParkOutside_title,18,ui_map_active_icon30,6,[128],-1,"[-3.19,0,-3.832]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2320StarPark_bg,22AdvIsland,,,,,,,,
2324ToyCityA,UI_2324ToyCity_titleA,2,ui_map_active_icon37,6,[135],-1,"[34.9830017,0,7.33400011]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2324ToyCity_bg,22AdvIsland,,,,,,,,
2324ToyCityB,UI_2324ToyCity_titleB,18,ui_map_active_icon37a,6,[135],-1,"[26.802,0,4.653]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2324ToyCity_bg,2204CallGodBall,,,,,,,,
2329LanternShowB,UI_2329LanternShow_title,2,ui_map_active_icon38,11,"[139,""Eventmission39_013BurnedGate""]",-1,"[27.13,0,4.66]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2329LanternShow_bg,21Christmas,,,,,,,,
2329LanternShowA,UI_2329LanternShowA_title,18,ui_map_active_icon38a,6,[139],-1,"[19.407,0,-4.145]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2329LanternShow_bg,2204CallGodBall,,,,,,,,
2327WeatherIslands,UI_2327WeatherIsland_title,2,ui_map_active_icon40,6,[137],-1,"[0.61,0,-2.57]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2327WeatherIslands_bg,22AdvIsland,,,,,,,,
2328ChristmasVillages,UI_2328ChristmasVillages_title,2,ui_map_active_icon138,6,[138],-1,"[9.17,0,5.28]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2328ChristmasVillages_bg,22AdvIsland,,,,,,,,
2401MianMianParadise,UI_2401MianMianParadise_title,2,ui_map_active_icon41,6,[140],-1,"[34.83887,0,13.62569]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2401MianMianParadise_bg,22AdvIsland,,,,,,,,
2403WonderAgent,UI_2403WonderAgent_title,2,ui_map_active_icon42,6,[142],-1,"[5.2,0,-14.2]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2403WonderAgent_bg,22AdvIsland,,,,,,,,
2402SkyCityA,UI_2402SkyCity_title,2,ui_map_active_icon43,6,[141],-1,"[2.5,0,16.8]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2402SkyCity_bg,22AdvIsland,,,,,,,,
2402SkyCityB,ui_event2402_flyinghouse,18,ui_map_active_icon43,6,[141],-1,"[9.968,0,5.681]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2402SkyCity_bg,2204CallGodBall,,,,,,,,
2404EmotionCrisis,UI_2404EmotionCrisis_title,2,ui_map_active_icon44,6,[143],-1,"[-9.30500031,0,4.10300016]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2404EmotionCrisis_bg,22AdvIsland,,,,,,,,
2405SurvivalPioneers,UI_2405SurvivalPioneers_title,2,ui_map_active_icon144,6,[144],-1,"[30,0,-12.5]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2405SurvivalPioneers_bg,22AdvIsland,,,,,,,,
2406SwanManor,UI_2406SwanManor_title,2,ui_map_active_icon45,6,[145],-1,"[-26.4,0,-7.68]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2406SwanManor_bg,22AdvIsland,,,,,,,,
2407PiscesCity,UI_2407PiscesCity_title,2,ui_map_active_icon46,6,[146],-1,"[40.63363,0,0.5071793]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2407PiscesCity_bg,22AdvIsland,,,,,,,,
2408StarPrince,UI_2408StarPrince_title,2,ui_map_active_icon48,6,[147],-1,"[13.6,0,45.8]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2408StarPrince_bg,22AdvIsland,,,,,,,,
Drawing1FortuneIsland,UI_Drawing1FortuneIsland_title,2,ui_map_active_icon47,6,[148],-1,"[14.6,0,4.4]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_Drawing1FortuneIsland_bg,22AdvIsland,,,,,,,,
2409GoldenTown,UI_2409GoldenTown_title,2,ui_map_active_icon49,6,[149],-1,"[-27.9,0,6.09]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2409GoldenTown_bg,22AdvIsland,,,,,,,1,
2410LeprechaunGoldIsle,UI_2410LeprechaunGoldIsle_title,2,ui_map_active_icon180,6,[150],-1,"[30,0,-12.5]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2410LeprechaunGoldIsle_bg,22AdvIsland,,,,,,,,1
2411EastereggParty,UI_2411EastereggParty_title,2,ui_map_active_icon51,6,[151],-1,"[-9.30500031,0,4.10300016]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2411EastereggParty_bg,22AdvIsland,,,,,,,,
2412SorubekForest,UI_2412SorubekForest_title,2,ui_map_active_icon44,6,[152],-1,"[1.225021,0,-5.462616]",,,[],[],[],[],[],[],[],,[],[],,,[],1,ui_inmain_2404EmotionCrisis_bg,22AdvIsland,,,,,,,,
10000001,ui_dragonPve_main_sceneTitle_grass,7,,6,[1001],-1,"[4.5,0,67]",,,[],[],[],[],[],[],[],,[],[],,1,[],1,,,,,,,,,,
10000002,ui_dragonPve_main_sceneTitle_wood,7,,6,[1002],-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,2,[],1,,,,,,,,,,
10000003,ui_dragonPve_main_sceneTitle_stone,7,,6,[1003],-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,3,[],1,,,,,,,,,,
10000004,ui_dragonPve_main_sceneTitle_iron,7,,6,[1004],-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,4,[],1,,,,,,,,,,
parkour,ui_dragonPve_main_sceneTitle_iron,8,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,1,[],1,,,,,,,,,,
parkour1,ui_dragonPve_main_sceneTitle_iron,8,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,2,[],1,,,,,,,,,,
parkour2,ui_dragonPve_main_sceneTitle_iron,8,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,3,[],1,,,,,,,,,,
parkour3,ui_dragonPve_main_sceneTitle_iron,8,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,4,[],1,,,,,,,,,,
30001,UI_full_level_scene1,11,ui_fullgrade_leve5,8,5,-1,"[-17,0,-3.5]",,,[],[],[],[],[],[],[],,[],[],,,"[[83005,2]]",1,,,,,,,,,,
30002,UI_full_level_scene2,11,ui_fullgrade_leve4,8,5,-1,"[5.03,0,-5.21]",,,[],[],[],[],[],[],[],,[],[],,,"[[83005,2]]",1,,,,,,,,,,
30003,UI_full_level_scene3,11,ui_fullgrade_leve2,8,5,-1,"[28.025,0,8.734]",,,[],[],[],[],[],[],[],,[],[],,,"[[83005,2]]",1,,,,,,,,,,
30004,UI_full_level_scene4,11,ui_fullgrade_leve3,8,5,-1,"[7,0,-8]",,,[],[],[],[],[],[],[],,[],[],,,"[[83005,2]]",1,,,,,,,,,,
30005,UI_full_level_scene5,11,ui_fullgrade_leve1,8,5,-1,"[28.025,0,8.734]",,,[],[],[],[],[],[],[],,[],[],,,"[[83005,2]]",1,,,,,,,,,,
30006,ui_scene_4,11,ui_fullgrade_leve8,8,5,-1,"[5.03,0,-5.21]",,,[],[],[],[],[],[],[],,[],[],,,"[[1001,5],[1002,5000]]",1,,,,,,,,,,
30007,ui_scene_7,11,ui_fullgrade_leve7,8,5,-1,"[5.42,0,-7.87]",,,[],[],[],[],[],[],[],,[],[],,,"[[1001,5],[1002,5000]]",1,,,,,,,,,,
30008,ui_scene_4,11,ui_fullgrade_leve6,8,5,-1,"[23.14,0,-11.04]",,,[],[],[],[],[],[],[],,[],[],,,"[[1001,5],[1002,5000]]",1,,,,,,,,,,
mow,ui_dragonPve_main_sceneTitle_iron,13,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,1,[],1,,,,,,,,,,
mow1,ui_dragonPve_main_sceneTitle_iron,13,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,2,[],1,,,,,,,,,,
mow2,ui_dragonPve_main_sceneTitle_iron,13,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,3,[],1,,,,,,,,,,
mow3,ui_dragonPve_main_sceneTitle_iron,13,,1,MIssion1_002FindSendmap,-1,"[4.11,0,2.81]",,,[],[],[],[],[],[],[],,[],[],,4,[],1,,,,,,,,,,
fishing,ui_dragonPve_main_sceneTitle_iron,14,,6,9001,-1,[],,,[],[],[],[],[],[],[],,[],[],,1,[],1,,,,,,,,,,
fishing1,ui_dragonPve_main_sceneTitle_iron,14,,6,9002,-1,[],,,[],[],[],[],[],[],[],,[],[],,3,[],1,,,,,,,,,,
fishing2,ui_dragonPve_main_sceneTitle_iron,14,,6,9003,-1,[],,,[],[],[],[],[],[],[],,[],[],,2,[],1,,,,,,,,,,
fishing3,ui_dragonPve_main_sceneTitle_iron,14,,6,9004,-1,[],,,[],[],[],[],[],[],[],,[],[],,4,[],1,,,,,,,,,,
line,,15,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
compare,,16,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
miniMerge,,17,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
partner101001,partner_episode_101001,20,ui_rolestory_pic_01,9,"[101,2]",-1,"[4.5,0,-1.5]",,101,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_101001,ui_task_type101001,Mission_partner101001_07,,,,
partner101002,partner_episode_101002,20,ui_rolestory_pic_00,9,"[101,99]",-1,[],,101,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
partner102001,partner_episode_102001,20,ui_rolestory_pic_02,9,"[102,2]",-1,"[8,0,10]",,102,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_102001,ui_task_type102001,Mission_partner102001_06,,,,
partner102002,partner_episode_102002,20,ui_rolestory_pic_00,9,"[102,99]",-1,[],,102,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
partner103001,partner_episode_103001,20,ui_rolestory_pic_03,9,"[103,2]",-1,"[15,0,17.5]",,103,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_103001,ui_task_type103001,Mission_partner103001_07,,,,
partner103002,partner_episode_103002,20,ui_rolestory_pic_00,9,"[103,99]",-1,[],,103,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
partner104001,partner_episode_104001,20,ui_rolestory_pic_04,9,"[104,2]",-1,"[17.5,0,7]",,104,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_104001,ui_task_type104001,Mission_partner104001_06,,,,
partner104002,partner_episode_104002,20,ui_rolestory_pic_00,9,"[104,99]",-1,[],,104,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
partner110001,partner_episode_110001,20,ui_rolestory_pic_11,9,"[110,2]",-1,"[-2,0,8]",,110,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_110001,ui_task_type110001,Mission_partner110001_06,,,,
partner110002,partner_episode_110002,20,ui_rolestory_pic_00,9,"[110,99]",-1,[],,110,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
partner105001,partner_episode_105001,20,ui_rolestory_pic_05,9,"[105,2]",-1,"[18,0,32]",,105,[],[],[],[],[],[],[],,[],[],,,"[[6200,1],[1000,500]]",1,,,,partner_episode_desc_105001,ui_task_type105001,Mission_partner105001_07,,,,
partner105002,partner_episode_105002,20,ui_rolestory_pic_00,9,"[105,99]",-1,[],,105,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,ui_task_type05,,,,,
party001,ui_party_title,21,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
remainsFishing,ui_dragonPve_main_sceneTitle_iron,24,,0,,-1,[],,2,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
digwater00,,26,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],1,,,,,,,,,,
ThreeClear,,27,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
jam,,28,,0,,-1,[],,,[],[],[],[],[],[],[],,[],[],,,[],0,,,,,,,,,,
