id,name,desc,icon,widgetType,paginationType,type,dragonId,breedDragonId,productLevel,productNeedItem,orderType,productTime,timeValue,sellCoin,price,expValue,orderNumLimit,orderNormalWeight,orderDifficultWeight,timeOrderItem,timeOrderNumLimit,limittime,canUse,funcType,funcParam,itemLimit,getWays,getWayParam,sceneId,lookupWay,timeOrderUnlockLevel,itemConvert,showUp,
4605,item_4605,item_des_4605,item_2209GhostMansion_pumpkin,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4605,2209GhostMansion,0,-1,[],,
4606,item_4606,item_des_4606,item_Valentine22_bluerose,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4606,2209GhostMansion,0,-1,[],,
4607,item_4607,item_des_4607,item_2209GhostMansion_pumpkincoin,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4607,2209GhostMansion,0,-1,[],,
4608,item_4608,item_des_4608,item_2209GhostMansion_witchnote,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4606,2209GhostMansion,0,-1,[],,
4609,item_4337,item_des_4609,item_2204CallGodBall_mulberry,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4606,2209GhostMansion,0,-1,[],,
4610,item_4610,item_des_4610,item_2209GhostMansion_ghostpumpkin,13,3,4,0,,0,"[[4603,3],[4605,3]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4604,2209GhostMansion,0,-1,[],,
4611,item_4611,item_des_4611,item_story_redfruit,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4606,2209GhostMansion,0,-1,[],,
4612,item_4612,item_des_4612,item_2204CallGodBall_secretbook,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4606,2209GhostMansion,0,-1,[],,
4613,item_4589,item_des_4589,item_2209GhostMansion_halloweencandy3,13,3,19,0,,0,"[[4588,6],[2001,30]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,9,"[4589,3]",9999,[0],item_getway_4589,2209GhostMansion,0,-1,[],,
4615,item_4615,item_des_4615,item_story2_icedstone,13,3,4,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4615,3,0,-1,[],,
4620,item_4620,item_des_4620,item_2210GrandmasFarm_orignstuff,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4620,2210GrandmasFarm,1,-1,[],,
4621,item_4621,item_des_4621,item_story_hemprope,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4621,2210GrandmasFarm,0,-1,[],,
4622,item_4622,item_des_4622,item_2210GrandmasFarm_commonstuff,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4622,2210GrandmasFarm,0,-1,[],,
4623,item_4623,item_des_4623,item_2204CallGodBall_woodbar,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4623,2210GrandmasFarm,0,-1,[],,
4624,item_4624,item_des_4624,item_2210GrandmasFarm_paint,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4624,2210GrandmasFarm,0,-1,[],,
4625,item_4625,item_des_4625,item_2205DragonMuseum_lampbulb,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4625,2210GrandmasFarm,0,-1,[],,
4626,item_4626,item_des_4626,item_2207SakuraManor_vegetablebasket,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4626,2210GrandmasFarm,0,-1,[],,
4627,item_4627,item_des_4627,item_2210GrandmasFarm_component,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4627,2210GrandmasFarm,0,-1,[],,
4628,item_4628,item_des_4628,item_story22_mint,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4628,2210GrandmasFarm,1,-1,[],,
4629,item_4629,item_des_4629,item_Valentine22_redrose,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4629,2210GrandmasFarm,0,-1,[],,
4630,item_4630,item_des_4630,item_2210GrandmasFarm_cabbage,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4630,2210GrandmasFarm,0,-1,[],,
4631,item_4631,item_des_4631,item_2207SakuraManor_toriiwood,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4631,2210GrandmasFarm,0,-1,[],,
4632,item_4632,item_des_4632,item_2210GrandmasFarm_cloth,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],99999,[0],item_getway_4632,2210GrandmasFarm,0,-1,[],,
4633,item_4633,item_des_4633,item_2207SakuraManor_whitefabric,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],99999,[0],item_getway_4633,2210GrandmasFarm,0,-1,[],,
4634,item_4634,item_des_4634,item_2210GrandmasFarm_carrotcoin,13,3,4,0,,0,[],0,0,0,10,1,0,0,0,0,0,[],-1,1,19,[],99999,[0],item_getway_4634,2210GrandmasFarm,0,-1,[],,
4635,item_4635,item_des_4635,item_2210GrandmasFarm_match,13,3,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4635,2210GrandmasFarm,0,-1,[],,
4636,item_4636,item_des_4636,item_2205DragonMuseum_coating,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4636,2210GrandmasFarm,0,-1,[],,
4637,item_4637,item_des_4637,item_2210GrandmasFarm_cup,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4637,2210GrandmasFarm,0,-1,[],,
4638,item_4638,item_des_4638,item_2209GhostMansion_pumpkin,13,3,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4638,2210GrandmasFarm,0,-1,[],,
4639,item_4639,item_des_4639,item_2210GrandmasFarm_carrots,13,3,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,[0],item_getway_4639,2210GrandmasFarm,0,-1,[],,
4640,item_4640,item_des_4640,item_2210GrandmasFarm_flowerstand,13,3,3,0,,0,"[[4623,3],[4621,1]]",0,180,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4640,2210GrandmasFarm,0,-1,[],,
4641,item_4641,item_des_4641,item_2210GrandmasFarm_pointer,13,3,3,0,,0,"[[4623,1],[4624,1]]",0,180,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4641,2210GrandmasFarm,0,-1,[],,
4642,item_4642,item_des_4642,item_story4_component,13,3,3,0,,0,"[[4627,1],[4624,1]]",0,300,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4642,2210GrandmasFarm,0,-1,[],,
4643,item_4643,item_des_4643,item_2210GrandmasFarm_lubricatingoil,13,3,3,0,,0,"[[4630,3]]",0,600,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4643,2210GrandmasFarm,0,-1,[],,
4644,item_4644,item_des_4644,item_2210GrandmasFarm_fertilizer,13,3,3,0,,0,"[[4620,3],[2001,10]]",0,180,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4644,2210GrandmasFarm,0,-1,[],,
4645,item_4645,item_des_4645,item_2210GrandmasFarm_paint2,13,3,3,0,,0,"[[4628,4]]",0,300,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4645,2210GrandmasFarm,0,-1,[],,
4646,item_4646,item_des_4646,item_2207SakuraManor_sakuradye,13,3,3,0,,0,"[[4629,4]]",0,300,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4646,2210GrandmasFarm,0,-1,[],,
4647,item_4647,item_des_4647,item_2210GrandmasFarm_orangejuice,13,3,3,0,,0,"[[4637,1],[2001,10]]",0,600,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4647,2210GrandmasFarm,0,-1,[],,
4648,sausage,sausage,item_event10_engery200,1,-1,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,0,1,[200],-1,[0],item_getway_4620,,0,-1,[],,
4664,item_4664,item_des_4664,item_story24_toybrick,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4664,24,0,-1,[],,
4665,item_4665,item_des_4665,item_story24_puzzle,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4665,24,0,-1,[],,
4666,item_4666,item_des_4666,item_story24_crystalball1,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4666,24,0,-1,[],,
4667,item_4667,item_des_4667,item_story24_crystalball2,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4667,24,0,-1,[],,
4668,item_4668,item_des_4668,item_story24_crystalball3,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4668,24,0,-1,[],,
4669,item_4669,item_des_4669,item_story24_crystalball4,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4669,24,0,-1,[],,
4670,item_4670,item_des_4670,item_story24_skate,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4670,24,0,-1,[],,
4671,item_4671,item_des_4671,item_dragonmaze_rope,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4671,24,0,-1,[],,
4672,item_4672,item_des_4672,item_2204CallGodBall_woodboard,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4672,24,0,-1,[],,
4680,item_4680,item_des_4680,item_story12_icedstone,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4680,24,0,-1,[],,
4681,item_4681,item_des_4681,item_story_hemprope,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4681,24,0,-1,[],,
4682,item_4682,item_des_4682,item_2204CallGodBall_woodboard,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4682,24,0,-1,[],,
4683,item_4683,item_des_4683,item_christmas_snowball,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4683,24,0,-1,[],,
4684,item_4684,item_des_4684,item_story18_orecrystal,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4684,24,0,-1,[],,
4685,item_4685,item_des_4685,item_story25_devicechip,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4685,24,0,-1,[],,
4686,item_4686,item_des_4686,item_22AdvIsland_toolbox,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4686,24,0,-1,[],,
4687,item_4687,item_des_4687,item_story7_energychip,13,3,4,0,,0,"[[4680,2]]",0,600,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4687,24,0,-1,[],,
4688,item_4688,item_des_4688,item_story11_burningHeart,13,3,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4688,24,0,-1,[],,
4700,item_4700,item_des_4700,item_2211MagicChristmas_ice,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4700,2211MagicChristmas,0,-1,[],,
4701,item_4701,item_des_4701,item_2211MagicChristmas_icemagic,13,3,3,0,,0,"[[4700,3]]",0,180,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4701,2211MagicChristmas,0,-1,[],,
4702,item_4702,item_des_4702,item_2211MagicChristmas_fire,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4702,2211MagicChristmas,0,-1,[],,
4703,item_4703,item_des_4703,item_2211MagicChristmas_firemagic,13,3,3,0,,0,"[[4702,3]]",0,300,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4703,2211MagicChristmas,0,-1,[],,
4704,item_4704,item_des_4704,item_2211MagicChristmas_wind,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4704,2211MagicChristmas,0,-1,[],,
4705,item_4705,item_des_4705,item_2211MagicChristmas_windmagic,13,3,3,0,,0,"[[4704,2]]",0,300,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4705,2211MagicChristmas,0,-1,[],,
4706,item_4706,item_des_4706,item_2211MagicChristmas_fabric,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4706,2211MagicChristmas,0,-1,[],,
4707,item_4707,item_des_4707,item_2211MagicChristmas_magicring,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4707,2211MagicChristmas,0,-1,[],,
4708,item_4708,item_des_4708,item_2211MagicChristmas_snowball,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4708,2211MagicChristmas,0,-1,[],,
4709,item_4709,item_des_4709,item_2211MagicChristmas_berry,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4709,2211MagicChristmas,0,-1,[],,
4710,item_4710,item_des_4710,item_2211MagicChristmas_ginger,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4710,2211MagicChristmas,0,-1,[],,
4711,item_4711,item_des_4711,item_2211MagicChristmas_wish,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4711,2211MagicChristmas,0,-1,[],,
4712,item_4712,item_des_4712,item_2211MagicChristmas_wishstar,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4712,2211MagicChristmas,0,-1,[],,
4713,item_4713,item_des_4713,item_2211MagicChristmas_gingerberry,13,3,3,0,,0,"[[4709,1],[4710,2],[4715,4]]",0,300,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4713,2211MagicChristmas,0,-1,[],,
4714,item_4714,item_des_4714,item_2211MagicChristmas_hotberry,13,3,3,0,,0,"[[4709,3],[2001,15]]",0,600,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4714,2211MagicChristmas,0,-1,[],,
4715,item_4715,item_des_4715,item_2211MagicChristmas_candy,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4715,2211MagicChristmas,0,-1,[],,
4716,item_4716,item_des_4716,item_2211MagicChristmas_drawinghead,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4716,2211MagicChristmas,0,-1,[],,
4717,item_4717,item_des_4717,item_2211MagicChristmas_drawingcoat,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4717,2211MagicChristmas,0,-1,[],,
4718,item_4718,item_des_4718,item_2211MagicChristmas_drawingpants,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4718,2211MagicChristmas,0,-1,[],,
4719,item_4719,item_des_4719,item_2211MagicChristmas_drawingshoe,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4719,2211MagicChristmas,0,-1,[],,
4720,item_4607,item_des_4607,item_2211MagicChristmas_coin,13,3,4,0,,0,,0,0,0,50,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4719,2211MagicChristmas,0,-1,[],,
4721,item_get_gold,,item_product_150gold,3,-1,19,0,,0,,0,0,0,0,0,0,0,0,0,0,[],-1,1,9,"[1002,150]",-1,[-1],,,0,-1,[],,
4750,item_4240,item_des_4686,item_2205DragonMuseum_toolcase,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4751,item_4751,item_des_4751,item_2204CallGodBall_bronzebar,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4752,item_4752,item_des_4752,item_2205DragonMuseum_stone,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,1,-1,[],,
4753,item_4753,item_des_4753,item_2301DragonZoo_film,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,1,-1,[],,
4754,item_4754,item_des_4754,item_2301DragonZoo_battery,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4755,item_4706,item_des_4755,item_2207SakuraManor_whitefabric,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4755,2301DragonZoo,0,-1,[],,
4756,item_4756,item_des_4756,item_2204CallGodBall_petal,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4757,item_4757,item_des_4757,item_2204CallGodBall_woodboard,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4758,item_4758,item_des_4758,item_22AdvIsland_toolbox,13,3,3,0,,0,"[[4750,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4758,2301DragonZoo,0,-1,[],,
4759,item_4759,item_des_4759,item_story4_component,13,3,3,0,,0,"[[4751,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4758,2301DragonZoo,0,-1,[],,
4760,item_4760,item_des_4760,item_2204CallGodBall_plaster,13,3,3,0,,0,"[[4752,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4758,2301DragonZoo,0,-1,[],,
4761,item_4761,item_des_4761,item_2301DragonZoo_rollfilm,13,3,3,0,,0,"[[4753,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4761,2301DragonZoo,0,-1,[],,
4762,item_4762,item_des_4762,item_2301DragonZoo_storagecell,13,3,3,0,,0,"[[4754,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4761,2301DragonZoo,0,-1,[],,
4763,item_4763,item_des_4763,item_2301DragonZoo_anthemy,13,3,3,0,,0,"[[4756,10]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4763,2301DragonZoo,0,-1,[],,
4764,item_4764,item_des_4764,item_2301DragonZoo_scissors,13,3,3,0,,0,"[[4759,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4763,2301DragonZoo,0,-1,[],,
4765,item_4765,item_des_4765,item_2301DragonZoo_oar,13,3,3,0,,0,"[[4757,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4763,2301DragonZoo,0,-1,[],,
4766,item_4766,item_des_4766,item_2301DragonZoo_mushroom,13,3,4,0,,0,,0,0,0,1,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4766,2301DragonZoo,0,-1,[],,
4767,item_4767,item_des_4767,item_2208DesertPark_vanillalubricant,13,3,3,0,,0,"[[4766,3],[2001,10]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4767,2301DragonZoo,0,-1,[],,
4768,item_4768,item_des_4768,item_2301DragonZoo_gameticket,1,-1,10,0,,0,,0,0,0,50,0,10,0,0,0,0,[],-1,1,1,[30],-1,[0],item_getway_4768,2301DragonZoo,0,-1,[],,
4769,item_4769,item_des_4769,item_2301DragonZoo_coin,13,3,4,0,,0,,0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4769,2301DragonZoo,0,-1,[],,
4770,item_4770,item_des_4770,item_2301DragonZoo_bamboo,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4750,2301DragonZoo,0,-1,[],,
4771,item_4771,item_des_4771,item_2301DragonZoo_leaves,13,3,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4771,2301DragonZoo,0,-1,[],,
4780,item_4780,item_des_4780,bubble_story12_hemprope,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4780,2303Loverway,0,-1,[],,
4781,item_4781,item_des_4781,item_2303Loverway_Memoriescoins,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4782,item_4782,item_des_4781,item_2303Loverway_Memoriescandy,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4783,item_4783,item_des_4781,item_2303Loverway_Memorieschocolate,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4784,item_4784,item_des_4781,item_2303Loverway_Memoriesrose,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4785,item_4785,item_des_4781,item_2303Loverway_Memorieslock,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4786,item_4786,item_des_4781,item_2303Loverway_Memoriessticker,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4787,item_4787,item_des_4781,item_2303Loverway_Memoriesstone,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4788,item_4788,item_des_4781,item_2303Loverway_Memoriescherry,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4781,2303Loverway,0,-1,[],,
4789,item_4789,item_des_4789,item_2303Loverway_rock,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4790,item_4790,item_des_4790,item_Valentine22_redheart,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4791,item_4791,item_des_4791,item_2204CallGodBall_woodboard,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4792,item_4792,item_des_4792,item_2303Loverway_pinkplank,13,3,3,0,,0,"[[4791,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4792,2303Loverway,0,-1,[],,
4793,item_4793,item_des_4793,item_2303Loverway_cloth,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4794,item_4794,item_des_4794,item_2303Loverway_wire,13,3,3,0,,0,"[[2005,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4792,2303Loverway,0,-1,[],,
4795,item_4795,item_des_4795,item_2204CallGodBall_plaster,13,3,3,0,,0,"[[4789,4],[4798,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4792,2303Loverway,0,-1,[],,
4796,item_4796,item_des_4796,item_Valentine22_redrose,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4797,item_4797,item_des_4797,item_2204CallGodBall_goldkey,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4798,item_4798,item_des_4798,item_2204CallGodBall_water,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4799,item_4799,item_des_4799,item_Valentine22_postit,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4800,item_4800,item_des_4800,item_2303Loverway_yellowspar,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4801,item_4801,item_des_4801,item_2303Loverway_redspar,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4802,item_4802,item_des_4802,item_2205DragonMuseum_energycell,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4803,item_4803,item_des_4803,item_Valentine22_coins,13,3,4,0,,0,,0,0,0,10,0,50,0,0,0,0,[],-1,1,19,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4804,item_4804,item_des_4804,item_2208DesertPark_butter,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4805,item_4805,item_des_4805,item_2303Loverway_cream,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4806,item_4806,item_des_4806,item_2209GhostMansion_candy,13,3,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
4807,item_4807,item_des_4807,item_2208DesertPark_cocoa,13,3,4,0,,0,,0,0,0,1,0,0,0,0,0,0,[],-1,1,0,[],9999,[0],item_getway_4789,2303Loverway,0,-1,[],,
