id,level,smallBpId,exp,icon,normalType,normalReward,vipType,vipReward,title,desc,specialReward,stageReward,payIcon,payLabel,payshopid,
323,2,120,450,,0,"[1003,50]",0,"[42000,10]",,,0,1,"[6,42000]",[],0,
324,3,120,750,,0,"[1001,10]",0,"[11001,2]",,,1,1,"[4,11001]",[],0,
325,4,120,750,,0,"[42000,3]",0,"[1003,100]",,,0,0,"[1,1003]",[],0,
326,5,120,750,,0,"[11001,1]",0,"[1001,20]",,,0,0,[],[],0,
327,6,120,750,,0,"[1001,15]",0,"[83011,5]",,,1,1,[],[],0,
328,7,120,750,,0,"[1001,15]",0,"[34020,20]",,,0,0,"[2,34020]",[],0,
329,8,120,750,,0,"[1001,15]",0,"[11001,2]",,,0,0,[],[],0,
330,9,120,750,,0,"[1003,60]",0,"[1001,50]",,,0,0,[],[],0,
331,10,120,750,,0,"[11001,1]",0,"[83011,5]",,,1,1,[],[],0,
332,11,120,1250,,0,"[1001,15]",0,"[1001,80]",,,0,0,[],[],0,
333,12,120,1250,,0,"[1001,30]",0,"[42000,20]",,,0,0,[],[],0,
334,13,120,1250,petmax_patch,0,"[1003,80]",0,"[83011,10]",partner_item_fragment_text_311,item_gene_desc311,1,1,"[7,83011]",[],0,
335,14,120,1250,,0,"[42000,5]",0,"[11001,2]",,,0,0,[],[],0,
336,15,120,-1,,0,"[1003,300]",0,"[1001,150]",,,1,1,"[5,51001]",[],0,
337,0,132,200,ui_active_bp_dragon_128,0,"[1003,10]",2,"[323001,1]",partner_name_323,partner_desc_323,1,0,"[3,323001]",[],800,
338,1,132,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
339,2,132,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
340,3,132,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
341,4,132,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
342,5,132,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
343,6,132,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
344,7,132,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
345,8,132,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
346,9,132,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
347,10,132,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
348,11,132,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
349,12,132,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
350,13,132,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
351,14,132,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
352,15,132,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
353,0,130,200,ui_active_bp_dragon_130,0,"[1003,10]",2,"[327001,1]",partner_name_327,partner_desc_327,1,1,"[3,327001]",[],800,
354,1,130,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
355,2,130,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
356,3,130,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
357,4,130,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
358,5,130,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
359,6,130,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
360,7,130,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
361,8,130,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
362,9,130,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
363,10,130,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
364,11,130,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
365,12,130,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
366,13,130,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
367,14,130,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
368,15,130,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
385,0,129,200,ui_active_bp_dragon_129,0,"[1003,10]",2,"[325001,1]",partner_name_325,partner_desc_325,1,1,"[3,325001]",[],800,
386,1,129,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
387,2,129,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
388,3,129,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
389,4,129,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
390,5,129,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
391,6,129,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
392,7,129,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
393,8,129,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
394,9,129,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
395,10,129,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
396,11,129,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
397,12,129,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
398,13,129,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
399,14,129,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
400,15,129,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
401,0,128,200,ui_active_bp_dragon_1281,0,"[1003,10]",2,"[328001,1]",partner_name_328,partner_desc_328,1,1,"[3,328001]",[],800,
402,1,128,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
403,2,128,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
404,3,128,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
405,4,128,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
406,5,128,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
407,6,128,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
408,7,128,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
409,8,128,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
410,9,128,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
411,10,128,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
412,11,128,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
413,12,128,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
414,13,128,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
415,14,128,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
416,15,128,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
417,0,135,200,ui_active_bp_dragon_135,0,"[1003,10]",2,"[322001,1]",partner_name_322,partner_desc_322,1,1,"[3,322001]",[],800,
418,1,135,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
419,2,135,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
420,3,135,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
421,4,135,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
422,5,135,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
423,6,135,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
424,7,135,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
425,8,135,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
426,9,135,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
427,10,135,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
428,11,135,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
429,12,135,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
430,13,135,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
431,14,135,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
432,15,135,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
433,0,136,200,ui_active_bp_dragon_136,0,"[1003,10]",2,"[326001,1]",partner_name_326,partner_desc_326,1,1,"[3,326001]",[],800,
434,1,136,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
435,2,136,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
436,3,136,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
437,4,136,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
438,5,136,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
439,6,136,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
440,7,136,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
441,8,136,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
442,9,136,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
443,10,136,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
444,11,136,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
445,12,136,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
446,13,136,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
447,14,136,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
448,15,136,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
449,0,137,200,ui_active_bp_dragon_137,0,"[1003,10]",2,"[330001,1]",partner_name_330,partner_desc_330,1,1,"[3,330001]",[],800,
450,1,137,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
451,2,137,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
452,3,137,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
453,4,137,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
454,5,137,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
455,6,137,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
456,7,137,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
457,8,137,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
458,9,137,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
459,10,137,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
460,11,137,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
461,12,137,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
462,13,137,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
463,14,137,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
464,15,137,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
465,0,138,200,ui_active_bp_dragon_138,0,"[1003,10]",2,"[329001,1]",partner_name_329,partner_desc_329,1,1,"[3,329001]",[],800,
466,1,138,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
467,2,138,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
468,3,138,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
469,4,138,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
470,5,138,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
471,6,138,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
472,7,138,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
473,8,138,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
474,9,138,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
475,10,138,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
476,11,138,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
477,12,138,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
478,13,138,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
479,14,138,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
480,15,138,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
481,0,139,200,ui_active_bp_dragon_139,0,"[1003,10]",2,"[331001,1]",partner_name_331,partner_desc_331,1,1,"[3,331001]",[],800,
482,1,139,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
483,2,139,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
484,3,139,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
485,4,139,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
486,5,139,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
487,6,139,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
488,7,139,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
489,8,139,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
490,9,139,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
491,10,139,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
492,11,139,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
493,12,139,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
494,13,139,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
495,14,139,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
496,15,139,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
501,0,2,100,,0,"[1003,10]",0,"[1003,100]",,,1,1,"[3,19009]",[],800,
502,1,2,100,,0,"[1003,10]",0,"[1003,30]",,,0,0,"[1,11001]",[],0,
503,2,2,100,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],[],0,
504,3,2,150,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],[],0,
505,4,2,200,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],[],0,
506,5,2,200,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
507,6,2,250,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
508,7,2,250,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
509,8,2,250,,0,"[1003,15]",0,"[1003,80]",,,0,1,[],[],0,
510,9,2,300,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
511,10,2,300,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
512,11,2,400,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
513,12,2,400,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
514,13,2,500,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
515,14,2,500,,0,"[1003,30]",0,"[11001,2]",,,1,1,"[2,11001]",[],0,
516,15,2,-1,,0,"[1003,50]",0,"[1003,300]",,,1,0,[],[],0,
520,0,140,200,ui_active_bp_dragon_140,0,"[1003,10]",2,"[332001,1]",partner_name_332,partner_desc_332,1,1,"[3,332001]",[],800,
521,1,140,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
522,2,140,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
523,3,140,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
524,4,140,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
525,5,140,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
526,6,140,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
527,7,140,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
528,8,140,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
529,9,140,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
530,10,140,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
531,11,140,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
532,12,140,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
533,13,140,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
534,14,140,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
535,15,140,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
540,0,139,200,ui_active_bp_dragon_139,0,"[1003,10]",2,"[331001,1]",partner_name_331,partner_desc_331,1,1,"[3,331001]","[4,5,6,7]",800,
541,1,139,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]","[4,5,6,7]",0,
542,2,139,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],"[4,5,6,7]",0,
543,3,139,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],"[4,5,6,7]",0,
544,4,139,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],"[4,5,6,7]",0,
545,5,139,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],"[4,5,6,7]",0,
546,6,139,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],"[4,5,6,7]",0,
547,7,139,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],"[4,5,6,7]",0,
548,8,139,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],"[4,5,6,7]",0,
549,9,139,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],"[4,5,6,7]",0,
550,10,139,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],"[4,5,6,7]",0,
551,11,139,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],"[4,5,6,7]",0,
552,12,139,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],"[4,5,6,7]",0,
553,13,139,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],"[4,5,6,7]",0,
554,14,139,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]","[4,5,6,7]",0,
555,15,139,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],"[4,5,6,7]",0,
560,0,139,100,,0,"[1003,10]",0,"[1003,30]",,,1,1,"[3,1003]","[1,2,3]",802,
561,1,139,100,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]","[1,2,3]",0,
562,2,139,100,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],"[1,2,3]",0,
563,3,139,200,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],"[1,2,3]",0,
564,4,139,200,,0,"[1003,10]",0,"[1003,30]",,,0,0,[],"[1,2,3]",0,
565,5,139,200,,0,"[1003,15]",0,"[1003,40]",,,0,0,[],"[1,2,3]",0,
566,6,139,300,,0,"[1003,15]",0,"[1003,40]",,,0,0,[],"[1,2,3]",0,
567,7,139,300,,0,"[1003,15]",0,"[1003,40]",,,0,0,[],"[1,2,3]",0,
568,8,139,300,,0,"[1003,20]",0,"[1003,50]",,,0,1,[],"[1,2,3]",0,
569,9,139,500,,0,"[1003,20]",0,"[1003,50]",,,0,0,[],"[1,2,3]",0,
570,10,139,500,,0,"[1003,20]",0,"[1003,50]",,,0,0,[],"[1,2,3]",0,
571,11,139,500,,0,"[1003,30]",0,"[1003,100]",,,0,0,[],"[1,2,3]",0,
572,12,139,500,,0,"[1003,30]",0,"[1003,100]",,,0,0,[],"[1,2,3]",0,
573,13,139,600,,0,"[1003,30]",0,"[1003,100]",,,0,0,[],"[1,2,3]",0,
574,14,139,600,,0,"[1003,60]",0,"[11001,2]",,,1,1,"[2,11001]","[1,2,3]",0,
575,15,139,-1,,0,"[1003,100]",0,"[1003,500]",,,1,0,[],"[1,2,3]",0,
576,0,141,200,ui_active_bp_dragon_142,0,"[1003,10]",2,"[333001,1]",partner_name_333,partner_desc_333,1,1,"[3,333001]",[],800,
577,1,141,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
578,2,141,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
579,3,141,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
580,4,141,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
581,5,141,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
582,6,141,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
583,7,141,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
584,8,141,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
585,9,141,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
586,10,141,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
587,11,141,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
588,12,141,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
589,13,141,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
590,14,141,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
591,15,141,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
592,0,142,200,ui_active_bp_dragon_141,0,"[1003,10]",2,"[334001,1]",partner_name_334,partner_desc_334,1,1,"[3,334001]",[],800,
593,1,142,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
594,2,142,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
595,3,142,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
596,4,142,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
597,5,142,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
598,6,142,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
599,7,142,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
600,8,142,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
601,9,142,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
602,10,142,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
603,11,142,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
604,12,142,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
605,13,142,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
606,14,142,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
607,15,142,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
608,0,143,200,ui_active_bp_dragon_143,0,"[1003,10]",2,"[335001,1]",partner_name_335,partner_desc_335,1,1,"[3,335001]",[],800,
609,1,143,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
610,2,143,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
611,3,143,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
612,4,143,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
613,5,143,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
614,6,143,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
615,7,143,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
616,8,143,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
617,9,143,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
618,10,143,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
619,11,143,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
620,12,143,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
621,13,143,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
622,14,143,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
623,15,143,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
624,0,145,200,ui_active_bp_dragon_145,0,"[1003,10]",2,"[337001,1]",partner_name_337,partner_desc_337,1,1,"[3,337001]",[],800,
625,1,145,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
626,2,145,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
627,3,145,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
628,4,145,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
629,5,145,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
630,6,145,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
631,7,145,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
632,8,145,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
633,9,145,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
634,10,145,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
635,11,145,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
636,12,145,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
637,13,145,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
638,14,145,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
639,15,145,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
640,0,144,200,ui_active_bp_dragon_144,0,"[1003,10]",2,"[336001,1]",partner_name_334,partner_desc_334,1,1,"[3,336001]",[],800,
641,1,144,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
642,2,144,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
643,3,144,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
644,4,144,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
645,5,144,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
646,6,144,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
647,7,144,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
