id,sceneID,icon_way,icon,missionType,taskParam,taskDesc,name,reward,lookupWay,nextID,
1117,2301DragonZoo,,Event12_019GoByBoat_icon3,31,"[1963,2]",UI_common_scene_task_building,ui_event12_boat1,30,0,,
1118,2301DragonZoo,,Event12_029PressConference2_icon2,31,"[1971,1]",UI_common_scene_task_turnon,ui_event12_bigscreen1,20,0,,
1119,2301DragonZoo,,Event12_029PressConference2_icon2,31,"[1971,4]",UI_common_scene_task_turnon,ui_event12_bigscreen1,50,0,,
1201,2303Loverway,,Event13_000ErosManor,28,"[""2303Loverway""]",UI_common_scene_task_go,UI_2303Loverway_title,20,0,,
1202,2303Loverway,,Event13_006memoryfragments,31,"[2108,1]",UI_common_scene_task_building,ui_event13_chair1,20,0,,
1203,2303Loverway,,Event13_006memoryfragments,31,"[2108,3]",UI_common_scene_task_building,ui_event13_chair1,30,0,,
1204,2303Loverway,,Event13_006memoryfragments,31,"[2108,6]",UI_common_scene_task_building,ui_event13_chair1,50,0,,
1205,2303Loverway,,Event13_008Ancientobjects,37,[1],UI_2205DragonMuseum_task10,,20,0,,
1206,2303Loverway,,Event13_008Ancientobjects,37,[30],UI_2205DragonMuseum_task10,,30,0,,
1207,2303Loverway,,building_Valentine22_bird,31,"[2116,1]",UI_common_scene_task_building,ui_event13_parterres1,20,0,,
1208,2303Loverway,,building_Valentine22_bird,31,"[2116,4]",UI_common_scene_task_building,ui_event13_parterres1,40,0,,
1209,2303Loverway,,item_2303Loverway_blackcoco,2,"[4810,5]",UI_common_scene_task_product,item_4810,20,0,,
1210,2303Loverway,,item_2303Loverway_blackcoco,2,"[4810,10]",UI_common_scene_task_product,item_4810,30,0,,
1211,2303Loverway,,item_2303Loverway_blackcoco,2,"[4810,20]",UI_common_scene_task_product,item_4810,40,0,,
1212,2303Loverway,,Event13_000ErosManor,31,"[2104,1]",UI_common_scene_task_building,ui_event13_Cupid1,20,0,,
1213,2303Loverway,,Event13_000ErosManor,31,"[2104,4]",UI_common_scene_task_building,ui_event13_Cupid1,40,0,,
1214,2303Loverway,,Event13_028Cherrybloom_icon1,31,"[2137,1]",UI_common_scene_task_building,ui_event13_Rainmachine1,20,0,,
1215,2303Loverway,,Event13_028Cherrybloom_icon1,31,"[2137,3]",UI_common_scene_task_building,ui_event13_Rainmachine1,30,0,,
1216,2303Loverway,,cynthiahat_27334,7,"[27334,1]",UI_common_scene_task_cooking,cynthiahat_27334,30,0,,
1217,2303Loverway,,cynthiadress_27335,7,"[27335,1]",UI_common_scene_task_cooking,cynthiadress_27335,30,0,,
1218,2303Loverway,,cynthiaskirt_27336,7,"[27336,1]",UI_common_scene_task_cooking,cynthiaskirt_27336,30,0,,
1219,2303Loverway,,cynthiashoes_27337,7,"[27337,1]",UI_common_scene_task_cooking,cynthiashoes_27337,30,0,,
1401,2305FactoryCity,,Event15_000StrangePark,28,"[""2305FactoryCity""]",UI_common_scene_task_go,UI_2305FactoryCity_title,10,0,,
1402,2305FactoryCity,,Event13_028Cherrybloom_icon1,31,"[2579,1]",UI_common_scene_task_building,ui_event15_Energystations,20,0,,
1403,2305FactoryCity,,Event13_028Cherrybloom_icon1,31,"[2579,3]",UI_common_scene_task_building,ui_event15_Energystations,30,0,,
1404,2305FactoryCity,,Event13_028Cherrybloom_icon1,31,"[2579,6]",UI_common_scene_task_building,ui_event15_Energystations,50,0,,
1405,2305FactoryCity,,Event15_012Hirerabbit,31,"[2657,1]",UI_common_scene_task_trading,ui_event15_AIRabbitA,10,0,,
1406,2305FactoryCity,,Event15_012Hirerabbit,31,"[2657,6]",UI_common_scene_task_trading,ui_event15_AIRabbitA,20,0,,
1407,2305FactoryCity,,building_event15_statue,31,"[2567,1]",UI_common_scene_task_building,ui_event15_statue,20,0,,
1408,2305FactoryCity,,Event15_011Gachamachine,37,"[1,""2305FactoryCity"",41]",UI_2205DragonMuseum_task10,,10,0,,
1409,2305FactoryCity,,Event15_011Gachamachine,37,"[30,""2305FactoryCity"",41]",UI_2205DragonMuseum_task10,,30,0,,
1410,2305FactoryCity,,building_event13_Rollthelawn,31,"[2607,1]",UI_common_scene_task_building,ui_event15_vendingmachine,20,0,,
1411,2305FactoryCity,,building_event13_Rollthelawn,31,"[2607,2]",UI_common_scene_task_building,ui_event15_vendingmachine,30,0,,
1412,2305FactoryCity,,building_event13_Rollthelawn,31,"[2607,5]",UI_common_scene_task_building,ui_event15_vendingmachine,50,0,,
1413,2305FactoryCity,,Event4_005SuspiciousSpring_icon1,31,"[2598,1]",UI_common_scene_task_building,ui_event15_Rafflecoins,10,0,,
1414,2305FactoryCity,,Event4_005SuspiciousSpring_icon1,31,"[2598,3]",UI_common_scene_task_building,ui_event15_Rafflecoins,20,0,,
1415,2305FactoryCity,,Event4_005SuspiciousSpring_icon1,31,"[2598,6]",UI_common_scene_task_building,ui_event15_Rafflecoins,50,0,,
1416,2305FactoryCity,,Event15_006Makemoney,31,"[2679,1]",UI_common_scene_task_open,ui_event15_treasurechest,20,0,,
1417,2305FactoryCity,,Event15_006Makemoney,31,"[2679,5]",UI_common_scene_task_open,ui_event15_treasurechest,30,0,,
1418,2305FactoryCity,,Event15_006Makemoney,31,"[2679,10]",UI_common_scene_task_open,ui_event15_treasurechest,40,0,,
1419,2305FactoryCity,,Event15_004Signcontract_icon1,7,"[27342,1]",UI_common_scene_task_cooking,cynthiahat_27342,20,0,,
1420,2305FactoryCity,,Event15_020Enjoylife1_icon2,7,"[27343,1]",UI_common_scene_task_cooking,cynthiadress_27343,20,0,,
1421,2305FactoryCity,,cynthiaskirt_27344,7,"[27344,1]",UI_common_scene_task_cooking,cynthiaskirt_27344,20,0,,
1422,2305FactoryCity,,cynthiashoes_27345,7,"[27345,1]",UI_common_scene_task_cooking,cynthiashoes_27345,20,0,,
1425,2306FunSportsDay,,Event16_000FunSportsDay,28,"[""2306FunSportsDay""]",UI_common_scene_task_go,UI_2306FunSportsDay_title,10,0,,
1426,2306FunSportsDay,,Event16_001RollerSkating1,31,"[2804,1]",UI_common_scene_task_completegame,ui_scene_task_game1,20,0,,
1427,2306FunSportsDay,,Event16_008MiniatureGolf1,31,"[2808,1]",UI_common_scene_task_completegame,ui_scene_task_game2,30,0,,
1428,2306FunSportsDay,,Event16_018HeadwindJavelin1,31,"[2810,1]",UI_common_scene_task_completegame,ui_scene_task_game3,30,0,,
1429,2306FunSportsDay,,Event16_023ArcheryCompetition1,31,"[2813,1]",UI_common_scene_task_completegame,ui_scene_task_game4,40,0,,
1430,2306FunSportsDay,,Event16_027FateSoccer,31,"[2814,1]",UI_common_scene_task_completegame,ui_scene_task_game5,50,0,,
1431,2306FunSportsDay,,DragonParadise_31,31,"[2817,1]",UI_common_scene_task_building,ui_event16_auditorium,20,0,,
1432,2306FunSportsDay,,DragonParadise_31,31,"[2817,2]",UI_common_scene_task_building,ui_event16_auditorium,20,0,,
1433,2306FunSportsDay,,Event16_lottery,37,"[1,""2306FunSportsDay"",0]",UI_common_scene_task_drawing,,10,0,,
1434,2306FunSportsDay,,Event16_lottery,37,"[30,""2306FunSportsDay"",0]",UI_common_scene_task_drawing,,30,0,,
1435,2306FunSportsDay,,Event16_006PreparationofCeremony,31,"[2819,1]",UI_common_scene_task_building,ui_event16_podium,20,0,,
1436,2306FunSportsDay,,Event16_006PreparationofCeremony,31,"[2819,3]",UI_common_scene_task_building,ui_event16_podium,40,0,,
1437,2306FunSportsDay,,Event16_006PreparationofCeremony,31,"[2819,5]",UI_common_scene_task_building,ui_event16_podium,50,0,,
1438,2306FunSportsDay,,cynthiahat_27346,7,"[27346,1]",UI_common_scene_task_cooking,cynthiahat_27346,20,0,,
1439,2306FunSportsDay,,Event16_009PreparationofContest_icon2,7,"[27347,1]",UI_common_scene_task_cooking,cynthiadress_27347,20,0,,
1440,2306FunSportsDay,,cynthiaskirt_27348,7,"[27348,1]",UI_common_scene_task_cooking,cynthiaskirt_27348,50,0,,
1441,2306FunSportsDay,,cynthiashoes_27349,7,"[27349,1]",UI_common_scene_task_cooking,cynthiashoes_27349,40,0,,
1442,2306FunSportsDay,,Event16_024ArcheryCompetition2_icon1,2,"[90018,12]",UI_common_scene_task_getitem,item_90018,20,0,,
1443,2306FunSportsDay,,Event16_034GrandPrize,4,"[""2306FunSportsDay"",[""103309""]]",UI_common_scene_task_open,Event16_034GrandPrize,30,0,,
1444,2306FunSportsDay,,building_event16_coin,31,"[2824,1]",UI_common_scene_task_building,ui_event16_luckymachine,10,0,,
1445,2306FunSportsDay,,building_event16_coin,31,"[2824,3]",UI_common_scene_task_building,ui_event16_luckymachine,40,0,,
1446,2306FunSportsDay,,building_event16_coin,31,"[2824,5]",UI_common_scene_task_building,ui_event16_luckymachine,60,0,,
1450,2307CardKingdom,,Event17_000cardkingdom,28,"[""2307CardKingdom""]",UI_common_scene_task_go,UI_2307CardKingdom_title,10,0,,
1451,2307CardKingdom,,building_event17_spring,31,"[3019,1]",UI_common_scene_task_building,ui_event17_spring,20,0,,
1452,2307CardKingdom,,building_event17_spring,31,"[3019,3]",UI_common_scene_task_building,ui_event17_spring,40,0,,
1453,2307CardKingdom,,building_event17_spring,31,"[3019,5]",UI_common_scene_task_building,ui_event17_spring,50,0,,
1454,2307CardKingdom,,Event17_002Benjaminbusiness_icon1,37,"[1,""2307CardKingdom"",41]",UI_2205DragonMuseum_task10,,20,0,,
1455,2307CardKingdom,,Event17_002Benjaminbusiness_icon1,37,"[30,""2307CardKingdom"",41]",UI_2205DragonMuseum_task10,,40,0,,
1456,2307CardKingdom,,building_event17_peripheralcar,31,"[3007,1]",UI_common_scene_task_building,ui_event17_peripheralcar,20,0,,
1457,2307CardKingdom,,building_event17_peripheralcar,31,"[3007,4]",UI_common_scene_task_building,ui_event17_peripheralcar,40,0,,
1458,2307CardKingdom,,Event17_011pileofpaper_icon2,31,"[3011,1]",UI_common_scene_task_building,ui_event17_guard,20,0,,
1459,2307CardKingdom,,Event17_011pileofpaper_icon2,31,"[3011,4]",UI_common_scene_task_building,ui_event17_guard,40,0,,
1460,2307CardKingdom,,Event9_029ComfortSoul_icon4,31,"[3113,1]",UI_common_scene_task_building,ui_event17_chair,20,0,,
1461,2307CardKingdom,,Event9_029ComfortSoul_icon4,31,"[3113,3]",UI_common_scene_task_building,ui_event17_chair,40,0,,
1462,2307CardKingdom,,item_2307CardKingdom_luckycard,2,"[90088,10]",UI_common_scene_task_product,item_90088,20,0,,
1463,2307CardKingdom,,item_2307CardKingdom_luckycard,2,"[90088,20]",UI_common_scene_task_product,item_90088,40,0,,
1464,2307CardKingdom,,item_2307CardKingdom_luckycard,2,"[90088,30]",UI_common_scene_task_product,item_90088,50,0,,
1465,2307CardKingdom,,cynthiahat_27358,7,"[27358,1]",UI_common_scene_task_cooking,cynthiahat_27358,20,0,,
1466,2307CardKingdom,,cynthiadress_27359,7,"[27359,1]",UI_common_scene_task_cooking,cynthiadress_27359,20,0,,
1467,2307CardKingdom,,cynthiaskirt_27360,7,"[27360,1]",UI_common_scene_task_cooking,cynthiaskirt_27360,20,0,,
1468,2307CardKingdom,,cynthiashoes_27361,7,"[27361,1]",UI_common_scene_task_cooking,cynthiashoes_27361,20,0,,
1470,2308MagicBox,,Event18_026MagicBox4_icon1,28,"[""2308MagicBox""]",UI_common_scene_task_go,UI_2308MagicBox_title,10,0,,
1471,2308MagicBox,,Event18_003BrightCoin3_icon2,31,"[3142,2]",UI_common_scene_task_building,ui_event18_carpstreamer,20,0,,
1472,2308MagicBox,,building_event18_balloonstand,31,"[3156,2]",UI_common_scene_task_building,ui_event18_balloonstand,20,0,,
1473,2308MagicBox,,Event11_pointtask01,31,"[3159,2]",UI_common_scene_task_building,ui_event18_snowman,30,0,,
1474,2308MagicBox,,building_event18_bonfire,31,"[3162,3]",UI_common_scene_task_building,ui_event18_bonfire,30,0,,
1475,2308MagicBox,,building_event18_teapot,31,"[3166,2]",UI_common_scene_task_building,ui_event18_teapot,30,0,,
1476,2308MagicBox,,building_event18_teapot,31,"[3166,4]",UI_common_scene_task_building,ui_event18_teapot,30,0,,
1477,2308MagicBox,,building_event18_CherryTree,31,"[3145,1]",UI_common_scene_task_building,ui_event14_cherrytree1,10,0,,
1478,2308MagicBox,,building_event18_CherryTree,31,"[3145,3]",UI_common_scene_task_building,ui_event14_cherrytree1,20,0,,
1479,2308MagicBox,,building_event18_CherryTree,31,"[3145,5]",UI_common_scene_task_building,ui_event14_cherrytree1,30,0,,
1480,2308MagicBox,,building_event18_CherryTree,31,"[3145,10]",UI_common_scene_task_building,ui_event14_cherrytree1,50,0,,
1481,2308MagicBox,,Event7_011ArriveFair_icon2,37,"[1,""2308MagicBox"",41]",UI_2205DragonMuseum_task10,,40,0,,
1482,2308MagicBox,,Event7_011ArriveFair_icon2,37,"[30,""2308MagicBox"",41]",UI_2205DragonMuseum_task10,,50,0,,
1483,2308MagicBox,,Event18_007Shrine1_icon1,31,"[3155,1]",UI_common_scene_task_building,ui_event18_shrine,20,0,,
1484,2308MagicBox,,Event18_015TheSlide2_icon2,31,"[3158,1]",UI_common_scene_task_building,ui_event18_pinkslide,20,0,,
1485,2308MagicBox,,Event18_020ClimateMystery2_icon2,31,"[3161,1]",UI_common_scene_task_building,ui_event18_market,50,0,,
1486,2308MagicBox,,Event18_026MagicBox4_icon1,31,"[3165,1]",UI_common_scene_task_building,ui_event18_magicbox,40,0,,
1487,2308MagicBox,,Event18_030ReceptionArea2_icon3,31,"[3170,1]",UI_common_scene_task_building,ui_event18_outdoorrestaurant,20,0,,
1488,2308MagicBox,,Event18_009CelebrationCostume1,7,"[27362,1]",UI_common_scene_task_cooking,cynthiahat_27362,30,0,,
1489,2308MagicBox,,cynthiadress_27363,7,"[27363,1]",UI_common_scene_task_cooking,cynthiadress_27363,20,0,,
1490,2308MagicBox,,cynthiaskirt_27364,7,"[27364,1]",UI_common_scene_task_cooking,cynthiaskirt_27364,30,0,,
1491,2308MagicBox,,cynthiashoes_27365,7,"[27365,1]",UI_common_scene_task_cooking,cynthiashoes_27365,60,0,,
1532,2311FruitTown,,Event21_000Fruittown_icon1,28,"[""2311FruitTown""]",UI_common_scene_task_go,UI_2311FruitTown_title,10,0,,
1533,2311FruitTown,,building_event21_fruittower,31,"[3642,2]",UI_common_scene_task_building,ui_event21_fruittower,20,0,,
1534,2311FruitTown,,building_event19_rabbitdiningtable1,31,"[3658,2]",UI_common_scene_task_building,ui_event21_picnictable,20,0,,
1535,2311FruitTown,,building_event18_outdoorrestaurant,31,"[3661,2]",UI_common_scene_task_building,ui_event21_residence,30,0,,
1536,2311FruitTown,,building_event10_giantorange,31,"[3656,2]",UI_common_scene_task_building,ui_event21_juicer,30,0,,
1537,2311FruitTown,,building_event21_beachchair,31,"[3667,3]",UI_common_scene_task_building,ui_event21_beachchair,30,0,,
1539,2311FruitTown,,building_event21_lemontree,31,"[3645,1]",UI_common_scene_task_building,ui_event21_lemontree,15,0,,
1540,2311FruitTown,,building_event21_lemontree,31,"[3645,3]",UI_common_scene_task_building,ui_event21_lemontree,25,0,,
1541,2311FruitTown,,building_event21_lemontree,31,"[3645,5]",UI_common_scene_task_building,ui_event21_lemontree,35,0,,
1542,2311FruitTown,,building_event21_lemontree,31,"[3645,10]",UI_common_scene_task_building,ui_event21_lemontree,45,0,,
1543,2311FruitTown,,Event21_004Gachamachine_icon2,37,"[1,""2311FruitTown"",41]",UI_2205DragonMuseum_task10,,40,0,,
1544,2311FruitTown,,Event21_004Gachamachine_icon2,37,"[30,""2311FruitTown"",41]",UI_2205DragonMuseum_task10,,50,0,,
1545,2311FruitTown,,building_event21_jbuildingcefountain,31,"[3655,1]",UI_common_scene_task_building,ui_event21_juicefountain,20,0,,
1546,2311FruitTown,,building_event21_table,31,"[3660,1]",UI_common_scene_task_building,ui_event21_diningtable,20,0,,
1547,2311FruitTown,,building_event21_swimmingpool,31,"[3663,1]",UI_common_scene_task_building,ui_event21_swimmingpool,30,0,,
1548,2311FruitTown,,building_event21_bowlingalley,31,"[3666,1]",UI_common_scene_task_building,ui_event21_bowlingalley,40,0,,
1549,2311FruitTown,,building_event21_hotairballoon,31,"[3669,1]",UI_common_scene_task_building,ui_event21_hotairballoon,50,0,,
1550,2311FruitTown,,cynthiahat_27375,7,"[27375,1]",UI_common_scene_task_cooking,cynthiahat_27375,20,0,,
1551,2311FruitTown,,cynthiadress_27376,7,"[27376,1]",UI_common_scene_task_cooking,cynthiadress_27376,30,0,,
1552,2311FruitTown,,cynthiaskirt_27377,7,"[27377,1]",UI_common_scene_task_cooking,cynthiaskirt_27377,40,0,,
1553,2311FruitTown,,cynthiashoes_27378,7,"[27378,1]",UI_common_scene_task_cooking,cynthiashoes_27378,60,0,,
1513,2310CubeWaterWorld,,ui_inmain_2310CubeWaterworld_bg,28,"[""2310CubeWaterWorld""]",UI_common_scene_task_go,UI_2310CubeWaterWorld_title,10,0,,
1514,2310CubeWaterWorld,,building_event20_mermaidstatue,31,"[3451,1]",UI_common_scene_task_building,ui_event20_mermaidstatue,20,0,,
1515,2310CubeWaterWorld,,building_event20_mermaidstatue,31,"[3451,3]",UI_common_scene_task_building,ui_event20_mermaidstatue,30,0,,
1516,2310CubeWaterWorld,,building_event20_mermaidstatue,31,"[3451,5]",UI_common_scene_task_building,ui_event20_mermaidstatue,40,0,,
1517,2310CubeWaterWorld,,Event20_004gacha_icon1,37,"[1,""2310CubeWaterWorld"",41]",UI_2205DragonMuseum_task10,,20,0,,
1518,2310CubeWaterWorld,,Event20_004gacha_icon1,37,"[30,""2310CubeWaterWorld"",41]",UI_2205DragonMuseum_task10,,40,0,,
1519,2310CubeWaterWorld,,building_event20_beachchair,31,"[3456,1]",UI_common_scene_task_building,ui_event20_beachchair,20,0,,
1520,2310CubeWaterWorld,,building_event20_beachchair,31,"[3456,3]",UI_common_scene_task_building,ui_event20_beachchair,40,0,,
1521,2310CubeWaterWorld,,building_event20_beachchair,31,"[3456,6]",UI_common_scene_task_building,ui_event20_beachchair,60,0,,
1522,2310CubeWaterWorld,,building_event20_largecube,31,"[3480,1]",UI_common_scene_task_open,ui_event20_largecube,60,0,,
1523,2310CubeWaterWorld,,building_event20_sandstatue,31,"[3467,3]",UI_common_scene_task_building,ui_event20_sandstatue,20,0,,
1524,2310CubeWaterWorld,,building_event20_sandstatue,31,"[3467,6]",UI_common_scene_task_building,ui_event20_sandstatue,30,0,,
1525,2310CubeWaterWorld,,item_story17_pearl,2,"[90307,10]",UI_2310CubeWaterWorld_collect,item_90307,10,0,,
1526,2310CubeWaterWorld,,item_story17_pearl,2,"[90307,20]",UI_2310CubeWaterWorld_collect,item_90307,20,0,,
1527,2310CubeWaterWorld,,item_story17_pearl,2,"[90307,30]",UI_2310CubeWaterWorld_collect,item_90307,40,0,,
1528,2310CubeWaterWorld,,cynthiahat_27371,7,"[27371,1]",UI_common_scene_task_cooking,cynthiahat_27371,10,0,,
1529,2310CubeWaterWorld,,cynthiadress_27372,7,"[27372,1]",UI_common_scene_task_cooking,cynthiadress_27372,40,0,,
1530,2310CubeWaterWorld,,cynthiaskirt_27373,7,"[27373,1]",UI_common_scene_task_cooking,cynthiaskirt_27373,30,0,,
1531,2310CubeWaterWorld,,cynthiashoes_27374,7,"[27374,1]",UI_common_scene_task_cooking,cynthiashoes_27374,20,0,,
1554,2313MermaidCity,,Event23_000MermaidCity,28,"[""2313MermaidCity""]",UI_common_scene_task_go,UI_2313MermaidCity_title,5,0,,
1555,2313MermaidCity,,Event23_005WhereaboutsDragon_icon1,31,"[3789,1]",UI_common_scene_task_save,ui_event23_dragon_mermaid01,10,0,,
1556,2313MermaidCity,,Event23_006FirstTreasure_task1,31,"[3790,1]",UI_common_scene_task_investigate,ui_event23_seashell,15,0,,
1557,2313MermaidCity,,Event23_015WinwinExchange,31,"[3793,1]",UI_common_scene_task_investigate,ui_event23_oasis,20,0,,
1558,2313MermaidCity,,Description12_005scoralharp,31,"[3800,1]",UI_common_scene_task_investigate,ui_event23_seaharp,25,0,,
1559,2313MermaidCity,,Event23_027SeaWand_icon1,31,"[3802,1]",UI_common_scene_task_investigate,ui_event23_magictable,35,0,,
1560,2313MermaidCity,,Event23_000MermaidCity,31,"[3804,1]",UI_common_scene_task_investigate,ui_event23_palace,50,0,,
1561,2313MermaidCity,,Event6_006CrystalTotem_icon1,31,"[3784,1]",UI_common_scene_task_building,ui_event23_totems,20,0,,
1562,2313MermaidCity,,Event6_006CrystalTotem_icon1,31,"[3784,5]",UI_common_scene_task_building,ui_event23_totems,30,0,,
1563,2313MermaidCity,,Event23_012SubImportantMaterials3_icon3,31,"[3779,1]",UI_common_scene_task_building,ui_event23_Peripheralcar,20,0,,
1564,2313MermaidCity,,Event23_012SubImportantMaterials3_icon3,31,"[3779,5]",UI_common_scene_task_building,ui_event23_Peripheralcar,30,0,,
1565,2313MermaidCity,,Event23_017FirstThing,31,"[3771,1]",UI_common_scene_task_building,ui_event23_fountain,20,0,,
1566,2313MermaidCity,,Event23_017FirstThing,31,"[3771,4]",UI_common_scene_task_building,ui_event23_fountain,30,0,,
1567,2313MermaidCity,,Event23_022Lighthouse,31,"[3775,1]",UI_common_scene_task_building,ui_event23_lighthouse,20,0,,
1568,2313MermaidCity,,Event23_022Lighthouse,31,"[3775,3]",UI_common_scene_task_building,ui_event23_lighthouse,30,0,,
1569,2313MermaidCity,,Event6_007CrystalBall_icon1,37,"[1,""2313MermaidCity"",41]",UI_2205DragonMuseum_task10,,20,0,,
1570,2313MermaidCity,,Event6_007CrystalBall_icon1,37,"[45,""2313MermaidCity"",41]",UI_2205DragonMuseum_task10,,30,0,,
1571,2313MermaidCity,,Event6_007CrystalBall_icon1,37,"[90,""2313MermaidCity"",41]",UI_common_scene_task_drawmore,,20,0,,
1572,2313MermaidCity,,Event6_007CrystalBall_icon1,37,"[120,""2313MermaidCity"",41]",UI_common_scene_task_drawmore,,30,0,,
1573,2313MermaidCity,,cynthiahat_27379,7,"[27379,1]",UI_common_scene_task_cooking,cynthiahat_27379,20,0,,
1574,2313MermaidCity,,cynthiadress_27380,7,"[27380,1]",UI_common_scene_task_cooking,cynthiadress_27380,50,0,,
1575,2313MermaidCity,,cynthiaskirt_27381,7,"[27381,1]",UI_common_scene_task_cooking,cynthiaskirt_27381,40,0,,
1576,2313MermaidCity,,cynthiashoes_27382,7,"[27382,1]",UI_common_scene_task_cooking,cynthiashoes_27382,30,0,,
1577,2313MermaidCity,,cynthiaskirt_27383,7,"[27383,1]",UI_common_scene_task_producemore,cynthiaskirt_27383,60,0,,
1578,2312HeartbeatJourney,,ui_inmain_2312HeartbeatJourney_bg,28,"[""2312HeartbeatJourney""]",UI_common_scene_task_go,UI_2312HeartbeatJourney_title,10,0,,
1579,2312HeartbeatJourney,,building_event22_dragon_carriage,31,"[3876,1]",UI_common_scene_task_building,ui_event22_dragon_carriage,20,0,,
1580,2312HeartbeatJourney,,Event22_014AppreciatingArtworks,31,"[3879,2]",UI_common_scene_task_building,ui_event22_dragon_hugepaintingboard,20,0,,
1581,2312HeartbeatJourney,,Event22_017Repairthegramophone_icon1,31,"[3885,1]",UI_common_scene_task_building,ui_event22_dragon_phonograph,20,0,,
1582,2312HeartbeatJourney,,Event22_020JungleDelicacies,31,"[3887,1]",UI_common_scene_task_building,ui_event22_dragon_picnictable,20,0,,
1583,2312HeartbeatJourney,,Event22_022ScenicBeautyoftheForest,31,"[3888,1]",UI_common_scene_task_building,ui_event22_dragon_hugeflowerwall,20,0,,
1584,2312HeartbeatJourney,,Event22_030Decoratethestatue_icon2,31,"[3892,1]",UI_common_scene_task_building,ui_event22_dragon_princessstatue,40,0,,
1585,2312HeartbeatJourney,,Event22_034Completetheartwork_icon2,31,"[3896,1]",UI_common_scene_task_building,ui_event22_dragon_easel,20,0,,
1586,2312HeartbeatJourney,,Event22_037Arrangethegemstoneeggs_icon3,31,"[3902,1]",UI_common_scene_task_building,ui_event22_dragon_eggdevice,30,0,,
1587,2312HeartbeatJourney,,building_event22_dragon_pointstaskstatue1,31,"[3926,1]",UI_common_scene_task_building,ui_event22_statue,20,0,,
1588,2312HeartbeatJourney,,building_event22_dragon_pointstaskstatue1,31,"[3926,6]",UI_common_scene_task_building,ui_event22_statue,30,0,,
1589,2312HeartbeatJourney,,building_event22_dragon_fabriccar1,31,"[3909,1]",UI_common_scene_task_building,ui_event22_dragon_fabriccar,20,0,,
1590,2312HeartbeatJourney,,building_event22_dragon_fabriccar1,31,"[3909,6]",UI_common_scene_task_building,ui_event22_dragon_fabriccar,30,0,,
1591,2312HeartbeatJourney,,building_event22_dragon_coinproducedmachine1,31,"[3932,1]",UI_common_scene_task_building,ui_event22_coinmachine,20,0,,
1592,2312HeartbeatJourney,,building_event22_dragon_coinproducedmachine1,31,"[3932,6]",UI_common_scene_task_building,ui_event22_coinmachine,30,0,,
1593,2312HeartbeatJourney,,building_event22_dragon_capsule,37,"[1,""2312HeartbeatJourney"",41]",UI_2205DragonMuseum_task10,,20,0,,
1594,2312HeartbeatJourney,,building_event22_dragon_capsule,37,"[30,""2312HeartbeatJourney"",41]",UI_2205DragonMuseum_task10,,30,0,,
1595,2312HeartbeatJourney,,cynthiahat_27384,7,"[27384,1]",UI_common_scene_task_cooking,cynthiahat_27384,20,0,,
1596,2312HeartbeatJourney,,cynthiadress_27385,7,"[27385,1]",UI_common_scene_task_cooking,cynthiadress_27385,30,0,,
1597,2312HeartbeatJourney,,cynthiaskirt_27386,7,"[27386,1]",UI_common_scene_task_cooking,cynthiaskirt_27386,40,0,,
1598,2312HeartbeatJourney,,cynthiashoes_27387,7,"[27387,1]",UI_common_scene_task_cooking,cynthiashoes_27387,60,0,,
1599,2315ColorfulLand,,Event25_000Colorfulland_icon1,28,"[""2315ColorfulLand""]",UI_common_scene_task_go,UI_2315Colorfulland_title,10,0,,
1600,2315ColorfulLand,,building_event25_dragon_balloon,31,"[4607,1]",UI_common_scene_task_building,ui_event25_balloon,20,0,,
1601,2315ColorfulLand,,building_event25_dragon_balloon,31,"[4607,3]",UI_common_scene_task_building,ui_event25_balloon,30,0,,
1602,2315ColorfulLand,,building_event25_dragon_balloon,31,"[4607,5]",UI_common_scene_task_building,ui_event25_balloon,40,0,,
1603,2315ColorfulLand,,Event25_008Picturebook_icon1,31,"[4602,1]",UI_common_scene_task_building,ui_event25_Picture,20,0,,
1604,2315ColorfulLand,,Event25_008Picturebook_icon1,31,"[4602,3]",UI_common_scene_task_building,ui_event25_Picture,30,0,,
1605,2315ColorfulLand,,Event25_008Picturebook_icon1,31,"[4602,5]",UI_common_scene_task_building,ui_event25_Picture,40,0,,
1606,2315ColorfulLand,,item_2315Colorfulland_picturebook,2,"[90615,10]",UI_2310CubeWaterWorld_collect,item_90615,15,0,,
1607,2315ColorfulLand,,item_2315Colorfulland_picturebook,2,"[90615,20]",UI_2310CubeWaterWorld_collect,item_90615,25,0,,
1608,2315ColorfulLand,,item_2315Colorfulland_picturebook,2,"[90615,30]",UI_2310CubeWaterWorld_collect,item_90615,40,0,,
1609,2315ColorfulLand,,Event25_008Gacha_icon1,37,"[1,""2315ColorfulLand"",41]",UI_2205DragonMuseum_task10,,10,0,,
1610,2315ColorfulLand,,Event25_008Gacha_icon1,37,"[30,""2315ColorfulLand"",41]",UI_2205DragonMuseum_task10,,20,0,,
1611,2315ColorfulLand,,Event25_008Gacha_icon1,37,"[50,""2315ColorfulLand"",41]",UI_2205DragonMuseum_task10,,40,0,,
1612,2315ColorfulLand,,Event25_008Graffitizone_icon1,31,"[4613,1]",UI_common_scene_task_building,ui_event25_carriagevertical,10,0,,
1613,2315ColorfulLand,,Event25_008Graffitizone_icon1,31,"[4613,2]",UI_common_scene_task_building,ui_event25_carriagevertical,30,0,,
