id,type,activityId,rankInterval,score,scoreReward,giftIcon,valueType,
10001118,5,10001,"[16,25]",300,"[[1002,300]]",Renwu_Zilh,,
10001119,5,10001,"[16,25]",800,"[[1003,50]]",Renwu_Honglh,,
10001120,5,10001,"[16,25]",1300,"[[1002,300]]",Renwu_Lanlh,,
10001121,5,10001,"[16,25]",2500,"[[11001,1]]",Renwu_Honglh,,
10001122,5,10001,"[16,25]",3000,"[[1003,30]]",Renwu_Zilh,,
10001123,5,10001,"[16,25]",3500,"[[1002,500]]",Renwu_Zilh,,
10001124,5,10001,"[16,25]",4000,"[[1003,50]]",Renwu_Lanlh,,
10001125,5,10001,"[16,25]",4500,"[[1002,500]]",Renwu_Honglh,,
10001126,5,10001,"[16,25]",5500,"[[1001,10]]",Renwu_Zilh,,
10001127,5,10001,"[16,25]",6000,"[[1003,30]]",Renwu_Zilh,,
10001128,5,10001,"[16,25]",6500,"[[1002,500]]",Renwu_Zilh,,
10001129,5,10001,"[16,25]",7000,"[[1003,50]]",Renwu_Lanlh,,
10001130,5,10001,"[16,25]",7500,"[[1002,500]]",Renwu_Zilh,,
10001131,5,10001,"[16,25]",8000,"[[1003,50]]",Renwu_Honglh,,
10001132,5,10001,"[16,25]",10000,"[[1001,50]]",Renwu_Lanlh,,
10001133,5,10001,"[26,40]",120,"[[1003,30]]",Renwu_Lanlh,,
10001134,5,10001,"[26,40]",360,"[[1002,300]]",Renwu_Zilh,,
10001135,5,10001,"[26,40]",960,"[[1003,50]]",Renwu_Honglh,,
10001136,5,10001,"[26,40]",1560,"[[1002,300]]",Renwu_Lanlh,,
10001137,5,10001,"[26,40]",3000,"[[11001,1]]",Renwu_Honglh,,
10001138,5,10001,"[26,40]",3600,"[[1003,30]]",Renwu_Zilh,,
10001139,5,10001,"[26,40]",4200,"[[1002,500]]",Renwu_Zilh,,
10001140,5,10001,"[26,40]",4800,"[[1003,50]]",Renwu_Lanlh,,
10001141,5,10001,"[26,40]",5400,"[[1002,500]]",Renwu_Honglh,,
10001142,5,10001,"[26,40]",6600,"[[1001,10]]",Renwu_Zilh,,
10001143,5,10001,"[26,40]",7200,"[[1003,30]]",Renwu_Zilh,,
10001144,5,10001,"[26,40]",7800,"[[1002,500]]",Renwu_Zilh,,
10001145,5,10001,"[26,40]",8400,"[[1003,50]]",Renwu_Lanlh,,
10001146,5,10001,"[26,40]",9000,"[[1002,500]]",Renwu_Zilh,,
10001147,5,10001,"[26,40]",9600,"[[1003,50]]",Renwu_Honglh,,
10001148,5,10001,"[26,40]",12000,"[[1001,50]]",Renwu_Lanlh,,
10001149,5,10001,"[41,59]",130,"[[1003,30]]",Renwu_Lanlh,,
10001150,5,10001,"[41,59]",390,"[[1002,300]]",Renwu_Zilh,,
10001151,5,10001,"[41,59]",1040,"[[1003,50]]",Renwu_Honglh,,
10001152,5,10001,"[41,59]",1690,"[[1002,300]]",Renwu_Lanlh,,
10001153,5,10001,"[41,59]",3250,"[[11001,1]]",Renwu_Honglh,,
10001154,5,10001,"[41,59]",3900,"[[1003,30]]",Renwu_Zilh,,
10001155,5,10001,"[41,59]",4550,"[[1002,500]]",Renwu_Zilh,,
10001156,5,10001,"[41,59]",5200,"[[1003,50]]",Renwu_Lanlh,,
10001157,5,10001,"[41,59]",5850,"[[1002,500]]",Renwu_Honglh,,
10001158,5,10001,"[41,59]",7150,"[[1001,10]]",Renwu_Zilh,,
10001159,5,10001,"[41,59]",7800,"[[1003,30]]",Renwu_Zilh,,
10001160,5,10001,"[41,59]",8450,"[[1002,500]]",Renwu_Zilh,,
10001161,5,10001,"[41,59]",9100,"[[1003,50]]",Renwu_Lanlh,,
10001162,5,10001,"[41,59]",9750,"[[1002,500]]",Renwu_Zilh,,
10001163,5,10001,"[41,59]",10400,"[[1003,50]]",Renwu_Honglh,,
10001164,5,10001,"[41,59]",13000,"[[1001,50]]",Renwu_Lanlh,,
10011101,5,10002,"[10,15]",80,"[[1003,30]]",Renwu_Lanlh,,
10011102,5,10002,"[10,15]",240,"[[1002,300]]",Renwu_Zilh,,
10011103,5,10002,"[10,15]",640,"[[1003,50]]",Renwu_Honglh,,
10011104,5,10002,"[10,15]",1040,"[[1002,300]]",Renwu_Lanlh,,
10011105,5,10002,"[10,15]",2000,"[[11001,1]]",Renwu_Honglh,,
10011106,5,10002,"[10,15]",2400,"[[1003,30]]",Renwu_Zilh,,
10011107,5,10002,"[10,15]",2800,"[[1002,500]]",Renwu_Zilh,,
10011108,5,10002,"[10,15]",3200,"[[1003,50]]",Renwu_Lanlh,,
10011109,5,10002,"[10,15]",3600,"[[1002,500]]",Renwu_Honglh,,
10011110,5,10002,"[10,15]",4400,"[[1001,10]]",Renwu_Zilh,,
10011111,5,10002,"[10,15]",4800,"[[1003,30]]",Renwu_Zilh,,
10011112,5,10002,"[10,15]",5200,"[[1002,500]]",Renwu_Zilh,,
10011113,5,10002,"[10,15]",5600,"[[1003,50]]",Renwu_Lanlh,,
10011114,5,10002,"[10,15]",6000,"[[1002,500]]",Renwu_Zilh,,
10011115,5,10002,"[10,15]",6400,"[[1003,50]]",Renwu_Honglh,,
10011116,5,10002,"[10,15]",8000,"[[1001,50]]",Renwu_Lanlh,,
10011201,5,10002,"[16,25]",100,"[[1003,30]]",Renwu_Lanlh,,
10011202,5,10002,"[16,25]",300,"[[1002,300]]",Renwu_Zilh,,
10011203,5,10002,"[16,25]",800,"[[1003,50]]",Renwu_Honglh,,
10011204,5,10002,"[16,25]",1300,"[[1002,300]]",Renwu_Lanlh,,
10011205,5,10002,"[16,25]",2500,"[[11001,1]]",Renwu_Honglh,,
10011206,5,10002,"[16,25]",3000,"[[1003,30]]",Renwu_Zilh,,
10011207,5,10002,"[16,25]",3500,"[[1002,500]]",Renwu_Zilh,,
10011208,5,10002,"[16,25]",4000,"[[1003,50]]",Renwu_Lanlh,,
10011209,5,10002,"[16,25]",4500,"[[1002,500]]",Renwu_Honglh,,
10011210,5,10002,"[16,25]",5500,"[[1001,10]]",Renwu_Zilh,,
10011211,5,10002,"[16,25]",6000,"[[1003,30]]",Renwu_Zilh,,
10011212,5,10002,"[16,25]",6500,"[[1002,500]]",Renwu_Zilh,,
10011213,5,10002,"[16,25]",7000,"[[1003,50]]",Renwu_Lanlh,,
10011214,5,10002,"[16,25]",7500,"[[1002,500]]",Renwu_Zilh,,
10011215,5,10002,"[16,25]",8000,"[[1003,50]]",Renwu_Honglh,,
10011216,5,10002,"[16,25]",10000,"[[1001,50]]",Renwu_Lanlh,,
10011301,5,10002,"[26,40]",120,"[[1003,30]]",Renwu_Lanlh,,
10011302,5,10002,"[26,40]",360,"[[1002,300]]",Renwu_Zilh,,
10011303,5,10002,"[26,40]",960,"[[1003,50]]",Renwu_Honglh,,
10011304,5,10002,"[26,40]",1560,"[[1002,300]]",Renwu_Lanlh,,
10011305,5,10002,"[26,40]",3000,"[[11001,1]]",Renwu_Honglh,,
10011306,5,10002,"[26,40]",3600,"[[1003,30]]",Renwu_Zilh,,
10011307,5,10002,"[26,40]",4200,"[[1002,500]]",Renwu_Zilh,,
10011308,5,10002,"[26,40]",4800,"[[1003,50]]",Renwu_Lanlh,,
10011309,5,10002,"[26,40]",5400,"[[1002,500]]",Renwu_Honglh,,
10011310,5,10002,"[26,40]",6600,"[[1001,10]]",Renwu_Zilh,,
10011311,5,10002,"[26,40]",7200,"[[1003,30]]",Renwu_Zilh,,
10011312,5,10002,"[26,40]",7800,"[[1002,500]]",Renwu_Zilh,,
10011313,5,10002,"[26,40]",8400,"[[1003,50]]",Renwu_Lanlh,,
10011314,5,10002,"[26,40]",9000,"[[1002,500]]",Renwu_Zilh,,
10011315,5,10002,"[26,40]",9600,"[[1003,50]]",Renwu_Honglh,,
10011316,5,10002,"[26,40]",12000,"[[1001,50]]",Renwu_Lanlh,,
10011401,5,10002,"[41,59]",130,"[[1003,30]]",Renwu_Lanlh,,
10011402,5,10002,"[41,59]",390,"[[1002,300]]",Renwu_Zilh,,
10011403,5,10002,"[41,59]",1040,"[[1003,50]]",Renwu_Honglh,,
10011404,5,10002,"[41,59]",1690,"[[1002,300]]",Renwu_Lanlh,,
10011405,5,10002,"[41,59]",3250,"[[11001,1]]",Renwu_Honglh,,
10011406,5,10002,"[41,59]",3900,"[[1003,30]]",Renwu_Zilh,,
10011407,5,10002,"[41,59]",4550,"[[1002,500]]",Renwu_Zilh,,
10011408,5,10002,"[41,59]",5200,"[[1003,50]]",Renwu_Lanlh,,
10011409,5,10002,"[41,59]",5850,"[[1002,500]]",Renwu_Honglh,,
10011410,5,10002,"[41,59]",7150,"[[1001,10]]",Renwu_Zilh,,
10011411,5,10002,"[41,59]",7800,"[[1003,30]]",Renwu_Zilh,,
10011412,5,10002,"[41,59]",8450,"[[1002,500]]",Renwu_Zilh,,
10011413,5,10002,"[41,59]",9100,"[[1003,50]]",Renwu_Lanlh,,
10011414,5,10002,"[41,59]",9750,"[[1002,500]]",Renwu_Zilh,,
10011415,5,10002,"[41,59]",10400,"[[1003,50]]",Renwu_Honglh,,
10011416,5,10002,"[41,59]",13000,"[[1001,50]]",Renwu_Lanlh,,
10011717,5,10003,"[10,15]",80,"[[1003,30]]",Renwu_Lanlh,,
10011718,5,10003,"[10,15]",240,"[[1002,300]]",Renwu_Zilh,,
10011719,5,10003,"[10,15]",640,"[[1003,50]]",Renwu_Honglh,,
10011720,5,10003,"[10,15]",1040,"[[1002,300]]",Renwu_Lanlh,,
10011721,5,10003,"[10,15]",2000,"[[11001,1]]",Renwu_Honglh,,
10011722,5,10003,"[10,15]",2400,"[[1003,30]]",Renwu_Zilh,,
10011723,5,10003,"[10,15]",2800,"[[1002,500]]",Renwu_Zilh,,
10011724,5,10003,"[10,15]",3200,"[[1003,50]]",Renwu_Lanlh,,
10011725,5,10003,"[10,15]",3600,"[[1002,500]]",Renwu_Honglh,,
10011726,5,10003,"[10,15]",4400,"[[1001,10]]",Renwu_Zilh,,
10011727,5,10003,"[10,15]",4800,"[[1003,30]]",Renwu_Zilh,,
10011728,5,10003,"[10,15]",5200,"[[1002,500]]",Renwu_Zilh,,
10011729,5,10003,"[10,15]",5600,"[[1003,50]]",Renwu_Lanlh,,
10011730,5,10003,"[10,15]",6000,"[[1002,500]]",Renwu_Zilh,,
10011731,5,10003,"[10,15]",6400,"[[1003,50]]",Renwu_Honglh,,
10011732,5,10003,"[10,15]",8000,"[[1001,50]]",Renwu_Lanlh,,
10011733,5,10003,"[16,25]",100,"[[1003,30]]",Renwu_Lanlh,,
10011734,5,10003,"[16,25]",300,"[[1002,300]]",Renwu_Zilh,,
10011735,5,10003,"[16,25]",800,"[[1003,50]]",Renwu_Honglh,,
10011736,5,10003,"[16,25]",1300,"[[1002,300]]",Renwu_Lanlh,,
10011737,5,10003,"[16,25]",2500,"[[11001,1]]",Renwu_Honglh,,
10011738,5,10003,"[16,25]",3000,"[[1003,30]]",Renwu_Zilh,,
10011739,5,10003,"[16,25]",3500,"[[1002,500]]",Renwu_Zilh,,
10011740,5,10003,"[16,25]",4000,"[[1003,50]]",Renwu_Lanlh,,
10011741,5,10003,"[16,25]",4500,"[[1002,500]]",Renwu_Honglh,,
10011742,5,10003,"[16,25]",5500,"[[1001,10]]",Renwu_Zilh,,
10011743,5,10003,"[16,25]",6000,"[[1003,30]]",Renwu_Zilh,,
10011744,5,10003,"[16,25]",6500,"[[1002,500]]",Renwu_Zilh,,
10011745,5,10003,"[16,25]",7000,"[[1003,50]]",Renwu_Lanlh,,
10011746,5,10003,"[16,25]",7500,"[[1002,500]]",Renwu_Zilh,,
10011747,5,10003,"[16,25]",8000,"[[1003,50]]",Renwu_Honglh,,
10011748,5,10003,"[16,25]",10000,"[[1001,50]]",Renwu_Lanlh,,
10011749,5,10003,"[26,40]",120,"[[1003,30]]",Renwu_Lanlh,,
10011750,5,10003,"[26,40]",360,"[[1002,300]]",Renwu_Zilh,,
10011751,5,10003,"[26,40]",960,"[[1003,50]]",Renwu_Honglh,,
10011752,5,10003,"[26,40]",1560,"[[1002,300]]",Renwu_Lanlh,,
10011753,5,10003,"[26,40]",3000,"[[11001,1]]",Renwu_Honglh,,
10011754,5,10003,"[26,40]",3600,"[[1003,30]]",Renwu_Zilh,,
10011755,5,10003,"[26,40]",4200,"[[1002,500]]",Renwu_Zilh,,
10011756,5,10003,"[26,40]",4800,"[[1003,50]]",Renwu_Lanlh,,
10011757,5,10003,"[26,40]",5400,"[[1002,500]]",Renwu_Honglh,,
10011758,5,10003,"[26,40]",6600,"[[1001,10]]",Renwu_Zilh,,
10011759,5,10003,"[26,40]",7200,"[[1003,30]]",Renwu_Zilh,,
10011760,5,10003,"[26,40]",7800,"[[1002,500]]",Renwu_Zilh,,
10011761,5,10003,"[26,40]",8400,"[[1003,50]]",Renwu_Lanlh,,
10011762,5,10003,"[26,40]",9000,"[[1002,500]]",Renwu_Zilh,,
10011763,5,10003,"[26,40]",9600,"[[1003,50]]",Renwu_Honglh,,
10011764,5,10003,"[26,40]",12000,"[[1001,50]]",Renwu_Lanlh,,
10011765,5,10003,"[41,59]",130,"[[1003,30]]",Renwu_Lanlh,,
10011766,5,10003,"[41,59]",390,"[[1002,300]]",Renwu_Zilh,,
10011767,5,10003,"[41,59]",1040,"[[1003,50]]",Renwu_Honglh,,
10011768,5,10003,"[41,59]",1690,"[[1002,300]]",Renwu_Lanlh,,
10011769,5,10003,"[41,59]",3250,"[[11001,1]]",Renwu_Honglh,,
10011770,5,10003,"[41,59]",3900,"[[1003,30]]",Renwu_Zilh,,
10011771,5,10003,"[41,59]",4550,"[[1002,500]]",Renwu_Zilh,,
10011772,5,10003,"[41,59]",5200,"[[1003,50]]",Renwu_Lanlh,,
10011773,5,10003,"[41,59]",5850,"[[1002,500]]",Renwu_Honglh,,
10011774,5,10003,"[41,59]",7150,"[[1001,10]]",Renwu_Zilh,,
10011775,5,10003,"[41,59]",7800,"[[1003,30]]",Renwu_Zilh,,
10011776,5,10003,"[41,59]",8450,"[[1002,500]]",Renwu_Zilh,,
10011777,5,10003,"[41,59]",9100,"[[1003,50]]",Renwu_Lanlh,,
10011778,5,10003,"[41,59]",9750,"[[1002,500]]",Renwu_Zilh,,
10011779,5,10003,"[41,59]",10400,"[[1003,50]]",Renwu_Honglh,,
10011780,5,10003,"[41,59]",13000,"[[1001,50]]",Renwu_Lanlh,,
10011829,5,10004,"[10,15]",80,"[[1003,30]]",Renwu_Lanlh,,
10011830,5,10004,"[10,15]",240,"[[1002,300]]",Renwu_Zilh,,
10011831,5,10004,"[10,15]",640,"[[1003,50]]",Renwu_Honglh,,
10011832,5,10004,"[10,15]",1040,"[[1002,300]]",Renwu_Lanlh,,
10011833,5,10004,"[10,15]",2000,"[[11001,1]]",Renwu_Honglh,,
10011834,5,10004,"[10,15]",2400,"[[1003,30]]",Renwu_Zilh,,
10011835,5,10004,"[10,15]",2800,"[[1002,500]]",Renwu_Zilh,,
10011836,5,10004,"[10,15]",3200,"[[1003,50]]",Renwu_Lanlh,,
10011837,5,10004,"[10,15]",3600,"[[1002,500]]",Renwu_Honglh,,
10011838,5,10004,"[10,15]",4400,"[[1001,10]]",Renwu_Zilh,,
10011839,5,10004,"[10,15]",4800,"[[1003,30]]",Renwu_Zilh,,
10011840,5,10004,"[10,15]",5200,"[[1002,500]]",Renwu_Zilh,,
10011841,5,10004,"[10,15]",5600,"[[1003,50]]",Renwu_Lanlh,,
10011842,5,10004,"[10,15]",6000,"[[1002,500]]",Renwu_Zilh,,
10011843,5,10004,"[10,15]",6400,"[[1003,50]]",Renwu_Honglh,,
10011844,5,10004,"[10,15]",8000,"[[1001,50]]",Renwu_Lanlh,,
10011845,5,10004,"[16,25]",100,"[[1003,30]]",Renwu_Lanlh,,
10011846,5,10004,"[16,25]",300,"[[1002,300]]",Renwu_Zilh,,
10011847,5,10004,"[16,25]",800,"[[1003,50]]",Renwu_Honglh,,
10011848,5,10004,"[16,25]",1300,"[[1002,300]]",Renwu_Lanlh,,
10011849,5,10004,"[16,25]",2500,"[[11001,1]]",Renwu_Honglh,,
10011850,5,10004,"[16,25]",3000,"[[1003,30]]",Renwu_Zilh,,
10011851,5,10004,"[16,25]",3500,"[[1002,500]]",Renwu_Zilh,,
10011852,5,10004,"[16,25]",4000,"[[1003,50]]",Renwu_Lanlh,,
10011853,5,10004,"[16,25]",4500,"[[1002,500]]",Renwu_Honglh,,
10011854,5,10004,"[16,25]",5500,"[[1001,10]]",Renwu_Zilh,,
10011855,5,10004,"[16,25]",6000,"[[1003,30]]",Renwu_Zilh,,
10011856,5,10004,"[16,25]",6500,"[[1002,500]]",Renwu_Zilh,,
10011857,5,10004,"[16,25]",7000,"[[1003,50]]",Renwu_Lanlh,,
10011858,5,10004,"[16,25]",7500,"[[1002,500]]",Renwu_Zilh,,
10011859,5,10004,"[16,25]",8000,"[[1003,50]]",Renwu_Honglh,,
10011860,5,10004,"[16,25]",10000,"[[1001,50]]",Renwu_Lanlh,,
10011861,5,10004,"[26,40]",120,"[[1003,30]]",Renwu_Lanlh,,
10011862,5,10004,"[26,40]",360,"[[1002,300]]",Renwu_Zilh,,
10011863,5,10004,"[26,40]",960,"[[1003,50]]",Renwu_Honglh,,
10011864,5,10004,"[26,40]",1560,"[[1002,300]]",Renwu_Lanlh,,
10011865,5,10004,"[26,40]",3000,"[[11001,1]]",Renwu_Honglh,,
10011866,5,10004,"[26,40]",3600,"[[1003,30]]",Renwu_Zilh,,
10011867,5,10004,"[26,40]",4200,"[[1002,500]]",Renwu_Zilh,,
10011868,5,10004,"[26,40]",4800,"[[1003,50]]",Renwu_Lanlh,,
10011869,5,10004,"[26,40]",5400,"[[1002,500]]",Renwu_Honglh,,
10011870,5,10004,"[26,40]",6600,"[[1001,10]]",Renwu_Zilh,,
10011871,5,10004,"[26,40]",7200,"[[1003,30]]",Renwu_Zilh,,
10011872,5,10004,"[26,40]",7800,"[[1002,500]]",Renwu_Zilh,,
10011873,5,10004,"[26,40]",8400,"[[1003,50]]",Renwu_Lanlh,,
10011874,5,10004,"[26,40]",9000,"[[1002,500]]",Renwu_Zilh,,
10011875,5,10004,"[26,40]",9600,"[[1003,50]]",Renwu_Honglh,,
10011876,5,10004,"[26,40]",12000,"[[1001,50]]",Renwu_Lanlh,,
10011877,5,10004,"[41,59]",130,"[[1003,30]]",Renwu_Lanlh,,
10011878,5,10004,"[41,59]",390,"[[1002,300]]",Renwu_Zilh,,
10011879,5,10004,"[41,59]",1040,"[[1003,50]]",Renwu_Honglh,,
10011880,5,10004,"[41,59]",1690,"[[1002,300]]",Renwu_Lanlh,,
10011881,5,10004,"[41,59]",3250,"[[11001,1]]",Renwu_Honglh,,
10011882,5,10004,"[41,59]",3900,"[[1003,30]]",Renwu_Zilh,,
10011883,5,10004,"[41,59]",4550,"[[1002,500]]",Renwu_Zilh,,
10011884,5,10004,"[41,59]",5200,"[[1003,50]]",Renwu_Lanlh,,
10011885,5,10004,"[41,59]",5850,"[[1002,500]]",Renwu_Honglh,,
10011886,5,10004,"[41,59]",7150,"[[1001,10]]",Renwu_Zilh,,
10011887,5,10004,"[41,59]",7800,"[[1003,30]]",Renwu_Zilh,,
10011888,5,10004,"[41,59]",8450,"[[1002,500]]",Renwu_Zilh,,
10011889,5,10004,"[41,59]",9100,"[[1003,50]]",Renwu_Lanlh,,
10011890,5,10004,"[41,59]",9750,"[[1002,500]]",Renwu_Zilh,,
10011891,5,10004,"[41,59]",10400,"[[1003,50]]",Renwu_Honglh,,
10011892,5,10004,"[41,59]",13000,"[[1001,50]]",Renwu_Lanlh,,
10011941,5,10005,"[10,15]",80,"[[1003,30]]",Renwu_Lanlh,,
10011942,5,10005,"[10,15]",240,"[[1002,300]]",Renwu_Zilh,,
10011943,5,10005,"[10,15]",640,"[[1003,50]]",Renwu_Honglh,,
10011944,5,10005,"[10,15]",1040,"[[1002,300]]",Renwu_Lanlh,,
10011945,5,10005,"[10,15]",2000,"[[11001,1]]",Renwu_Honglh,,
10011946,5,10005,"[10,15]",2400,"[[1003,30]]",Renwu_Zilh,,
10011947,5,10005,"[10,15]",2800,"[[1002,500]]",Renwu_Zilh,,
10011948,5,10005,"[10,15]",3200,"[[1003,50]]",Renwu_Lanlh,,
10011949,5,10005,"[10,15]",3600,"[[1002,500]]",Renwu_Honglh,,
10011950,5,10005,"[10,15]",4400,"[[1001,10]]",Renwu_Zilh,,
10011951,5,10005,"[10,15]",4800,"[[1003,30]]",Renwu_Zilh,,
10011952,5,10005,"[10,15]",5200,"[[1002,500]]",Renwu_Zilh,,
10011953,5,10005,"[10,15]",5600,"[[1003,50]]",Renwu_Lanlh,,
10011954,5,10005,"[10,15]",6000,"[[1002,500]]",Renwu_Zilh,,
10011955,5,10005,"[10,15]",6400,"[[1003,50]]",Renwu_Honglh,,
10011956,5,10005,"[10,15]",8000,"[[1001,50]]",Renwu_Lanlh,,
10011957,5,10005,"[16,25]",100,"[[1003,30]]",Renwu_Lanlh,,
10011958,5,10005,"[16,25]",300,"[[1002,300]]",Renwu_Zilh,,
10011959,5,10005,"[16,25]",800,"[[1003,50]]",Renwu_Honglh,,
10011960,5,10005,"[16,25]",1300,"[[1002,300]]",Renwu_Lanlh,,
10011961,5,10005,"[16,25]",2500,"[[11001,1]]",Renwu_Honglh,,
10011962,5,10005,"[16,25]",3000,"[[1003,30]]",Renwu_Zilh,,
10011963,5,10005,"[16,25]",3500,"[[1002,500]]",Renwu_Zilh,,
10011964,5,10005,"[16,25]",4000,"[[1003,50]]",Renwu_Lanlh,,
10011965,5,10005,"[16,25]",4500,"[[1002,500]]",Renwu_Honglh,,
10011966,5,10005,"[16,25]",5500,"[[1001,10]]",Renwu_Zilh,,
10011967,5,10005,"[16,25]",6000,"[[1003,30]]",Renwu_Zilh,,
10011968,5,10005,"[16,25]",6500,"[[1002,500]]",Renwu_Zilh,,
10011969,5,10005,"[16,25]",7000,"[[1003,50]]",Renwu_Lanlh,,
10011970,5,10005,"[16,25]",7500,"[[1002,500]]",Renwu_Zilh,,
10011971,5,10005,"[16,25]",8000,"[[1003,50]]",Renwu_Honglh,,
10011972,5,10005,"[16,25]",10000,"[[1001,50]]",Renwu_Lanlh,,
10011973,5,10005,"[26,40]",120,"[[1003,30]]",Renwu_Lanlh,,
10011974,5,10005,"[26,40]",360,"[[1002,300]]",Renwu_Zilh,,
10011975,5,10005,"[26,40]",960,"[[1003,50]]",Renwu_Honglh,,
10011976,5,10005,"[26,40]",1560,"[[1002,300]]",Renwu_Lanlh,,
10011977,5,10005,"[26,40]",3000,"[[11001,1]]",Renwu_Honglh,,
10011978,5,10005,"[26,40]",3600,"[[1003,30]]",Renwu_Zilh,,
10011979,5,10005,"[26,40]",4200,"[[1002,500]]",Renwu_Zilh,,
10011980,5,10005,"[26,40]",4800,"[[1003,50]]",Renwu_Lanlh,,
10011981,5,10005,"[26,40]",5400,"[[1002,500]]",Renwu_Honglh,,
10011982,5,10005,"[26,40]",6600,"[[1001,10]]",Renwu_Zilh,,
10011983,5,10005,"[26,40]",7200,"[[1003,30]]",Renwu_Zilh,,
10011984,5,10005,"[26,40]",7800,"[[1002,500]]",Renwu_Zilh,,
10011985,5,10005,"[26,40]",8400,"[[1003,50]]",Renwu_Lanlh,,
10011986,5,10005,"[26,40]",9000,"[[1002,500]]",Renwu_Zilh,,
10011987,5,10005,"[26,40]",9600,"[[1003,50]]",Renwu_Honglh,,
10011988,5,10005,"[26,40]",12000,"[[1001,50]]",Renwu_Lanlh,,
10011989,5,10005,"[41,59]",130,"[[1003,30]]",Renwu_Lanlh,,
10011990,5,10005,"[41,59]",390,"[[1002,300]]",Renwu_Zilh,,
10011991,5,10005,"[41,59]",1040,"[[1003,50]]",Renwu_Honglh,,
10011992,5,10005,"[41,59]",1690,"[[1002,300]]",Renwu_Lanlh,,
10011993,5,10005,"[41,59]",3250,"[[11001,1]]",Renwu_Honglh,,
10011994,5,10005,"[41,59]",3900,"[[1003,30]]",Renwu_Zilh,,
10011995,5,10005,"[41,59]",4550,"[[1002,500]]",Renwu_Zilh,,
10011996,5,10005,"[41,59]",5200,"[[1003,50]]",Renwu_Lanlh,,
10011997,5,10005,"[41,59]",5850,"[[1002,500]]",Renwu_Honglh,,
10011998,5,10005,"[41,59]",7150,"[[1001,10]]",Renwu_Zilh,,
10011999,5,10005,"[41,59]",7800,"[[1003,30]]",Renwu_Zilh,,
10012000,5,10005,"[41,59]",8450,"[[1002,500]]",Renwu_Zilh,,
10012001,5,10005,"[41,59]",9100,"[[1003,50]]",Renwu_Lanlh,,
10012002,5,10005,"[41,59]",9750,"[[1002,500]]",Renwu_Zilh,,
10012003,5,10005,"[41,59]",10400,"[[1003,50]]",Renwu_Honglh,,
10012004,5,10005,"[41,59]",13000,"[[1001,50]]",Renwu_Lanlh,,
7001,7,2001,"[1,59]",100,"[[1003,20]]",Renwu_Lanlh,,
7002,7,2001,"[1,59]",500,"[[1003,30],[30000,1]]",Renwu_Lanlh,,
7003,7,2001,"[1,59]",1000,"[[1003,50],[30000,2]]",Renwu_Lanlh,,
7004,7,2001,"[1,59]",1500,"[[1003,50],[30000,3]]",Renwu_Zilh,,
7005,7,2001,"[1,59]",2000,"[[1003,50],[16000,2]]",Renwu_Zilh,,
7006,7,2001,"[1,59]",2300,"[[1003,100],[42000,2]]",Renwu_Zilh,,
7007,7,2001,"[1,59]",3000,"[[84015,2]]",Renwu_Honglh,,
7008,7,2001,"[1,59]",4000,"[[1003,100],[30000,4]]",Renwu_Lanlh,,
7009,7,2001,"[1,59]",5000,"[[1003,100],[1001,5]]",Renwu_Lanlh,,
7010,7,2001,"[1,59]",6000,"[[1003,100],[42000,2]]",Renwu_Lanlh,,
7011,7,2001,"[1,59]",7000,"[[1003,100],[1001,8]]",Renwu_Lanlh,,
7012,7,2001,"[1,59]",8000,"[[1003,100],[30000,4]]",Renwu_Zilh,,
7013,7,2001,"[1,59]",9000,"[[1003,100],[1001,10]]",Renwu_Zilh,,
7014,7,2001,"[1,59]",10000,"[[1003,100],[30000,6]]",Renwu_Zilh,,
7015,7,2001,"[1,59]",13000,"[[84015,8]]",Renwu_Honglh,,
7101,7,2002,"[1,59]",100,"[[1003,20]]",Renwu_Lanlh,,
7102,7,2002,"[1,59]",500,"[[1003,30],[30000,1]]",Renwu_Lanlh,,
7103,7,2002,"[1,59]",1000,"[[1003,50],[30000,2]]",Renwu_Lanlh,,
7104,7,2002,"[1,59]",1500,"[[1003,50],[1002,300]]",Renwu_Zilh,,
7105,7,2002,"[1,59]",2000,"[[1003,50],[16000,2]]",Renwu_Zilh,,
7106,7,2002,"[1,59]",2500,"[[1003,100],[42000,2]]",Renwu_Zilh,,
7107,7,2002,"[1,59]",3500,"[[84001,2]]",Renwu_Honglh,,
7108,7,2002,"[1,59]",4000,"[[1003,100],[30000,4]]",Renwu_Lanlh,,
7109,7,2002,"[1,59]",5000,"[[1003,100],[1001,5]]",Renwu_Lanlh,,
7110,7,2002,"[1,59]",6000,"[[1003,100],[42000,2]]",Renwu_Lanlh,,
7111,7,2002,"[1,59]",7000,"[[1003,100],[1001,8]]",Renwu_Lanlh,,
7112,7,2002,"[1,59]",8000,"[[1003,100],[1002,1000]]",Renwu_Zilh,,
7113,7,2002,"[1,59]",9000,"[[1003,100],[1001,10]]",Renwu_Zilh,,
7114,7,2002,"[1,59]",10500,"[[1003,100],[30000,6]]",Renwu_Zilh,,
7115,7,2002,"[1,59]",13000,"[[84001,8]]",Renwu_Honglh,,
7201,7,2003,"[1,59]",100,"[[1003,20]]",Renwu_Lanlh,,
7202,7,2003,"[1,59]",500,"[[1003,30],[30000,1]]",Renwu_Lanlh,,
7203,7,2003,"[1,59]",1000,"[[1003,50],[30000,2]]",Renwu_Lanlh,,
