id,type,star,upperlevel,upthepower,productNum,expNum,skillid,item,model,component,produceTimeReduce,workAnimType
319002,319,2,4,13,3,50,,"[[83019,30]]",speedturtle_star1,body_parts_319_1,0.23,1
319003,319,3,6,26,6,100,[12],"[[83019,45]]",speedturtle_star2,body_parts_319_2,0.26,1
319004,319,4,8,39,9,150,[13],"[[83019,60]]",speedturtle_star3,body_parts_319_3,0.29,1
319005,319,5,10,52,12,200,[13],"[[83019,75]]",speedturtle_star4,body_parts_319_4,0.32,1
319006,319,6,0,65,15,250,[14],[],speedturtle_star5,body_parts_319_5,0.35,1
320001,320,1,2,0,0,0,"[1300,1350,1400]","[[83020,15]]",,,0.2,1
320002,320,2,4,13,3,50,,"[[83020,30]]",,,0.23,1
320003,320,3,6,26,6,100,[12],"[[83020,45]]",,,0.26,1
320004,320,4,8,39,9,150,[13],"[[83020,60]]",,,0.29,1
320005,320,5,10,52,12,200,[13],"[[83020,75]]",,,0.32,1
320006,320,6,0,65,15,250,[14],[],,,0.35,1
321001,321,1,2,0,0,0,"[1300,1350,1400]","[[83021,15]]",,,0.2,1
321002,321,2,4,13,3,50,,"[[83021,30]]",,,0.23,1
321003,321,3,6,26,6,100,[12],"[[83021,45]]",,,0.26,1
321004,321,4,8,39,9,150,[13],"[[83021,60]]",,,0.29,1
321005,321,5,10,52,12,200,[13],"[[83021,75]]",,,0.32,1
321006,321,6,0,65,15,250,[14],[],,,0.35,1
322001,322,1,2,0,0,0,"[1300,1350,1400]","[[83022,15]]",edric,,0.2,1
322002,322,2,4,13,3,50,,"[[83022,30]]",edric_star1,body_parts_322_1,0.23,1
322003,322,3,6,26,6,100,[12],"[[83022,45]]",edric_star2,body_parts_322_2,0.26,1
322004,322,4,8,39,9,150,[13],"[[83022,60]]",edric_star3,body_parts_322_3,0.29,1
322005,322,5,10,52,12,200,[13],"[[83022,75]]",edric_star4,body_parts_322_4,0.32,1
322006,322,6,0,65,15,250,[14],[],edric_star5,body_parts_322_5,0.35,1
323001,323,1,2,0,0,0,"[1300,1350,1400]","[[83023,15]]",jester,,0.2,1
323002,323,2,4,13,3,50,,"[[83023,30]]",jester_star1,body_parts_323_1,0.23,1
323003,323,3,6,26,6,100,[12],"[[83023,45]]",jester_star2,body_parts_323_2,0.26,1
323004,323,4,8,39,9,150,[13],"[[83023,60]]",jester_star3,body_parts_323_3,0.29,1
323005,323,5,10,52,12,200,[13],"[[83023,75]]",jester_star4,body_parts_323_4,0.32,1
323006,323,6,0,65,15,250,[14],[],jester_star5,body_parts_323_5,0.35,1
324001,324,1,2,0,0,0,"[1300,1350,1400]","[[83024,15]]",baba,,0.2,1
324002,324,2,4,13,3,50,,"[[83024,30]]",baba_star1,body_parts_324_1,0.23,1
324003,324,3,6,26,6,100,[12],"[[83024,45]]",baba_star2,body_parts_324_2,0.26,1
324004,324,4,8,39,9,150,[13],"[[83024,60]]",baba_star3,body_parts_324_3,0.29,1
324005,324,5,10,52,12,200,[13],"[[83024,75]]",baba_star4,body_parts_324_4,0.32,1
324006,324,6,0,65,15,250,[14],[],baba_star5,body_parts_324_5,0.35,1
325001,325,1,2,0,0,0,"[1300,1350,1400]","[[83025,15]]",Franken,,0.2,1
325002,325,2,4,13,3,50,,"[[83025,30]]",Franken_star1,body_parts_325_1,0.23,1
325003,325,3,6,26,6,100,[12],"[[83025,45]]",Franken_star2,body_parts_325_2,0.26,1
325004,325,4,8,39,9,150,[13],"[[83025,60]]",Franken_star3,body_parts_325_3,0.29,1
325005,325,5,10,52,12,200,[13],"[[83025,75]]",Franken_star4,body_parts_325_4,0.32,1
325006,325,6,0,65,15,250,[14],[],Franken_star5,body_parts_325_5,0.35,1
326001,326,1,2,0,0,0,"[1300,1350,1400]","[[83026,15]]",captain,,0.2,1
326002,326,2,4,13,3,50,,"[[83026,30]]",captain_star1,body_parts_326_1,0.23,1
326003,326,3,6,26,6,100,[12],"[[83026,45]]",captain_star2,body_parts_326_2,0.26,1
326004,326,4,8,39,9,150,[13],"[[83026,60]]",captain_star3,body_parts_326_3,0.29,1
326005,326,5,10,52,12,200,[13],"[[83026,75]]",captain_star4,body_parts_326_4,0.32,1
326006,326,6,0,65,15,250,[14],[],captain_star5,body_parts_326_5,0.35,1
327001,327,1,2,0,0,0,"[1300,1350,1400]","[[83027,15]]",scarecrow,,0.2,1
327002,327,2,4,13,3,50,,"[[83027,30]]",scarecrow_star1,body_parts_327_1,0.23,1
327003,327,3,6,26,6,100,[12],"[[83027,45]]",scarecrow_star2,body_parts_327_2,0.26,1
327004,327,4,8,39,9,150,[13],"[[83027,60]]",scarecrow_star3,body_parts_327_3,0.29,1
327005,327,5,10,52,12,200,[13],"[[83027,75]]",scarecrow_star4,body_parts_327_4,0.32,1
327006,327,6,0,65,15,250,[14],[],scarecrow_star5,body_parts_327_5,0.35,1
328001,328,1,2,0,0,0,"[1300,1350,1400]","[[83028,15]]",zeus,,0.2,1
328002,328,2,4,13,3,50,,"[[83028,30]]",zeus_star1,body_parts_328_1,0.23,1
328003,328,3,6,26,6,100,[12],"[[83028,45]]",zeus_star2,body_parts_328_2,0.26,1
328004,328,4,8,39,9,150,[13],"[[83028,60]]",zeus_star3,body_parts_328_3,0.29,1
328005,328,5,10,52,12,200,[13],"[[83028,75]]",zeus_star4,body_parts_328_4,0.32,1
328006,328,6,0,65,15,250,[14],[],zeus_star5,body_parts_328_5,0.35,1
329001,329,1,2,0,0,0,"[1300,1350,1400]","[[83029,15]]",klaus,,0.2,1
329002,329,2,4,13,3,50,,"[[83029,30]]",klaus_star1,body_parts_329_1,0.23,1
329003,329,3,6,26,6,100,[12],"[[83029,45]]",klaus_star2,body_parts_329_2,0.26,1
329004,329,4,8,39,9,150,[13],"[[83029,60]]",klaus_star3,body_parts_329_3,0.29,1
329005,329,5,10,52,12,200,[13],"[[83029,75]]",klaus_star4,body_parts_329_4,0.32,1
329006,329,6,0,65,15,250,[14],[],klaus_star5,body_parts_329_5,0.35,1
330001,330,1,2,0,0,0,"[1300,1350,1400]","[[83030,15]]",misty,,0.2,1
330002,330,2,4,13,3,50,,"[[83030,30]]",misty_star1,body_parts_330_1,0.23,1
330003,330,3,6,26,6,100,[12],"[[83030,45]]",misty_star2,body_parts_330_2,0.26,1
330004,330,4,8,39,9,150,[13],"[[83030,60]]",misty_star3,body_parts_330_3,0.29,1
330005,330,5,10,52,12,200,[13],"[[83030,75]]",misty_star4,body_parts_330_4,0.32,1
330006,330,6,0,65,15,250,[14],[],misty_star5,body_parts_330_5,0.35,1
331001,331,1,2,0,0,0,"[1300,1350,1400]","[[83031,15]]",jacklantern,,0.2,1
331002,331,2,4,13,3,50,,"[[83031,30]]",jacklantern_star1,body_parts_331_1,0.23,1
331003,331,3,6,26,6,100,[12],"[[83031,45]]",jacklantern_star2,body_parts_331_2,0.26,1
331004,331,4,8,39,9,150,[13],"[[83031,60]]",jacklantern_star3,body_parts_331_3,0.29,1
331005,331,5,10,52,12,200,[13],"[[83031,75]]",jacklantern_star4,body_parts_331_4,0.32,1
331006,331,6,0,65,15,250,[14],[],jacklantern_star5,body_parts_331_5,0.35,1
332001,332,1,2,0,0,0,"[1300,1350,1400]","[[83032,15]]",abby,,0.2,1
332002,332,2,4,13,3,50,,"[[83032,30]]",abby_star1,body_parts_332_1,0.23,1
332003,332,3,6,26,6,100,[12],"[[83032,45]]",abby_star2,body_parts_332_2,0.26,1
332004,332,4,8,39,9,150,[13],"[[83032,60]]",abby_star3,body_parts_332_3,0.29,1
332005,332,5,10,52,12,200,[13],"[[83032,75]]",abby_star4,body_parts_332_4,0.32,1
332006,332,6,0,65,15,250,[14],[],abby_star5,body_parts_332_5,0.35,1
333001,333,1,2,0,0,0,"[1300,1350,1400]","[[83033,15]]",,,0.2,1
333002,333,2,4,13,3,50,,"[[83033,30]]",,,0.23,1
333003,333,3,6,26,6,100,[12],"[[83033,45]]",,,0.26,1
333004,333,4,8,39,9,150,[13],"[[83033,60]]",,,0.29,1
333005,333,5,10,52,12,200,[13],"[[83033,75]]",,,0.32,1
333006,333,6,0,65,15,250,[14],[],,,0.35,1
334001,334,1,2,0,0,0,"[1300,1350,1400]","[[83034,15]]",catbond,,0.2,1
334002,334,2,4,13,3,50,,"[[83034,30]]",catbond_star1,body_parts_334_1,0.23,1
334003,334,3,6,26,6,100,[12],"[[83034,45]]",catbond_star2,body_parts_334_2,0.26,1
334004,334,4,8,39,9,150,[13],"[[83034,60]]",catbond_star3,body_parts_334_3,0.29,1
334005,334,5,10,52,12,200,[13],"[[83034,75]]",catbond_star4,body_parts_334_4,0.32,1
334006,334,6,0,65,15,250,[14],[],catbond_star5,body_parts_334_5,0.35,1
335001,335,1,2,0,0,0,"[1300,1350,1400]","[[83035,15]]",,,0.2,1
335002,335,2,4,13,1,50,,"[[83035,30]]",,,0.23,1
335003,335,3,6,26,2,100,[12],"[[83035,45]]",,,0.26,1
335004,335,4,8,39,3,150,[13],"[[83035,60]]",,,0.29,1
335005,335,5,10,52,4,200,[13],"[[83035,75]]",,,0.32,1
335006,335,6,0,65,5,250,[14],[],,,0.35,1
336001,336,1,2,0,0,0,"[1300,1350,1400]","[[83036,15]]",,,0.2,1
336002,336,2,4,13,5,50,,"[[83036,30]]",,,0.23,1
336003,336,3,6,26,10,100,[12],"[[83036,45]]",,,0.26,1
336004,336,4,8,39,15,150,[13],"[[83036,60]]",,,0.29,1
336005,336,5,10,52,20,200,[13],"[[83036,75]]",,,0.32,1
336006,336,6,0,65,25,250,[14],[],,,0.35,1
337001,337,1,2,0,0,0,"[1300,1350,1400]","[[83037,15]]",,,0.2,1
337002,337,2,4,13,1,50,,"[[83037,30]]",,,0.23,1
337003,337,3,6,26,2,100,[12],"[[83037,45]]",,,0.26,1
337004,337,4,8,39,3,150,[13],"[[83037,60]]",,,0.29,1
337005,337,5,10,52,4,200,[13],"[[83037,75]]",,,0.32,1
337006,337,6,0,65,5,250,[14],[],,,0.35,1
338001,338,1,2,0,0,0,"[1300,1350,1400]","[[83038,15]]",,,0.2,1
338002,338,2,4,13,1,50,,"[[83038,30]]",,,0.23,1
338003,338,3,6,26,2,100,[12],"[[83038,45]]",,,0.26,1
338004,338,4,8,39,3,150,[13],"[[83038,60]]",,,0.29,1
338005,338,5,10,52,4,200,[13],"[[83038,75]]",,,0.32,1
338006,338,6,0,65,5,250,[14],[],,,0.35,1
339001,339,1,2,0,0,0,"[1300,1350,1400]","[[83039,15]]",,,0.2,1
339002,339,2,4,13,1,50,,"[[83039,30]]",,,0.23,1
339003,339,3,6,26,2,100,[12],"[[83039,45]]",,,0.26,1
339004,339,4,8,39,3,150,[13],"[[83039,60]]",,,0.29,1
339005,339,5,10,52,4,200,[13],"[[83039,75]]",,,0.32,1
339006,339,6,0,65,5,250,[14],[],,,0.35,1
340001,340,1,2,0,0,0,"[1300,1350,1400]","[[83040,15]]",,,0.2,1
340002,340,2,4,13,10,50,,"[[83040,30]]",,,0.23,1
340003,340,3,6,26,20,100,[12],"[[83040,45]]",,,0.26,1
340004,340,4,8,39,30,150,[13],"[[83040,60]]",,,0.29,1
340005,340,5,10,52,40,200,[13],"[[83040,75]]",,,0.32,1
340006,340,6,0,65,50,250,[14],[],,,0.35,1
341001,341,1,2,0,0,0,"[1300,1350,1400]","[[83041,15]]",,,0.2,1
341002,341,2,4,13,3,50,,"[[83041,30]]",,,0.23,1
341003,341,3,6,26,6,100,[12],"[[83041,45]]",,,0.26,1
341004,341,4,8,39,9,150,[13],"[[83041,60]]",,,0.29,1
341005,341,5,10,52,12,200,[13],"[[83041,75]]",,,0.32,1
341006,341,6,0,65,15,250,[14],[],,,0.35,1
127,401,1,2,0,0,0,"[1300,1350,1400,1]","[[84001,20]]",modernflorian01,,0.4,0
128,401,2,4,30,40,200,[1],"[[84001,40]]",modernflorian01_star1,body_parts_401_1,0.43,0
129,401,3,6,60,80,400,"[15,2]","[[84001,60]]",modernflorian01_star2,body_parts_401_2,0.46,0
130,401,4,8,90,120,600,"[16,2]","[[84001,80]]",modernflorian01_star3,body_parts_401_3,0.49,0
131,401,5,10,120,160,800,"[17,3]","[[84001,100]]",modernflorian01_star4,body_parts_401_4,0.52,0
132,401,6,0,150,200,1000,"[18,4]",[],modernflorian01_star5,body_parts_401_5,0.55,0
133,402,1,2,0,0,0,"[1300,1350,1400,1]","[[84002,20]]",snowwhitemodern01,,0.4,0
134,402,2,4,30,2,200,[1],"[[84002,40]]",snowwhitemodern01_star1,body_parts_402_1,0.43,0
135,402,3,6,60,4,400,"[15,2]","[[84002,60]]",snowwhitemodern01_star2,body_parts_402_2,0.46,0
136,402,4,8,90,6,600,"[16,2]","[[84002,80]]",snowwhitemodern01_star3,body_parts_402_3,0.49,0
137,402,5,10,120,8,800,"[17,3]","[[84002,100]]",snowwhitemodern01_star4,body_parts_402_4,0.52,0
138,402,6,0,150,10,1000,"[18,4]",[],snowwhitemodern01_star5,body_parts_402_5,0.55,0
139,403,1,2,0,0,0,"[1300,1350,1400,1]","[[84003,20]]",cinderellamodern01,,0.4,0
140,403,2,4,30,40,200,[1],"[[84003,40]]",cinderellamodern01_star1,body_parts_403_1,0.43,0
141,403,3,6,60,80,400,"[15,2]","[[84003,60]]",cinderellamodern01_star2,body_parts_403_2,0.46,0
142,403,4,8,90,120,600,"[16,2]","[[84003,80]]",cinderellamodern01_star3,body_parts_403_3,0.49,0
143,403,5,10,120,160,800,"[17,3]","[[84003,100]]",cinderellamodern01_star4,body_parts_403_4,0.52,0
144,403,6,0,150,200,1000,"[18,4]",[],cinderellamodern01_star5,body_parts_403_5,0.55,0
145,404,1,2,0,0,0,"[1300,1350,1400,1]","[[84004,20]]",Feyafairy01,,0.4,0
146,404,2,4,30,5,200,[1],"[[84004,40]]",Feyafairy01_star1,body_parts_404_1,0.43,0
147,404,3,6,60,12,400,"[15,2]","[[84004,60]]",Feyafairy01_star2,body_parts_404_2,0.46,0
148,404,4,8,90,20,600,"[16,2]","[[84004,80]]",Feyafairy01_star3,body_parts_404_3,0.49,0
149,404,5,10,120,30,800,"[17,3]","[[84004,100]]",Feyafairy01_star4,body_parts_404_4,0.52,0
150,404,6,0,150,45,1000,"[18,4]",[],Feyafairy01_star5,body_parts_404_5,0.55,0
157,405,1,2,0,0,0,"[1300,1350,1400,1]","[[84005,20]]",airelamnesia02,,0.4,0
158,405,2,4,30,5,200,[1],"[[84005,40]]",airelamnesia02_star1,body_parts_405_1,0.43,0
159,405,3,6,60,12,400,"[15,2]","[[84005,60]]",airelamnesia02_star2,body_parts_405_2,0.46,0
160,405,4,8,90,20,600,"[16,2]","[[84005,80]]",airelamnesia02_star3,body_parts_405_3,0.49,0
161,405,5,10,120,30,800,"[17,3]","[[84005,100]]",airelamnesia02_star4,body_parts_405_4,0.52,0
162,405,6,0,150,45,1000,"[18,4]",[],airelamnesia02_star5,body_parts_405_5,0.55,0
406001,406,1,2,0,0,0,"[1300,1350,1400,1]","[[84006,20]]",mermaidairel02,,0.4,0
406002,406,2,4,30,3,200,[1],"[[84006,40]]",mermaidairel02_star1,body_parts_406_1,0.43,0
406003,406,3,6,60,6,400,"[15,2]","[[84006,60]]",mermaidairel02_star2,body_parts_406_2,0.46,0
406004,406,4,8,90,9,600,"[16,2]","[[84006,80]]",mermaidairel02_star3,body_parts_406_3,0.49,0
406005,406,5,10,120,12,800,"[17,3]","[[84006,100]]",mermaidairel02_star4,body_parts_406_4,0.52,0
406006,406,6,0,150,15,1000,"[18,4]",[],mermaidairel02_star5,body_parts_406_5,0.55,0
407001,407,1,2,0,0,0,"[1300,1350,1400,1]","[[84007,20]]",ericwithdagger02,,0.4,0
407002,407,2,4,30,1,200,[1],"[[84007,40]]",ericwithdagger02_star1,body_parts_407_1,0.43,0
407003,407,3,6,60,2,400,"[15,2]","[[84007,60]]",ericwithdagger02_star2,body_parts_407_2,0.46,0
407004,407,4,8,90,3,600,"[16,2]","[[84007,80]]",ericwithdagger02_star3,body_parts_407_3,0.49,0
407005,407,5,10,120,4,800,"[17,3]","[[84007,100]]",ericwithdagger02_star4,body_parts_407_4,0.52,0
407006,407,6,0,150,5,1000,"[18,4]",[],ericwithdagger02_star5,body_parts_407_5,0.55,0
408001,408,1,2,0,0,0,"[1300,1350,1400,1]","[[84008,20]]",,,0.4,0
408002,408,2,4,30,1,200,[1],"[[84008,40]]",,,0.43,0
408003,408,3,6,60,2,400,"[15,2]","[[84008,60]]",,,0.46,0
408004,408,4,8,90,3,600,"[16,2]","[[84008,80]]",,,0.49,0
408005,408,5,10,120,4,800,"[17,3]","[[84008,100]]",,,0.52,0
408006,408,6,0,150,5,1000,"[18,4]",[],,,0.55,0
409001,409,1,2,0,0,0,"[1300,1350,1400,1]","[[84009,20]]",seawitchursula01,,0.4,0
409002,409,2,4,30,40,200,[1],"[[84009,40]]",seawitchursula01_star1,body_parts_409_1,0.43,0
409003,409,3,6,60,80,400,"[15,2]","[[84009,60]]",seawitchursula01_star2,body_parts_409_2,0.46,0
409004,409,4,8,90,120,600,"[16,2]","[[84009,80]]",seawitchursula01_star3,body_parts_409_3,0.49,0
409005,409,5,10,120,160,800,"[17,3]","[[84009,100]]",seawitchursula01_star4,body_parts_409_4,0.52,0
409006,409,6,0,150,200,1000,"[18,4]",[],seawitchursula01_star5,body_parts_409_5,0.55,0
410001,410,1,2,0,0,0,"[1300,1350,1400,1]","[[84010,20]]",,,0.4,0
410002,410,2,4,30,1,200,[1],"[[84010,40]]",,,0.43,0
410003,410,3,6,60,2,400,"[15,2]","[[84010,60]]",,,0.46,0
410004,410,4,8,90,3,600,"[16,2]","[[84010,80]]",,,0.49,0
410005,410,5,10,120,4,800,"[17,3]","[[84010,100]]",,,0.52,0
410006,410,6,0,150,5,1000,"[18,4]",[],,,0.55,0
411001,411,1,2,0,0,0,"[1300,1350,1400,1]","[[84011,20]]",abu,,0.4,0
411002,411,2,4,30,2,200,[1],"[[84011,40]]",abu_star1,body_parts_411_1,0.43,0
411003,411,3,6,60,4,400,"[15,2]","[[84011,60]]",abu_star2,body_parts_411_2,0.46,0
411004,411,4,8,90,6,600,"[16,2]","[[84011,80]]",abu_star3,body_parts_411_3,0.49,0
411005,411,5,10,120,8,800,"[17,3]","[[84011,100]]",abu_star4,body_parts_411_4,0.52,0
411006,411,6,0,150,10,1000,"[18,4]",[],abu_star5,body_parts_411_5,0.55,0
412001,412,1,2,0,0,0,"[1300,1350,1400,1]","[[84012,20]]",,,0.4,0
412002,412,2,4,30,3,200,[1],"[[84012,40]]",,,0.43,0
412003,412,3,6,60,6,400,"[15,2]","[[84012,60]]",,,0.46,0
412004,412,4,8,90,9,600,"[16,2]","[[84012,80]]",,,0.49,0
412005,412,5,10,120,12,800,"[17,3]","[[84012,100]]",,,0.52,0
412006,412,6,0,150,15,1000,"[18,4]",[],,,0.55,0
413001,413,1,2,0,0,0,"[1300,1350,1400,1]","[[84013,20]]",cogsworth,,0.4,1
413002,413,2,4,30,1,200,[1],"[[84013,40]]",cogsworth_star1,body_parts_413_1,0.43,1
413003,413,3,6,60,2,400,"[15,2]","[[84013,60]]",cogsworth_star2,body_parts_413_2,0.46,1
413004,413,4,8,90,3,600,"[16,2]","[[84013,80]]",cogsworth_star3,body_parts_413_3,0.49,1
413005,413,5,10,120,4,800,"[17,3]","[[84013,100]]",cogsworth_star4,body_parts_413_4,0.52,1
413006,413,6,0,150,5,1000,"[18,4]",[],cogsworth_star5,body_parts_413_5,0.55,1
414001,414,1,2,0,0,0,"[1300,1350,1400,1]","[[84014,20]]",rajah,,0.4,0
414002,414,2,4,30,1,200,[1],"[[84014,40]]",rajah_star1,body_parts_414_1,0.43,0
414003,414,3,6,60,2,400,"[15,2]","[[84014,60]]",rajah_star2,body_parts_414_2,0.46,0
414004,414,4,8,90,3,600,"[16,2]","[[84014,80]]",rajah_star3,body_parts_414_3,0.49,0
414005,414,5,10,120,4,800,"[17,3]","[[84014,100]]",rajah_star4,body_parts_414_4,0.52,0
414006,414,6,0,150,5,1000,"[18,4]",[],rajah_star5,body_parts_414_5,0.55,0
415001,415,1,2,0,0,0,"[1300,1350,1400,1]","[[84015,20]]",petowl,,0.4,1
415002,415,2,4,30,3,200,[1],"[[84015,40]]",petowl_star1,body_parts_415_1,0.43,1
415003,415,3,6,60,6,400,"[15,2]","[[84015,60]]",petowl_star2,body_parts_415_2,0.46,1
415004,415,4,8,90,9,600,"[16,2]","[[84015,80]]",petowl_star3,body_parts_415_3,0.49,1
415005,415,5,10,120,12,800,"[17,3]","[[84015,100]]",petowl_star4,body_parts_415_4,0.52,1
415006,415,6,0,150,15,1000,"[18,4]",[],petowl_star5,body_parts_415_5,0.55,1
416001,416,1,2,0,0,0,"[1300,1350,1400,1]","[[84016,20]]",wanderer,,0.4,0
416002,416,2,4,30,2,200,[1],"[[84016,40]]",wanderer_star1,body_parts_416_1,0.43,0
416003,416,3,6,60,4,400,"[15,2]","[[84016,60]]",wanderer_star2,body_parts_416_2,0.46,0
416004,416,4,8,90,6,600,"[16,2]","[[84016,80]]",wanderer_star3,body_parts_416_3,0.49,0
416005,416,5,10,120,8,800,"[17,3]","[[84016,100]]",wanderer_star4,body_parts_416_4,0.52,0
416006,416,6,0,150,10,1000,"[18,4]",[],wanderer_star5,body_parts_416_5,0.55,0
417001,417,1,2,0,0,0,"[1300,1350,1400,1]","[[84017,20]]",buck,,0.4,0
417002,417,2,4,30,1,200,[1],"[[84017,40]]",buck_star1,body_parts_417_1,0.43,0
417003,417,3,6,60,2,400,"[15,2]","[[84017,60]]",buck_star2,body_parts_417_2,0.46,0
417004,417,4,8,90,3,600,"[16,2]","[[84017,80]]",buck_star3,body_parts_417_3,0.49,0
417005,417,5,10,120,4,800,"[17,3]","[[84017,100]]",buck_star4,body_parts_417_4,0.52,0
417006,417,6,0,150,5,1000,"[18,4]",[],buck_star5,body_parts_417_5,0.55,0
418001,418,1,2,0,0,0,"[1300,1350,1400,1]","[[84018,20]]",,,0.4,0
418002,418,2,4,30,5,200,[1],"[[84018,40]]",,,0.43,0
418003,418,3,6,60,12,400,"[15,2]","[[84018,60]]",,,0.46,0
418004,418,4,8,90,20,600,"[16,2]","[[84018,80]]",,,0.49,0
418005,418,5,10,120,30,800,"[17,3]","[[84018,100]]",,,0.52,0
418006,418,6,0,150,45,1000,"[18,4]",[],,,0.55,0
419001,419,1,2,0,0,0,"[1300,1350,1400,1]","[[84019,20]]",,,0.4,0
419002,419,2,4,30,2,200,[1],"[[84019,40]]",,,0.43,0
419003,419,3,6,60,4,400,"[15,2]","[[84019,60]]",,,0.46,0
419004,419,4,8,90,6,600,"[16,2]","[[84019,80]]",,,0.49,0
419005,419,5,10,120,8,800,"[17,3]","[[84019,100]]",,,0.52,0
419006,419,6,0,150,10,1000,"[18,4]",[],,,0.55,0
420001,420,1,2,0,0,0,"[1300,1350,1400,1]","[[84020,20]]",,,0.4,0
420002,420,2,4,30,3,200,[1],"[[84020,40]]",,,0.43,0
420003,420,3,6,60,6,400,"[15,2]","[[84020,60]]",,,0.46,0
420004,420,4,8,90,9,600,"[16,2]","[[84020,80]]",,,0.49,0
420005,420,5,10,120,12,800,"[17,3]","[[84020,100]]",,,0.52,0
420006,420,6,0,150,15,1000,"[18,4]",[],,,0.55,0
