dialogid,avatar,emotion,index,bubbleimage,alias,paragraphs,
partnersub110_006_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub110_006_dialog_1_2',0,0]]",
partnersub111_001_dialog_1_1,Lacey01,default,1,,,"[['partnersub111_001_dialog_1_1',0,0]]",
partnersub111_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub111_001_dialog_1_2',0,0]]",
partnersub111_001_dialog_1_3,Lacey01,default,1,,,"[['partnersub111_001_dialog_1_3',0,0]]",
partnersub111_001_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub111_001_dialog_1_4',0,0]]",
partnersub111_002_dialog_1_1,Lacey01,default,1,,,"[['partnersub111_002_dialog_1_1',0,0]]",
partnersub111_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub111_002_dialog_1_2',0,0]]",
partnersub111_002_dialog_1_3,Lacey01,default,1,,,"[['partnersub111_002_dialog_1_3',0,0]]",
partnersub111_002_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub111_002_dialog_1_4',0,0]]",
partnersub112_001_dialog_1_1,snowwhite01,default,1,,,"[['partnersub112_001_dialog_1_1',0,0]]",
partnersub112_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_001_dialog_1_2',0,0]]",
partnersub112_002_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_002_dialog_1_1',0,0]]",
partnersub112_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_002_dialog_1_2',0,0]]",
partnersub112_003_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub112_003_dialog_1_1',0,0]]",
partnersub112_003_dialog_1_2,ericwithdagger01,default,2,,,"[['partnersub112_003_dialog_1_2',0,0]]",
partnersub112_003_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub112_003_dialog_1_3',0,0]]",
partnersub112_003_dialog_1_4,ericwithdagger01,default,2,,,"[['partnersub112_003_dialog_1_4',0,0]]",
partnersub112_004_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_004_dialog_1_1',0,0]]",
partnersub112_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_004_dialog_1_2',0,0]]",
partnersub112_004_dialog_1_3,ericwithdagger01,default,1,,,"[['partnersub112_004_dialog_1_3',0,0]]",
partnersub112_004_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub112_004_dialog_1_4',0,0]]",
partnersub112_005_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_005_dialog_1_1',0,0]]",
partnersub112_005_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_005_dialog_1_2',0,0]]",
partnersub112_005_dialog_1_3,ericwithdagger01,default,1,,,"[['partnersub112_005_dialog_1_3',0,0]]",
partnersub112_006_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub112_006_dialog_1_1',0,0]]",
partnersub112_006_dialog_1_2,ericwithdagger01,default,2,,,"[['partnersub112_006_dialog_1_2',0,0]]",
partnersub112_007_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_007_dialog_1_1',0,0]]",
partnersub112_007_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_007_dialog_1_2',0,0]]",
partnersub112_007_dialog_1_3,ericwithdagger01,default,1,,,"[['partnersub112_007_dialog_1_3',0,0]]",
partnersub112_007_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub112_007_dialog_1_4',0,0]]",
partnersub112_007_dialog_1_5,ericwithdagger01,default,1,,,"[['partnersub112_007_dialog_1_5',0,0]]",
partnersub112_008_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_008_dialog_1_1',0,0]]",
partnersub112_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub112_008_dialog_1_2',0,0]]",
partnersub112_008_dialog_1_3,ericwithdagger01,default,1,,,"[['partnersub112_008_dialog_1_3',0,0]]",
partnersub113_001_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub113_001_dialog_1_1',0,0]]",
partnersub113_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_001_dialog_1_2',0,0]]",
partnersub113_002_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_002_dialog_1_1',0,0]]",
partnersub113_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_002_dialog_1_2',0,0]]",
partnersub113_003_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_003_dialog_1_1',0,0]]",
partnersub113_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_003_dialog_1_2',0,0]]",
partnersub113_003_dialog_1_3,mermaidalana01,default,1,,,"[['partnersub113_003_dialog_1_3',0,0]]",
partnersub113_004_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub113_004_dialog_1_1',0,0]]",
partnersub113_004_dialog_1_2,mermaidalana01,default,2,,,"[['partnersub113_004_dialog_1_2',0,0]]",
partnersub113_004_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub113_004_dialog_1_3',0,0]]",
partnersub113_005_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_005_dialog_1_1',0,0]]",
partnersub113_005_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_005_dialog_1_2',0,0]]",
partnersub113_005_dialog_1_3,mermaidalana01,default,1,,,"[['partnersub113_005_dialog_1_3',0,0]]",
partnersub113_006_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub113_006_dialog_1_1',0,0]]",
partnersub113_006_dialog_1_2,mermaidalana01,default,2,,,"[['partnersub113_006_dialog_1_2',0,0]]",
partnersub113_007_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_007_dialog_1_1',0,0]]",
partnersub113_007_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_007_dialog_1_2',0,0]]",
partnersub113_008_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_008_dialog_1_1',0,0]]",
partnersub113_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub113_008_dialog_1_2',0,0]]",
partnersub113_008_dialog_1_3,mermaidalana01,default,1,,,"[['partnersub113_008_dialog_1_3',0,0]]",
partnersub113_008_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub113_008_dialog_1_4',0,0]]",
partnersub114_001_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub114_001_dialog_1_1',0,0]]",
partnersub114_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_001_dialog_1_2',0,0]]",
partnersub114_002_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_002_dialog_1_1',0,0]]",
partnersub114_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_002_dialog_1_2',0,0]]",
partnersub114_003_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_003_dialog_1_1',0,0]]",
partnersub114_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_003_dialog_1_2',0,0]]",
partnersub114_003_dialog_1_3,priestessava01,default,1,,,"[['partnersub114_003_dialog_1_3',0,0]]",
partnersub114_004_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_004_dialog_1_1',0,0]]",
partnersub114_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_004_dialog_1_2',0,0]]",
partnersub114_004_dialog_1_3,priestessava01,default,1,,,"[['partnersub114_004_dialog_1_3',0,0]]",
partnersub114_005_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub114_005_dialog_1_1',0,0]]",
partnersub114_005_dialog_1_2,priestessava01,default,2,,,"[['partnersub114_005_dialog_1_2',0,0]]",
partnersub114_005_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub114_005_dialog_1_3',0,0]]",
partnersub114_005_dialog_1_4,priestessava01,default,2,,,"[['partnersub114_005_dialog_1_4',0,0]]",
partnersub114_006_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub114_006_dialog_1_1',0,0]]",
partnersub114_006_dialog_1_2,priestessava01,default,2,,,"[['partnersub114_006_dialog_1_2',0,0]]",
partnersub114_007_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub114_007_dialog_1_1',0,0]]",
partnersub114_007_dialog_1_2,priestessava01,default,2,,,"[['partnersub114_007_dialog_1_2',0,0]]",
partnersub114_007_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub114_007_dialog_1_3',0,0]]",
partnersub114_008_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_008_dialog_1_1',0,0]]",
partnersub114_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_008_dialog_1_2',0,0]]",
partnersub114_008_dialog_1_3,priestessava01,default,1,,,"[['partnersub114_008_dialog_1_3',0,0]]",
partnersub114_008_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub114_008_dialog_1_4',0,0]]",
partnersub114_009_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_009_dialog_1_1',0,0]]",
partnersub114_009_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_009_dialog_1_2',0,0]]",
partnersub115_001_dialog_1_1,priestessava01,default,1,,,"[['partnersub115_001_dialog_1_1',0,0]]",
partnersub115_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_001_dialog_1_2',0,0]]",
partnersub115_002_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_002_dialog_1_1',0,0]]",
partnersub115_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_002_dialog_1_2',0,0]]",
partnersub115_003_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_003_dialog_1_1',0,0]]",
partnersub115_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_003_dialog_1_2',0,0]]",
partnersub115_003_dialog_1_3,seakingtriton01,default,1,,,"[['partnersub115_003_dialog_1_3',0,0]]",
partnersub115_003_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub115_003_dialog_1_4',0,0]]",
partnersub115_004_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_004_dialog_1_1',0,0]]",
partnersub115_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_004_dialog_1_2',0,0]]",
partnersub115_004_dialog_1_3,seakingtriton01,default,1,,,"[['partnersub115_004_dialog_1_3',0,0]]",
partnersub115_005_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub115_005_dialog_1_1',0,0]]",
partnersub115_005_dialog_1_2,seakingtriton01,default,2,,,"[['partnersub115_005_dialog_1_2',0,0]]",
partnersub115_005_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub115_005_dialog_1_3',0,0]]",
partnersub115_006_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_006_dialog_1_1',0,0]]",
partnersub115_006_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_006_dialog_1_2',0,0]]",
partnersub115_006_dialog_1_3,seakingtriton01,default,1,,,"[['partnersub115_006_dialog_1_3',0,0]]",
partnersub115_007_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_007_dialog_1_1',0,0]]",
partnersub115_007_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_007_dialog_1_2',0,0]]",
partnersub115_008_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_008_dialog_1_1',0,0]]",
partnersub115_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub115_008_dialog_1_2',0,0]]",
partnersub116_001_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub116_001_dialog_1_1',0,0]]",
partnersub116_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_001_dialog_1_2',0,0]]",
partnersub116_002_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_002_dialog_1_1',0,0]]",
partnersub116_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_002_dialog_1_2',0,0]]",
partnersub116_003_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_003_dialog_1_1',0,0]]",
partnersub116_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_003_dialog_1_2',0,0]]",
partnersub116_003_dialog_1_3,mermaidairel01,default,1,,,"[['partnersub116_003_dialog_1_3',0,0]]",
partnersub116_003_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub116_003_dialog_1_4',0,0]]",
partnersub116_004_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_004_dialog_1_1',0,0]]",
partnersub116_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_004_dialog_1_2',0,0]]",
partnersub116_004_dialog_1_3,mermaidairel01,default,1,,,"[['partnersub116_004_dialog_1_3',0,0]]",
partnersub116_005_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub116_005_dialog_1_1',0,0]]",
partnersub116_005_dialog_1_2,mermaidairel01,default,2,,,"[['partnersub116_005_dialog_1_2',0,0]]",
partnersub116_005_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub116_005_dialog_1_3',0,0]]",
partnersub116_006_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub116_006_dialog_1_1',0,0]]",
partnersub116_006_dialog_1_2,mermaidairel01,default,2,,,"[['partnersub116_006_dialog_1_2',0,0]]",
partnersub116_006_dialog_1_3,mermaidairel01,default,1,,,"[['partnersub116_006_dialog_1_3',0,0]]",
partnersub116_007_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_007_dialog_1_1',0,0]]",
partnersub116_007_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_007_dialog_1_2',0,0]]",
partnersub116_008_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_008_dialog_1_1',0,0]]",
partnersub116_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub116_008_dialog_1_2',0,0]]",
partnersub116_008_dialog_1_3,mermaidairel01,default,1,,,"[['partnersub116_008_dialog_1_3',0,0]]",
partnersub116_008_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub116_008_dialog_1_4',0,0]]",
partnersub117_001_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub117_001_dialog_1_1',0,0]]",
partnersub117_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub117_001_dialog_1_2',0,0]]",
partnersub117_002_dialog_1_1,princefinn01,default,1,,,"[['partnersub117_002_dialog_1_1',0,0]]",
partnersub117_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub117_002_dialog_1_2',0,0]]",
partnersub117_003_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub117_003_dialog_1_1',0,0]]",
partnersub117_003_dialog_1_2,princefinn01,default,2,,,"[['partnersub117_003_dialog_1_2',0,0]]",
partnersub117_003_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub117_003_dialog_1_3',0,0]]",
partnersub117_003_dialog_1_4,princefinn01,default,2,,,"[['partnersub117_003_dialog_1_4',0,0]]",
partnersub117_004_dialog_1_1,princefinn01,default,1,,,"[['partnersub117_004_dialog_1_1',0,0]]",
partnersub117_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub117_004_dialog_1_2',0,0]]",
partnersub117_004_dialog_1_3,princefinn01,default,1,,,"[['partnersub117_004_dialog_1_3',0,0]]",
partnersub117_005_dialog_1_1,princefinn01,default,1,,,"[['partnersub117_005_dialog_1_1',0,0]]",
partnersub117_005_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub117_005_dialog_1_2',0,0]]",
partnersub117_005_dialog_1_3,princefinn01,default,1,,,"[['partnersub117_005_dialog_1_3',0,0]]",
partnersub117_006_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub117_006_dialog_1_1',0,0]]",
partnersub117_006_dialog_1_2,princefinn01,default,2,,,"[['partnersub117_006_dialog_1_2',0,0]]",
partnersub117_006_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub117_006_dialog_1_3',0,0]]",
partnersub117_006_dialog_1_4,princefinn01,default,2,,,"[['partnersub117_006_dialog_1_4',0,0]]",
partnersub117_007_dialog_1_1,princefinn01,default,1,,,"[['partnersub117_007_dialog_1_1',0,0]]",
partnersub117_007_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub117_007_dialog_1_2',0,0]]",
partnersub118_001_dialog_1_1,princefinn01,default,1,,,"[['partnersub118_001_dialog_1_1',0,0]]",
partnersub118_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_001_dialog_1_2',0,0]]",
partnersub118_002_dialog_1_1,leonie01,default,1,,,"[['partnersub118_002_dialog_1_1',0,0]]",
partnersub118_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_002_dialog_1_2',0,0]]",
partnersub118_002_dialog_1_3,leonie01,default,1,,,"[['partnersub118_002_dialog_1_3',0,0]]",
partnersub118_002_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub118_002_dialog_1_4',0,0]]",
partnersub118_002_dialog_1_5,leonie01,default,1,,,"[['partnersub118_002_dialog_1_5',0,0]]",
partnersub118_003_dialog_1_1,princefinn01,default,1,,,"[['partnersub118_003_dialog_1_1',0,0]]",
partnersub118_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_003_dialog_1_2',0,0]]",
partnersub118_004_dialog_1_1,leonie01,default,1,,,"[['partnersub118_004_dialog_1_1',0,0]]",
partnersub118_004_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_004_dialog_1_2',0,0]]",
partnersub118_005_dialog_1_1,leonie01,default,1,,,"[['partnersub118_005_dialog_1_1',0,0]]",
partnersub118_005_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_005_dialog_1_2',0,0]]",
partnersub118_005_dialog_1_3,leonie01,default,1,,,"[['partnersub118_005_dialog_1_3',0,0]]",
partnersub118_005_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub118_005_dialog_1_4',0,0]]",
partnersub118_006_dialog_1_1,leonie01,default,1,,,"[['partnersub118_006_dialog_1_1',0,0]]",
partnersub118_006_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_006_dialog_1_2',0,0]]",
partnersub118_007_dialog_1_1,Femaleplayer,default,1,,,"[['partnersub118_007_dialog_1_1',0,0]]",
partnersub118_007_dialog_1_2,leonie01,default,2,,,"[['partnersub118_007_dialog_1_2',0,0]]",
partnersub118_007_dialog_1_3,Femaleplayer,default,1,,,"[['partnersub118_007_dialog_1_3',0,0]]",
partnersub118_008_dialog_1_1,leonie01,default,1,,,"[['partnersub118_008_dialog_1_1',0,0]]",
partnersub118_008_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub118_008_dialog_1_2',0,0]]",
partnersub118_008_dialog_1_3,leonie01,default,1,,,"[['partnersub118_008_dialog_1_3',0,0]]",
partnersub118_008_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub118_008_dialog_1_4',0,0]]",
partnersub201_001_dialog_1_1,dwarfgrumpynormal01,default,1,,,"[['partnersub201_001_dialog_1_1',0,0]]",
partnersub201_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub201_001_dialog_1_2',0,0]]",
partnersub201_001_dialog_1_3,dwarfgrumpynormal01,default,1,,,"[['partnersub201_001_dialog_1_3',0,0]]",
partnersub201_002_dialog_1_1,dwarfgrumpynormal01,default,1,,,"[['partnersub201_002_dialog_1_1',0,0]]",
partnersub201_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub201_002_dialog_1_2',0,0]]",
partnersub202_001_dialog_1_1,evilqueenregina01,default,1,,,"[['partnersub202_001_dialog_1_1',0,0]]",
partnersub202_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub202_001_dialog_1_2',0,0]]",
partnersub202_001_dialog_1_3,evilqueenregina01,default,1,,,"[['partnersub202_001_dialog_1_3',0,0]]",
partnersub202_002_dialog_1_1,evilqueenregina01,default,1,,,"[['partnersub202_002_dialog_1_1',0,0]]",
partnersub202_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub202_002_dialog_1_2',0,0]]",
partnersub203_001_dialog_1_1,youngsorcerer01,default,1,,,"[['partnersub203_001_dialog_1_1',0,0]]",
partnersub203_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub203_001_dialog_1_2',0,0]]",
partnersub206_001_dialog_1_1,Elina01,default_nowings,1,,,"[['partnersub206_001_dialog_1_1',0,0]]",
partnersub206_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub206_001_dialog_1_2',0,0]]",
partnersub206_002_dialog_1_1,Feyawitch01,default,1,,,"[['partnersub206_002_dialog_1_1',0,0]]",
partnersub206_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub206_002_dialog_1_2',0,0]]",
partnersub206_002_dialog_1_3,Feyawitch01,default,1,,,"[['partnersub206_002_dialog_1_3',0,0]]",
partnersub206_002_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub206_002_dialog_1_4',0,0]]",
partnersub207_001_dialog_1_1,Elinawings01,default,1,,,"[['partnersub207_001_dialog_1_1',0,0]]",
partnersub207_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub207_001_dialog_1_2',0,0]]",
partnersub207_001_dialog_1_3,Elinawings01,default,1,,,"[['partnersub207_001_dialog_1_3',0,0]]",
partnersub207_001_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub207_001_dialog_1_4',0,0]]",
partnersub207_002_dialog_1_1,Elinawings01,default,1,,,"[['partnersub207_002_dialog_1_1',0,0]]",
partnersub207_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub207_002_dialog_1_2',0,0]]",
partnersub207_002_dialog_1_3,Elinawings01,default,1,,,"[['partnersub207_002_dialog_1_3',0,0]]",
partnersub207_003_dialog_1_1,Elinawings01,default,1,,,"[['partnersub207_003_dialog_1_1',0,0]]",
partnersub207_003_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub207_003_dialog_1_2',0,0]]",
partnersub207_003_dialog_1_3,Elinawings01,default,1,,,"[['partnersub207_003_dialog_1_3',0,0]]",
partnersub207_003_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub207_003_dialog_1_4',0,0]]",
partnersub208_001_dialog_1_1,pokerpawns,default,1,,,"[['partnersub208_001_dialog_1_1',0,0]]",
partnersub208_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub208_001_dialog_1_2',0,0]]",
partnersub208_001_dialog_1_3,pokerpawns,default,1,,,"[['partnersub208_001_dialog_1_3',0,0]]",
partnersub208_001_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub208_001_dialog_1_4',0,0]]",
partnersub208_002_dialog_1_1,pokerpawns,default,1,,,"[['partnersub208_002_dialog_1_1',0,0]]",
partnersub208_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub208_002_dialog_1_2',0,0]]",
partnersub208_002_dialog_1_3,pokerpawns,default,1,,,"[['partnersub208_002_dialog_1_3',0,0]]",
partnersub209_001_dialog_1_1,Lucifer,default,1,,,"[['partnersub209_001_dialog_1_1',0,0]]",
partnersub209_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub209_001_dialog_1_2',0,0]]",
partnersub209_001_dialog_1_3,Lucifer,default,1,,,"[['partnersub209_001_dialog_1_3',0,0]]",
partnersub209_001_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub209_001_dialog_1_4',0,0]]",
partnersub209_002_dialog_1_1,Lucifer,default,1,,,"[['partnersub209_002_dialog_1_1',0,0]]",
partnersub209_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub209_002_dialog_1_2',0,0]]",
partnersub209_002_dialog_1_3,Lucifer,default,1,,,"[['partnersub209_002_dialog_1_3',0,0]]",
partnersub210_001_dialog_1_1,evilariel,default,1,,,"[['partnersub210_001_dialog_1_1',0,0]]",
partnersub210_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub210_001_dialog_1_2',0,0]]",
partnersub210_001_dialog_1_3,evilariel,default,1,,,"[['partnersub210_001_dialog_1_3',0,0]]",
partnersub308_001_dialog_1_1,whitehorse,default,1,,,"[['partnersub308_001_dialog_1_1',0,0]]",
partnersub308_001_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub308_001_dialog_1_2',0,0]]",
partnersub308_001_dialog_1_3,whitehorse,default,1,,,"[['partnersub308_001_dialog_1_3',0,0]]",
partnersub308_001_dialog_1_4,Femaleplayer,default,2,,,"[['partnersub308_001_dialog_1_4',0,0]]",
partnersub308_002_dialog_1_1,whitehorse,default,1,,,"[['partnersub308_002_dialog_1_1',0,0]]",
partnersub308_002_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub308_002_dialog_1_2',0,0]]",
partnersub102_001after_dialog_1_1,princelouis01,default,1,,,"[['partnersub102_001after_dialog_1_1',0,0]]",
partnersub103_001after_dialog_1_1,Doris01,default,1,,,"[['partnersub103_001after_dialog_1_1',0,0]]",
partnersub104_001after_dialog_1_1,Elina01,default_nowings,1,,,"[['partnersub104_001after_dialog_1_1',0,0]]",
partnersub105_005after_dialog_1_1,dwarfd01,default,1,,,"[['partnersub105_005after_dialog_1_1',0,0]]",
partnersub106_007after_dialog_1_1,snowwhite01,default,1,,,"[['partnersub106_007after_dialog_1_1',0,0]]",
partnersub106_007after_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub106_007after_dialog_1_2',0,0]]",
partnersub107_007after_dialog_1_1,snowwhitemom01,default,1,,,"[['partnersub107_007after_dialog_1_1',0,0]]",
partnersub108_001after_dialog_1_1,princeflorian01,default,1,,,"[['partnersub108_001after_dialog_1_1',0,0]]",
partnersub109_001after_dialog_1_1,sorcererguilty01,default,1,,,"[['partnersub109_001after_dialog_1_1',0,0]]",
partnersub110_001after_dialog_1_1,cinderella01,default,1,,,"[['partnersub110_001after_dialog_1_1',0,0]]",
partnersub112_001after_dialog_1_1,ericwithdagger01,default,1,,,"[['partnersub112_001after_dialog_1_1',0,0]]",
partnersub113_001after_dialog_1_1,mermaidalana01,default,1,,,"[['partnersub113_001after_dialog_1_1',0,0]]",
partnersub114_001after_dialog_1_1,priestessava01,default,1,,,"[['partnersub114_001after_dialog_1_1',0,0]]",
partnersub114_001after_dialog_1_2,Femaleplayer,default,2,,,"[['partnersub114_001after_dialog_1_2',0,0]]",
partnersub115_001after_dialog_1_1,seakingtriton01,default,1,,,"[['partnersub115_001after_dialog_1_1',0,0]]",
partnersub116_001after_dialog_1_1,mermaidairel01,default,1,,,"[['partnersub116_001after_dialog_1_1',0,0]]",
partnersub117_001after_dialog_1_1,princefinn01,default,1,,,"[['partnersub117_001after_dialog_1_1',0,0]]",
partnersub118_001after_dialog_1_1,leonie01,default,1,,,"[['partnersub118_001after_dialog_1_1',0,0]]",
partnersub206_001after_dialog_1_1,Feyawitch01,default,1,,,"[['partnersub206_001after_dialog_1_1',0,0]]",
Event21_dialog_002Sunshinecoin_1_1,Femaleplayer,sad,1,,,"[['Event21_dialog_002Sunshinecoin_1_1',0,0]]",
Event21_dialog_002Sunshinecoin_1_2,mirror01,sad,2,,,"[['Event21_dialog_002Sunshinecoin_1_2',0,0]]",
Event21_dialog_002Sunshinecoin_1_3,Maleplayer,wondering,3,bubble_event21_suncoin,,"[['Event21_dialog_002Sunshinecoin_1_3',0,0]]",
Event21_dialog_003Sunshinecoin_1_1,Maleplayer,default,2,,,"[['Event21_dialog_003Sunshinecoin_1_1',0,0]]",
Event21_dialog_003Sunshinecoin_1_2,Femaleplayer,think,1,,,"[['Event21_dialog_003Sunshinecoin_1_2',0,0]]",
Event21_dialog_003Sunshinecoin_1_3,Maleplayer,wondering,2,,,"[['Event21_dialog_003Sunshinecoin_1_3',0,0]]",
Event21_dialog_003Sunshinecoin_1_4,priestessava01,default,3,,,"[['Event21_dialog_003Sunshinecoin_1_4',0,0]]",
Event21_dialog_004Gachamachine1_1_1,Femaleplayer,sad,1,,,"[['Event21_dialog_004Gachamachine1_1_1',0,0]]",
Event21_dialog_004Gachamachine1_1_2,Maleplayer,sad,2,,,"[['Event21_dialog_004Gachamachine1_1_2',0,0]]",
