id,name,activityText,activityBG,type,unlockLevel,unlockTask,prewarm,startTime,rankEndTime,endTime,sceneID,sceneCloseTime,reward,prewarmUI,prewarmRes,prewarmDesc,taskButtonIcon,eventButtonIcon,rankType,rankConfig,sceneIconShow,rankItem,sceneIds,lowestVersion,forecastWeight,scoreReward,displayReward,ad_image,ending_image,forecastDesc,relationId,dropItemId,productItemId,enterminiscenceId,activitycoin,grandprize,eventmapbpreward,eventmapbpdec,reopeningpartner,factoryIcon,clearID,showImage,isRedEnergy,PartnerShow
141,UI_2402SkyCity_title,,,3,11,Mission1_12Lookingformultilace,2024-2-24 19:00:00,2024-2-26 20:00:00,2024-2-29 19:00:00,2024-2-29 19:00:00,2402SkyCityA,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,1001,15],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83033,15]]",1,ui_event_active_pic41,UI_2402SkyCity_des,ui_task_type44,ui_task_type21,[3],"[[0],[40]]",1,38042,[],,1,,,ui_event_active_pic41,ui_task_storyline_pic,UI_2402SkyCity_des,[],,,"['Eventmission2402_001SoundofMirror','2402SkyCityB']",,4000,ui_active_bp_rules135,,"[333001,83033]",building_event2402_pointsfactory,"['2402SkyCityA','2402SkyCityB']",,,333001
142,UI_2403WonderAgent_title,,,3,11,Mission1_12Lookingformultilace,2024-3-2 19:00:00,2024-3-4 20:00:00,2024-3-7 19:00:00,2024-3-7 19:00:00,2403WonderAgent,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,1001,15],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83034,15]]",1,ui_event_active_pic42,UI_2403WonderAgent_des,ui_task_type45,ui_task_type21,[3],"[[0],[40]]",1,38043,[],,1,,,ui_event_active_pic42,ui_task_storyline_pic,UI_2403WonderAgent_des,[],,,,,4000,ui_active_bp_rules135,,"[334001,83034]",building_event2402_pointsfactory,[],,,334001
143,UI_2404EmotionCrisis_title,,,3,11,Mission1_12Lookingformultilace,2024-3-9 19:00:00,2024-3-11 20:00:00,2024-3-14 19:00:00,2024-3-14 19:00:00,2404EmotionCrisis,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,1001,15],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83035,15]]",1,ui_event_active_pic43,UI_2404EmotionCrisis_des,ui_task_type46,ui_task_type21,[3],"[[0],[40]]",1,38044,[],,1,,,ui_event_active_pic43,ui_task_storyline_pic,UI_2404EmotionCrisis_des,[],,,,,4000,ui_active_bp_rules135,,"[335001,83035]",building_event2402_pointsfactory,[],,,335001
144,UI_2405SurvivalPioneers_title,,,3,11,Mission1_12Lookingformultilace,2024-1-23 19:00:00,2024-1-25 20:00:00,2024-1-29 19:00:00,2024-1-29 19:00:00,2405SurvivalPioneers,7,"[[70,1003,30],[200,30000,20],[300,1003,50],[500,1002,5000],[750,1001,25],[1000,11001,1],[1300,1003,150],[1500,60014,1],[1800,1003,200],[2100,1001,50],[2500,11001,2],[2800,1003,250],[3200,1003,300],[3400,1003,360],[4000,83036,15,1002,20000]]",1,ui_event_active_pic44,UI_2405SurvivalPioneers_des,ui_task_type144,ui_task_type21,[3],"[[0],[40]]",1,38045,[],,1,,,ui_event_active_pic44,ui_task_storyline_pic,UI_2405SurvivalPioneers_des,[],,,,,4000,ui_active_bp_rules135,,"[336001,83036]",building_event2402_pointsfactory,[],,,336001
145,UI_2406SwanManor_title,,,3,11,Mission1_12Lookingformultilace,2024-3-16 19:00:00,2024-3-18 20:00:00,2024-3-21 19:00:00,2024-3-21 19:00:00,2406SwanManor,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,60013,1],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83037,15]]",1,ui_event_active_pic45,UI_2406SwanManor_des,ui_task_type48,ui_task_type21,[3],"[[0],[40]]",1,38046,[],,1,,,ui_event_active_pic45,ui_task_storyline_pic,UI_2406SwanManor_des,[],,,,,4000,ui_active_bp_rules135,,"[337001,83037]",building_event2402_pointsfactory,[],,,337001
146,UI_2407PiscesCity_title,,,3,11,Mission1_12Lookingformultilace,2024-3-23 19:00:00,2024-3-25 20:00:00,2024-3-28 19:00:00,2024-3-28 19:00:00,2407PiscesCity,7,"[[70,1003,30],[200,30000,20],[300,60013,1],[500,1002,5000],[750,1001,25],[1000,11001,1],[1300,60014,1],[1500,1003,150],[1800,1003,200],[2100,1001,50],[2500,11001,2],[2800,1003,250],[3200,1003,300],[3400,1003,360],[4000,83038,15,1002,20000]]",1,ui_event_active_pic46,UI_2407PiscesCity_des,ui_task_type49,ui_task_type21,[3],"[[0],[40]]",1,38049,[],,1,,,ui_event_active_pic46,ui_task_storyline_pic,UI_2407PiscesCity_des,[],,,,,4000,ui_active_bp_rules135,,"[338001,83038]",building_event2402_pointsfactory,[],,,338001
147,UI_2408StarPrince_title,,,3,11,Mission1_12Lookingformultilace,2024-2-27 19:00:00,2024-2-29 20:00:00,2024-3-4 19:00:00,2024-3-4 19:00:00,2408StarPrince,7,"[[70,1003,30],[200,30000,20],[300,1003,50],[500,1002,5000],[750,1001,25],[1000,11001,1],[1300,1002,10000],[1500,1003,150],[1800,1003,200],[2100,1001,50],[2500,11001,2],[2800,1003,250],[3200,1003,300],[3400,1003,360],[4000,83039,15,1002,20000]]",1,ui_event_active_pic48,UI_2408StarPrince_des,ui_task_type53,ui_task_type21,[3],"[[0],[40]]",1,38050,[],,1,,,ui_event_active_pic48,ui_task_storyline_pic,UI_2408StarPrince_des,[],,,,,4000,ui_active_bp_rules135,,"[339001,83039]",building_event2402_pointsfactory,[],,,339001
148,UI_Drawing1FortuneIsland_title,,,3,11,Mission1_12Lookingformultilace,2024-3-12 19:00:00,2024-3-14 20:00:00,2024-3-18 19:00:00,2024-3-18 19:00:00,Drawing1FortuneIsland,7,"[[40,2000613,1],[120,2000613,2],[300,2000613,3],[500,2000613,5],[650,2000614,1],[900,2000614,2],[1200,2000614,3],[1600,2000614,3],[2000,2000615,1],[2400,2000615,1],[3200,2000615,2],[4000,60014,1,1003,500]]",1,ui_event_active_pic47_02,UI_Drawing1FortuneIsland_des,ui_task_type51,ui_task_type50,[3],"[[0],[40]]",1,38051,[],,1,,,ui_event_active_pic47_02,ui_task_storyline_pic,UI_Drawing1FortuneIsland_des,[],,,,,4000,ui_active_bp_rules135,,,,[],"['ui_event_active_point1_02','UI_turntable_title1','UI_Drawing1FortuneIsland_title']",,
149,UI_2409GoldenTown_title,,,3,11,Mission1_12Lookingformultilace,2024-3-5 19:00:00,2024-3-7 20:00:00,2024-3-11 19:00:00,2024-3-11 19:00:00,2409GoldenTown,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,1001,15],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83040,15]]",1,ui_event_active_pic49,UI_2409GoldenTown_des,ui_task_type54,ui_task_type21,[3],"[[0],[40]]",1,38052,[],,1,,,ui_event_active_pic49,ui_task_storyline_pic,UI_2409GoldenTown_des,[],,,,,4000,ui_active_bp_rules135,,"[340001,83040]",building_event2402_pointsfactory,[],,,340001
150,UI_2410LeprechaunGoldIsle_title,,,3,11,Mission1_12Lookingformultilace,2024-3-19 19:00:00,2024-3-21 20:00:00,2024-3-25 19:00:00,2024-3-25 19:00:00,2410LeprechaunGoldIsle,7,"[[20,1006,20],[60,30000,20],[150,1006,30],[300,60012,1],[500,1006,80],[750,1006,100],[1050,11001,1],[1400,60014,1],[1850,1006,150],[2400,11001,2],[3100,1006,400],[4000,83041,15]]",1,ui_event_active_pic50,UI_2410LeprechaunGoldIsle_des,ui_task_type180,ui_task_type21,[3],"[[0],[40]]",1,38053,[],,1,,,ui_event_active_pic50,ui_task_storyline_pic,UI_2410LeprechaunGoldIsle_des,[],,,,,4000,ui_active_bp_rules136,,"[341001,83041]",building_event2402_pointsfactory,[],,1,341001
151,UI_2411EastereggParty_title,,,3,11,Mission1_12Lookingformultilace,2023-3-27 19:00:00,2023-3-29 20:00:00,2023-4-1 19:00:00,2023-4-1 19:00:00,2411EastereggParty,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,60012,1],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83035,15]]",1,ui_event_active_pic51,UI_2411EastereggParty_des,ui_task_type56,ui_task_type21,[3],"[[0],[40]]",1,38054,[],,1,,,ui_event_active_pic51,ui_task_storyline_pic,UI_2411EastereggParty_des,[],,,,2000749,4000,ui_active_bp_rules135,,"[335001,83035]",building_event2402_pointsfactory,[],,,335001
152,UI_2412SorubekForest_title,,,3,11,Mission1_12Lookingformultilace,2023-3-27 19:00:00,2023-3-29 20:00:00,2023-4-1 19:00:00,2023-4-1 19:00:00,2412SorubekForest,7,"[[20,1003,20],[60,30000,20],[150,1003,30],[300,1001,15],[500,1003,80],[750,1003,100],[1050,11001,1],[1400,60014,1],[1850,1003,150],[2400,11001,2],[3100,1003,400],[4000,83035,15]]",1,ui_event_active_pic49,UI_2412SorubekForest_des,ui_task_type46,ui_task_type21,[3],"[[0],[40]]",1,38055,[],,1,,,ui_event_active_pic49,ui_task_storyline_pic,UI_2412SorubekForest_des,[],,,,2000776,4000,ui_active_bp_rules135,,"[335001,83035]",building_event2402_pointsfactory,[],,,335001
1001,ui_activityName_Pve,,,4,12,Mission2_006Cleanupthesnow,,2022-8-16 19:00:00,2022-8-22 19:00:00,2022-8-23 19:00:00,10000001,,,0,ui_dragonPve_pic01,ui_dragonPve_desc,,,"[1,2]","[[100],[30],[12,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",0,37001,[],,2,27662,27662,Ad_image_pve,,"ui_activityForecast_pve1,ui_activityForecast_pve2,ui_activityForecast_pve3",[],,,,,,,,,,[],,,
1002,ui_activityName_Pve,,,4,12,Mission2_006Cleanupthesnow,,2022-8-30 19:00:00,2022-9-5 19:00:00,2022-9-6 19:00:00,10000002,,,0,ui_dragonPve_pic01,ui_dragonPve_desc,,,"[1,2]","[[100],[30],[12,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",0,37001,[],,2,27664,27664,Ad_image_pve,,"ui_activityForecast_pve1,ui_activityForecast_pve2,ui_activityForecast_pve3",[],,,,,,,,,,[],,,
1003,ui_activityName_Pve,,,4,12,Mission2_006Cleanupthesnow,,2022-9-13 19:00:00,2022-9-19 19:00:00,2022-9-20 19:00:00,10000003,,,0,ui_dragonPve_pic01,ui_dragonPve_desc,,,"[1,2]","[[100],[30],[12,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",0,37001,[],,2,27675,27675,Ad_image_pve,,"ui_activityForecast_pve1,ui_activityForecast_pve2,ui_activityForecast_pve3",[],,,,,,,,,,[],,,
1004,ui_activityName_Pve,,,4,12,Mission2_006Cleanupthesnow,,2022-9-27 19:00:00,2022-10-3 19:00:00,2022-10-4 19:00:00,10000004,,,0,ui_dragonPve_pic01,ui_dragonPve_desc,,,"[1,2]","[[100],[30],[12,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",0,37001,[],,2,27677,27678,Ad_image_pve,,"ui_activityForecast_pve1,ui_activityForecast_pve2,ui_activityForecast_pve3",[],,,,,,,,,,[],,,
10001,ui_activityName_Parkour,,,5,10,,2023-12-20 19:00:00,2023-12-22 19:00:00,2023-12-26 19:00:00,2023-12-27 19:00:00,parkour3,,,0,,,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",0,39002,[],,3,"[1001,50]",93001,Ad_image_parkour,,"ui_activityForecast_parkour1,ui_activityForecast_parkour2,ui_activityForecast_parkour3",[],,,,,,,,,,[],,,
10002,ui_activityName_Parkour,,,5,10,,2024-1-15 19:00:00,2024-1-17 19:00:00,2024-1-21 19:00:00,2024-1-22 19:00:00,parkour2,,,0,,,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",0,39002,[],,3,"[1001,50]",93003,Ad_image_parkour,,"ui_activityForecast_parkour1,ui_activityForecast_parkour2,ui_activityForecast_parkour3",[],,,,,,,,,,[],,,
10003,ui_activityName_Parkour,,,5,10,,2023-10-24 19:00:00,2023-10-26 19:00:00,2023-10-30 19:00:00,2023-10-31 19:00:00,parkour,,,0,,,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",0,39002,[],,3,"[1001,50]",93009,Ad_image_parkour,,"ui_activityForecast_parkour1,ui_activityForecast_parkour2,ui_activityForecast_parkour3",[],,,,,,,,,,[],,,
10004,ui_activityName_Parkour,,,5,10,,2023-11-14 19:00:00,2023-11-16 19:00:00,2023-11-20 19:00:00,2023-11-21 19:00:00,parkour1,,,0,,,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",0,39002,[],,3,"[1001,50]",93006,Ad_image_parkour,,"ui_activityForecast_parkour1,ui_activityForecast_parkour2,ui_activityForecast_parkour3",[],,,,,,,,,,[],,,
10005,ui_activityName_Parkour,,,5,10,,2023-11-29 19:00:00,2023-12-1 19:00:00,2023-12-5 19:00:00,2023-12-6 19:00:00,parkour1,,,0,,,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",0,39002,[],,3,"[1001,50]",93006,Ad_image_parkour,,"ui_activityForecast_parkour1,ui_activityForecast_parkour2,ui_activityForecast_parkour3",[],,,,,,,,,,[],,,
2001,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-9-18 19:00:00,2023-9-20 19:00:00,2023-9-27 19:00:00,2023-9-27 19:00:00,20001,,,0,ui_team_events_pic1,,,,[6],[[50]],1,41000,"[""20001"",""20003"",""20005""]",4.1.0,4,,415001,Ad_image_teamMap,,"ui_activityForecast_teamMap1,ui_activityForecast_teamMap2,ui_activityForecast_teamMap3",[],,,,,,,,,,[],,,
2002,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-10-9 19:00:00,2023-10-11 19:00:00,2023-10-18 19:00:00,2023-10-18 19:00:00,20001,,,0,ui_team_events_pic1,,,,[6],[[50]],1,41000,"[""20001"",""20003"",""20005""]",4.1.0,4,,406001,Ad_image_teamMap,,"ui_activityForecast_teamMap1,ui_activityForecast_teamMap2,ui_activityForecast_teamMap3",[],,,,,,,,,,[],,,
2003,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-11-6 19:00:00,2023-11-8 19:00:00,2023-11-15 19:00:00,2023-11-15 19:00:00,20001,,,0,ui_team_events_pic1,,,,[6],[[50]],1,41000,"[""20001"",""20003"",""20005""]",4.1.0,4,,401001,Ad_image_teamMap,,"ui_activityForecast_teamMap1,ui_activityForecast_teamMap2,ui_activityForecast_teamMap3",[],,,,,,,,,,[],,,
2004,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-8-29 19:00:00,2023-8-30 19:00:00,2023-9-6 19:00:00,2023-9-6 19:00:00,20001,,,0,ui_team_events_pic1,,,,[6],[[50]],1,41000,"[""20001"",""20003"",""20005""]",4.1.0,4,,403001,Ad_image_teamMap,,"ui_activityForecast_teamMap1,ui_activityForecast_teamMap2,ui_activityForecast_teamMap3",[],,,,,,,,,,[],,,
4001,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2024-1-5 19:00:00,2024-1-7 19:00:00,2024-1-14 19:00:00,2024-1-14 19:00:00,40001,,,0,ui_team_events_teamdragon1,,,,[11],[[50]],1,41100,"[""40001"",""40002"",""40003"",""40004""]",4.1.0,4,,412001,Ad_image_teamdragon,,"ui_activityForecast_teamDragon1,ui_activityForecast_teamDragon2,ui_activityForecast_teamDragon3",[],,,,,,,,,,[],,,
4002,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2024-2-7 19:00:00,2024-2-9 19:00:00,2024-2-16 19:00:00,2024-2-16 19:00:00,40001,,,0,ui_team_events_teamdragon1,,,,[11],[[50]],1,41100,"[""40001"",""40002"",""40003"",""40004""]",4.1.0,4,,409001,Ad_image_teamdragon,,"ui_activityForecast_teamDragon1,ui_activityForecast_teamDragon2,ui_activityForecast_teamDragon3",[],,,,,,,,,,[],,,
4003,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2023-11-19 19:00:00,2023-11-21 19:00:00,2023-11-28 19:00:00,2023-11-28 19:00:00,40001,,,0,ui_team_events_teamdragon1,,,,[11],[[50]],1,41100,"[""40001"",""40002"",""40003"",""40004""]",4.1.0,4,,409001,Ad_image_teamdragon,,"ui_activityForecast_teamDragon1,ui_activityForecast_teamDragon2,ui_activityForecast_teamDragon3",[],,,,,,,,,,[],,,
4004,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2023-12-10 19:00:00,2023-12-12 19:00:00,2023-12-19 19:00:00,2023-12-19 19:00:00,40001,,,0,ui_team_events_teamdragon1,,,,[11],[[50]],1,41100,"[""40001"",""40002"",""40003"",""40004""]",4.1.0,4,,407001,Ad_image_teamdragon,,"ui_activityForecast_teamDragon1,ui_activityForecast_teamDragon2,ui_activityForecast_teamDragon3",[],,,,,,,,,,[],,,
8010,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-11-8 19:00:00,2023-11-9 19:00:00,2023-12-7 19:00:00,2023-12-7 19:00:00,,,,0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,3.1.0,4,,94001,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8011,8012,8013,8014]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,,,,,,[],,,
8011,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-9 19:00:00,2023-11-15 19:00:00,2023-11-16 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,3.1.0,,,,,,,[8010],,,,,,,,,,[],,,
8012,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-16 19:00:00,2023-11-22 19:00:00,2023-11-23 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,3.1.0,,,,,,,[8010],,,,,,,,,,[],,,
8013,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-23 19:00:00,2023-11-29 19:00:00,2023-11-30 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,3.1.0,,,,,,,[8010],,,,,,,,,,[],,,
8014,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-30 19:00:00,2023-12-6 19:00:00,2023-12-7 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,3.1.0,,,,,,,[8010],,,,,,,,,,[],,,
8020,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-8-13 19:00:00,2023-8-14 19:00:00,2023-9-11 19:00:00,2023-9-11 19:00:00,,,,0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,,4,,94003,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8021,8022,8023,8024]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,,,,,,[],,,
8021,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-14 19:00:00,2023-8-20 19:00:00,2023-8-21 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8020],,,,,,,,,,[],,,
8022,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-21 19:00:00,2023-8-27 19:00:00,2023-8-28 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8020],,,,,,,,,,[],,,
8023,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-28 19:00:00,2023-9-3 19:00:00,2023-9-4 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8020],,,,,,,,,,[],,,
8024,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-4 19:00:00,2023-9-10 19:00:00,2023-9-11 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8020],,,,,,,,,,[],,,
8030,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-9-11 19:00:00,2023-9-12 19:00:00,2023-10-10 19:00:00,2023-10-10 19:00:00,,,,0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,,4,,94002,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8031,8032,8033,8034]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,,,,,,[],,,
8031,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-12 19:00:00,2023-9-18 19:00:00,2023-9-19 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8030],,,,,,,,,,[],,,
8032,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-19 19:00:00,2023-9-25 19:00:00,2023-9-26 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8030],,,,,,,,,,[],,,
8033,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-26 19:00:00,2023-10-2 19:00:00,2023-10-3 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8030],,,,,,,,,,[],,,
8034,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-3 19:00:00,2023-10-9 19:00:00,2023-10-10 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8030],,,,,,,,,,[],,,
8040,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-10-10 19:00:00,2023-10-11 19:00:00,2023-11-8 19:00:00,2023-11-8 19:00:00,,,,0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,,4,,94001,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8041,8042,8043,8044]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,,,,,,[],,,
8041,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-11 19:00:00,2023-10-17 19:00:00,2023-10-18 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8040],,,,,,,,,,[],,,
8042,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-18 19:00:00,2023-10-24 19:00:00,2023-10-25 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8040],,,,,,,,,,[],,,
8043,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-25 19:00:00,2023-10-31 19:00:00,2023-11-1 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8040],,,,,,,,,,[],,,
8044,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-1 19:00:00,2023-11-7 19:00:00,2023-11-8 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8040],,,,,,,,,,[],,,
8150,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-12-7 19:00:00,2023-12-8 19:00:00,2024-1-5 19:00:00,2024-1-5 19:00:00,,,"[100000,[415001,1]]",0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,,4,,94003,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8151,8152,8153,8154]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,,,,,,[],,,
8151,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-8 19:00:00,2023-12-14 19:00:00,2023-12-15 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8150],,,,,,,,,,[],,,
8152,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-15 19:00:00,2023-12-21 19:00:00,2023-12-22 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8150],,,,,,,,,,[],,,
8153,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-22 19:00:00,2023-12-28 19:00:00,2023-12-29 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8150],,,,,,,,,,[],,,
8154,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-29 19:00:00,2024-1-4 19:00:00,2024-1-5 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8150],,,,,,,,,,[],,,
8160,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2024-1-5 19:00:00,2024-1-6 19:00:00,2024-2-3 19:00:00,2024-2-3 19:00:00,,,"[100000,[406001,1]]",0,ui_team_events_pic2,,,,[10],"[[50],[10]]",0,43001,,,4,,94003,Ad_image_marathon,,"ui_activityForecast_marathon1,ui_activityForecast_marathon2,ui_activityForecast_marathon3","[8161,8162,8163,8164]",,,,,,,,,,[],,,
8161,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-1-6 19:00:00,2024-1-12 19:00:00,2024-1-13 19:00:00,,,,0,ui_team_events_pic2,,,,[9],"[[50],[10]]",0,43001,,,,,,,,,[8160],,,,,,,,,,[],,,
