sort,missionGroup,id,graphId,missionIcon,Title,dramaid,isDialogue,preMissionId,ZoneRequire,levelUnlock,exp_award,itemIdAmount,cornerMark
210004,3,levelup_101_2,branch_10999,common/levelup_101_icon,levelup_101,,,"[""partnersub102_001""]",,7,14,"[[1002,100]]",
210005,3,levelup_102_1,branch_1078,common/levelup_102_icon,levelup_102,,,"[""levelup_101_2""]",,7,14,"[[1002,100]]",
210006,3,partnersub102_002,branch_11021,common/levelup_102_icon,partnersub102_002,,,"[""levelup_102_1""]",,7,14,"[[1002,50]]",
210007,3,levelup_102_2,branch_1079,common/levelup_102_icon,levelup_102,,,"[""partnersub102_002""]",,7,14,"[[1002,100]]",
210008,3,partnersub101_004,branch_11031,common/levelup_101_icon,partnersub101_004,,,"[""levelup_102_2""]",,7,14,"[[1002,100]]",
210010,3,levelup_103_1,branch_1082,common/levelup_103_icon,levelup_103,,,"[""partnersub103_001""]",,8,18,"[[1002,100]]",
210012,3,partnersub103_002,branch_11061,common/levelup_103_icon,partnersub103_002,,,"[""Order_8""]",,8,18,"[[1002,50]]",
210013,3,levelup_103_2,branch_1083,common/levelup_103_icon,levelup_103,,,"[""partnersub103_002""]",,8,18,"[[1002,100]]",
210014,3,partnersub102_007,branch_11071,common/levelup_102_icon,partnersub102_007,,,"[""levelup_103_2""]",,8,18,"[[1002,100]]",
210016,3,levelup_104_1,branch_1086,common/levelup_104_icon,levelup_104,,,"[""partnersub104_001""]",,9,20,"[[1002,100]]",
210018,3,partnersub104_002,branch_11101,common/levelup_104_icon,partnersub104_002,,,"[""Order_9""]",,9,20,"[[1002,50]]",
210019,3,levelup_104_2,branch_1087,common/levelup_104_icon,levelup_104,,,"[""partnersub104_002""]",,9,20,"[[1002,100]]",
210020,3,partnersub103_007,branch_11111,common/levelup_103_icon,partnersub103_007,,,"[""levelup_104_2""]",,9,20,"[[1002,100]]",
210050,3,levelup_110_1,branch_1090,common/levelup_110_icon,levelup_110,,,"[""partnersub110_001""]",,12,75,"[[1002,100]]",
210051,3,partnersub110_002,branch_11141,common/levelup_110_icon,partnersub110_002,,,"[""levelup_110_1""]",,12,75,"[[1002,50]]",
210053,3,levelup_110_2,branch_1091,common/levelup_110_icon,levelup_110,,,"[""partnersub110_002""]",,12,75,"[[1002,100]]",
210054,3,partnersub101_005,branch_11151,common/levelup_101_icon,partnersub101_005,,,"[""levelup_110_2""]",,12,75,"[[1002,150]]",
10180,8,levelup_105_1,branch_1094,common/levelup_105_icon,levelup_105,,,[],,13,90,"[[1002,100]]",
10190,8,partnersub105_002,branch_11181,common/levelup_105_subicon,partnersub105_002,,,[],,13,90,"[[1002,50]]",
10200,8,levelup_105_2,branch_1095,common/levelup_105_icon,levelup_105,,,[],,13,90,"[[1002,100]]",
10210,8,partnersub110_006,branch_11191,common/levelup_110_icon,partnersub110_006,,,[],,13,90,"[[1002,150]]",
10220,8,levelup_108_1,branch_1098,common/levelup_108_icon,levelup_108,,,[],,14,100,"[[1002,100]]",
10230,8,partnersub108_004,branch_11221,common/levelup_108_icon,partnersub108_004,,,[],,14,110,"[[1002,50]]",
10240,8,levelup_108_2,branch_1099,common/levelup_108_icon,levelup_108,,,[],,14,100,"[[1002,100]]",
10250,8,partnersub105_006,branch_11231,common/levelup_105_subicon,partnersub105_006,,,[],,14,100,"[[1002,150]]",
10260,8,levelup_109_1,branch_1102,common/levelup_109_icon,levelup_109,,,[],,15,110,"[[1002,100]]",
10270,8,partnersub109_004,branch_11261,common/levelup_109_subicon,partnersub109_004,,,[],,15,110,"[[1002,50]]",
10280,8,levelup_109_2,branch_1103,common/levelup_109_icon,levelup_109,,,[],,15,110,"[[1002,100]]",
10290,8,partnersub108_006,branch_11271,common/levelup_108_subicon,partnersub108_006,,,[],,15,110,"[[1002,150]]",
10300,8,levelup_107_1,branch_1106,common/levelup_107_icon,levelup_107,,,[],,16,150,"[[1002,100]]",
10310,8,partnersub107_003,branch_11301,common/levelup_107_subicon,partnersub107_003,,,[],,16,150,"[[1002,50]]",
10320,8,levelup_107_2,branch_1107,common/levelup_107_icon,levelup_107,,,[],,16,150,"[[1002,100]]",
10330,8,partnersub109_008,branch_11311,common/levelup_109_subicon,partnersub109_008,,,[],,16,150,"[[1002,200]]",
10340,8,levelup_106_1,branch_1110,common/levelup_106_subicon,levelup_106,,,[],,17,200,"[[1002,100]]",
10350,8,partnersub106_003,branch_11341,common/levelup_106_subicon,partnersub106_003,,,[],,17,200,"[[1002,50]]",
10360,8,levelup_106_2,branch_1111,common/levelup_106_subicon,levelup_106,,,[],,17,200,"[[1002,100]]",
10370,8,partnersub107_008,branch_11351,common/levelup_107_subicon,partnersub107_008,,,[],,17,200,"[[1002,200]]",
10380,8,levelup_112_1,branch_1114,common/levelup_112_icon,levelup_112,,,[],,18,225,"[[1002,100]]",
10390,8,partnersub112_004,branch_11381,common/Description13_009SeaWitch_sub2,partnersub112_004,,,[],,18,225,"[[1002,50]]",
10400,8,levelup_112_2,branch_1115,common/levelup_112_icon,levelup_112,,,[],,18,225,"[[1002,100]]",
10410,8,partnersub106_008,branch_11391,common/levelup_106_subicon,partnersub106_008,,,[],,18,225,"[[1002,200]]",
10420,8,levelup_113_1,branch_1118,common/mermaidalana01_head,levelup_113,,,[],,19,240,"[[1002,100]]",
10430,8,partnersub113_004,branch_11421,common/mermaidalana01_head,partnersub113_004,,,[],,19,240,"[[1002,50]]",
10440,8,levelup_113_2,branch_1119,common/mermaidalana01_head,levelup_113,,,[],,19,240,"[[1002,100]]",
10450,8,partnersub112_008,branch_11431,common/Description13_009SeaWitch_sub2,partnersub112_008,,,[],,19,240,"[[1002,200]]",
10460,8,levelup_114_1,branch_1122,common/Description13_004SandDanger_sub3,levelup_114,,,[],,20,244,"[[1002,100]]",
10470,8,partnersub114_004,branch_11461,common/Description13_004SandDanger_sub3,partnersub114_004,,,[],,20,244,"[[1002,50]]",
10480,8,levelup_114_2,branch_1123,common/Description13_004SandDanger_sub3,levelup_114,,,[],,20,244,"[[1002,100]]",
10490,8,partnersub113_008,branch_11471,common/mermaidalana01_head,partnersub113_008,,,[],,20,244,"[[1002,200]]",
10500,8,levelup_115_1,branch_1126,common/seakingtriton01_head,levelup_115,,,[],,21,250,"[[1002,100]]",
10510,8,partnersub115_004,branch_11501,common/seakingtriton01_head,partnersub115_004,,,[],,21,250,"[[1002,50]]",
10520,8,levelup_115_2,branch_1127,common/seakingtriton01_head,levelup_115,,,[],,21,250,"[[1002,100]]",
10530,8,partnersub201_002,branch_11511,common/Description13_004SandDanger_sub3,partnersub114_008,,,[],,21,250,"[[1002,250]]",
10540,8,levelup_116_1,branch_1130,common/levelup_116_subicon,levelup_116,,,[],,22,250,"[[1002,100]]",
10550,8,partnersub116_004,branch_11541,common/levelup_116_subicon,partnersub116_004,,,[],,22,250,"[[1002,50]]",
10560,8,levelup_116_2,branch_1131,common/levelup_116_subicon,levelup_116,,,[],,22,250,"[[1002,100]]",
10570,8,partnersub115_008,branch_11551,common/seakingtriton01_head,partnersub115_008,,,[],,22,250,"[[1002,250]]",
10580,8,levelup_117_1,branch_11575,common/princefinn01_head,levelup_117,,,[],,23,250,"[[1002,100]]",
10590,8,partnersub117_004,branch_11581,common/princefinn01_head,partnersub117_004,,,[],,23,250,"[[1002,50]]",
10600,8,levelup_117_2,branch_11590,common/princefinn01_head,levelup_117,,,[],,23,250,"[[1002,100]]",
10610,8,partnersub116_008,branch_11591,common/levelup_116_subicon,partnersub116_008,,,[],,23,250,"[[1002,250]]",
10620,8,levelup_118_1,branch_11592,common/levelup_118_icon,levelup_118,,,[],,24,250,"[[1002,100]]",
10621,8,partnersub118_005,branch_11593,common/levelup_118_icon,partnersub118_005,,,[],,24,250,"[[1002,50]]",
10630,8,levelup_118_2,branch_11594,common/levelup_118_icon,levelup_118,,,[],,24,250,"[[1002,100]]",
10631,8,partnersub118_003,branch_11595,common/princefinn01_head,partnersub118_003,,,[],,24,250,"[[1002,100]]",
210021,3,levelup_101_3,branch_1076,common/levelup_101_icon,levelup_101,,,"[""partnersub103_007""]",,10,39,"[[1002,100]]",
210022,3,levelup_102_3,branch_1080,common/levelup_102_icon,levelup_102,,,"[""levelup_101_3""]",,10,39,"[[1002,100]]",
210029,3,levelup_103_3,branch_1084,common/levelup_103_icon,levelup_103,,,"[""Order_11""]",,10,45,"[[1002,100]]",
210030,3,partnersub103_005,branch_11081,common/levelup_103_icon,partnersub103_005,,,"[""levelup_103_3""]",,10,45,"[[1002,200]]",
210031,3,levelup_104_3,branch_1088,common/levelup_104_icon,levelup_104,,,"[""partnersub103_005""]",,10,45,"[[1002,100]]",
210032,3,partnersub104_004,branch_11121,common/levelup_104_icon,partnersub104_004,,,[],,14,45,"[[1002,200]]",
210056,3,levelup_110_3,branch_1092,common/levelup_110_icon,levelup_110,,,"[""raisestar_110_1""]",,12,75,"[[1002,100]]",
210057,3,partnersub110_004,branch_11161,common/levelup_110_icon,partnersub110_004,,,"[""levelup_110_3""]",,12,75,"[[1002,200]]",
10720,8,levelup_105_3,branch_1096,common/levelup_105_icon,levelup_105,,,[],,13,90,"[[1002,100]]",
10730,8,partnersub105_001,branch_11201,common/levelup_105_subicon,partnersub105_001,,,[],,13,90,"[[1002,200]]",
10740,8,levelup_108_3,branch_1100,common/levelup_108_icon,levelup_108,,,[],,14,100,"[[1002,100]]",
10750,8,partnersub108_002,branch_11241,common/levelup_108_subicon,partnersub108_002,,,[],,14,100,"[[1002,200]]",
10760,8,levelup_109_3,branch_1104,common/levelup_109_icon,levelup_109,,,[],,15,110,"[[1002,100]]",
10770,8,partnersub109_002,branch_11281,common/levelup_109_subicon,partnersub109_002,,,[],,15,110,"[[1002,200]]",
10780,8,levelup_107_3,branch_1108,common/levelup_107_icon,levelup_107,,,[],,16,150,"[[1002,100]]",
10790,8,partnersub107_001,branch_11321,common/levelup_107_subicon,partnersub107_001,,,[],,16,150,"[[1002,300]]",
10800,8,levelup_106_3,branch_1112,common/levelup_106_subicon,levelup_106,,,[],,17,200,"[[1002,100]]",
10810,8,partnersub106_001,branch_11361,common/levelup_106_subicon,partnersub106_001,,,[],,17,200,"[[1002,300]]",
10820,8,levelup_112_3,branch_1116,common/levelup_112_icon,levelup_112,,,[],,18,225,"[[1002,100]]",
10830,8,partnersub112_002,branch_11401,common/Description13_009SeaWitch_sub2,partnersub112_002,,,[],,18,225,"[[1002,300]]",
10840,8,levelup_113_3,branch_1120,common/mermaidalana01_head,levelup_113,,,[],,19,240,"[[1002,100]]",
10850,8,partnersub113_002,branch_11441,common/mermaidalana01_head,partnersub113_002,,,[],,19,240,"[[1002,300]]",
10860,8,levelup_114_3,branch_1124,common/Description13_004SandDanger_sub3,levelup_114,,,[],,20,244,"[[1002,100]]",
10870,8,partnersub114_002,branch_11481,common/Description13_004SandDanger_sub3,partnersub114_002,,,[],,20,244,"[[1002,300]]",
10880,8,levelup_115_3,branch_1128,common/seakingtriton01_head,levelup_115,,,[],,21,250,"[[1002,100]]",
10890,8,partnersub115_002,branch_11521,common/seakingtriton01_head,partnersub115_002,,,[],,21,250,"[[1002,350]]",
10900,8,levelup_116_3,branch_1132,common/levelup_116_subicon,levelup_116,,,[],,22,250,"[[1002,100]]",
10910,8,partnersub116_002,branch_11561,common/levelup_116_subicon,partnersub116_002,,,[],,22,250,"[[1002,350]]",
10920,8,levelup_117_3,branch_11600,common/princefinn01_head,levelup_117,,,[],,23,250,"[[1002,100]]",
10930,8,partnersub117_002,branch_11601,common/princefinn01_head,partnersub117_002,,,[],,23,250,"[[1002,350]]",
10940,8,levelup_118_3,branch_11801,common/levelup_118_icon,levelup_118,,,[],,24,250,"[[1002,100]]",
10941,8,partnersub118_006,branch_11802,common/levelup_118_icon,partnersub118_006,,,[],,24,250,"[[1002,350]]",
210024,3,levelup_101_4,branch_1077,common/levelup_101_icon,levelup_101,,,"[""Order_10""]",,10,39,"[[1002,100]]",
210025,3,partnersub101_003,branch_11011,common/levelup_101_icon,partnersub101_003,,,"[""levelup_101_4""]",,10,39,"[[1002,50]]",
210026,3,levelup_102_4,branch_1081,common/levelup_102_icon,levelup_102,,,"[""partnersub101_003""]",,10,39,"[[1002,100]]",
210027,3,partnersub102_005,branch_11051,common/levelup_102_icon,partnersub102_005,,,"[""levelup_102_4""]",,10,39,"[[1002,50]]",
210033,3,levelup_103_4,branch_1085,common/levelup_103_icon,levelup_103,,,"[""levelup_104_3""]",,10,45,"[[1002,100]]",
210034,3,partnersub103_006,branch_11091,common/levelup_103_icon,partnersub103_006,,,"[""levelup_103_4""]",,10,45,"[[1002,50]]",
210035,3,levelup_104_4,branch_1089,common/levelup_104_icon,levelup_104,,,"[""partnersub103_006""]",,10,45,"[[1002,100]]",
210036,3,partnersub104_005,branch_11131,common/levelup_104_icon,partnersub104_005,,,"[""levelup_104_4""]",,10,45,"[[1002,50]]",
210058,3,levelup_110_4,branch_1093,common/levelup_110_icon,levelup_110,,,"[""partnersub110_004""]",,12,75,"[[1002,100]]",
210059,3,partnersub110_005,branch_11171,common/levelup_110_icon,partnersub110_005,,,"[""levelup_110_4""]",,12,75,"[[1002,50]]",
11050,8,levelup_105_4,branch_1097,common/levelup_105_icon,levelup_105,,,[],,13,90,"[[1002,100]]",
11060,8,partnersub105_004,branch_11211,common/levelup_105_subicon,partnersub105_004,,,[],,13,90,"[[1002,50]]",
11070,8,levelup_108_4,branch_1101,common/levelup_108_icon,levelup_108,,,[],,14,100,"[[1002,100]]",
11080,8,partnersub108_005,branch_11251,common/levelup_108_subicon,partnersub108_005,,,[],,14,100,"[[1002,50]]",
11090,8,levelup_109_4,branch_1105,common/levelup_109_icon,levelup_109,,,[],,15,110,"[[1002,100]]",
11100,8,partnersub109_007,branch_11291,common/levelup_109_subicon,partnersub109_007,,,[],,15,110,"[[1002,50]]",
11110,8,levelup_107_4,branch_1109,common/levelup_107_icon,levelup_107,,,[],,16,150,"[[1002,100]]",
11120,8,partnersub107_006,branch_11331,common/levelup_107_subicon,partnersub107_006,,,[],,16,150,"[[1002,50]]",
11130,8,levelup_106_4,branch_1113,common/levelup_106_subicon,levelup_106,,,[],,17,200,"[[1002,100]]",
11140,8,partnersub106_006,branch_11371,common/levelup_106_subicon,partnersub106_006,,,[],,17,200,"[[1002,50]]",
11150,8,levelup_112_4,branch_1117,common/levelup_112_icon,levelup_112,,,[],,18,225,"[[1002,100]]",
11160,8,partnersub112_007,branch_11411,common/Description13_009SeaWitch_sub2,partnersub112_007,,,[],,18,225,"[[1002,50]]",
11170,8,levelup_113_4,branch_1121,common/mermaidalana01_head,levelup_113,,,[],,19,240,"[[1002,100]]",
11180,8,partnersub113_007,branch_11451,common/mermaidalana01_head,partnersub113_007,,,[],,19,240,"[[1002,50]]",
11190,8,levelup_114_4,branch_1125,common/Description13_004SandDanger_sub3,levelup_114,,,[],,20,244,"[[1002,100]]",
11200,8,partnersub114_007,branch_11491,common/Description13_004SandDanger_sub3,partnersub114_007,,,[],,20,244,"[[1002,50]]",
11210,8,levelup_115_4,branch_1129,common/seakingtriton01_head,levelup_115,,,[],,21,250,"[[1002,100]]",
11220,8,partnersub115_007,branch_11531,common/seakingtriton01_head,partnersub115_007,,,[],,21,250,"[[1002,50]]",
11230,8,levelup_116_4,branch_1133,common/levelup_116_subicon,levelup_116,,,[],,22,250,"[[1002,100]]",
11240,8,partnersub116_007,branch_11571,common/levelup_116_subicon,partnersub116_007,,,[],,22,250,"[[1002,50]]",
11250,8,levelup_117_4,branch_11610,common/princefinn01_head,levelup_117,,,[],,23,250,"[[1002,100]]",
11260,8,partnersub117_007,branch_11611,common/princefinn01_head,partnersub117_007,,,[],,23,250,"[[1002,50]]",
11270,8,levelup_118_4,branch_11700,common/levelup_118_icon,levelup_118,,,[],,24,250,"[[1002,100]]",
11271,8,partnersub118_004,branch_11701,common/levelup_118_icon,partnersub118_004,,,[],,24,250,"[[1002,50]]",
11280,8,levelup_101_5,branch_11013,common/levelup_101_icon,levelup_101,,,[],,15,110,"[[1002,100]]",
11290,8,levelup_102_5,branch_11053,common/levelup_102_icon,levelup_102,,,[],,15,110,"[[1002,100]]",
11300,8,levelup_103_5,branch_11093,common/levelup_103_icon,levelup_103,,,[],,15,110,"[[1002,100]]",
11310,8,levelup_104_5,branch_11133,common/levelup_104_icon,levelup_104,,,[],,15,110,"[[1002,100]]",
11320,8,levelup_110_5,branch_11173,common/levelup_110_icon,levelup_110,,,[],,15,110,"[[1002,100]]",
11330,8,levelup_105_5,branch_11214,common/levelup_105_icon,levelup_105,,,[],,15,110,"[[1002,100]]",
11340,8,levelup_108_5,branch_11253,common/levelup_108_icon,levelup_108,,,[],,15,110,"[[1002,100]]",
11350,8,levelup_109_5,branch_11295,common/levelup_109_icon,levelup_109,,,[],,15,110,"[[1002,100]]",
11360,8,partnersub109_006,branch_11292,common/levelup_109_subicon,partnersub109_006,,,[],,15,110,"[[1002,50]]",
11370,8,levelup_107_5,branch_11335,common/levelup_107_icon,levelup_107,,,[],,16,150,"[[1002,100]]",
11380,8,partnersub107_005,branch_11332,common/levelup_107_subicon,partnersub107_005,,,[],,16,150,"[[1002,50]]",
11390,8,levelup_106_5,branch_11375,common/levelup_106_subicon,levelup_106,,,[],,17,200,"[[1002,100]]",
11400,8,partnersub106_005,branch_11372,common/levelup_106_subicon,partnersub106_005,,,[],,17,200,"[[1002,50]]",
11410,8,levelup_112_5,branch_11415,common/levelup_112_icon,levelup_112,,,[],,18,225,"[[1002,100]]",
11420,8,partnersub112_006,branch_11412,common/Description13_009SeaWitch_sub2,partnersub112_006,,,[],,18,225,"[[1002,50]]",
11430,8,levelup_113_5,branch_11455,common/mermaidalana01_head,levelup_113,,,[],,19,240,"[[1002,100]]",
11440,8,partnersub113_006,branch_11452,common/mermaidalana01_head,partnersub113_006,,,[],,19,240,"[[1002,50]]",
11450,8,levelup_114_5,branch_11495,common/Description13_004SandDanger_sub3,levelup_114,,,[],,20,244,"[[1002,100]]",
11460,8,partnersub114_006,branch_11492,common/Description13_004SandDanger_sub3,partnersub114_006,,,[],,20,244,"[[1002,50]]",
11470,8,levelup_115_5,branch_11535,common/seakingtriton01_head,levelup_115,,,[],,21,250,"[[1002,100]]",
11480,8,partnersub115_006,branch_11532,common/seakingtriton01_head,partnersub115_006,,,[],,21,250,"[[1002,50]]",
11490,8,levelup_116_5,branch_11576,common/levelup_116_subicon,levelup_116,,,[],,22,250,"[[1002,100]]",
11500,8,partnersub116_006,branch_11572,common/levelup_116_subicon,partnersub116_006,,,[],,22,250,"[[1002,50]]",
11510,8,levelup_117_5,branch_11613,common/princefinn01_head,levelup_117,,,[],,23,250,"[[1002,100]]",
11520,8,partnersub117_006,branch_11612,common/princefinn01_head,partnersub117_006,,,[],,23,250,"[[1002,50]]",
11530,8,levelup_118_5,branch_11710,common/levelup_118_icon,levelup_118,,,[],,24,250,"[[1002,100]]",
11540,8,partnersub118_008,branch_11711,common/levelup_118_icon,partnersub118_008,,,[],,24,250,"[[1002,50]]",
210037,3,raisestar_101_1,branch_898,common/levelup_101_icon,raisestar_101,,,"[""partnersub104_005""]",,11,14,"[[1002,100],[81001,8]]",
210038,3,raisestar_102_1,branch_900,common/levelup_102_icon,raisestar_102,,,"[""levelup_102_2"",""raisestar_101_1""]",,11,14,"[[1002,100]]",
210039,3,raisestar_103_1,branch_902,common/levelup_103_icon,raisestar_103,,,"[""levelup_103_2"",""raisestar_102_1""]",,11,18,"[[1002,100]]",
210043,3,raisestar_104_1,branch_904,common/levelup_104_icon,raisestar_104,,,"[""levelup_104_2"",""raisestar_102_2""]",,11,20,"[[1002,100]]",
210055,3,raisestar_110_1,branch_916,common/levelup_110_icon,raisestar_110,,,"[""partnersub101_005""]",,12,75,"[[1002,100]]",
20050,9,raisestar_105_1,branch_906,common/levelup_105_icon,raisestar_105,,,"[""levelup_105_2""]",,13,90,"[[1002,100]]",
20060,9,raisestar_108_1,branch_912,common/levelup_108_icon,raisestar_108,,,"[""levelup_108_2""]",,14,100,"[[1002,100]]",
20070,9,raisestar_109_1,branch_914,common/levelup_109_icon,raisestar_109,,,"[""levelup_109_2""]",,15,110,"[[1002,100]]",
20080,9,raisestar_107_1,branch_910,common/levelup_107_icon,raisestar_107,,,"[""levelup_107_2""]",,16,150,"[[1002,100]]",
20090,9,raisestar_106_1,branch_908,common/levelup_106_subicon,raisestar_106,,,"[""levelup_106_2""]",,17,200,"[[1002,100]]",
20100,9,raisestar_112_1,branch_918,common/levelup_112_icon,raisestar_112,,,"[""levelup_112_2""]",,18,225,"[[1002,100]]",
20110,9,raisestar_113_1,branch_920,common/mermaidalana01_head,raisestar_113,,,"[""levelup_113_2""]",,19,240,"[[1002,100]]",
20120,9,raisestar_114_1,branch_922,common/Description13_004SandDanger_sub3,raisestar_114,,,"[""levelup_114_2""]",,20,244,"[[1002,100]]",
20130,9,raisestar_115_1,branch_924,common/seakingtriton01_head,raisestar_115,,,"[""levelup_115_2""]",,21,250,"[[1002,100]]",
20140,9,raisestar_116_1,branch_926,common/levelup_116_subicon,raisestar_116,,,"[""levelup_116_2""]",,22,250,"[[1002,100]]",
20150,9,raisestar_117_1,branch_20300,common/princefinn01_head,raisestar_117,,,"[""levelup_117_2""]",,23,250,"[[1002,100]]",
20151,9,raisestar_118_1,branch_20301,common/levelup_118_icon,raisestar_118,,,"[""levelup_118_2""]",,24,250,"[[1002,100]]",
210040,3,raisestar_101_2,branch_899,common/levelup_101_icon,raisestar_101,,,"[""levelup_101_3"",""raisestar_103_1""]",,11,39,"[[1002,100],[81001,12]]",
210041,3,partnersub101_001,branch_20011,common/levelup_101_icon,partnersub101_001,,,"[""raisestar_101_2""]",,11,39,"[[1002,50]]",
210042,3,raisestar_102_2,branch_901,common/levelup_102_icon,raisestar_102,,,"[""levelup_102_3"",""partnersub101_001""]",,11,39,"[[1002,100]]",
210044,3,partnersub102_003,branch_20031,common/levelup_102_icon,partnersub102_003,,,"[""raisestar_104_1""]",,11,39,"[[1002,50]]",
210045,3,raisestar_103_2,branch_903,common/levelup_103_icon,raisestar_103,,,"[""levelup_103_3"",""partnersub102_003""]",,11,45,"[[1002,100]]",
210046,3,partnersub103_003,branch_20051,common/levelup_103_icon,partnersub103_003,,,"[""raisestar_103_2""]",,11,45,"[[1002,50]]",
210047,3,raisestar_104_2,branch_905,common/levelup_104_icon,raisestar_104,,,"[""levelup_104_3"",""partnersub103_003""]",,11,45,"[[1002,100]]",
210048,3,partnersub104_003,branch_20071,common/levelup_104_icon,partnersub104_003,,,"[""raisestar_104_2""]",,11,45,"[[1002,50]]",
210060,3,raisestar_110_2,branch_917,common/levelup_110_icon,raisestar_110,,,"[""levelup_110_3"",""partnersub110_005""]",,12,75,"[[1002,100]]",
210061,3,partnersub110_003,branch_20091,common/levelup_110_icon,partnersub110_003,,,"[""raisestar_110_2""]",,12,75,"[[1002,50]]",
20260,9,raisestar_105_2,branch_907,common/levelup_105_icon,raisestar_105,,,"[""levelup_105_3"",""partnersub110_003""]",,13,90,"[[1002,100]]",
20270,9,partnersub105_003,branch_20111,common/levelup_105_subicon,partnersub105_003,,,"[""raisestar_105_2""]",,13,90,"[[1002,50]]",
20280,9,raisestar_108_2,branch_913,common/levelup_108_icon,raisestar_108,,,"[""levelup_108_3"",""partnersub105_003""]",,14,100,"[[1002,100]]",
20290,9,raisestar_109_2,branch_915,common/levelup_109_icon,raisestar_109,,,"[""levelup_109_3"",""raisestar_108_2""]",,15,110,"[[1002,100]]",
20300,9,partnersub109_005,branch_20151,common/levelup_109_subicon,partnersub109_005,,,"[""raisestar_109_2""]",,15,110,"[[1002,50]]",
20310,9,raisestar_107_2,branch_911,common/levelup_107_icon,raisestar_107,,,"[""levelup_107_3"",""partnersub109_005""]",,16,150,"[[1002,100]]",
20320,9,partnersub107_004,branch_20171,common/levelup_107_subicon,partnersub107_004,,,"[""raisestar_107_2""]",,16,150,"[[1002,50]]",
20330,9,raisestar_106_2,branch_909,common/levelup_106_subicon,raisestar_106,,,"[""levelup_106_3"",""partnersub107_004""]",,17,200,"[[1002,100]]",
20340,9,partnersub106_004,branch_20191,common/levelup_106_subicon,partnersub106_004,,,"[""raisestar_106_2""]",,17,200,"[[1002,50]]",
20350,9,raisestar_112_2,branch_919,common/levelup_112_icon,raisestar_112,,,"[""levelup_112_3"",""partnersub106_004""]",,18,225,"[[1002,100]]",
20360,9,partnersub112_005,branch_20211,common/Description13_009SeaWitch_sub2,partnersub112_005,,,"[""raisestar_112_2""]",,18,225,"[[1002,50]]",
20370,9,raisestar_113_2,branch_921,common/mermaidalana01_head,raisestar_113,,,"[""levelup_113_3"",""partnersub112_005""]",,19,240,"[[1002,100]]",
20380,9,partnersub113_005,branch_20231,common/mermaidalana01_head,partnersub113_005,,,"[""raisestar_113_2""]",,19,240,"[[1002,50]]",
20390,9,raisestar_114_2,branch_923,common/Description13_004SandDanger_sub3,raisestar_114,,,"[""levelup_114_3"",""partnersub113_005""]",,20,244,"[[1002,100]]",
20400,9,partnersub114_005,branch_20251,common/Description13_004SandDanger_sub3,partnersub114_005,,,"[""raisestar_114_2""]",,20,244,"[[1002,50]]",
20410,9,raisestar_115_2,branch_925,common/seakingtriton01_head,raisestar_115,,,"[""levelup_115_3"",""partnersub114_005""]",,21,250,"[[1002,100]]",
20420,9,partnersub115_005,branch_20271,common/seakingtriton01_head,partnersub115_005,,,"[""raisestar_115_2""]",,21,250,"[[1002,50]]",
20430,9,raisestar_116_2,branch_927,common/levelup_116_subicon,raisestar_116,,,"[""levelup_116_3"",""partnersub115_005""]",,22,250,"[[1002,100]]",
20440,9,partnersub116_005,branch_20291,common/levelup_116_subicon,partnersub116_005,,,"[""raisestar_116_2""]",,22,250,"[[1002,50]]",
20450,9,raisestar_117_2,branch_20310,common/princefinn01_head,raisestar_117,,,"[""levelup_117_3"",""partnersub116_005""]",,23,250,"[[1002,100]]",
20460,9,partnersub117_005,branch_20311,common/princefinn01_head,partnersub117_005,,,"[""raisestar_117_2""]",,23,250,"[[1002,50]]",
20470,9,raisestar_118_2,branch_20312,common/levelup_118_icon,raisestar_118,,,"[""levelup_118_3"",""partnersub117_005""]",,24,250,"[[1002,100]]",
20480,9,partnersub118_007,branch_20313,common/levelup_118_icon,partnersub118_007,,,"[""raisestar_118_2""]",,24,250,"[[1002,50]]",
30000,10,Submission_breed206,branch_1155,common/levelup_206_icon,Submission_breed206,,,"[""Mission2_10TheHauntingofDoris2""]",,13,45,"[[1002,100]]",
30010,10,partnersub206_002,branch_80001,common/levelup_206_icon,partnersub206_002,,,"[""Submission_breed206""]",,13,45,"[[1002,50]]",
30020,10,partnersub206_001,branch_80002,common/levelup_104_icon,partnersub206_001,partnersub206_001after_dialog,1,"[""partnersub206_002""]",,13,45,"[[1002,50]]",
30030,10,partnersub102_006,branch_80003,common/levelup_102_icon,partnersub102_006,,,"[""partnersub206_001""]",,13,45,"[[1002,150]]",
30040,10,Submission_breed111,branch_1156,common/levelup_111_icon,Submission_breed111,,,"[""Submission_breed206""]",,13,75,"[[1002,100]]",
30050,10,partnersub111_001,branch_80011,common/Lacey01_head,partnersub111_001,,,"[""Submission_breed111""]",,13,75,"[[1002,50]]",
30060,10,partnersub104_006,branch_80012,common/levelup_104_icon,partnersub104_006,,,"[""partnersub111_001""]",,13,75,"[[1002,150]]",
30070,10,Submission_breed207,branch_1157,common/levelup_207_icon,Submission_breed207,,,"[""Submission_breed111""]",,13,90,"[[1002,100]]",
30080,10,partnersub207_001,branch_80021,common/levelup_207_icon,partnersub207_001,,,"[""Submission_breed207""]",,13,90,"[[1002,50]]",
30090,10,partnersub104_007,branch_80022,common/levelup_104_icon,partnersub104_007,,,"[""partnersub207_001""]",,13,90,"[[1002,150]]",
