id,name,icon,type,spine,sound,obstacleId,productItem,unlockLevel,unlockConsume,scene,extraProduction,maxProduction,workingAnimation,idleAnimation,whetherCloseUI,scale,factoryCenterId,partnerAttribute,fairytalePower,
231,ui_event2320_magicworkshop,,2,,,30137,"[[90984,1],[90974,1],[90973,4]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,5]]]","[-1,-1,4]",working,repaired,0,1,,"[3,50]","[[90974,7]]",
232,ui_event2320_magicworkshop,,2,,,30155,"[[90984,1],[90974,1],[90977,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,5]]]","[-1,-1,6]",working,repaired,0,1,,"[3,50]","[[90974,7]]",
233,ui_event2320_magicworkshop,,2,,,30179,"[[90984,1],[90974,1],[90989,1],[90977,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,15]],[[38029,5]]]","[-1,-1,12,4]",working,repaired,0,1,,"[3,50]","[[90974,7]]",
234,ui_event2320_magicworkshop,,2,,,30182,"[[90984,1],[90974,1],[90989,1],[90977,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,15]],[[38029,5]]]","[-1,-1,3,3]",working,repaired,0,1,,"[3,50]","[[90974,7]]",
235,ui_event2320_components,,2,,,30168,"[[90986,1],[90975,1],[90987,1],[90976,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,15]],[[38029,5]]]","[2,4,2,4]",repaired2,repaired1,0,1,,[],[],
236,ui_event2320_components,,2,,,30180,"[[90986,1],[90975,1],[90976,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,5]]]","[3,5,3]",repaired2,repaired1,0,1,,[],[],
237,ui_event2320_components,,2,,,30183,"[[90986,1],[90975,1],[90987,1],[90976,1]]",1,[],2320StarPark,"[[[38029,15]],[[38029,5]],[[38029,15]],[[38029,5]]]","[5,4,3,3]",repaired2,repaired1,0,1,,[],[],
238,ui_event22_processingfactory01,,2,,,4420,"[[90827,1],[90828,1],[90829,1]]",1,[],2322ThiefMagic,[],[],repairing,repaired,0,0.5,,"[3,50]","[[90828,10]]",
239,ui_event2322_changingroom,,2,,,4421,"[[27424,1],[27425,1],[27426,1],[27427,1]]",1,[],2322ThiefMagic,[],[],working,repaired,0,0.5,,[],[],
240,ui_event2326_Processingtable,,2,,,31124,"[[2000096,1],[2000099,1],[2000097,1,""Eventmission36_049PirateRoad2""],[2000100,1,""Eventmission36_049PirateRoad2""],[2000098,1,""Eventmission36_058BackToTheStart""]]",1,[],2326NoBeardPirates,"[[[38036,5]],[[38036,5]],[[38036,5]],[[38036,15]],[[38036,15]]]","[-1,-1,-1,-1,-1]",,repaired,0,0.5,,[],[],
241,ui_event2326_Pointstable,,2,,,31100,"[[2000101,1],[2000102,1]]",1,[],2326NoBeardPirates,[],"[-1,-1]",,repaired,0,0.5,,"[1,50]","[[2000101,13]]",
242,ui_event2324_collectionroom,,2,,,30940,"[[2000126,1],[2000129,1],[2000124,1,""Eventmission2324_017MsPot4""],[2000127,1,""Eventmission2324_017MsPot4""]]",1,[],2324ToyCityA,[],[],working,repaired,0,0.5,,[],[],
243,ui_event2324_collectionroom,,2,,,30941,"[[2000134,1],[2000135,1],[2000136,1]]",1,[],2324ToyCityA,[],[],working,repaired,0,0.5,,[],[],
244,ui_event33_pointsfactory,,2,,,30927,"[[2000130,1],[2000131,1]]",1,[],2324ToyCityA,[],[],working,repaired,0,0.5,,"[1,50]","[[2000130,18]]",
245,ui_event33_pointsfactory,,2,,,31013,"[[2000130,1],[2000131,1]]",1,[],2324ToyCityA,[],[],working,repaired,0,0.5,,[],[],
246,ui_event2324_collectionroom,,2,,,31032,"[[2000125,1,""Eventmission2324_028DamagedCogworthHouse""],[2000128,1,""Eventmission2324_028DamagedCogworthHouse""]]",1,[],2324ToyCityA,[],[],work,repaired,0,0.5,,[],[],
247,ui_event2329_equipmentroom,,2,,,31235,"[[2000146,1],[2000153,1]]",1,[],2329LanternShowB,[],"[100,20]",working,repaired,0,0.5,,[],[],
248,ui_event2329_store,,2,,,31236,"[[2000147,1],[2000154,1]]",1,[],2329LanternShowB,[],"[78,16]",,repaired,0,0.5,,[],[],
249,ui_event2329_magicfactory,,2,,,31234,"[[2000148,1],[2000149,1]]",1,[],2329LanternShowB,"[[[38039,5]],[[38039,25]]]",[],working,repaired,0,0.5,,"[3,50]","[[2000148,10]]",
250,ui_event2327_pointfactory,,2,,,31601,"[[2000205,1],[2000206,1]]",1,[],2327WeatherIslands,[],"[-1,-1]",work,repaired,0,0.5,,"[3,50]","[[2000205,13]]",
251,ui_event2327_reactor1,,2,,,31633,"[[2000196,1],[2000199,1],[2000202,1]]",1,[],2327WeatherIslands,[],"[33,11,7]",repairing,repaired,0,0.5,,[],[],
252,ui_event2327_reactor1,,2,,,31642,"[[2000197,1],[2000200,1],[2000203,1]]",1,[],2327WeatherIslands,[],"[33,11,7]",repairing,repaired,0,0.5,,[],[],
253,ui_event2327_reactor1,,2,,,31645,"[[2000198,1],[2000201,1],[2000204,1]]",1,[],2327WeatherIslands,[],"[33,11,7]",repairing,repaired,0,0.5,,[],[],
254,ui_event2328_pointfactory,,2,,,31291,"[[2000161,1],[2000162,1]]",1,[],2328ChristmasVillages,[],"[-1,-1]",working,repaired,0,0.5,,"[1,50]","[[2000161,10]]",
255,ui_event2328_factory1,,2,,,31338,"[[2000164,1,""Eventmission2328_064SnackStand""],[2000170,1,""Eventmission2328_064SnackStand""],[2000165,1],[2000171,1]]",1,[],2328ChristmasVillages,[],"[3,1,7,2]",repaired,ruined,0,0.5,,[],[],
256,ui_event2328_factory2,,2,,,31339,"[[2000163,1],[2000166,1]]",1,[],2328ChristmasVillages,[],"[6,5]",repaired,ruined,0,0.5,,[],[],
257,ui_event2328_factory3,,2,,,31340,"[[2000163,1],[2000166,1],[2000164,1,""Eventmission2328_053GoSleigh""]]",1,[],2328ChristmasVillages,[],"[3,5,3]",repaired,ruined,0,0.5,,[],[],
258,ui_event2328_factory4,,2,,,31337,"[[2000164,1],[2000167,1],[2000170,1]]",1,[],2328ChristmasVillages,[],"[6,3,3]",repaired,ruined,0,0.5,,[],[],
260,ui_event7_SakuraManor_foodcart,,2,,,31414,"[[2000258,1],[2000259,1]]",1,,Guide2SakuraManor,[],"[1,1]",working,repaired,0,0.5,,[],[],
261,ui_event7_SakuraManor_winery,,2,,,31415,"[[2000261,1],[2000285,1]]",1,,Guide2SakuraManor,[],"[4,3]",,repaired,0,0.5,,[],[],
262,ui_event7_SakuraManor_dresstable,,2,,,31416,"[[2000281,1]]",1,,Guide2SakuraManor,[],[1],,repaired,0,0.5,,[],[],
263,ui_event7_SakuraManor_ema,,2,,,31418,"[[2000267,1],[2000264,1]]",1,,Guide2SakuraManor,[],"[1,1]",,repaired,0,0.5,,[],[],
264,ui_event7_SakuraManor_teafactory,,2,,,31402,"[[2000286,1]]",1,,Guide2SakuraManor,[],[1],working,repaired,0,0.5,,[],[],
265,ui_event7_SakuraManor_hotspring,,2,,,31408,"[[2000255,1]]",1,,Guide2SakuraManor,[],[3],,repaired,0,0.5,,[],[],
270,ui_event2401_factory,,2,,,32027,"[[2000306,1,""Eventmission41_026candyraft""],[2000309,1,""Eventmission41_026candyraft""],[2000307,1,""Eventmission41_029recreationareaC""],[2000310,1,""Eventmission41_029recreationareaC""],[2000308,1,""Eventmission41_033evaluatethesituation""]]",1,[],2401MianMianParadise,"[[[38041,5]],[[38041,5]],[[38041,5]],[[38041,15]],[[38041,15]]]","[3,10,6,10,12]",,repaired,0,0.5,,[],[],
271,ui_event2401_candyshop,,2,,,32000,"[[2000317,1],[2000311,1],[2000312,1]]",1,[],2401MianMianParadise,[],"[-1,-1]",working,repaired,0,0.5,,"[4,50]","[[2000311,30]]",
275,ui_event2402_pointfactory,,2,,,32265,"[[2000342,1],[2000343,1],[2000344,1]]",1,[],2402SkyCityA,[],"[-1,-1,-1]",working,repaired,0,0.5,,"[2,50]","[[2000343,30]]",
276,ui_event2402_matrialfactory,,2,,,32266,"[[2000338,1],[2000345,1],[2000340,1],[2000341,1,""Eventmission2402_060MethodtoGoHome3""]]",1,[],2402SkyCityA,[],"[5,2,5,3]",working,repaired,0,0.5,,[],[],
272,ui_event2403_building_Processingplant1,,2,,,32437,"[[2000367,1],[2000372,1],[2000368,1,""Eventmission2403_053TrackingInSnow""],[2000373,1,""Eventmission2403_053TrackingInSnow""]]",1,[],2403WonderAgent,"[[[38043,5]],[[38043,15]],[[38043,5]],[[38043,15]]]","[-1,-1,-1,-1]",,repaired,0,0.5,,[],[],
273,ui_event2403_building_Processingplant1,,2,,,32438,"[[2000369,1],[2000376,1]]",1,[],2403WonderAgent,"[[[38043,5]],[[38043,20]]]","[-1,-1]",,repaired,0,0.5,,[],[],
274,ui_event2403_building_pointsfactory,,2,,,32443,"[[2000375,1],[2000370,1],[2000371,1]]",1,[],2403WonderAgent,[],"[-1,-1,-1]",,repaired,0,0.5,,"[4,50]","[[2000370,30]]",
277,ui_event2404_pointsfactory,,2,,,32800,"[[2000406,1],[2000407,1],[2000408,1]]",1,[],2404EmotionCrisis,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
278,ui_event2404_pointsfactory,,2,,,32801,"[[2000406,1],[2000407,1],[2000408,1]]",1,[],2404EmotionCrisis,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
279,ui_event2404_sweetfactory,,2,,,32802,"[[2000400,1,""Eventmission2404_041TakeTheKey""],[2000403,1,""Eventmission2404_041TakeTheKey""],[2000401,1,""Eventmission2404_051Forward""],[2000404,1,""Eventmission2404_051Forward""],[2000402,1,""Eventmission2404_060Statue""]]",1,[],2404EmotionCrisis,[],"[-1,-1,-1,-1,-1]",working,repaired2,0,0.5,,[],[],
281,ui_event2406_PointsFactory1,,2,,,33037,"[[2000462,1],[2000463,1],[2000467,1]]",1,[],2406SwanManor,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
282,ui_event2406_PointsFactory2,,2,,,33038,"[[2000462,1],[2000463,1],[2000467,1]]",1,[],2406SwanManor,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
283,ui_event2406_Factory1,,2,,,33039,"[[2000456,1],[2000459,1]]",1,[],2406SwanManor,[],"[33,7]",work,repaired,0,0.5,,[],[],
284,ui_event2406_Factory2,,2,,,33040,"[[2000457,1],[2000460,1]]",1,[],2406SwanManor,[],"[36,8]",working,repaired,0,0.5,,[],[],
285,ui_event2406_Factory3,,2,,,33041,"[[2000458,1],[2000461,1]]",1,[],2406SwanManor,[],"[12,3]",work,ruined,0,0.5,,[],[],
286,ui_event2405_pointsfactory,,2,,,32672,"[[2000438,1],[2000439,1],[2000440,1]]",1,[],2405SurvivalPioneers,[],"[-1,-1,-1]",working,repaired,0,0.5,,"[2,50]","[[2000439,30]]",
287,ui_event2405_pointsfactory,,2,,,32673,"[[2000438,1],[2000439,1],[2000440,1]]",1,[],2405SurvivalPioneers,[],"[-1,-1,-1]",working,repaired,0,0.5,,"[2,50]","[[2000439,30]]",
288,ui_event2405_factory,,2,,,32669,"[[2000429,1,""Eventmission2405_035Brook""],[2000432,1,""Eventmission2405_037VineBarrierToo""]]",1,[],2405SurvivalPioneers,[],"[2,2]",work,repaired,0,0.5,,[],[],
289,ui_event2405_factory,,2,,,32670,"[[2000430,1,""Eventmission2405_067TotemS""],[2000433,1,""Eventmission2405_068OldShelter""]]",1,[],2405SurvivalPioneers,[],"[4,1]",work,repaired,0,0.5,,[],[],
290,ui_event2405_factory,,2,,,32671,"[[2000430,1,""Eventmission2405_074FWineMachine""],[2000433,1,""Eventmission2405_074FWineMachine""],[2000431,1,""Eventmission2405_079IceFish""],[2000434,1,""Eventmission2405_079IceFish""]]",1,[],2405SurvivalPioneers,[],"[5,1,1,1]",work,repaired,0,0.5,,[],[],
291,ui_event2405_factory,,2,,,32668,"[[2000431,1,""Eventmission2405_084FriendshipStatue""],[2000437,1,""Eventmission2405_084FriendshipStatue""]]",1,[],2405SurvivalPioneers,[],"[5,1]",work,repaired,0,0.5,,[],[],
292,ui_event2326_Processingtable,,2,,,33224,"[[2000506,1],[2000509,1],[2000507,1,""EventmissionGuide4_049PirateRoad2""],[2000510,1,""EventmissionGuide4_049PirateRoad2""],[2000508,1,""EventmissionGuide4_058BackToTheStart""]]",1,[],Guide4NoBeardPirates,"[[[38047,5]],[[38047,5]],[[38047,5]],[[38047,15]],[[38047,15]]]","[-1,-1,-1,-1,-1]",,repaired,0,0.5,,[],[],
294,ui_event2320_workbench,,2,,,33316,"[[27420,1],[27421,1],[27422,1],[27423,1]]",1,[],Guide3StarPark,"[[[38048,5]],[[38048,5]],[[38048,5]],[[38048,5]]]","[1,1,1,1]",working,repaired,0,1,,[],[],
295,ui_event2320_magicworkshop,,2,,,33317,"[[2000554,1],[2000544,1],[2000543,4]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[-1,-1,4]",working,repaired,0,1,,"[3,20]","[[2000544,7]]",
296,ui_event2320_magicworkshop,,2,,,33335,"[[2000554,1],[2000544,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[-1,-1,6]",working,repaired,0,1,,"[3,20]","[[2000544,7]]",
297,ui_event2320_magicworkshop,,2,,,33359,"[[2000554,1],[2000544,1],[2000559,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[-1,-1,12,4]",working,repaired,0,1,,"[3,20]","[[2000544,7]]",
298,ui_event2320_magicworkshop,,2,,,33362,"[[2000554,1],[2000544,1],[2000559,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[-1,-1,3,3]",working,repaired,0,1,,"[3,20]","[[2000544,7]]",
299,ui_event2320_components,,2,,,33348,"[[2000556,1],[2000545,1],[2000557,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[2,4,2,4]",repaired2,repaired1,0,1,,[],[],
300,ui_event2320_components,,2,,,33360,"[[2000556,1],[2000545,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[3,5,3]",repaired2,repaired1,0,1,,[],[],
301,ui_event2320_components,,2,,,33363,"[[2000556,1],[2000545,1],[2000557,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[5,4,3,3]",repaired2,repaired1,0,1,,[],[],
302,ui_event2407_pointfactory,,2,,,33500,"[[2000588,1],[2000589,1],[2000590,1]]",1,[],2407PiscesCity,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
303,ui_event2407_pointfactory,,2,,,33501,"[[2000588,1],[2000589,1],[2000590,1]]",1,[],2407PiscesCity,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
304,ui_event2407_factory,,2,,,33502,"[[2000579,1,""Eventmission2407_035findchild3""],[2000580,1,""Eventmission2407_063ball2""],[2000582,1,""Eventmission2407_037findbricks""],[2000583,1,""Eventmission2407_066potion2""]]",1,[],2407PiscesCity,[],"[2,1,2,3]",working,repaired,0,0.5,,[],[],
305,ui_event2407_factory,,2,,,33586,"[[2000581,1,""Eventmission2407_077secondneptunelantern""],[2000584,1,""Eventmission2407_077secondneptunelantern""],[2000586,1,""Eventmission2407_072blessedobject2""],[2000587,2,""Eventmission2407_081preparecastspell""]]",1,[],2407PiscesCity,[],"[1,1,1,2]",working,repaired,0,0.5,,[],[],
306,ui_Drawing1_factory1,,2,,,33651,"[[2000613,1],[2000616,1],[2000614,1],[2000615,1]]",1,[],Drawing1FortuneIsland,[],[],work,repaired,0,0.5,,[],[],
307,ui_Drawing1_factory1,,2,,,33652,"[[2000617,1],[2000618,1],[2000619,1],[2000620,1]]",1,[],Drawing1FortuneIsland,[],[],work,repaired,0,0.5,,[],[],
308,ui_missionEvent2408_building_processingplant,,2,,,33753,"[[2000659,1],[2000666,1,""Eventmission2408_037threechances""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[2,2]",,repaired,0,0.5,,[],[],
309,ui_missionEvent2408_building_processingplant,,2,,,33755,"[[2000660,1],[2000667,1,""Eventmission2408_074starship""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[9,2]",,repaired,0,0.5,,[],[],
310,ui_missionEvent2408_building_processingplant,,2,,,33754,"[[2000661,1],[2000668,1,""Eventmission2408_084planetancienttree""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[5,3]",,repaired,0,0.5,,[],[],
311,ui_missionEvent2408_building_pointfactory,,2,,,33756,"[[2000663,1],[2000664,1],[2000665,1]]",1,[],2408StarPrince,[],"[-1,-1,-1]",,repaired,0,0.5,,"[4,50]","[[2000664,30]]",
312,ui_event2327_pointfactory,,2,,,33851,"[[2000696,1],[2000697,1]]",1,[],2409GoldenTown,[],"[-1,-1]",working,repaired,0,0.5,,"[3,50]","[[2000696,13]]",
313,ui_event2327_reactor1,,2,,,33852,"[[2000686,1,""Eventmission2409_042CleanRoads""],[2000689,1,""Eventmission2409_042CleanRoads""],[2000692,1,""Eventmission2409_042CleanRoads""]]",1,[],2409GoldenTown,[],"[33,11,7]",work,ruined,0,0.5,,[],[],
314,ui_event2327_reactor1,,2,,,33853,"[[2000687,1,""Eventmission2409_052Smarts""],[2000690,1,""Eventmission2409_052Smarts""],[2000693,1,""Eventmission2409_052Smarts""]]",1,[],2409GoldenTown,[],"[33,11,7]",work,ruined,0,0.5,,[],[],
315,ui_event2327_reactor1,,2,,,33854,"[[2000688,1,""Eventmission2409_060CleanRoads""],[2000691,1,""Eventmission2409_060CleanRoads""],[2000694,1,""Eventmission2409_060CleanRoads""]]",1,[],2409GoldenTown,[],"[33,11,7]",work,ruined,0,0.5,,[],[],
316,ui_event2327_pointfactory,,2,,,33874,"[[2000696,1],[2000697,1]]",1,[],2409GoldenTown,[],"[-1,-1]",working,repaired,0,0.5,,"[3,50]","[[2000696,13]]",
317,mission17_factory_pot,,2,,,687,"[[4546,1],[4553,1]]",1,[],,[],[],working,repaired,0,0.5,,[],[],
318,ui_event2411_pointsfactory,,2,,,34251,"[[2000715,1],[2000716,1],[2000717,1]]",1,[],2410LeprechaunGoldIsle,[],"[-1,-1,-1]",working,repaired,0,0.5,,"[2,50]","[[2000716,30]]",
319,ui_event2411_pointsfactory,,2,,,34252,"[[2000715,1],[2000716,1],[2000717,1]]",1,[],2410LeprechaunGoldIsle,[],"[-1,-1,-1]",working,repaired,0,0.5,,"[2,50]","[[2000716,30]]",
320,ui_event2410_building_gongchang,,2,,,34247,"[[2000709,1,""Eventmission2410_043SpringWater""],[2000712,1,""Eventmission2410_044DestroyedSpringWater""]]",1,[],2410LeprechaunGoldIsle,[],"[2,5]",work,repaired,0,0.5,,[],[],
321,ui_event2410_building_gongchang,,2,,,34249,"[[2000712,1,""Eventmission2410_050GoldenEgg""],[2000711,1,""Eventmission2410_053FairyHint""]]",1,[],2410LeprechaunGoldIsle,[],"[4,4]",work,repaired,0,0.5,,[],[],
322,ui_event2410_building_gongchang,,2,,,34250,"[[2000714,1,""Eventmission2410_056BlockingFoot""],[2000711,1,""Eventmission2410_058EndOfTheForest""]]",1,[],2410LeprechaunGoldIsle,[],"[3,2]",work,repaired,0,0.5,,[],[],
323,ui_event2410_building_gongchang,,2,,,34248,"[[2000714,1,""Eventmission2410_060Flamingo""],[2000710,1,""Eventmission2410_062TemptingTaste""],[2000713,1,""Eventmission2410_064LastTreasure""]]",1,[],2410LeprechaunGoldIsle,[],"[7,4,3]",work,repaired,0,0.5,,[],[],
324,ui_event2411_pointsfactory,,2,,,34000,"[[2000746,1],[2000747,1],[2000748,1]]",1,[],2411EastereggParty,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
325,ui_event2411_pointsfactory,,2,,,34001,"[[2000746,1],[2000747,1],[2000748,1]]",1,[],2411EastereggParty,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
326,ui_event2411_Factory,,2,,,34002,"[[2000740,1,""Eventmission2411_043EastereggDevice""],[2000743,1,""Eventmission2411_043EastereggDevice""],[2000741,1,""Eventmission2411_053Next""],[2000744,1,""Eventmission2411_053Next""],[2000742,1,""Eventmission2411_062Dinner""]]",1,[],2411EastereggParty,[],"[-1,-1,-1,-1,-1]",working,repaired2,0,0.5,,[],[],
327,ui_event2412_pointsfactory,,2,,,34100,"[[2000773,1],[2000774,1],[2000775,1]]",1,[],2412SorubekForest,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
328,ui_event2412_pointsfactory,,2,,,34101,"[[2000773,1],[2000774,1],[2000775,1]]",1,[],2412SorubekForest,[],"[-1,-1,-1]",working,repaired,0,0.5,,[],[],
329,ui_event2412_Factory,,2,,,34102,"[[2000767,1,""Eventmission2412_043Preparedive""],[2000770,1,""Eventmission2412_045Preparedive3""],[2000768,1,""Eventmission2412_053Heartreturn""],[2000771,1,""Eventmission2412_056Findstand2""],[2000769,1,""Eventmission2412_062Petrification""]]",1,[],2412SorubekForest,[],"[-1,-1,-1,-1,-1]",work,repaired,0,0.5,,[],[],
