id,openTimes,buyTimes,payLabel,condition,conditionParam,endingTime,giftIcon,title,playInTurn,level,group1UnlockLevel,group2UnlockLevel,group3UnlockLevel,group4UnlockLevel,group5UnlockLevel,group6UnlockLevel,group7UnlockLevel,group8UnlockLevel,group9UnlockLevel,group,CD,publicCD,showTime,popUpTimes,popUpCD,priority,name,diamondShopID,shopID,shopGroupID,giftUI,itemIds,discount,itemIds2,discount2,itemIds3,discount3,popupSceneType,giftScript,paramType,param,giftIconShowType,crossDayClose
2046,0,4,"[5,6]",3,Eventmission29_000MagicalKitchen,2023-12-28 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2046,0,12,96,1,24,2046,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2047,0,4,[7],3,Eventmission29_000MagicalKitchen,2023-12-28 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2047,0,12,96,1,24,2047,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2050,0,1,[],3,Eventmission31_007maozi,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2050,24,24,2,1,24,2050,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10002,[1003,400],[1001,20]]",0.666,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2051,0,1,[],3,Eventmission31_014jiqi02,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2051,24,24,2,1,24,2051,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,850],[1001,35]]",0.645,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2052,0,1,[],3,Eventmission31_019boshi,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2052,24,24,2,1,24,2052,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1100],[1001,45],[90922,6]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2053,0,1,[],3,Eventmission31_023shuimianB,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2053,24,24,2,1,24,2053,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10009,[1003,1650],[1001,100],[90907,8]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2054,0,1,[],3,Eventmission31_025jiqi04A,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2054,24,24,2,1,24,2054,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10015,[1003,3500],[1001,170]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2055,0,1,[],3,Eventmission31_028jiqi04,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2055,24,24,6,1,24,2055,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10019,[1003,3800],[1001,180],[90918,10],[90919,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
20561,0,3,"[1,2]",3,Eventmission31_000Weirdonight,2024-1-4 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
20562,0,3,"[3,4]",3,Eventmission31_000Weirdonight,2024-1-4 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
20563,0,3,"[5,6]",3,Eventmission31_000Weirdonight,2024-1-4 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
20564,0,3,[7],3,Eventmission31_000Weirdonight,2024-1-4 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2060,0,1,[],3,Eventmission35_003MagicCoin2,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2060,24,24,2,1,24,2060,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10002,[1003,400],[1001,20]]",0.666,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2061,0,1,[],3,Eventmission35_006TrappedMaleplayer2,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2061,24,24,4,1,24,2061,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,620],[1001,30]]",0.645,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2062,0,1,[],3,Eventmission35_019WinningTools,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2062,24,24,4,1,24,2062,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10005,[1003,1100],[1001,45]]",0.625,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2063,0,1,[],3,Eventmission35_025StoneCatapult,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2063,24,24,2,1,24,2063,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,650],[1001,35],[2000003,4]]",0.645,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2064,0,1,[],3,Eventmission35_029SadTurtle,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2064,24,24,2,1,24,2064,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10009,[1003,1600],[1001,100],[2000003,4],[2000004,5]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2065,0,1,[],3,Eventmission35_035FinishLine,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2065,24,24,4,1,24,2065,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10013,[1003,3000],[1001,185]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2066,0,1,[],3,Eventmission35_037FinishLine,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2066,24,24,2,1,24,2066,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10015,[1003,2500],[1001,120],[2000006,10],[2000008,9]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2067,0,2,[],3,Eventmission35_039Key,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2067,24,24,6,1,24,2067,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,4200],[1001,240]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2068,1,3,"[1,2]",3,Eventmission35_000RacingCompetition,2024-1-11 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2068,0,12,96,1,24,2068,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2069,1,3,"[3,4]",3,Eventmission35_000RacingCompetition,2024-1-11 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2069,0,12,96,1,24,2069,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2070,1,3,"[5,6]",3,Eventmission35_000RacingCompetition,2024-1-11 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2070,0,12,96,1,24,2070,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2071,1,3,[7],3,Eventmission35_000RacingCompetition,2024-1-11 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2071,0,12,96,1,24,2071,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2080,1,3,"[1,2]",3,Eventmission2324_000StrangeDream,2024-2-12 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2081,1,3,"[3,4]",3,Eventmission2324_000StrangeDream,2024-2-12 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2082,1,3,"[5,6]",3,Eventmission2324_000StrangeDream,2024-2-12 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2083,1,3,[7],3,Eventmission2324_000StrangeDream,2024-2-12 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2084,0,1,[],3,Eventmission2324_017MsPot4,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2084,24,24,4,1,24,2084,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,830],[1001,40]]",0.645,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2085,0,1,[],3,Eventmission2324_031WatchofCogworth2,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2085,24,24,2,1,24,2085,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,500],[1001,30],[2000124,1],[2000125,2],[2000126,1]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2086,0,1,[],3,Eventmission2324_036WhereisCogworth3,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2086,24,24,2,1,24,2086,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1200],[1001,50],[2000125,3],[2000126,4]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2087,0,1,[],3,Eventmission2324_040BoomSound3,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2087,24,24,2,1,24,2087,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10015,[1003,1500],[1001,85],[2000124,8],[2000126,8]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2088,0,1,[],3,Eventmission2324_043FairyTaleBoat2,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2088,24,24,2,1,24,2088,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10019,[1003,2100],[1001,100],[2000125,7],[2000126,7]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2089,0,1,[],3,Eventmission2324_046FairyTaleBoat5,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2089,24,24,2,1,24,2089,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10026,[1003,2400],[1001,150],[2000124,16],[2000126,16]]",0.512,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2090,0,1,[],3,Eventmission2324_049ToyCastle1,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2090,24,24,4,1,24,2090,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10030,[1003,2500],[1001,120],[2000124,12],[2000125,12],[2000126,12]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2091,0,4,"[1,2]",3,EventmissionGuide3_000StartParkOutside,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11017,[1003,400],[1001,80],[13001,2]]",0.645,"[11027,[1003,800],[1001,120],[13001,5]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2092,0,4,"[3,4]",3,EventmissionGuide3_000StartParkOutside,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11018,[1003,950],[1001,150],[13001,8]]",0.606,"[11028,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2093,0,4,"[5,6]",3,EventmissionGuide3_000StartParkOutside,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11019,[1003,1700],[1001,200],[11001,2]]",0.571,"[11029,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2094,0,4,[7],3,EventmissionGuide3_000StartParkOutside,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11020,[1003,3000],[1001,350],[11001,3]]",0.571,"[11030,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2095,0,1,[],3,EventmissionGuide3_004crystalball,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2095,24,24,2,1,24,2084,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11021,[1003,400],[1001,20]]",0.666,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2096,0,1,[],3,EventmissionGuide3_016Yuneng,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2096,24,24,4,1,24,2085,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11022,[1003,850],[1001,35]]",0.645,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2097,0,1,[],3,EventmissionGuide3_027observatory,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2097,24,24,2,1,24,2086,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11023,[1003,1300],[1001,50],[2000546,3],[2000545,3]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2098,0,1,[],3,EventmissionGuide3_030powestars,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2098,24,24,4,1,24,2087,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11024,[1003,1500],[1001,45]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2099,0,1,[],3,EventmissionGuide3_037starflower,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2099,24,24,2,1,24,2088,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11025,[1003,2000],[1001,100],[2000545,6],[2000547,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2100,0,1,[],3,EventmissionGuide3_046blackcloud,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2100,24,24,4,1,24,2089,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11026,[1003,2500],[1001,130],[2000546,8],[2000545,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2101,1,4,"[1,2]",3,Eventmission32_000ThiefMagic,2024-1-18 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2101,0,12,96,1,24,2101,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2102,1,4,"[3,4]",3,Eventmission32_000ThiefMagic,2024-1-18 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2102,0,12,96,1,24,2102,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2103,1,4,"[5,6]",3,Eventmission32_000ThiefMagic,2024-1-18 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2103,0,12,96,1,24,2103,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2104,1,4,[7],3,Eventmission32_000ThiefMagic,2024-1-18 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2104,0,12,96,1,24,2104,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2105,0,1,[],3,Eventmission32_007Paperplane1,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2105,24,24,2,1,24,2084,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,670],[1001,30]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2106,0,1,[],3,Eventmission32_013Goahead,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2106,24,24,4,1,24,2085,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,900],[1001,40]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2107,0,1,[],3,Eventmission32_019Cardgame2,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2107,24,24,2,1,24,2086,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10007,[1003,1430],[1001,60],[90804,6]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2108,0,1,[],3,Eventmission32_025Magichat3,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2108,24,24,2,1,24,2087,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10009,[1003,1900],[1001,80],[90805,6]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2109,0,1,[],3,Eventmission32_030Wand2,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2109,24,24,2,1,24,2088,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1600],[1001,100],[90806,14]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2110,0,1,[],3,Eventmission32_035Console3,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2110,24,24,6,1,24,2089,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,4560],[1001,150]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2121,1,4,"[1,2]",3,Eventmission33_000TurkeyLegend,2024-1-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2121,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2122,1,4,"[3,4]",3,Eventmission33_000TurkeyLegend,2024-1-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2122,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2123,1,4,"[5,6]",3,Eventmission33_000TurkeyLegend,2024-1-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2123,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2124,1,4,[7],3,Eventmission33_000TurkeyLegend,2024-1-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2124,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2125,0,1,[],3,Eventmission33_009FallenPartner,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2125,24,24,2,1,24,2084,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,430],[1001,20]]",0.625,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2126,0,1,[],3,Eventmission33_018Water,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2126,24,24,4,1,24,2085,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,900],[1001,40]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2127,0,1,[],3,Eventmission33_025FindWineGlass,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2127,24,24,4,1,24,2086,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10003,[1003,670],[1001,30]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2128,0,1,[],3,Eventmission33_032WoodenFrame1,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2128,24,24,2,1,24,2087,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,40],[2000076,3],[2000077,1]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2129,0,1,[],3,Eventmission33_034Cactus,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2129,24,24,2,1,24,2088,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10007,[1003,1050],[1001,45],[2000076,5],[2000077,1]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2130,0,1,[],3,Eventmission33_036Cannon,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2130,24,24,2,1,24,2089,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10010,[1003,1530],[1001,60],[2000076,5],[2000077,3]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2131,0,1,[],3,Eventmission33_038Pond,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2131,25,24,2,1,24,2090,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,50],[2000076,8],[2000077,8]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
