id,cleared,collectrewards,taskunlock,levelmax,CleanOnDramaBegin,levelitem1,rewarditem1,levelitem2,rewarditem2,levelitem3,rewarditem3,levelitem4,rewarditem4,levelitem5,rewarditem5,levelitem6,rewarditem6,levelitem7,rewarditem7,levelitem8,rewarditem8,levelitem9,rewarditem9,levelitem10,rewarditem10,levelitem11,rewarditem11,levelitem12,rewarditem12,ispaylabel,
2584,0,[],Eventmission15_012Hirerabbit,2,,"[[4951,1],[4958,2]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2585,0,[],Eventmission15_007Factorycity,2,,"[[4968,1],[4971,1]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2586,0,[],Eventmission15_011Gachamachine,2,,"[[4968,1],[4971,1]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2587,0,[],Eventmission15_013Rabbitfactory,2,,"[[4968,1],[4971,4]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2588,0,[],Eventmission15_013Rabbitfactory,2,,"[[4968,1],[4971,4]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2589,0,[],Eventmission15_013Rabbitfactory,2,,"[[4968,1],[4971,4]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2590,0,[],Eventmission15_013Rabbitfactory,2,,"[[4968,1],[4971,4]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2591,0,[],Eventmission15_012Hirerabbit,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2595,0,[],Eventmission15_017Getenergy,2,,"[[4950,10000]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2596,0,[],Eventmission15_016Upperarea,2,,"[[4968,2],[4952,5]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2597,0,[],Eventmission15_014Powerplant,2,,"[[4978,6]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2598,0,[],Eventmission15_017Getenergy,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2599,0,[],Eventmission15_009Followdragon,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2600,0,[],Eventmission15_017Getenergy,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2601,0,[],Eventmission15_017Getenergy,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2602,0,[],Eventmission15_017Getenergy,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2603,0,[],Eventmission15_017Getenergy,2,,"[[4954,8],[4957,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2604,0,[],Eventmission15_017Getenergy,2,,"[[4953,5],[4965,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2605,0,[],Eventmission15_009Followdragon,2,,"[[4953,5],[4965,2]]","[['38015',50],['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2606,0,[],Eventmission15_010Followdragon,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2607,0,[],Eventmission15_009Followdragon,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2608,0,[],Eventmission15_017Getenergy,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2609,0,[],Eventmission15_017Getenergy,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2610,0,[],Eventmission15_017Getenergy,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2611,0,[],Eventmission15_017Getenergy,2,,"[[4951,1],[4966,2]]","[['38015',50],['4950',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2612,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2613,0,[],Eventmission15_020Enjoylife1,2,,"[[4950,1000]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2614,0,[],Eventmission15_019Visitcity,2,,"[[4950,1000]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2616,0,[],Eventmission15_027Plan,2,,"[[4968,4],[4962,1],[4969,1]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2617,0,[],Eventmission15_026Stopenergy,2,,"[[4970,2]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2619,0,[],Eventmission15_019Visitcity,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2620,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2621,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2622,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2623,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2624,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2625,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2626,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2627,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2628,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2629,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2630,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2631,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2632,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2633,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2634,0,[],Eventmission15_025Undeaddragon,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2635,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2636,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2637,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2638,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2639,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2640,0,[],Eventmission15_018Uptown,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2657,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2658,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2659,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2660,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2661,1,[],Eventmission15_011Gachamachine,2,,"[[4950,1000]]","[['4968',1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2662,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2663,1,[],Eventmission15_017Getenergy,2,,"[[4961,10]]","[['4950',1000]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2664,1,[],Eventmission15_022Hotsprings,2,,"[[4950,5000]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2665,1,[],Eventmission15_024Doctordiscover,2,,"[[4950,500]]","[['38015',50]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2666,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2667,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2668,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2669,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2670,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2671,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2672,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2673,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2679,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2719,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2720,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2721,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2722,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2723,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2724,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2725,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2726,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2727,1,[],Eventmission15_013Rabbitfactory,2,,"[[1003,50]]","[[4950,500],[38015,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2800,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2803,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2804,0,[],Eventmission16_001RollerSkating1,2,,"[[90001,4]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2806,0,[],Eventmission16_003RollerSkating3,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2808,0,[],Eventmission16_010MiniatureGolf2,5,,"[[90007,2]]",[],"[[90016,2]]",[],"[[1003,80]]",[],"[[90016,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2809,0,[],Eventmission16_015FinalPrize,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2810,0,[],Eventmission16_019HeadwindJavelin2,3,,"[[90017,3]]",[],"[[90017,3]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2813,0,[],Eventmission16_023ArcheryCompetition1,4,,"[[90018,6]]",[],"[[90018,6]]",[],"[[90018,6]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2814,0,[],Eventmission16_027FateSoccer,11,,"[[90019,1]]",[],"[[90019,1]]",[],"[[90019,1]]",[],"[[90019,1]]",[],"[[90019,2]]",[],"[[90019,2],[90026,12]]",[],"[[90019,2],[90026,15]]",[],"[[90019,2],[90026,18]]",[],"[[90019,2],[90026,21]]",[],"[[90019,2],[90026,24]]",[],[],[],[],[],0,
2815,0,[],Eventmission16_027FateSoccer,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2817,0,[],Eventmission16_001RollerSkating1,2,,"[[90013,8],[90001,6]]","[['38016',200]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2818,0,[],Eventmission16_006PreparationofCeremony,2,,"[[90013,8],[90001,6],[90026,9]]","[['38016',200]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2819,0,[],Eventmission16_005RollerSkating4,2,,"[[90013,1],[90026,9]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2820,0,[],Eventmission16_015FinalPrizeAdd,3,,"[[90013,3]]","[['38016',100]]","[[90014,4]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2821,0,[],Eventmission16_021HeadwindJavelin4,2,,"[[90013,3],[90001,12]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2822,0,[],Eventmission16_025ArcheryCompetition3,3,,"[[90013,4]]","[['38016',100]]","[[90014,4]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2823,0,[],Eventmission16_032FourthRound,2,,"[[90013,4],[90014,3]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2824,0,[],Eventmission16_015FinalPrize,2,,"[[3019,6],[90015,5],[90026,12]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2825,0,[],Eventmission16_015FinalPrize,2,,"[[3019,6],[90015,5],[90026,18]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2826,0,[],Eventmission16_015FinalPrize,2,,"[[3019,6],[90015,5],[90026,24]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2827,0,[],Eventmission16_015FinalPrize,2,,"[[3019,6],[90015,8],[90026,30]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2828,0,[],Eventmission16_015FinalPrize,2,,"[[3019,6],[90015,8],[90026,36]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2829,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2830,0,[],Eventmission16_008MiniatureGolf1,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2831,0,[],Eventmission16_012SecretofWinning,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2832,0,[],Eventmission16_015FinalPrize,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2833,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2834,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2835,0,[],Eventmission16_015FinalPrize,2,,"[[90015,3],[90009,4]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2836,0,[],Eventmission16_015FinalPrize,2,,"[[90015,4],[90009,4],[90026,18]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2837,0,[],Eventmission16_015FinalPrize,2,,"[[90015,4],[90009,6],[90026,24]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2838,0,[],Eventmission16_015FinalPrize,2,,"[[90015,5],[90009,6],[90026,30]]","[['38016',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2839,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2840,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2841,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2842,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2843,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2844,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2845,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2846,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2847,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2848,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2849,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2850,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2851,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2998,0,[],Eventmission17_021divination,2,,"[[90061,3],[90086,3]]","[['38017',100],[90090,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
2999,0,[],Eventmission17_021divination,2,,"[[90061,4],[90086,3]]","[['38017',100],[90090,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3000,0,[],Eventmission17_021divination,2,,"[[90061,5],[90086,3]]","[['38017',100],[90090,1]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3001,0,[],Eventmission17_007exploreforward,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3002,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3003,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3004,0,[],Eventmission17_025Spades,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3005,0,[],Eventmission17_013plumbossom,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3006,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3007,0,[],Eventmission17_007exploreforward,2,,"[[90082,3],[90070,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3008,0,[],Eventmission17_007exploreforward,2,,"[[90082,4],[90070,3]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3009,0,[],Eventmission17_007exploreforward,2,,"[[90082,5],[90070,5]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3010,0,[],Eventmission17_007exploreforward,2,,"[[90082,6],[90070,6]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3011,0,[],Eventmission17_010fronthelp,2,,"[[90061,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3012,0,[],Eventmission17_010fronthelp,2,,"[[90061,3]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3013,0,[],Eventmission17_010fronthelp,2,,"[[90061,4]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3014,0,[],Eventmission17_010fronthelp,2,,"[[90061,5]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3019,0,[],,2,,"[[90069,2],[90083,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3020,0,[],,2,,"[[90069,3],[90083,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3021,0,[],,2,,"[[90069,4],[90083,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3022,0,[],,2,,"[[90069,6],[90083,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3023,0,[],,2,,"[[90069,6],[90083,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3024,0,[],Eventmission17_001walkforward,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3025,0,[],Eventmission17_004unexpectedprophecy,2,,"[[90068,4]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3026,0,[],Eventmission17_010fronthelp,2,,"[[90073,1],[90084,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3027,0,[],Eventmission17_013plumbossom,3,,"[[90089,2]]","[['38017',100]]","[[90067,6],[90089,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3028,0,[],Eventmission17_015DrRescue,2,,"[[90085,6]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3029,0,[],Eventmission17_018box,5,,"[[90064,10],[90060,10]]","[['38017',100]]","[[90086,2],[90089,2]]","[['38017',100]]","[[90086,4],[90089,2]]",[],"[[90086,7],[90089,2]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3030,0,[],Eventmission17_025Spades,3,,"[[90087,3],[90068,6]]","[['38017',100]]","[[90087,4],[90068,7]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3031,0,[],,3,,"[[90087,7],[90068,8]]","[['38017',100]]","[[90087,8],[90068,9]]","[['38017',100]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3032,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3033,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3034,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3035,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3040,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
3041,0,[],,1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],0,
