sort,missionGroup,id,graphId,preMissionId,ZoneRequire,levelUnlock,exp_award,itemIdAmount,
11170,8,levelup_113_4,branch_1121,[],,19,240,"[[1002,100]]",
11180,8,partnersub113_007,branch_11451,[],,19,240,"[[1002,50]]",
11190,8,levelup_114_4,branch_1125,[],,20,244,"[[1002,100]]",
11200,8,partnersub114_007,branch_11491,[],,20,244,"[[1002,50]]",
11210,8,levelup_115_4,branch_1129,[],,21,250,"[[1002,100]]",
11220,8,partnersub115_007,branch_11531,[],,21,250,"[[1002,50]]",
11230,8,levelup_116_4,branch_1133,[],,22,250,"[[1002,100]]",
11240,8,partnersub116_007,branch_11571,[],,22,250,"[[1002,50]]",
11250,8,levelup_117_4,branch_11610,[],,23,250,"[[1002,100]]",
11260,8,partnersub117_007,branch_11611,[],,23,250,"[[1002,50]]",
11270,8,levelup_118_4,branch_11700,[],,24,250,"[[1002,100]]",
11271,8,partnersub118_004,branch_11701,[],,24,250,"[[1002,50]]",
11280,8,levelup_101_5,branch_11013,[],,15,110,"[[1002,100]]",
11290,8,levelup_102_5,branch_11053,[],,15,110,"[[1002,100]]",
11300,8,levelup_103_5,branch_11093,[],,15,110,"[[1002,100]]",
11310,8,levelup_104_5,branch_11133,[],,15,110,"[[1002,100]]",
11320,8,levelup_110_5,branch_11173,[],,15,110,"[[1002,100]]",
11330,8,levelup_105_5,branch_11214,[],,15,110,"[[1002,100]]",
11340,8,levelup_108_5,branch_11253,[],,15,110,"[[1002,100]]",
11350,8,levelup_109_5,branch_11295,[],,15,110,"[[1002,100]]",
11360,8,partnersub109_006,branch_11292,[],,15,110,"[[1002,50]]",
11370,8,levelup_107_5,branch_11335,[],,16,150,"[[1002,100]]",
11380,8,partnersub107_005,branch_11332,[],,16,150,"[[1002,50]]",
11390,8,levelup_106_5,branch_11375,[],,17,200,"[[1002,100]]",
11400,8,partnersub106_005,branch_11372,[],,17,200,"[[1002,50]]",
11410,8,levelup_112_5,branch_11415,[],,18,225,"[[1002,100]]",
11420,8,partnersub112_006,branch_11412,[],,18,225,"[[1002,50]]",
11430,8,levelup_113_5,branch_11455,[],,19,240,"[[1002,100]]",
11440,8,partnersub113_006,branch_11452,[],,19,240,"[[1002,50]]",
11450,8,levelup_114_5,branch_11495,[],,20,244,"[[1002,100]]",
11460,8,partnersub114_006,branch_11492,[],,20,244,"[[1002,50]]",
11470,8,levelup_115_5,branch_11535,[],,21,250,"[[1002,100]]",
11480,8,partnersub115_006,branch_11532,[],,21,250,"[[1002,50]]",
11490,8,levelup_116_5,branch_11576,[],,22,250,"[[1002,100]]",
11500,8,partnersub116_006,branch_11572,[],,22,250,"[[1002,50]]",
11510,8,levelup_117_5,branch_11613,[],,23,250,"[[1002,100]]",
11520,8,partnersub117_006,branch_11612,[],,23,250,"[[1002,50]]",
11530,8,levelup_118_5,branch_11710,[],,24,250,"[[1002,100]]",
11540,8,partnersub118_008,branch_11711,[],,24,250,"[[1002,50]]",
210037,3,raisestar_101_1,branch_898,"[""partnersub104_005""]",,11,14,"[[1002,100],[81001,8]]",
210038,3,raisestar_102_1,branch_900,"[""levelup_102_2"",""raisestar_101_1""]",,11,14,"[[1002,100]]",
210039,3,raisestar_103_1,branch_902,"[""levelup_103_2"",""raisestar_102_1""]",,11,18,"[[1002,100]]",
210043,3,raisestar_104_1,branch_904,"[""levelup_104_2"",""raisestar_102_2""]",,11,20,"[[1002,100]]",
210055,3,raisestar_110_1,branch_916,"[""partnersub101_005""]",,12,75,"[[1002,100]]",
20050,9,raisestar_105_1,branch_906,"[""levelup_105_2""]",,13,90,"[[1002,100]]",
20060,9,raisestar_108_1,branch_912,"[""levelup_108_2""]",,14,100,"[[1002,100]]",
20070,9,raisestar_109_1,branch_914,"[""levelup_109_2""]",,15,110,"[[1002,100]]",
20080,9,raisestar_107_1,branch_910,"[""levelup_107_2""]",,16,150,"[[1002,100]]",
20090,9,raisestar_106_1,branch_908,"[""levelup_106_2""]",,17,200,"[[1002,100]]",
20100,9,raisestar_112_1,branch_918,"[""levelup_112_2""]",,18,225,"[[1002,100]]",
20110,9,raisestar_113_1,branch_920,"[""levelup_113_2""]",,19,240,"[[1002,100]]",
20120,9,raisestar_114_1,branch_922,"[""levelup_114_2""]",,20,244,"[[1002,100]]",
20130,9,raisestar_115_1,branch_924,"[""levelup_115_2""]",,21,250,"[[1002,100]]",
20140,9,raisestar_116_1,branch_926,"[""levelup_116_2""]",,22,250,"[[1002,100]]",
20150,9,raisestar_117_1,branch_20300,"[""levelup_117_2""]",,23,250,"[[1002,100]]",
20151,9,raisestar_118_1,branch_20301,"[""levelup_118_2""]",,24,250,"[[1002,100]]",
210040,3,raisestar_101_2,branch_899,"[""levelup_101_3"",""raisestar_103_1""]",,11,39,"[[1002,100],[81001,12]]",
210041,3,partnersub101_001,branch_20011,"[""raisestar_101_2""]",,11,39,"[[1002,50]]",
210042,3,raisestar_102_2,branch_901,"[""levelup_102_3"",""partnersub101_001""]",,11,39,"[[1002,100]]",
210044,3,partnersub102_003,branch_20031,"[""raisestar_104_1""]",,11,39,"[[1002,50]]",
210045,3,raisestar_103_2,branch_903,"[""levelup_103_3"",""partnersub102_003""]",,11,45,"[[1002,100]]",
210046,3,partnersub103_003,branch_20051,"[""raisestar_103_2""]",,11,45,"[[1002,50]]",
210047,3,raisestar_104_2,branch_905,"[""levelup_104_3"",""partnersub103_003""]",,11,45,"[[1002,100]]",
210048,3,partnersub104_003,branch_20071,"[""raisestar_104_2""]",,11,45,"[[1002,50]]",
210060,3,raisestar_110_2,branch_917,"[""levelup_110_3"",""partnersub110_005""]",,12,75,"[[1002,100]]",
210061,3,partnersub110_003,branch_20091,"[""raisestar_110_2""]",,12,75,"[[1002,50]]",
20260,9,raisestar_105_2,branch_907,"[""levelup_105_3"",""partnersub110_003""]",,13,90,"[[1002,100]]",
20270,9,partnersub105_003,branch_20111,"[""raisestar_105_2""]",,13,90,"[[1002,50]]",
20280,9,raisestar_108_2,branch_913,"[""levelup_108_3"",""partnersub105_003""]",,14,100,"[[1002,100]]",
20290,9,raisestar_109_2,branch_915,"[""levelup_109_3"",""raisestar_108_2""]",,15,110,"[[1002,100]]",
20300,9,partnersub109_005,branch_20151,"[""raisestar_109_2""]",,15,110,"[[1002,50]]",
20310,9,raisestar_107_2,branch_911,"[""levelup_107_3"",""partnersub109_005""]",,16,150,"[[1002,100]]",
20320,9,partnersub107_004,branch_20171,"[""raisestar_107_2""]",,16,150,"[[1002,50]]",
20330,9,raisestar_106_2,branch_909,"[""levelup_106_3"",""partnersub107_004""]",,17,200,"[[1002,100]]",
20340,9,partnersub106_004,branch_20191,"[""raisestar_106_2""]",,17,200,"[[1002,50]]",
20350,9,raisestar_112_2,branch_919,"[""levelup_112_3"",""partnersub106_004""]",,18,225,"[[1002,100]]",
20360,9,partnersub112_005,branch_20211,"[""raisestar_112_2""]",,18,225,"[[1002,50]]",
20370,9,raisestar_113_2,branch_921,"[""levelup_113_3"",""partnersub112_005""]",,19,240,"[[1002,100]]",
20380,9,partnersub113_005,branch_20231,"[""raisestar_113_2""]",,19,240,"[[1002,50]]",
20390,9,raisestar_114_2,branch_923,"[""levelup_114_3"",""partnersub113_005""]",,20,244,"[[1002,100]]",
20400,9,partnersub114_005,branch_20251,"[""raisestar_114_2""]",,20,244,"[[1002,50]]",
20410,9,raisestar_115_2,branch_925,"[""levelup_115_3"",""partnersub114_005""]",,21,250,"[[1002,100]]",
20420,9,partnersub115_005,branch_20271,"[""raisestar_115_2""]",,21,250,"[[1002,50]]",
20430,9,raisestar_116_2,branch_927,"[""levelup_116_3"",""partnersub115_005""]",,22,250,"[[1002,100]]",
20440,9,partnersub116_005,branch_20291,"[""raisestar_116_2""]",,22,250,"[[1002,50]]",
20450,9,raisestar_117_2,branch_20310,"[""levelup_117_3"",""partnersub116_005""]",,23,250,"[[1002,100]]",
20460,9,partnersub117_005,branch_20311,"[""raisestar_117_2""]",,23,250,"[[1002,50]]",
20470,9,raisestar_118_2,branch_20312,"[""levelup_118_3"",""partnersub117_005""]",,24,250,"[[1002,100]]",
20480,9,partnersub118_007,branch_20313,"[""raisestar_118_2""]",,24,250,"[[1002,50]]",
30000,10,Submission_breed206,branch_1155,"[""Mission2_10TheHauntingofDoris2""]",,13,45,"[[1002,100]]",
30010,10,partnersub206_002,branch_80001,"[""Submission_breed206""]",,13,45,"[[1002,50]]",
30020,10,partnersub206_001,branch_80002,"[""partnersub206_002""]",,13,45,"[[1002,50]]",
30030,10,partnersub102_006,branch_80003,"[""partnersub206_001""]",,13,45,"[[1002,150]]",
30040,10,Submission_breed111,branch_1156,"[""Submission_breed206""]",,13,75,"[[1002,100]]",
30050,10,partnersub111_001,branch_80011,"[""Submission_breed111""]",,13,75,"[[1002,50]]",
30060,10,partnersub104_006,branch_80012,"[""partnersub111_001""]",,13,75,"[[1002,150]]",
30070,10,Submission_breed207,branch_1157,"[""Submission_breed111""]",,13,90,"[[1002,100]]",
30080,10,partnersub207_001,branch_80021,"[""Submission_breed207""]",,13,90,"[[1002,50]]",
30090,10,partnersub104_007,branch_80022,"[""partnersub207_001""]",,13,90,"[[1002,150]]",
30100,10,Submission_breed203,branch_1158,"[""Submission_breed207""]",,14,100,"[[1002,100]]",
30110,10,partnersub111_002,branch_80031,"[""Submission_breed203""]",,14,100,"[[1002,150]]",
30120,10,Submission_breed209,branch_1159,"[""Submission_breed203""]",,15,110,"[[1002,100]]",
30130,10,partnersub209_001,branch_80041,"[""Submission_breed209""]",,15,110,"[[1002,50]]",
30140,10,partnersub203_001,branch_80042,"[""partnersub209_001""]",,15,110,"[[1002,150]]",
30150,10,Submission_breed202,branch_1160,"[""Submission_breed209""]",,16,150,"[[1002,100]]",
30160,10,partnersub202_001,branch_80051,"[""Submission_breed202""]",,16,150,"[[1002,50]]",
30170,10,partnersub209_002,branch_80052,"[""partnersub202_001""]",,16,150,"[[1002,200]]",
30180,10,Submission_breed208,branch_1161,"[""Submission_breed202""]",,17,200,"[[1002,100]]",
30190,10,partnersub208_001,branch_80061,"[""Submission_breed208""]",,17,200,"[[1002,50]]",
30200,10,partnersub202_002,branch_80062,"[""partnersub208_001""]",,17,200,"[[1002,200]]",
30210,10,Submission_breed308,branch_1162,"[""Submission_breed208""]",,18,225,"[[1002,100]]",
30220,10,partnersub308_001,branch_80071,"[""Submission_breed308""]",,18,225,"[[1002,50]]",
30230,10,partnersub208_002,branch_80072,"[""partnersub308_001""]",,18,225,"[[1002,200]]",
30240,10,Submission_breed201,branch_1163,"[""Submission_breed308""]",,20,244,"[[1002,100]]",
30250,10,partnersub201_001,branch_80081,"[""Submission_breed201""]",,20,244,"[[1002,50]]",
30260,10,partnersub308_002,branch_80082,"[""partnersub201_001""]",,20,244,"[[1002,200]]",
30270,10,Submission_breed210,branch_1164,"[""Submission_breed201""]",,21,250,"[[1002,100]]",
30280,10,partnersub210_001,branch_80091,"[""Submission_breed210""]",,21,250,"[[1002,50]]",
30290,10,partnersub114_008,branch_80092,"[""partnersub210_001""]",,21,250,"[[1002,250]]",
200004,2,Submission6_openfarm1,branch_648,[],,8,14,"[[1002,100]]",
200007,2,Submission6_openfarm2,branch_649,"[""repair_210169""]",,8,18,"[[1002,100]]",
200010,2,Submission7_openfarm,branch_650,"[""Guide_level8_treeofeternity""]",,9,20,"[[1002,100]]",
200011,2,hangup_levelup2,branch_1134,"[""Submission7_openfarm""]",,9,18,"[[1002,100]]",
60400,6,Team_join,branch_989,[],,10,39,"[[1002,100]]",
104,11,Submission8_openfarm,branch_651,"[""Submission9_homelevel_10"",""Mission3_004buyfactory""]",,10,39,"[[1002,100]]",
103,11,hangup_levelup3,branch_1135,"[""Submission9_homelevel_10"",""Mission3_004buyfactory""]",,10,39,"[[1002,100]]",
60701,4,Maze_1_1,branch_1186,"[""Guide_level14_cloudmaze""]",,12,75,"[[1002,50]]",
60700,6,Maze_1_2,branch_1143,[],,12,75,"[[1002,50]]",
113,11,Submission9_openfarm,branch_652,"[""Submission11_homelevel_12"",""Mission3_004buyfactory""]",,12,75,"[[1002,100]]",
114,11,hangup_levelup4,branch_1136,"[""Submission11_homelevel_12"",""Mission3_004buyfactory""]",,12,75,"[[1002,100]]",
61000,6,Maze_2_2,branch_1144,[],,13,90,"[[1002,50]]",
61100,6,Maze_3_3,branch_1145,[],,14,100,"[[1002,50]]",
61200,6,Submission10_openfarm,branch_653,[],,14,100,"[[1002,100]]",
61300,6,Extra_101_1,branch_95000,[],,14,100,"[[1002,100]]",
61400,6,hangup_levelup5,branch_1137,[],,14,100,"[[1002,100]]",
61500,6,Maze_4_3,branch_1146,[],,15,110,"[[1002,50]]",
61600,6,Extra_102_1,branch_95010,[],,15,110,"[[1002,100]]",
61700,6,Maze_1_4,branch_1147,[],,16,150,"[[1002,50]]",
61800,6,Submission12_openfarm,branch_654,[],,16,150,"[[1002,100]]",
61900,6,Extra_103_1,branch_95020,[],,16,150,"[[1002,100]]",
62000,6,hangup_levelup6,branch_1138,[],,16,150,"[[1002,100]]",
62100,6,Maze_2_4,branch_1148,[],,17,200,"[[1002,50]]",
62200,6,Extra_104_1,branch_95030,[],,17,200,"[[1002,100]]",
62300,6,Maze_3_5,branch_1149,[],,18,225,"[[1002,50]]",
62400,6,Submission14_openfarm,branch_655,[],,18,225,"[[1002,100]]",
62500,6,Extra_110_1,branch_95040,[],,18,225,"[[1002,100]]",
62600,6,hangup_levelup7,branch_1139,[],,18,225,"[[1002,100]]",
62700,6,Maze_4_5,branch_1150,[],,19,240,"[[1002,50]]",
62800,6,Extra_105_1,branch_95050,[],,19,240,"[[1002,100]]",
62900,6,Maze_1_6,branch_1151,[],,20,244,"[[1002,50]]",
63000,6,Submission16_openfarm,branch_656,[],,20,244,"[[1002,100]]",
63100,6,hangup_levelup8,branch_1140,[],,20,244,"[[1002,100]]",
63200,6,Maze_2_6,branch_1152,[],,21,250,"[[1002,50]]",
63300,6,hangup_levelup9,branch_1141,[],,21,250,"[[1002,100]]",
63400,6,Maze_3_7,branch_1153,[],,22,250,"[[1002,50]]",
63500,6,Submission18_openfarm,branch_657,[],,22,250,"[[1002,100]]",
63600,6,hangup_levelup10,branch_1142,[],,22,250,"[[1002,100]]",
63700,6,Maze_4_7,branch_63700,[],,23,250,"[[1002,50]]",
63800,6,Submission20_openfarm,branch_63800,[],,23,250,"[[1002,100]]",
63900,6,hangup_levelup11,branch_63900,[],,23,250,"[[1002,100]]",
65100,12,Submission21_homelevel_22,branch_954,[],,21,250,"[[1002,100]]",
65101,12,Submission21_homelevel_23,branch_29955,[],,22,250,"[[1002,100]]",
65102,12,Submission21_homelevel_24,branch_29958,[],,23,250,"[[1002,100]]",
110000,6,Home101_005,branch_755,[],,23,250,"[[1002,50]]",
110009,6,Home113_001,branch_875,[],,23,250,"[[1002,50]]",
110010,6,Home101_006,branch_756,[],,23,250,"[[1002,50]]",
110020,6,Home101_013,branch_763,[],,23,250,"[[1002,250]]",
110030,6,Home101_011,branch_761,[],,23,250,"[[1002,350]]",
110031,6,Home103_010,branch_787,[],,23,250,"[[1002,350]]",
110032,6,Home110_009,branch_808,[],,23,250,"[[1002,350]]",
110033,6,Home105_001,branch_818,[],,23,250,"[[1002,350]]",
110034,6,Home108_001,branch_826,[],,23,250,"[[1002,350]]",
110035,6,Home109_003,branch_842,[],,23,250,"[[1002,350]]",
110040,6,Home101_007,branch_757,[],,24,250,"[[1002,350]]",
110001,6,Home115_004,branch_885,[],,23,250,"[[1002,50]]",
110050,6,Home101_009,branch_759,[],,24,250,"[[1002,50]]",
110060,6,Home101_012,branch_762,[],,23,250,"[[1002,50]]",
110061,6,Home117_001,branch_895,[],,23,250,"[[1002,50]]",
110070,6,Home101_008,branch_758,[],,24,250,"[[1002,50]]",
110080,6,Home101_010,branch_760,[],,24,250,"[[1002,50]]",
110090,6,Home102_007,branch_771,[],,24,250,"[[1002,50]]",
110100,6,Home102_012,branch_776,[],,24,250,"[[1002,50]]",
110110,6,Home102_013,branch_777,[],,23,250,"[[1002,250]]",
110120,6,Home103_004,branch_781,[],,24,250,"[[1002,50]]",
110130,6,Home103_007,branch_784,[],,24,250,"[[1002,350]]",
110140,6,Home103_009,branch_786,[],,23,250,"[[1002,250]]",
110160,6,Home104_007,branch_794,[],,24,250,"[[1002,50]]",
110170,6,Home104_009,branch_796,[],,23,250,"[[1002,250]]",
110180,6,Home104_011,branch_798,[],,24,250,"[[1002,50]]",
110190,6,Home104_012,branch_799,[],,24,250,"[[1002,50]]",
110200,6,Home110_002,branch_801,[],,24,250,"[[1002,50]]",
110210,6,Home110_003,branch_802,[],,24,250,"[[1002,350]]",
110220,6,Home110_005,branch_1166,[],,24,250,"[[1002,50]]",
110230,6,Home110_008,branch_807,[],,24,250,"[[1002,50]]",
110250,6,Home110_011,branch_810,[],,24,250,"[[1002,350]]",
110260,6,Home110_012,branch_811,[],,24,250,"[[1002,50]]",
110270,6,Home110_013,branch_812,[],,24,250,"[[1002,50]]",
110280,6,Home206_004,branch_816,[],,24,250,"[[1002,50]]",
110290,6,Home206_006,branch_817,[],,23,250,"[[1002,250]]",
110300,6,Home206_002,branch_814,[],,24,250,"[[1002,50]]",
110310,6,Home206_003,branch_815,[],,24,250,"[[1002,350]]",
110320,6,Home105_003,branch_820,[],,23,250,"[[1002,250]]",
110330,6,Home105_004,branch_821,[],,24,250,"[[1002,350]]",
110350,6,Home111_005,branch_825,[],,24,250,"[[1002,50]]",
110360,6,Home111_001,branch_822,[],,24,250,"[[1002,50]]",
110370,6,Home111_002,branch_823,[],,24,250,"[[1002,350]]",
110380,6,Home111_004,branch_824,[],,24,250,"[[1002,250]]",
110390,6,Home108_003,branch_828,[],,24,250,"[[1002,50]]",
110400,6,Home108_004,branch_829,[],,25,250,"[[1002,50]]",
110410,6,Home108_005,branch_830,[],,25,250,"[[1002,50]]",
110420,6,Home108_007,branch_832,[],,25,250,"[[1002,250]]",
110430,6,Home108_008,branch_833,[],,25,250,"[[1002,250]]",
110440,6,Home108_009,branch_834,[],,25,250,"[[1002,50]]",
110450,6,Home108_010,branch_835,[],,25,250,"[[1002,50]]",
110470,6,Home108_002,branch_827,[],,25,250,"[[1002,250]]",
110480,6,Home207_002,branch_837,[],,25,250,"[[1002,250]]",
110490,6,Home207_003,branch_838,[],,25,250,"[[1002,250]]",
110500,6,Home207_004,branch_839,[],,25,250,"[[1002,50]]",
110510,6,Home109_001,branch_840,[],,25,250,"[[1002,50]]",
110520,6,Home109_002,branch_841,[],,25,250,"[[1002,350]]",
110540,6,Home109_005,branch_844,[],,25,250,"[[1002,50]]",
110550,6,Home109_004,branch_843,[],,25,250,"[[1002,250]]",
110560,6,Home201_004,branch_848,[],,25,250,"[[1002,350]]",
110570,6,Home201_001,branch_845,[],,25,250,"[[1002,50]]",
110580,6,Home201_002,branch_846,[],,25,250,"[[1002,50]]",
110590,6,Home201_003,branch_847,[],,25,250,"[[1002,350]]",
110600,6,Home107_003,branch_851,[],,25,250,"[[1002,50]]",
110610,6,Home107_004,branch_852,[],,25,250,"[[1002,50]]",
110620,6,Home107_001,branch_849,[],,25,250,"[[1002,50]]",
110630,6,Home107_002,branch_850,[],,25,250,"[[1002,50]]",
110640,6,Home106_007,branch_859,[],,25,250,"[[1002,350]]",
110650,6,Home106_008,branch_860,[],,25,250,"[[1002,50]]",
110660,6,Home106_009,branch_861,[],,26,250,"[[1002,50]]",
110670,6,Home106_011,branch_863,[],,26,250,"[[1002,350]]",
110680,6,Home106_010,branch_862,[],,26,250,"[[1002,250]]",
110690,6,Home106_013,branch_864,[],,26,250,"[[1002,350]]",
110700,6,Home106_006,branch_858,[],,26,250,"[[1002,250]]",
110710,6,Home106_001,branch_853,[],,26,250,"[[1002,50]]",
110720,6,Home106_002,branch_854,[],,26,250,"[[1002,50]]",
110730,6,Home106_003,branch_855,[],,26,250,"[[1002,50]]",
110740,6,Home106_004,branch_856,[],,26,250,"[[1002,350]]",
110750,6,Home106_005,branch_857,[],,26,250,"[[1002,250]]",
110760,6,Home203_002,branch_866,[],,26,250,"[[1002,50]]",
110770,6,Home203_003,branch_867,[],,26,250,"[[1002,50]]",
110780,6,Home203_001,branch_865,[],,26,250,"[[1002,50]]",
110790,6,Home308_001,branch_868,[],,26,250,"[[1002,50]]",
110800,6,Home308_003,branch_869,[],,26,250,"[[1002,50]]",
110810,6,Home308_004,branch_870,[],,26,250,"[[1002,50]]",
110820,6,Home112_004,branch_874,[],,26,250,"[[1002,50]]",
110830,6,Home112_001,branch_871,[],,26,250,"[[1002,350]]",
110840,6,Home112_002,branch_872,[],,26,250,"[[1002,250]]",
110850,6,Home112_003,branch_873,[],,26,250,"[[1002,50]]",
110870,6,Home113_002,branch_876,[],,27,250,"[[1002,350]]",
110880,6,Home113_003,branch_877,[],,27,250,"[[1002,50]]",
110890,6,Home202_001,branch_878,[],,27,250,"[[1002,50]]",
110900,6,Home202_002,branch_879,[],,27,250,"[[1002,250]]",
110910,6,Home114_002,branch_881,[],,27,250,"[[1002,350]]",
110920,6,Home114_003,branch_882,[],,27,250,"[[1002,250]]",
110930,6,Home114_001,branch_880,[],,27,250,"[[1002,50]]",
110940,6,Home115_001,branch_883,[],,27,250,"[[1002,350]]",
110950,6,Home115_008,branch_888,[],,27,250,"[[1002,50]]",
110960,6,Home115_011,branch_890,[],,27,250,"[[1002,50]]",
110970,6,Home115_009,branch_889,[],,27,250,"[[1002,250]]",
110980,6,Home115_007,branch_887,[],,27,250,"[[1002,50]]",
110990,6,Home115_003,branch_884,[],,27,250,"[[1002,350]]",
111010,6,Home115_005,branch_886,[],,27,250,"[[1002,250]]",
111020,6,Home208_001,branch_891,[],,27,250,"[[1002,350]]",
111030,6,Home208_003,branch_892,[],,27,250,"[[1002,50]]",
111040,6,Home208_004,branch_893,[],,27,250,"[[1002,50]]",
111050,6,Home208_007,branch_894,[],,27,250,"[[1002,250]]",
111070,6,Home117_002,branch_896,[],,27,250,"[[1002,50]]",
111080,6,Home117_004,branch_897,[],,27,250,"[[1002,50]]",
