id,type,obstacleId,productItem,unlockLevel,unlockConsume,scene,extraProduction,maxProduction,factoryCenterId,partnerAttribute,fairytalePower,
290,2,32671,"[[2000430,1,""Eventmission2405_074FWineMachine""],[2000433,1,""Eventmission2405_074FWineMachine""],[2000431,1,""Eventmission2405_079IceFish""],[2000434,1,""Eventmission2405_079IceFish""]]",1,[],2405SurvivalPioneers,[],"[5,1,1,1]",,[],[],
291,2,32668,"[[2000431,1,""Eventmission2405_084FriendshipStatue""],[2000437,1,""Eventmission2405_084FriendshipStatue""]]",1,[],2405SurvivalPioneers,[],"[5,1]",,[],[],
292,2,33224,"[[2000506,1],[2000509,1],[2000507,1,""EventmissionGuide4_049PirateRoad2""],[2000510,1,""EventmissionGuide4_049PirateRoad2""],[2000508,1,""EventmissionGuide4_058BackToTheStart""]]",1,[],Guide4NoBeardPirates,"[[[38047,5]],[[38047,5]],[[38047,5]],[[38047,15]],[[38047,15]]]","[-1,-1,-1,-1,-1]",,[],[],
294,2,33316,"[[27420,1],[27421,1],[27422,1],[27423,1]]",1,[],Guide3StarPark,"[[[38048,5]],[[38048,5]],[[38048,5]],[[38048,5]]]","[1,1,1,1]",,[],[],
295,2,33317,"[[2000554,1],[2000544,1],[2000543,4]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[-1,-1,4]",,"[3,20]","[[2000544,7]]",
296,2,33335,"[[2000554,1],[2000544,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[-1,-1,6]",,"[3,20]","[[2000544,7]]",
297,2,33359,"[[2000554,1],[2000544,1],[2000559,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[-1,-1,12,4]",,"[3,20]","[[2000544,7]]",
298,2,33362,"[[2000554,1],[2000544,1],[2000559,1],[2000547,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[-1,-1,3,3]",,"[3,20]","[[2000544,7]]",
299,2,33348,"[[2000556,1],[2000545,1],[2000557,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[2,4,2,4]",,[],[],
300,2,33360,"[[2000556,1],[2000545,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,5]]]","[3,5,3]",,[],[],
301,2,33363,"[[2000556,1],[2000545,1],[2000557,1],[2000546,1]]",1,[],Guide3StarPark,"[[[38048,15]],[[38048,5]],[[38048,15]],[[38048,5]]]","[5,4,3,3]",,[],[],
302,2,33500,"[[2000588,1],[2000589,1],[2000590,1]]",1,[],2407PiscesCity,[],"[-1,-1,-1]",,[],[],
303,2,33501,"[[2000588,1],[2000589,1],[2000590,1]]",1,[],2407PiscesCity,[],"[-1,-1,-1]",,[],[],
304,2,33502,"[[2000579,1,""Eventmission2407_035findchild3""],[2000580,1,""Eventmission2407_063ball2""],[2000582,1,""Eventmission2407_037findbricks""],[2000583,1,""Eventmission2407_066potion2""]]",1,[],2407PiscesCity,[],"[2,1,2,3]",,[],[],
305,2,33586,"[[2000581,1,""Eventmission2407_077secondneptunelantern""],[2000584,1,""Eventmission2407_077secondneptunelantern""],[2000586,1,""Eventmission2407_072blessedobject2""],[2000587,2,""Eventmission2407_081preparecastspell""]]",1,[],2407PiscesCity,[],"[1,1,1,2]",,[],[],
306,2,33651,"[[2000613,1],[2000616,1],[2000614,1],[2000615,1]]",1,[],Drawing1FortuneIsland,[],[],,[],[],
307,2,33652,"[[2000617,1],[2000618,1],[2000619,1],[2000620,1]]",1,[],Drawing1FortuneIsland,[],[],,[],[],
308,2,33753,"[[2000659,1],[2000666,1,""Eventmission2408_037threechances""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[2,2]",,[],[],
309,2,33755,"[[2000660,1],[2000667,1,""Eventmission2408_074starship""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[9,2]",,[],[],
310,2,33754,"[[2000661,1],[2000668,1,""Eventmission2408_084planetancienttree""]]",1,[],2408StarPrince,"[[[38050,5]],[[38050,20]]]","[5,3]",,[],[],
311,2,33756,"[[2000663,1],[2000664,1],[2000665,1]]",1,[],2408StarPrince,[],"[-1,-1,-1]",,"[4,50]","[[2000664,30]]",
312,2,33851,"[[2000696,1],[2000697,1]]",1,[],2409GoldenTown,[],"[-1,-1]",,"[3,50]","[[2000696,13]]",
313,2,33852,"[[2000686,1,""Eventmission2409_042CleanRoads""],[2000689,1,""Eventmission2409_042CleanRoads""],[2000692,1,""Eventmission2409_042CleanRoads""]]",1,[],2409GoldenTown,[],"[33,11,7]",,[],[],
314,2,33853,"[[2000687,1,""Eventmission2409_052Smarts""],[2000690,1,""Eventmission2409_052Smarts""],[2000693,1,""Eventmission2409_052Smarts""]]",1,[],2409GoldenTown,[],"[33,11,7]",,[],[],
315,2,33854,"[[2000688,1,""Eventmission2409_060CleanRoads""],[2000691,1,""Eventmission2409_060CleanRoads""],[2000694,1,""Eventmission2409_060CleanRoads""]]",1,[],2409GoldenTown,[],"[33,11,7]",,[],[],
316,2,33874,"[[2000696,1],[2000697,1]]",1,[],2409GoldenTown,[],"[-1,-1]",,"[3,50]","[[2000696,13]]",
317,2,687,"[[4546,1],[4553,1]]",1,[],,[],[],,[],[],
318,2,34251,"[[2000715,1],[2000716,1],[2000717,1]]",1,[],2410LeprechaunGoldIsle,[],"[-1,-1,-1]",,"[2,50]","[[2000716,30]]",
319,2,34252,"[[2000715,1],[2000716,1],[2000717,1]]",1,[],2410LeprechaunGoldIsle,[],"[-1,-1,-1]",,"[2,50]","[[2000716,30]]",
320,2,34247,"[[2000709,1,""Eventmission2410_043SpringWater""],[2000712,1,""Eventmission2410_044DestroyedSpringWater""]]",1,[],2410LeprechaunGoldIsle,[],"[2,5]",,[],[],
321,2,34249,"[[2000712,1,""Eventmission2410_050GoldenEgg""],[2000711,1,""Eventmission2410_053FairyHint""]]",1,[],2410LeprechaunGoldIsle,[],"[4,4]",,[],[],
322,2,34250,"[[2000714,1,""Eventmission2410_056BlockingFoot""],[2000711,1,""Eventmission2410_058EndOfTheForest""]]",1,[],2410LeprechaunGoldIsle,[],"[3,2]",,[],[],
323,2,34248,"[[2000714,1,""Eventmission2410_060Flamingo""],[2000710,1,""Eventmission2410_062TemptingTaste""],[2000713,1,""Eventmission2410_064LastTreasure""]]",1,[],2410LeprechaunGoldIsle,[],"[7,4,3]",,[],[],
324,2,34000,"[[2000746,1],[2000747,1],[2000748,1]]",1,[],2411EastereggParty,[],"[-1,-1,-1]",,[],[],
325,2,34001,"[[2000746,1],[2000747,1],[2000748,1]]",1,[],2411EastereggParty,[],"[-1,-1,-1]",,[],[],
326,2,34002,"[[2000740,1,""Eventmission2411_043EastereggDevice""],[2000743,1,""Eventmission2411_043EastereggDevice""],[2000741,1,""Eventmission2411_053Next""],[2000744,1,""Eventmission2411_053Next""],[2000742,1,""Eventmission2411_062Dinner""]]",1,[],2411EastereggParty,[],"[-1,-1,-1,-1,-1]",,[],[],
327,2,34100,"[[2000773,1],[2000774,1],[2000775,1]]",1,[],2412SorubekForest,[],"[-1,-1,-1]",,[],[],
328,2,34101,"[[2000773,1],[2000774,1],[2000775,1]]",1,[],2412SorubekForest,[],"[-1,-1,-1]",,[],[],
329,2,34102,"[[2000767,1,""Eventmission2412_043Preparedive""],[2000770,1,""Eventmission2412_045Preparedive3""],[2000768,1,""Eventmission2412_053Heartreturn""],[2000771,1,""Eventmission2412_056Findstand2""],[2000769,1,""Eventmission2412_062Petrification""]]",1,[],2412SorubekForest,[],"[-1,-1,-1,-1,-1]",,[],[],
