id,type,dragonId,breedDragonId,productLevel,productNeedItem,orderType,productTime,timeValue,sellCoin,price,expValue,orderNumLimit,orderNormalWeight,orderDifficultWeight,timeOrderItem,timeOrderNumLimit,limittime,canUse,funcType,funcParam,itemLimit,sceneId,itemConvert,
90064,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90065,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90066,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90067,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90068,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90069,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90070,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90071,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90072,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90073,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90074,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90075,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90076,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90077,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90078,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90079,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90080,4,0,,0,,0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90081,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90082,3,0,,0,"[[90060,3]]",0,30,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90083,3,0,,0,"[[90071,3]]",0,30,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90084,3,0,,0,"[[90062,6],[90079,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90085,3,0,,0,"[[90063,6],[90079,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90086,3,0,,0,"[[90064,6],[90079,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90087,3,0,,0,"[[90065,6],[90079,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90088,3,0,,0,"[[2001,20],[90079,1]]",0,180,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90089,3,0,,0,"[[90066,8],[90072,1]]",0,180,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90090,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90091,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90092,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90093,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90094,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2307CardKingdom,[],
90095,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90096,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90097,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90098,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90099,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2307CardKingdom,[],
90105,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90106,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90107,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90108,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90109,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90110,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90111,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90112,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90113,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90114,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90115,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90116,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90117,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90118,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90119,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90120,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90121,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90122,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90123,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90124,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90125,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90126,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90127,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90128,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90129,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90130,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90131,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90132,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90133,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90134,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2308MagicBox,[],
90135,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],-1,2308MagicBox,[],
90136,19,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90135,160]",-1,2308MagicBox,[],
90137,19,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90135,240]",-1,2308MagicBox,[],
90138,19,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90135,534]",-1,2308MagicBox,[],
90139,19,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90135,600]",-1,2308MagicBox,[],
90140,10,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,1,[50],-1,2308MagicBox,[],
90141,19,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90135,400]",-1,2308MagicBox,[],
90142,19,0,,0,"[[90135,1]]",0,30,0,0,0,10,0,0,0,0,[],-1,1,9,"[38018,1]",-1,2308MagicBox,[],
90143,19,0,,0,"[[90135,10]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,9,"[38018,10]",-1,2308MagicBox,[],
90144,19,0,,0,"[[90135,100]]",0,120,0,0,0,10,0,0,0,0,[],-1,1,9,"[38018,100]",-1,2308MagicBox,[],
90250,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90251,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90252,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90253,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90254,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90255,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90256,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90257,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90258,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90259,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90260,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90261,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90262,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90263,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90264,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90265,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90266,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90267,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90268,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90269,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90270,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90271,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90272,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],-1,2311FruitTown,[],
90273,19,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90272,160]",-1,2311FruitTown,[],
90274,19,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,9,"[90272,240]",-1,2311FruitTown,[],
90275,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90276,10,0,,0,"[[90272,120]]",0,60,0,20,0,10,0,0,0,0,[],-1,1,1,[30],-1,2311FruitTown,[],
90277,10,0,,0,"[[90272,190]]",0,60,0,30,0,10,0,0,0,0,[],-1,1,1,[50],-1,2311FruitTown,[],
90278,10,0,,0,"[[90272,375]]",0,60,0,50,0,10,0,0,0,0,[],-1,1,1,[100],-1,2311FruitTown,[],
90279,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90280,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90281,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90282,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2311FruitTown,[],
90304,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90305,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90306,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90307,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],99999,2310CubeWaterWorld,[],
90308,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90309,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90310,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90311,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90312,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90313,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90314,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90315,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90316,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90317,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90318,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90319,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90320,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90321,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90322,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90323,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90324,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90325,3,0,,0,"[[90324,2],[90306,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90326,3,0,,0,"[[90313,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90327,3,0,,0,"[[90315,5],[90314,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90328,3,0,,0,"[[90304,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90329,3,0,,0,"[[90304,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90330,3,0,,0,"[[90317,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90331,3,0,,0,"[[90319,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90332,3,0,,0,"[[90318,3],[90304,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90333,4,0,,0,[],0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],99999,2310CubeWaterWorld,[],
90334,4,0,,0,[],0,0,0,0,0,50,0,0,0,0,[],-1,1,0,[],9999,2310CubeWaterWorld,[],
90335,4,0,,0,[],0,0,0,0,0,50,0,0,0,0,[],-1,1,0,[],9999,2310CubeWaterWorld,[],
90336,4,0,,0,[],0,0,0,0,0,50,0,0,0,0,[],-1,1,0,[],9999,2310CubeWaterWorld,[],
90337,4,0,,0,[],0,0,0,0,0,50,0,0,0,0,[],-1,1,0,[],9999,2310CubeWaterWorld,[],
90338,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],99999,2310CubeWaterWorld,[],
90339,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90340,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2310CubeWaterWorld,[],
90400,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90401,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90402,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90403,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90404,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90405,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90406,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90407,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90408,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90409,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90410,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90411,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90412,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90413,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90414,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90415,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90416,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90417,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90418,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90419,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90420,3,0,,0,"[[90410,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90421,3,0,,0,"[[90418,6]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90422,3,0,,0,"[[90416,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90423,3,0,,0,"[[90409,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90424,3,0,,0,"[[90419,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90425,3,0,,0,"[[90405,6]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90426,3,0,,0,"[[90412,6]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90427,3,0,,0,"[[90413,10],[90433,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90428,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2312HeartbeatJourney,[],
90429,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90430,4,0,,0,[],0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],9999,2312HeartbeatJourney,[],
90431,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90432,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90433,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90434,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90435,3,0,,0,"[[90434,1],[2001,20]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2312HeartbeatJourney,[],
90350,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90351,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90352,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90353,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90354,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90355,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90356,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90357,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90358,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90359,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90360,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90361,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90362,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90363,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90364,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,33,[],9999,2313MermaidCity,[],
90365,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90366,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2313MermaidCity,[],
90367,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90368,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90369,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90370,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90371,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,33,[],9999,2313MermaidCity,[],
90372,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,32,[],9999,2313MermaidCity,[],
90373,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2313MermaidCity,[],
90374,4,0,,0,[],0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],9999,2313MermaidCity,[],
90375,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2313MermaidCity,[],
90376,10,0,,0,"[[90350,2]]",0,60,0,50,0,10,0,0,0,0,[],-1,1,1,[50],-1,2313MermaidCity,[],
90377,3,0,,0,"[[90351,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90378,10,0,,0,"[[90372,100]]",0,240,0,50,0,10,0,0,0,0,[],-1,1,1,[50],-1,2313MermaidCity,[],
90379,3,0,,0,"[[90352,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90380,3,0,,0,"[[90353,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90381,3,0,,0,"[[90354,10]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90382,3,0,,0,"[[90355,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90383,3,0,,0,"[[90363,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90384,3,0,,0,"[[90356,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90385,3,0,,0,"[[2001,20],[90373,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90386,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90387,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90388,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90389,3,0,,0,"[[90362,3]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90390,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2313MermaidCity,[],
90391,19,0,,0,"[[90355,12]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[90382,3]",9999,2313MermaidCity,[],
90392,19,0,,0,"[[90356,9]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[90384,3]",9999,2313MermaidCity,[],
90393,19,0,,0,"[[90362,9]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[90389,3]",9999,2313MermaidCity,[],
90394,19,0,,0,"[[90353,12]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[90380,3]",9999,2313MermaidCity,[],
90600,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2315ColorfulLand,[],
