id,name,activityText,activityBG,type,unlockLevel,unlockTask,prewarm,startTime,rankEndTime,endTime,sceneID,sceneCloseTime,reward,rankType,rankConfig,rankItem,robotParam,sceneIds,lowestVersion,relationId,dropItemId,productItemId,activitycoin,reopeningpartner,clearID,isRedEnergy,
10002,ui_activityName_Parkour,,,5,10,,2024-1-15 19:00:00,2024-1-17 19:00:00,2024-1-21 19:00:00,2024-1-22 19:00:00,parkour2,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",39002,"[[[10,15],120,10,[50,100],[60,120]],[[16,25],120,10,[70,120],[90,150]],[[26,40],120,10,[90,140],[110,170]],[[41,59],120,10,[100,150],[120,180]]]",[],,[],,,,,[],,
10003,ui_activityName_Parkour,,,5,10,,2023-10-24 19:00:00,2023-10-26 19:00:00,2023-10-30 19:00:00,2023-10-31 19:00:00,parkour,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",39002,"[[[10,15],120,10,[50,100],[60,120]],[[16,25],120,10,[70,120],[90,150]],[[26,40],120,10,[90,140],[110,170]],[[41,59],120,10,[100,150],[120,180]]]",[],,[],,,,,[],,
10004,ui_activityName_Parkour,,,5,10,,2023-11-14 19:00:00,2023-11-16 19:00:00,2023-11-20 19:00:00,2023-11-21 19:00:00,parkour1,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",39002,"[[[10,15],120,10,[50,100],[60,120]],[[16,25],120,10,[70,120],[90,150]],[[26,40],120,10,[90,140],[110,170]],[[41,59],120,10,[100,150],[120,180]]]",[],,[],,,,,[],,
10005,ui_activityName_Parkour,,,5,10,,2023-11-29 19:00:00,2023-12-1 19:00:00,2023-12-5 19:00:00,2023-12-6 19:00:00,parkour1,,,[4],"[[0],[30],[10,15],[16,25],[26,40],[41,59]]",39002,"[[[10,15],120,10,[50,100],[60,120]],[[16,25],120,10,[70,120],[90,150]],[[26,40],120,10,[90,140],[110,170]],[[41,59],120,10,[100,150],[120,180]]]",[],,[],,,,,[],,
2001,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-9-18 19:00:00,2023-9-20 19:00:00,2023-9-27 19:00:00,2023-9-27 19:00:00,20001,,,[6],[[50]],41000,[],"[""20001"",""20003"",""20005""]",4.1.0,[],,,,,[],,
2002,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-10-9 19:00:00,2023-10-11 19:00:00,2023-10-18 19:00:00,2023-10-18 19:00:00,20001,,,[6],[[50]],41000,[],"[""20001"",""20003"",""20005""]",4.1.0,[],,,,,[],,
2003,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-11-6 19:00:00,2023-11-8 19:00:00,2023-11-15 19:00:00,2023-11-15 19:00:00,20001,,,[6],[[50]],41000,[],"[""20001"",""20003"",""20005""]",4.1.0,[],,,,,[],,
2004,ui_teamActicity_teamMap_title,ui_teamActicity_teamMap_text,ui_team_events_pic1,7,10,,2023-8-29 19:00:00,2023-8-30 19:00:00,2023-9-6 19:00:00,2023-9-6 19:00:00,20001,,,[6],[[50]],41000,[],"[""20001"",""20003"",""20005""]",4.1.0,[],,,,,[],,
4001,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2024-1-5 19:00:00,2024-1-7 19:00:00,2024-1-14 19:00:00,2024-1-14 19:00:00,40001,,,[11],[[50]],41100,[],"[""40001"",""40002"",""40003"",""40004""]",4.1.0,[],,,,,[],,
4002,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2024-2-7 19:00:00,2024-2-9 19:00:00,2024-2-16 19:00:00,2024-2-16 19:00:00,40001,,,[11],[[50]],41100,[],"[""40001"",""40002"",""40003"",""40004""]",4.1.0,[],,,,,[],,
4003,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2023-11-19 19:00:00,2023-11-21 19:00:00,2023-11-28 19:00:00,2023-11-28 19:00:00,40001,,,[11],[[50]],41100,[],"[""40001"",""40002"",""40003"",""40004""]",4.1.0,[],,,,,[],,
4004,ui_teamActicity_teamDragon_title,ui_teamActicity_teamDragon_text,ui_team_events_teamdragon1,9,10,,2023-12-10 19:00:00,2023-12-12 19:00:00,2023-12-19 19:00:00,2023-12-19 19:00:00,40001,,,[11],[[50]],41100,[],"[""40001"",""40002"",""40003"",""40004""]",4.1.0,[],,,,,[],,
8010,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-11-8 19:00:00,2023-11-9 19:00:00,2023-12-7 19:00:00,2023-12-7 19:00:00,,,,[10],"[[50],[10]]",43001,[],,3.1.0,"[8011,8012,8013,8014]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,[],,
8011,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-9 19:00:00,2023-11-15 19:00:00,2023-11-16 19:00:00,,,,[9],"[[50],[10]]",43001,[],,3.1.0,[8010],,,,,[],,
8012,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-16 19:00:00,2023-11-22 19:00:00,2023-11-23 19:00:00,,,,[9],"[[50],[10]]",43001,[],,3.1.0,[8010],,,,,[],,
8013,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-23 19:00:00,2023-11-29 19:00:00,2023-11-30 19:00:00,,,,[9],"[[50],[10]]",43001,[],,3.1.0,[8010],,,,,[],,
8014,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-30 19:00:00,2023-12-6 19:00:00,2023-12-7 19:00:00,,,,[9],"[[50],[10]]",43001,[],,3.1.0,[8010],,,,,[],,
8020,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-8-13 19:00:00,2023-8-14 19:00:00,2023-9-11 19:00:00,2023-9-11 19:00:00,,,,[10],"[[50],[10]]",43001,[],,,"[8021,8022,8023,8024]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,[],,
8021,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-14 19:00:00,2023-8-20 19:00:00,2023-8-21 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8020],,,,,[],,
8022,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-21 19:00:00,2023-8-27 19:00:00,2023-8-28 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8020],,,,,[],,
8023,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-8-28 19:00:00,2023-9-3 19:00:00,2023-9-4 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8020],,,,,[],,
8024,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-4 19:00:00,2023-9-10 19:00:00,2023-9-11 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8020],,,,,[],,
8030,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-9-11 19:00:00,2023-9-12 19:00:00,2023-10-10 19:00:00,2023-10-10 19:00:00,,,,[10],"[[50],[10]]",43001,[],,,"[8031,8032,8033,8034]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,[],,
8031,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-12 19:00:00,2023-9-18 19:00:00,2023-9-19 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8030],,,,,[],,
8032,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-19 19:00:00,2023-9-25 19:00:00,2023-9-26 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8030],,,,,[],,
8033,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-9-26 19:00:00,2023-10-2 19:00:00,2023-10-3 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8030],,,,,[],,
8034,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-3 19:00:00,2023-10-9 19:00:00,2023-10-10 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8030],,,,,[],,
8040,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-10-10 19:00:00,2023-10-11 19:00:00,2023-11-8 19:00:00,2023-11-8 19:00:00,,,,[10],"[[50],[10]]",43001,[],,,"[8041,8042,8043,8044]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,[],,
8041,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-11 19:00:00,2023-10-17 19:00:00,2023-10-18 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8040],,,,,[],,
8042,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-18 19:00:00,2023-10-24 19:00:00,2023-10-25 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8040],,,,,[],,
8043,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-10-25 19:00:00,2023-10-31 19:00:00,2023-11-1 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8040],,,,,[],,
8044,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-11-1 19:00:00,2023-11-7 19:00:00,2023-11-8 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8040],,,,,[],,
8150,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2023-12-7 19:00:00,2023-12-8 19:00:00,2024-1-5 19:00:00,2024-1-5 19:00:00,,,"[100000,[415001,1]]",[10],"[[50],[10]]",43001,[],,,"[8151,8152,8153,8154]","[4,[[43002,1,300],[43003,1,100]]]","[[1001,[[43004,11]]],[1005,[[43006,18]]],[1003,[[43005,11]]],[1004,[[43007,13]]]]",,,[],,
8151,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-8 19:00:00,2023-12-14 19:00:00,2023-12-15 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8150],,,,,[],,
8152,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-15 19:00:00,2023-12-21 19:00:00,2023-12-22 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8150],,,,,[],,
8153,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-22 19:00:00,2023-12-28 19:00:00,2023-12-29 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8150],,,,,[],,
8154,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2023-12-29 19:00:00,2024-1-4 19:00:00,2024-1-5 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8150],,,,,[],,
8160,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2024-1-5 19:00:00,2024-1-6 19:00:00,2024-2-3 19:00:00,2024-2-3 19:00:00,,,"[100000,[406001,1]]",[10],"[[50],[10]]",43001,[],,,"[8161,8162,8163,8164]",,,,,[],,
8161,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-1-6 19:00:00,2024-1-12 19:00:00,2024-1-13 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8160],,,,,[],,
8162,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-1-13 19:00:00,2024-1-19 19:00:00,2024-1-20 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8160],,,,,[],,
8163,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-1-20 19:00:00,2024-1-26 19:00:00,2024-1-27 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8160],,,,,[],,
8164,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-1-27 19:00:00,2024-2-2 19:00:00,2024-2-3 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8160],,,,,[],,
8170,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2024-2-3 19:00:00,2024-2-4 19:00:00,2024-3-3 19:00:00,2024-3-3 19:00:00,,,"[100000,[403001,1]]",[10],"[[50],[10]]",43001,[],,,"[8171,8172,8173,8174]",,,,,[],,
8171,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-2-4 19:00:00,2024-2-10 19:00:00,2024-2-11 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8170],,,,,[],,
8172,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-2-11 19:00:00,2024-2-17 19:00:00,2024-2-18 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8170],,,,,[],,
8173,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-2-18 19:00:00,2024-2-24 19:00:00,2024-2-25 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8170],,,,,[],,
8174,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-2-25 19:00:00,2024-3-2 19:00:00,2024-3-3 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8170],,,,,[],,
8180,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,2024-3-3 19:00:00,2024-3-4 19:00:00,2024-4-1 19:00:00,2024-4-1 19:00:00,,,"[100000,[401001,1]]",[10],"[[50],[10]]",43001,[],,,"[8181,8182,8183,8184]",,,,,[],,
8181,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-3-4 19:00:00,2024-3-10 19:00:00,2024-3-11 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8180],,,,,[],,
8182,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-3-11 19:00:00,2024-3-17 19:00:00,2024-3-18 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8180],,,,,[],,
8183,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-3-18 19:00:00,2024-3-24 19:00:00,2024-3-25 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8180],,,,,[],,
8184,ui_dragonSeason_main_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,8,11,,,2024-3-25 19:00:00,2024-3-31 19:00:00,2024-4-1 19:00:00,,,,[9],"[[50],[10]]",43001,[],,,[8180],,,,,[],,
9001,ui_dragonFishing_main_title,,ui_dragonFishing_pic01,12,10,,2023-9-6 19:00:00,2023-9-8 19:00:00,2023-9-12 19:00:00,2023-9-13 19:00:00,fishing,,,[16],"[[100],[30],[10,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",48001,[],,,[],,,,,[],,
9002,ui_dragonFishing_main_title,,ui_dragonFishing_pic01,12,10,,2023-9-27 19:00:00,2023-9-29 19:00:00,2023-10-3 19:00:00,2023-10-4 19:00:00,fishing2,,,[16],"[[0],[30],[10,20],[21,30],[31,40],[41,59]]",48001,"[[[10,20],120,10,[70,100],[75,135]],[[21,30],120,10,[170,210],[180,240]],[[31,40],120,10,[200,300],[265,365]],[[41,59],120,10,[300,400],[320,520]]]",,3.1.0,[],,,,,[],,
9003,ui_dragonFishing_main_title,,ui_dragonFishing_pic01,12,10,,2023-10-18 19:00:00,2023-10-20 19:00:00,2023-10-24 19:00:00,2023-10-25 19:00:00,fishing3,,,[16],"[[0],[30],[10,20],[21,30],[31,40],[41,59]]",48001,"[[[10,20],120,10,[70,100],[75,135]],[[21,30],120,10,[170,210],[180,240]],[[31,40],120,10,[200,300],[265,365]],[[41,59],120,10,[300,400],[320,520]]]",,,[],,,,,[],,
9004,ui_dragonFishing_main_title,,ui_dragonFishing_pic01,12,10,,2023-11-8 19:00:00,2023-11-10 19:00:00,2023-11-14 19:00:00,2023-11-15 19:00:00,fishing1,,,[16],"[[0],[30],[10,20],[21,30],[31,40],[41,59]]",48001,"[[[10,20],120,10,[70,100],[75,135]],[[21,30],120,10,[170,210],[180,240]],[[31,40],120,10,[200,300],[265,365]],[[41,59],120,10,[300,400],[320,520]]]",,,[],,,,,[],,
9005,ui_dragonFishing_main_title,,ui_dragonFishing_pic01,12,10,,2023-8-16 19:00:00,2023-8-18 19:00:00,2023-8-22 19:00:00,2023-8-23 19:00:00,fishing1,,,"[16,17]","[[100],[30],[10,16],[17,21],[22,26],[27,31],[32,36],[37,41],[42,59]]",48001,[],,,[],,,,,[],,
13001,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-9-26 19:00:00,2023-9-28 20:00:00,2023-10-2 19:00:00,2023-10-2 19:00:00,,,,[],[],,[],,,,,,,,[],,
13002,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-10-3 19:00:00,2023-10-5 20:00:00,2023-10-9 19:00:00,2023-10-9 19:00:00,,,,[],[],,[],,,,,,,,[],,
13003,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-10-10 19:00:00,2023-10-12 20:00:00,2023-10-16 19:00:00,2023-10-16 19:00:00,,,,[],[],,[],,,,,,,,[],,
13004,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-10-17 19:00:00,2023-10-19 20:00:00,2023-10-23 19:00:00,2023-10-23 19:00:00,,,,[],[],,[],,,,,,,,[],,
13005,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-10-27 19:00:00,2023-10-29 20:00:00,2023-11-2 19:00:00,2023-11-2 19:00:00,,,,[],[],,[],,,,,,,,[],,
13006,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-1-8 19:00:00,2024-1-8 20:00:00,2024-1-11 19:00:00,2024-1-11 19:00:00,,,,[],[],,[],,,,,,,,[],,
13007,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-11-30 20:00:00,2023-11-30 20:00:00,2023-12-4 19:00:00,2023-12-4 19:00:00,,,,[],[],,[],,,,,,,,[],,
13008,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-11-14 19:00:00,2023-11-16 20:00:00,2023-11-20 19:00:00,2023-11-20 19:00:00,,,,[],[],,[],,,,,,,,[],,
13009,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-11-25 19:00:00,2023-11-27 20:00:00,2023-11-30 19:00:00,2023-11-30 19:00:00,,,,[],[],,[],,,,,,,,[],,
13010,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-5 19:00:00,2023-12-7 20:00:00,2023-12-11 19:00:00,2023-12-11 19:00:00,,,,[],[],,[],,,,,,,,[],,
13011,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-14 20:00:00,2023-12-14 20:00:00,2023-12-18 19:00:00,2023-12-18 19:00:00,,,,[],[],,[],,,,,,,,[],,
13012,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-28 20:00:00,2023-12-28 20:00:00,2024-1-1 19:00:00,2024-1-1 19:00:00,,,,[],[],,[],,,,,,,,[],,
13013,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-11 20:00:00,2023-12-11 20:00:00,2023-12-14 19:00:00,2023-12-14 19:00:00,,,,[],[],,[],,,,,,,,[],,
13014,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-18 20:00:00,2023-12-18 20:00:00,2023-12-21 19:00:00,2023-12-21 19:00:00,,,,[],[],,[],,,,,,,,[],,
13015,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2023-12-23 19:00:00,2023-12-25 20:00:00,2023-12-28 19:00:00,2023-12-28 19:00:00,,,,[],[],,[],,,,,,,,[],,
13016,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-1-1 20:00:00,2024-1-1 20:00:00,2024-1-4 19:00:00,2024-1-4 19:00:00,,,,[],[],,[],,,,,,,,[],,
13017,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-1-4 19:00:00,2024-1-4 20:00:00,2024-1-8 19:00:00,2024-1-8 19:00:00,,,,[],[],,[],,,,,,,,[],,
13019,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-1-16 19:00:00,2024-1-18 20:00:00,2024-1-22 19:00:00,2024-1-22 19:00:00,,,,[],[],,[],,,,,,,,[],,
13020,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-1-30 19:00:00,2024-2-1 20:00:00,2024-2-5 19:00:00,2024-2-5 19:00:00,,,,[],[],,[],,,,,,,,[],,
13021,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-2-10 19:00:00,2024-2-12 20:00:00,2024-2-16 19:00:00,2024-2-16 19:00:00,,,,[],[],,[],,,,,,,,[],,
13022,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-2-16 20:00:00,2024-2-16 20:00:00,2024-2-19 19:00:00,2024-2-19 19:00:00,,,,[],[],,[],,,,,,,,[],,
13023,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-2-19 20:00:00,2024-2-19 20:00:00,2024-2-22 19:00:00,2024-2-22 19:00:00,,,,[],[],,[],,,,,,,,[],,
13024,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-2-22 20:00:00,2024-2-22 20:00:00,2024-2-26 19:00:00,2024-2-26 19:00:00,,,,[],[],,[],,,,,,,,[],,
13025,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-2-27 19:00:00,2024-2-29 20:00:00,2024-3-4 19:00:00,2024-3-4 19:00:00,,,,[],[],,[],,,,,,,,[],,
13026,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-3-4 20:00:00,2024-3-4 20:00:00,2024-3-7 19:00:00,2024-3-7 19:00:00,,,,[],[],,[],,,,,,,,[],,
13027,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-3-9 19:00:00,2024-3-11 20:00:00,2024-3-14 19:00:00,2024-3-14 19:00:00,,,,[],[],,[],,,,,,,,[],,
13028,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-3-16 19:00:00,2024-3-18 20:00:00,2024-3-21 19:00:00,2024-3-21 19:00:00,,,,[],[],,[],,,,,,,,[],,
13029,consume_energy_title,,ui_energyreturn_event_pic,13,9,,2024-3-23 19:00:00,2024-3-25 20:00:00,2024-3-28 19:00:00,2024-3-28 19:00:00,,,,[],[],,[],,,,,,,,[],,
14001,card_collecting,,ui_card_activity_pic01,14,9,,2023-11-18 20:00:00,2023-11-20 20:00:00,2024-1-4 19:00:00,2024-1-4 19:00:00,,,"[[1003,3000],[410001,1]]",[],[],,[],,,,,,,,[],,
14002,card_collecting2,,ui_card_activity_pic01,14,9,,2024-1-4 20:00:00,2024-1-8 20:00:00,2024-2-21 20:00:00,2024-2-21 19:00:00,,,"[[1003,3000],[408001,1]]",[],[],,[],,,,,,,,[],,
14003,card_collecting3,,ui_card_activity_pic01,14,9,,2024-2-21 20:00:00,2024-2-24 20:00:00,2024-4-11 20:00:00,2024-4-11 19:00:00,,,"[[1003,3000],[404001,1]]",[],[],,[],,,,,,,,[],,
15001,turntable1,,,15,9,EventmissionDrawing1_003FortuneFactory,2024-3-12 19:00:00,2024-3-14 20:00:00,2024-3-18 19:00:00,2024-3-18 19:00:00,,,[[11]],[],[],,[],,,,,,,,,,
15002,turntable1,,,15,12,,2024-3-8 19:00:00,2024-3-8 19:00:00,2024-3-10 19:00:00,2024-3-10 19:00:00,,,[[1]],[],[],,[],,,,,,,,,,
20001,UI_ThreeClear_title1,,,20,9,,2024-1-8 19:00:00,2024-1-8 20:00:00,2024-1-15 19:00:00,2024-1-15 19:00:00,,,,[],[[0]],,[],,16.1.0,,,,,,[],,
20002,UI_ThreeClear_title1,,,20,9,,2024-1-27 19:00:00,2024-1-29 19:00:00,2024-2-2 19:00:00,2024-2-2 19:00:00,,,,[],[[0]],,[],,16.1.0,,,,,,[],,
20003,UI_ThreeClear_title1,,,20,9,,2024-2-10 19:00:00,2024-2-12 19:00:00,2024-2-16 19:00:00,2024-2-16 19:00:00,,,,[],[[0]],,[],,16.1.0,,,,,,[],,
20004,UI_ThreeClear_title1,,,20,9,,2024-3-2 19:00:00,2024-3-4 19:00:00,2024-3-8 19:00:00,2024-3-8 19:00:00,,,,[],[[0]],,[],,16.1.0,,,,,,[],,
20005,UI_ThreeClear_title1,,,20,9,,2024-3-15 19:00:00,2024-3-17 16:00:00,2024-3-22 16:00:00,2024-3-22 16:00:00,,,,[],[[0]],,[],,16.1.0,,,,,,[],,
25001,UI_JamGame_title1,,,21,9,,2024-1-20 19:00:00,2024-1-22 19:00:00,2024-1-26 19:00:00,2024-1-26 19:00:00,,,,[],[[0]],,[],,17.1.0,,,,,,[],,
25002,UI_JamGame_title1,,,21,9,,2024-2-3 19:00:00,2024-2-5 19:00:00,2024-2-9 19:00:00,2024-2-9 19:00:00,,,,[],[[0]],,[],,17.1.0,,,,,,[],,
25003,UI_JamGame_title1,,,21,9,,2024-2-18 19:00:00,2024-2-20 19:00:00,2024-2-23 19:00:00,2024-2-23 19:00:00,,,,[],[[0]],,[],,17.1.0,,,,,,[],,
25004,UI_JamGame_title1,,,21,9,,2024-3-22 16:00:00,2024-3-24 16:00:00,2024-3-29 16:00:00,2024-3-29 16:00:00,,,,[],[[0]],,[],,17.1.0,,,,,,[],,
26001,UI_BlockGame_title1,,,22,9,,2024-2-24 19:00:00,2024-2-26 19:00:00,2024-3-1 19:00:00,2024-3-1 19:00:00,,,,[],[[0]],,[],,18.1.0,,,,,,[],,
26002,UI_BlockGame_title1,,,22,9,,2024-3-7 16:00:00,2024-3-9 16:00:00,2024-3-16 16:00:00,2024-3-16 16:00:00,,,,[],[[0]],,[],,18.1.0,,,,,,[],,
100001,UI_fulllevel_title,ui_dragonSeason_teamActivity_text,ui_team_events_pic2,10,9,Mission18_020quickacting,2024-1-3 19:00:00,2024-1-5 19:00:00,2024-1-15 19:00:00,2024-1-15 19:00:00,30001,,"[[25,1003008,1]]",[18],"[[0],[50]]",38000,"[[10],[120],[10,50],[1,15]]","[""30001"",""30002"",""30003"",""30004"",""30005""]",9.1.0,[],,,,,[],,
