id,attribute,dragonSkillAttribute,type,obstacleType,achievementType,taskunlock,consumeType,consume,whetherHide,rewardItem,rewardItem1,probabilityRewardItem1,probabilityRewardItem2,probabilityRewardItem3,dragonReward,roleLevel,FuncParam,group4ReturnEnergy,group5ReturnEnergy,group6ReturnEnergy,group7ReturnEnergy,
30378,0,0,23,30378,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
30379,0,0,1,0,0,,1,"[1003,12]",0,"[[2000043,1]]",[],[],[],[],[],1,,,,,,
30380,0,0,1,0,0,,1,"[1003,10]",0,"[[2000044,1]]",[],[],[],[],[],1,,,,,,
30381,0,0,1,0,0,,1,"[1003,10]",0,"[[2000045,1]]",[],[],[],[],[],1,,,,,,
30382,0,0,1,0,0,,1,"[1003,25]",0,"[[2000046,1]]",[],[],[],[],[],1,,,,,,
30383,0,0,1,0,0,,1,"[1003,30]",0,"[[2000047,1]]",[],[],[],[],[],1,,,,,,
30384,0,0,1,0,0,,1,"[1003,25]",0,"[[2000048,1]]",[],[],[],[],[],1,,,,,,
30385,0,0,1,0,0,,1,"[1003,32]",0,"[[2000049,1]]",[],[],[],[],[],1,,,,,,
30386,0,0,1,0,0,,1,"[1003,25]",0,"[[2000050,1]]",[],[],[],[],[],1,,,,,,
30387,0,0,1,0,0,,1,"[1003,28]",0,"[[2000051,1]]",[],[],[],[],[],1,,,,,,
30388,0,0,1,0,0,,1,"[1003,36]",0,"[[2000052,1]]",[],[],[],[],[],1,,,,,,
30389,0,0,1,0,0,,1,"[1003,45]",0,"[[2000053,1]]",[],[],[],[],[],1,,,,,,
30390,0,0,1,0,0,,1,"[1003,49]",0,"[[2000054,1]]",[],[],[],[],[],1,,,,,,
30391,0,0,1,0,0,,1,"[1003,36]",0,"[[2000055,1]]",[],[],[],[],[],1,,,,,,
30392,0,0,1,0,0,Eventmission134_000FairyLake,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30393,0,0,1,0,0,Eventmission134_002ReleaseButterfly,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30394,0,0,1,0,0,Eventmission134_004ButterflyPuzzle,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30395,0,0,1,0,0,Eventmission134_008FairyStatue,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30396,0,0,1,0,0,,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30397,0,0,1,0,0,Eventmission134_008FairyStatue,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30398,0,0,1,0,0,Eventmission134_010Cannibal,1,"[1003,10]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30399,0,0,1,0,0,Eventmission134_012Rabbit,1,"[1003,10]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30400,0,0,1,0,0,Eventmission134_016FairyTreasure,1,"[1003,20]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30401,0,0,1,0,0,,1,"[1003,10]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30402,0,0,1,0,0,Eventmission134_021HelpSKTR,1,"[1003,25]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30403,0,0,1,0,0,Eventmission134_025River,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30404,0,0,1,0,0,Eventmission134_026Frog,1,"[1003,48]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30405,0,0,1,0,0,Eventmission134_030StarSundial,1,"[1003,22]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30406,0,0,1,0,0,Eventmission134_030StarSundial,1,"[1003,22]",0,"[[2000058,1]]",[],[],[],[],[],1,,,,,,
30407,0,0,1,0,0,Eventmission134_031FixBlackCloud,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30408,0,0,23,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30409,0,0,23,30378,0,,3,[],0,[],[],[],[],[],[],1,,,,,,
30410,0,0,1,0,0,,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30411,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30412,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30413,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30414,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30415,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30416,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30417,0,0,23,30411,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30418,0,0,3,30418,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30419,0,0,3,30418,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30420,0,0,3,30420,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30421,0,0,3,30420,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30422,0,0,3,30420,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30423,0,0,23,30423,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30424,0,0,23,30423,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30425,0,0,23,30423,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30426,0,0,23,30423,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30427,0,0,1,0,0,,1,"[1003,22]",0,"[[2000058,1]]",[],[],[],[],[],1,,,,,,
30430,0,0,1,0,0,,1,"[1003,10]",0,"[[2000059,1]]",[],[],[],[],[],1,,,,,,
30428,0,0,20,0,0,,1,[],0,[],[],[],[],[],[],1,,,,,,
30429,0,0,1,0,0,Eventmission134_027GoSky,1,"[1003,5]",0,"[[2001,1]]",[],[],[],[],[],1,,,,,,
30450,0,0,23,30450,0,Eventmission33_001Turkey,3,[],0,[],[],[],[],[],[],1,,,,,,
30502,0,0,23,30502,0,Eventmission33_000TurkeyLegend,3,[],0,[],[],[],[],[],[],1,,,,,,
30503,0,0,3,30503,0,Eventmission33_005TurkeyMate1,3,[],1,[],[],[],[],[],[],1,,,,,,
30504,0,0,3,30504,0,Eventmission33_006CleanPlants,3,[],1,[],[],[],[],[],[],1,,,,,,
30505,0,0,3,30504,0,Eventmission33_010WakeUpPartner,3,[],1,[],[],[],[],[],[],1,,,,,,
30506,0,0,3,30506,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30507,0,0,3,30507,0,Eventmission33_009FallenPartner,3,[],0,[],[],[],[],[],[],1,,,,,,
30508,0,0,70,30508,0,Eventmission33_012Television,3,[],1,[],[],[],[],[],[],1,['2323TurkeyLegendB'],,,,,
30509,0,0,70,30509,0,,3,[],1,[],[],[],[],[],[],1,['2323TurkeyLegendA'],,,,,
30510,0,0,3,30510,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30511,0,0,3,30510,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30512,0,0,3,30510,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30513,0,0,3,30510,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30514,0,0,3,30510,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30515,0,0,3,30515,0,Eventmission33_022Film,3,[],1,[],[],[],[],[],[],1,,,,,,
30516,0,0,3,30516,0,Eventmission33_029FineWine,3,[],1,[],[],[],[],[],[],1,,,,,,
30517,0,0,3,30517,0,Eventmission33_032WoodenFrame1,3,[],1,[],[],[],[],[],[],1,,,,,,
30518,0,0,3,30518,0,Eventmission33_033Carriage,3,[],1,[],[],[],[],[],[],1,,,,,,
30519,0,0,3,30519,0,Eventmission33_035Pit7,3,[],1,[],[],[],[],[],[],1,,,,,,
30520,0,0,3,30520,0,Eventmission33_037WoodenFrame2,3,[],1,[],[],[],[],[],[],1,,,,,,
30521,0,0,3,30521,0,Eventmission33_040Pit8,3,[],1,[],[],[],[],[],[],1,,,,,,
30522,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30523,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30524,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30525,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30526,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30527,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30528,0,0,79,30522,0,,3,[],1,[],[],[],[],[],[],1,"[2000072,3600,6,100,3]",,,,,
30529,0,0,3,30529,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30530,0,0,3,30529,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30531,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30532,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30533,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30534,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30535,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30536,0,0,3,30531,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30537,0,0,93,0,0,,3,[],1,[],[],[],[],[],[],1,"[4,20,3,'repairing','repaired','ui_type83_des5']",,,,,
30538,0,0,3,30538,0,Eventmission33_025FindWineGlass,3,[],1,[],[],[],[],[],[],1,,,,,,
30539,0,0,3,30538,0,Eventmission33_025FindWineGlass,3,[],1,[],[],[],[],[],[],1,,,,,,
30540,0,0,3,30538,0,Eventmission33_038Pond,3,[],1,[],[],[],[],[],[],1,,,,,,
30541,0,0,3,30541,0,Eventmission33_031Pit6,3,[],0,[],[],[],[],[],[],1,,,,,,
30542,0,0,3,30541,0,Eventmission33_036Cannon,3,[],0,[],[],[],[],[],[],1,,,,,,
30543,0,0,3,30541,0,Eventmission33_036Cannon,3,[],0,[],[],[],[],[],[],1,,,,,,
30544,0,0,3,30541,0,Eventmission33_038Pond,3,[],0,[],[],[],[],[],[],1,,,,,,
30545,0,0,3,30541,0,Eventmission33_040Pit8,3,[],0,[],[],[],[],[],[],1,,,,,,
30546,0,0,3,30541,0,Eventmission33_041Cage,3,[],0,[],[],[],[],[],[],1,,,,,,
30547,0,0,3,30547,0,Eventmission33_041Cage,3,[],1,[],[],[],[],[],[],1,,,,,,
30548,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30549,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30550,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30551,0,0,64,0,0,Eventmission33_042FinaleBanquet,1,"[1003,60]",0,"[[323001,1],[38033,60]]",[],[],[],[],[],1,[323001],,,,,
30552,0,0,1,0,0,,1,"[1003,15]",0,"[[2005,3],[38033,15]]",[],[],[],[],[],1,,,,,,
30553,0,0,1,0,0,,1,"[1003,35]",0,"[[2005,8],[38033,35]]",[],[],[],[],[],1,,,,,,
30554,0,0,1,0,0,,1,"[1003,43]",0,"[[2000074,5],[38033,43]]",[],[],[],[],[],1,,,,,,
30555,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30556,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30557,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30558,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30559,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30560,0,0,1,0,0,Eventmission33_015LegendaryWorld,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30561,0,0,1,0,0,Eventmission33_025FindWineGlass,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30562,0,0,1,0,0,Eventmission33_030WineGlass,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30563,0,0,1,0,0,Eventmission33_026Stairs1,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30564,0,0,1,0,0,Eventmission33_031Pit6,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30686,0,0,3,30686,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30687,0,0,92,0,0,Eventmission33_001Turkey,1,"[1003,27]",0,"[[38033,27]]",[],[],[],[],[],1,[30688],,,,,
30688,0,0,92,0,0,Eventmission33_001Turkey,1,"[1003,19]",0,"[[38033,19],[2000081,1]]",[],[],[],[],[],1,[],,,,,
30689,0,0,92,0,0,,1,"[1003,6]",0,"[[38033,6]]",[],[],[],[],[],1,"[30690,30691,30692]",,,,,
30690,0,0,92,0,0,,1,"[1003,14]",0,"[[38033,14]]",[],[],[],[],[],1,"[30691,30692]",,,,,
30691,0,0,92,0,0,,1,"[1003,25]",0,"[[38033,25]]",[],[],[],[],[],1,[30692],,,,,
30692,0,0,92,0,0,,1,"[1003,30]",0,"[[38033,30],[2000075,2]]",[],[],[],[],[],1,[],,,,,
30693,0,0,92,0,0,,1,"[1003,27]",0,"[[38033,27],[2000070,1]]",[],[],[],[],[],1,"[30694,30695]",,,,,
30694,0,0,92,0,0,,1,"[1003,19]",0,"[[38033,19],[2000070,2]]",[],[],[],[],[],1,[30695],,,,,
30695,0,0,92,0,0,,0,[],0,"[[2000070,1]]",[],[],[],[],[],1,[],,,,,
30696,0,0,92,0,0,,1,"[1003,18]",0,"[[38033,18]]",[],[],[],[],[],1,"[30697,30698]",,,,,
30697,0,0,92,0,0,,1,"[1003,13]",0,"[[38033,13]]",[],[],[],[],[],1,[30698],,,,,
30698,0,0,92,0,0,,1,"[1003,31]",0,"[[2000071,1]]",[],[],[],[],[],1,[],,,,,
30699,0,0,92,0,0,,1,"[1003,92]",0,"[[38033,92],[2000073,5]]",[],[],[],[],[],1,"[30700,30701]",,,,,
30700,0,0,92,0,0,,1,"[1003,42]",0,"[[38033,52],[2000073,2]]",[],[],[],[],[],1,[30701],,,,,
30701,0,0,92,0,0,,1,"[1003,27]",0,"[[38033,27],[2000073,1]]",[],[],[],[],[],1,[],,,,,
30702,0,0,92,0,0,,1,"[1003,80]",0,"[[38033,80],[2000071,1]]",[],[],[],[],[],1,"[30703,30704,30705]",,,,,
30703,0,0,92,0,0,,1,"[1003,154]",0,"[[38033,154],[2000072,10]]",[],[],[],[],[],1,"[30704,30705]",,,,,
30704,0,0,92,0,0,,1,"[1003,98]",0,"[[38033,98],[2000072,6]]",[],[],[],[],[],1,[30705],,,,,
30705,0,0,92,0,0,,1,"[1003,42]",0,"[[38033,48],[2000072,3]]",[],[],[],[],[],1,[],,,,,
30706,0,0,92,0,0,,1,"[1003,64]",0,"[[38033,64],[2000071,1]]",[],[],[],[],[],1,"[30707,30708,30709]",,,,,
30707,0,0,92,0,0,,1,"[1003,42]",0,"[[38033,42],[2000071,1]]",[],[],[],[],[],1,"[30708,30709]",,,,,
30708,0,0,92,0,0,,1,"[1003,43]",0,"[[38033,43],[2000074,5]]",[],[],[],[],[],1,[30709],,,,,
30709,0,0,92,0,0,,1,"[1003,24]",0,"[[38033,24],[2000074,3]]",[],[],[],[],[],1,[],,,,,
30710,0,0,92,0,0,Eventmission33_002Props,1,"[2004,5]",0,[],[],[],[],[],[],1,"[30711,30712]",,,,,
30711,0,0,92,0,0,Eventmission33_002Props,1,"[2003,5]",0,[],[],[],[],[],[],1,[30712],,,,,
30712,0,0,92,0,0,Eventmission33_002Props,1,"[2001,5]",0,[],[],[],[],[],[],1,[],,,,,
30713,0,0,3,30519,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30714,0,0,92,0,0,Eventmission33_007HouseDoor,1,"[2004,10]",0,[],[],[],[],[],[],1,"[30715,30716]",,,,,
30715,0,0,92,0,0,Eventmission33_007HouseDoor,1,"[2003,10]",0,[],[],[],[],[],[],1,[30716],,,,,
30716,0,0,92,0,0,Eventmission33_007HouseDoor,1,"[2001,10]",0,[],[],[],[],[],[],1,[],,,,,
30717,0,0,1,0,0,,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30718,0,0,3,30718,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30719,0,0,92,0,0,Eventmission33_018Water,1,"[2000073,2]",0,[],[],[],[],[],[],1,"[30720,30721]",,,,,
30720,0,0,92,0,0,Eventmission33_018Water,1,"[2000070,4]",0,[],[],[],[],[],[],1,[30721],,,,,
30721,0,0,92,0,0,Eventmission33_018Water,1,"[2003,20]",0,[],[],[],[],[],[],1,[],,,,,
30722,0,0,92,0,0,Eventmission33_023PaperFlowers,1,"[2001,10]",0,[],[],[],[],[],[],1,"[30723,30724]",,,,,
30723,0,0,92,0,0,Eventmission33_023PaperFlowers,1,"[2003,10]",0,[],[],[],[],[],[],1,[30724],,,,,
30724,0,0,92,0,0,Eventmission33_023PaperFlowers,1,"[2005,4]",0,[],[],[],[],[],[],1,[],,,,,
30725,0,0,92,0,0,Eventmission33_026Stairs1,1,"[2001,10]",0,[],[],[],[],[],[],1,"[30726,30727]",,,,,
30726,0,0,92,0,0,Eventmission33_026Stairs1,1,"[2005,8]",0,[],[],[],[],[],[],1,[30727],,,,,
30727,0,0,92,0,0,Eventmission33_026Stairs1,1,"[2003,10]",0,[],[],[],[],[],[],1,[],,,,,
30728,0,0,92,0,0,Eventmission33_030WineGlass,1,"[2004,10]",0,[],[],[],[],[],[],1,"[30729,30730]",,,,,
30729,0,0,92,0,0,Eventmission33_030WineGlass,1,"[2000070,1]",0,[],[],[],[],[],[],1,[30730],,,,,
30730,0,0,92,0,0,Eventmission33_030WineGlass,1,"[2000076,1]",0,[],[],[],[],[],[],1,[],,,,,
30731,0,0,92,0,0,Eventmission33_034Cactus,1,"[2004,30]",0,[],[],[],[],[],[],1,"[30732,30733]",,,,,
30732,0,0,92,0,0,Eventmission33_034Cactus,1,"[2000076,5]",0,[],[],[],[],[],[],1,[30733],,,,,
30733,0,0,92,0,0,Eventmission33_034Cactus,1,"[2000077,1]",0,[],[],[],[],[],[],1,[],,,,,
30734,0,0,92,0,0,Eventmission33_039Stairs2,1,"[2001,45]",0,[],[],[],[],[],[],1,"[30735,30736]",,,,,
30735,0,0,92,0,0,Eventmission33_039Stairs2,1,"[2000076,12]",0,[],[],[],[],[],[],1,[30736],,,,,
30736,0,0,92,0,0,Eventmission33_039Stairs2,1,"[2000077,12]",0,[],[],[],[],[],[],1,[],,,,,
30737,0,0,1,0,0,Eventmission33_034Cactus,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30738,0,0,1,0,0,Eventmission33_038Pond,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30739,0,0,1,0,0,Eventmission33_041Cage,1,"[1003,20]",0,"[[38033,20]]",[],[],[],[],[],1,,,,,,
30800,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30801,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30802,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30803,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30804,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30805,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30806,0,0,31,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30807,0,0,41,0,0,Eventmission31_005niudan,3,[],1,[],[],[],[],[],[],1,"[90933,1,3233,50,325001,5079,5080,5081]",,,,,
30808,0,0,3,30808,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,,,,,,
30809,0,0,3,30809,0,Eventmission31_009xiyig,3,[],1,[],[],[],[],[],[],1,,,,,,
30810,0,0,3,0,0,Eventmission31_014jiqi02,3,[],0,[],[],[],[],[],[],1,,,,,,
30811,0,0,3,30811,0,Eventmission31_015tuitui,3,[],1,[],[],[],[],[],[],1,,,,,,
30812,0,0,3,30811,0,Eventmission31_015tuitui,3,[],1,[],[],[],[],[],[],1,,,,,,
30813,0,0,3,0,0,,3,[],1,[],[],[],[],[],[],1,,,,,,
30814,0,0,3,0,0,Eventmission31_024shiyanshi,3,[],0,[],[],[],[],[],[],1,,,,,,
30815,0,0,3,30815,0,Eventmission31_024shiyanshi,3,[],1,[],[],[],[],[],[],1,,,,,,
30816,0,0,3,30815,0,Eventmission31_024shiyanshi,3,[],1,[],[],[],[],[],[],1,,,,,,
30817,0,0,3,30817,0,Eventmission31_029biji,3,[],0,[],[],[],[],[],[],1,,,,,,
30818,0,0,39,0,0,Eventmission31_017pintuA,0,[],1,[],[],[],[],[],[],1,"[""Puzzle05"",""ui_puzzles_des"",""ui_puzzle_end""]",,,,,
30819,0,0,65,0,0,Eventmission31_021zuzhuang,1,"[1003,15]",1,[],[],[],[],[],[],1,[2],,,,,
30820,0,0,65,0,0,Eventmission31_021zuzhuang,1,"[1003,15]",1,[],[],[],[],[],[],1,[4],,,,,
30821,0,0,35,30821,0,Eventmission31_003jiqi01,3,[],1,[],[],[],[],[],[],1,"[90933,60,1,8]",,,,,
30822,0,0,35,30822,0,Eventmission31_011jiqi02,3,[],1,[],[],[],[],[],[],1,"[90933,60,1,8]",,,,,
30823,0,0,35,30823,0,Eventmission31_016tuitui,3,[],1,[],[],[],[],[],[],1,"[90933,60,1,8]",,,,,
30824,0,0,35,30824,0,Eventmission31_026jiqi04,3,[],1,[],[],[],[],[],[],1,"[90933,60,1,8]",,,,,
30825,0,0,35,30825,0,Eventmission31_019boshi,3,[],1,[],[],[],[],[],[],1,"[90933,60,1,8]",,,,,
30826,0,0,35,30826,0,Eventmission31_021shuiguan,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30827,0,0,35,30827,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30828,0,0,35,30827,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30829,0,0,35,30827,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30830,0,0,35,30827,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30831,0,0,35,30831,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30832,0,0,35,30831,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,5]",,,,,
30833,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30834,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30835,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30836,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30837,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30838,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30839,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30840,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30841,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30842,0,0,35,30833,0,Eventmission31_001duozug,3,[],1,[],[],[],[],[],[],1,"[90934,60,1,2]",,,,,
30843,0,0,64,0,0,Eventmission31_006niudan,1,"[1003,40]",0,"[[90900,1],[38030,40]]",[],[],[],[],[],1,[90900],,,,,
30844,0,0,64,0,0,Eventmission31_006niudan,1,"[1003,60]",0,"[[90901,1],[38030,60]]",[],[],[],[],[],1,[90901],,,,,
30845,0,0,64,0,0,Eventmission31_006niudan,1,"[1003,70]",0,"[[90902,1],[38030,70]]",[],[],[],[],[],1,[90902],,,,,
30846,0,0,64,0,0,Eventmission31_006niudan,1,"[1003,80]",0,"[[90903,1],[38030,80]]",[],[],[],[],[],1,[90903],,,,,
30847,0,0,19,0,0,Eventmission31_006niudan,1,"[1003,30]",0,"[[90904,1],[38030,30]]",[],[],[],[],[],1,,,,,,
30848,0,0,1,0,0,,1,"[1003,20]",0,"[[90905,1],[38030,20]]",[],[],[],[],[],1,,,,,,
30849,0,0,1,0,0,,1,"[1003,30]",0,"[[90906,1],[38030,30]]",[],[],[],[],[],1,,,,,,
30850,0,0,1,0,0,,1,"[1003,50]",0,"[[90907,1],[38030,50]]",[],[],[],[],[],1,,,,,,
30851,0,0,1,0,0,,1,"[1003,5]",0,"[[90908,1],[38030,5]]",[],[],[],[],[],1,,,,,,
30852,0,0,1,0,0,,1,"[1003,20]",0,"[[90909,1],[38030,20]]",[],[],[],[],[],1,,,,,,
30853,0,0,1,0,0,,1,"[1003,25]",0,"[[90910,1],[38030,25]]",[],[],[],[],[],1,,,,,,
30854,0,0,1,0,0,,1,"[1003,25]",0,"[[90911,1],[38030,25]]",[],[],[],[],[],1,,,,,,
30855,0,0,1,0,0,,1,"[1003,11]",0,"[[90912,1],[38030,11]]",[],[],[],[],[],1,,,,,,
30856,0,0,1,0,0,,1,"[1003,10]",0,"[[90913,1],[38030,10]]",[],[],[],[],[],1,,,,,,
30857,0,0,1,0,0,,1,"[1003,30]",0,"[[90914,1],[38030,30]]",[],[],[],[],[],1,,,,,,
30858,0,0,1,0,0,,1,"[1003,30]",0,"[[90915,1],[38030,30]]",[],[],[],[],[],1,,,,,,
30859,0,0,1,0,0,,1,"[1003,58]",0,"[[90916,1],[38030,58]]",[],[],[],[],[],1,,,,,,
30860,0,0,1,0,0,,1,"[1003,51]",0,"[[90917,1],[38030,51]]",[],[],[],[],[],1,,,,,,
30861,0,0,1,0,0,,1,"[1003,60]",0,"[[90918,1],[38030,60]]",[],[],[],[],[],1,,,,,,
30862,0,0,1,0,0,,1,"[1003,58]",0,"[[90919,1],[38030,58]]",[],[],[],[],[],1,,,,,,
30863,0,0,1,0,0,,1,"[1003,52]",0,"[[90920,1],[38030,52]]",[],[],[],[],[],1,,,,,,
30864,0,0,1,0,0,,1,"[1003,25]",0,"[[90921,1],[38030,15]]",[],[],[],[],[],1,,,,,,
30865,0,0,1,0,0,,1,"[1003,50]",0,"[[90922,1],[38030,50]]",[],[],[],[],[],1,,,,,,
30866,0,0,1,0,0,,1,"[1003,66]",0,"[[90923,1],[38030,66]]",[],[],[],[],[],1,,,,,,
30867,0,0,1,0,0,,1,"[1003,60]",0,"[[90924,1],[38030,60]]",[],[],[],[],[],1,,,,,,
30868,0,0,1,0,0,,1,"[1003,40]",0,"[[90925,1],[38030,40]]",[],[],[],[],[],1,,,,,,
30869,0,0,1,0,0,Eventmission31_017jiqi03A,1,"[1003,32]",0,"[[90926,1],[38030,32]]",[],[],[],[],[],1,,,,,,
30870,0,0,19,0,0,Eventmission31_000Weirdonight,1,"[1003,20]",0,"[[2001,10],[38030,20]]",[],[],[],[],[],1,,,,,,
