id,type,star,upperlevel,upthepower,productNum,expNum,skillid,item,produceTimeReduce,
134,402,2,4,30,2,200,[1],"[[84002,40]]",0.43,
135,402,3,6,60,4,400,"[15,2]","[[84002,60]]",0.46,
136,402,4,8,90,6,600,"[16,2]","[[84002,80]]",0.49,
137,402,5,10,120,8,800,"[17,3]","[[84002,100]]",0.52,
138,402,6,0,150,10,1000,"[18,4]",[],0.55,
139,403,1,2,0,0,0,"[1300,1350,1400,1]","[[84003,20]]",0.4,
140,403,2,4,30,40,200,[1],"[[84003,40]]",0.43,
141,403,3,6,60,80,400,"[15,2]","[[84003,60]]",0.46,
142,403,4,8,90,120,600,"[16,2]","[[84003,80]]",0.49,
143,403,5,10,120,160,800,"[17,3]","[[84003,100]]",0.52,
144,403,6,0,150,200,1000,"[18,4]",[],0.55,
145,404,1,2,0,0,0,"[1300,1350,1400,1]","[[84004,20]]",0.4,
146,404,2,4,30,5,200,[1],"[[84004,40]]",0.43,
147,404,3,6,60,12,400,"[15,2]","[[84004,60]]",0.46,
148,404,4,8,90,20,600,"[16,2]","[[84004,80]]",0.49,
149,404,5,10,120,30,800,"[17,3]","[[84004,100]]",0.52,
150,404,6,0,150,45,1000,"[18,4]",[],0.55,
157,405,1,2,0,0,0,"[1300,1350,1400,1]","[[84005,20]]",0.4,
158,405,2,4,30,5,200,[1],"[[84005,40]]",0.43,
159,405,3,6,60,12,400,"[15,2]","[[84005,60]]",0.46,
160,405,4,8,90,20,600,"[16,2]","[[84005,80]]",0.49,
161,405,5,10,120,30,800,"[17,3]","[[84005,100]]",0.52,
162,405,6,0,150,45,1000,"[18,4]",[],0.55,
406001,406,1,2,0,0,0,"[1300,1350,1400,1]","[[84006,20]]",0.4,
406002,406,2,4,30,3,200,[1],"[[84006,40]]",0.43,
406003,406,3,6,60,6,400,"[15,2]","[[84006,60]]",0.46,
406004,406,4,8,90,9,600,"[16,2]","[[84006,80]]",0.49,
406005,406,5,10,120,12,800,"[17,3]","[[84006,100]]",0.52,
406006,406,6,0,150,15,1000,"[18,4]",[],0.55,
407001,407,1,2,0,0,0,"[1300,1350,1400,1]","[[84007,20]]",0.4,
407002,407,2,4,30,1,200,[1],"[[84007,40]]",0.43,
407003,407,3,6,60,2,400,"[15,2]","[[84007,60]]",0.46,
407004,407,4,8,90,3,600,"[16,2]","[[84007,80]]",0.49,
407005,407,5,10,120,4,800,"[17,3]","[[84007,100]]",0.52,
407006,407,6,0,150,5,1000,"[18,4]",[],0.55,
408001,408,1,2,0,0,0,"[1300,1350,1400,1]","[[84008,20]]",0.4,
408002,408,2,4,30,1,200,[1],"[[84008,40]]",0.43,
408003,408,3,6,60,2,400,"[15,2]","[[84008,60]]",0.46,
408004,408,4,8,90,3,600,"[16,2]","[[84008,80]]",0.49,
408005,408,5,10,120,4,800,"[17,3]","[[84008,100]]",0.52,
408006,408,6,0,150,5,1000,"[18,4]",[],0.55,
409001,409,1,2,0,0,0,"[1300,1350,1400,1]","[[84009,20]]",0.4,
409002,409,2,4,30,40,200,[1],"[[84009,40]]",0.43,
409003,409,3,6,60,80,400,"[15,2]","[[84009,60]]",0.46,
409004,409,4,8,90,120,600,"[16,2]","[[84009,80]]",0.49,
409005,409,5,10,120,160,800,"[17,3]","[[84009,100]]",0.52,
409006,409,6,0,150,200,1000,"[18,4]",[],0.55,
410001,410,1,2,0,0,0,"[1300,1350,1400,1]","[[84010,20]]",0.4,
410002,410,2,4,30,1,200,[1],"[[84010,40]]",0.43,
410003,410,3,6,60,2,400,"[15,2]","[[84010,60]]",0.46,
410004,410,4,8,90,3,600,"[16,2]","[[84010,80]]",0.49,
410005,410,5,10,120,4,800,"[17,3]","[[84010,100]]",0.52,
410006,410,6,0,150,5,1000,"[18,4]",[],0.55,
411001,411,1,2,0,0,0,"[1300,1350,1400,1]","[[84011,20]]",0.4,
411002,411,2,4,30,2,200,[1],"[[84011,40]]",0.43,
411003,411,3,6,60,4,400,"[15,2]","[[84011,60]]",0.46,
411004,411,4,8,90,6,600,"[16,2]","[[84011,80]]",0.49,
411005,411,5,10,120,8,800,"[17,3]","[[84011,100]]",0.52,
411006,411,6,0,150,10,1000,"[18,4]",[],0.55,
412001,412,1,2,0,0,0,"[1300,1350,1400,1]","[[84012,20]]",0.4,
412002,412,2,4,30,3,200,[1],"[[84012,40]]",0.43,
412003,412,3,6,60,6,400,"[15,2]","[[84012,60]]",0.46,
412004,412,4,8,90,9,600,"[16,2]","[[84012,80]]",0.49,
412005,412,5,10,120,12,800,"[17,3]","[[84012,100]]",0.52,
412006,412,6,0,150,15,1000,"[18,4]",[],0.55,
413001,413,1,2,0,0,0,"[1300,1350,1400,1]","[[84013,20]]",0.4,
413002,413,2,4,30,1,200,[1],"[[84013,40]]",0.43,
413003,413,3,6,60,2,400,"[15,2]","[[84013,60]]",0.46,
413004,413,4,8,90,3,600,"[16,2]","[[84013,80]]",0.49,
413005,413,5,10,120,4,800,"[17,3]","[[84013,100]]",0.52,
413006,413,6,0,150,5,1000,"[18,4]",[],0.55,
414001,414,1,2,0,0,0,"[1300,1350,1400,1]","[[84014,20]]",0.4,
414002,414,2,4,30,1,200,[1],"[[84014,40]]",0.43,
414003,414,3,6,60,2,400,"[15,2]","[[84014,60]]",0.46,
414004,414,4,8,90,3,600,"[16,2]","[[84014,80]]",0.49,
414005,414,5,10,120,4,800,"[17,3]","[[84014,100]]",0.52,
414006,414,6,0,150,5,1000,"[18,4]",[],0.55,
415001,415,1,2,0,0,0,"[1300,1350,1400,1]","[[84015,20]]",0.4,
415002,415,2,4,30,3,200,[1],"[[84015,40]]",0.43,
415003,415,3,6,60,6,400,"[15,2]","[[84015,60]]",0.46,
415004,415,4,8,90,9,600,"[16,2]","[[84015,80]]",0.49,
415005,415,5,10,120,12,800,"[17,3]","[[84015,100]]",0.52,
415006,415,6,0,150,15,1000,"[18,4]",[],0.55,
416001,416,1,2,0,0,0,"[1300,1350,1400,1]","[[84016,20]]",0.4,
416002,416,2,4,30,2,200,[1],"[[84016,40]]",0.43,
416003,416,3,6,60,4,400,"[15,2]","[[84016,60]]",0.46,
416004,416,4,8,90,6,600,"[16,2]","[[84016,80]]",0.49,
416005,416,5,10,120,8,800,"[17,3]","[[84016,100]]",0.52,
416006,416,6,0,150,10,1000,"[18,4]",[],0.55,
417001,417,1,2,0,0,0,"[1300,1350,1400,1]","[[84017,20]]",0.4,
417002,417,2,4,30,1,200,[1],"[[84017,40]]",0.43,
417003,417,3,6,60,2,400,"[15,2]","[[84017,60]]",0.46,
417004,417,4,8,90,3,600,"[16,2]","[[84017,80]]",0.49,
417005,417,5,10,120,4,800,"[17,3]","[[84017,100]]",0.52,
417006,417,6,0,150,5,1000,"[18,4]",[],0.55,
418001,418,1,2,0,0,0,"[1300,1350,1400,1]","[[84018,20]]",0.4,
418002,418,2,4,30,5,200,[1],"[[84018,40]]",0.43,
418003,418,3,6,60,12,400,"[15,2]","[[84018,60]]",0.46,
418004,418,4,8,90,20,600,"[16,2]","[[84018,80]]",0.49,
418005,418,5,10,120,30,800,"[17,3]","[[84018,100]]",0.52,
418006,418,6,0,150,45,1000,"[18,4]",[],0.55,
419001,419,1,2,0,0,0,"[1300,1350,1400,1]","[[84019,20]]",0.4,
419002,419,2,4,30,2,200,[1],"[[84019,40]]",0.43,
419003,419,3,6,60,4,400,"[15,2]","[[84019,60]]",0.46,
419004,419,4,8,90,6,600,"[16,2]","[[84019,80]]",0.49,
419005,419,5,10,120,8,800,"[17,3]","[[84019,100]]",0.52,
419006,419,6,0,150,10,1000,"[18,4]",[],0.55,
420001,420,1,2,0,0,0,"[1300,1350,1400,1]","[[84020,20]]",0.4,
420002,420,2,4,30,3,200,[1],"[[84020,40]]",0.43,
420003,420,3,6,60,6,400,"[15,2]","[[84020,60]]",0.46,
420004,420,4,8,90,9,600,"[16,2]","[[84020,80]]",0.49,
420005,420,5,10,120,12,800,"[17,3]","[[84020,100]]",0.52,
420006,420,6,0,150,15,1000,"[18,4]",[],0.55,
