id,sceneID,missionType,taskParam,reward,nextID,
1746,2319MagicalKitchen,37,"[1,""2319MagicalKitchen"",41]",20,,
1747,2319MagicalKitchen,37,"[30,""2319MagicalKitchen"",41]",40,,
1748,2319MagicalKitchen,7,"[27404,1]",20,,
1749,2319MagicalKitchen,7,"[27405,1]",60,,
1750,2319MagicalKitchen,7,"[27406,1]",40,,
1751,2319MagicalKitchen,7,"[27407,1]",30,,
1760,134EventFairyLake,28,"[""134EventFairyLake""]",10,,
1761,134EventFairyLake,31,"[30350,1]",10,,
1762,134EventFairyLake,31,"[30352,1]",15,,
1763,134EventFairyLake,31,"[30355,1]",20,,
1764,134EventFairyLake,31,"[30364,1]",30,,
1765,134EventFairyLake,31,"[30363,1]",60,,
1766,134EventFairyLake,31,"[30367,1]",65,,
1767,134EventFairyLake,31,"[30368,1]",70,,
1768,134EventFairyLake,31,"[30375,1]",80,,
1769,134EventFairyLake,36,"[""Eventmission134_032Gift"",""134EventFairyLake""]",90,,
1770,134EventFairyLake,31,"[30411,7]",60,,
1771,134EventFairyLake,31,"[30418,2]",20,,
1772,134EventFairyLake,2,"[2000050,12]",30,,
1773,134EventFairyLake,31,"[30420,3]",40,,
1774,134EventFairyLake,31,"[30423,4]",60,,
1780,2323TurkeyLegendB,28,"[""2323TurkeyLegendA""]",20,,
1781,2323TurkeyLegendB,31,"[30502,1]",60,,
1782,2323TurkeyLegendB,31,"[30503,1]",30,,
1783,2323TurkeyLegendB,31,"[30504,2]",60,,
1784,2323TurkeyLegendB,31,"[30507,1]",30,,
1785,2323TurkeyLegendB,28,"[""2323TurkeyLegendB""]",50,,
1786,2323TurkeyLegendB,31,"[30515,1]",150,,
1787,2323TurkeyLegendB,31,"[30516,1]",200,,
1788,2323TurkeyLegendB,31,"[30517,1]",100,,
1789,2323TurkeyLegendB,31,"[30518,1]",100,,
1790,2323TurkeyLegendB,31,"[30519,1]",200,,
1791,2323TurkeyLegendB,31,"[30520,1]",100,,
1792,2323TurkeyLegendB,31,"[30521,1]",300,,
1793,2323TurkeyLegendB,31,"[30547,1]",700,,
1794,2323TurkeyLegendB,31,"[30510,5]",100,,
1796,2323TurkeyLegendB,31,"[30538,3]",800,,
1797,2323TurkeyLegendB,31,"[30541,6]",1000,,
1800,2321Weirdonight,28,"[""2321Weirdonight""]",10,,
1801,2321Weirdonight,31,"[30808,1]",20,,
1802,2321Weirdonight,31,"[30809,1]",30,,
1803,2321Weirdonight,31,"[30825,1]",30,,
1804,2321Weirdonight,31,"[30831,2]",30,,
1805,2321Weirdonight,31,"[30827,4]",40,,
1806,2321Weirdonight,31,"[30833,1]",10,,
1807,2321Weirdonight,31,"[30833,3]",20,,
1808,2321Weirdonight,31,"[30833,5]",30,,
1809,2321Weirdonight,31,"[30833,10]",30,,
1810,2321Weirdonight,37,"[1,""2321Weirdonight"",41]",20,,
1811,2321Weirdonight,37,"[30,""2321Weirdonight"",41]",50,,
1812,2321Weirdonight,31,"[30821,1]",20,,
1813,2321Weirdonight,31,"[30822,1]",30,,
1814,2321Weirdonight,31,"[30823,1]",20,,
1815,2321Weirdonight,31,"[30826,1]",40,,
1816,2321Weirdonight,31,"[30824,1]",20,,
1817,2321Weirdonight,7,"[27416,1]",30,,
1818,2321Weirdonight,7,"[27417,1]",20,,
1819,2321Weirdonight,7,"[27418,1]",30,,
1820,2321Weirdonight,7,"[27419,1]",20,,
1821,2322ThiefMagic,28,"[""2322ThiefMagic""]",50,,
1822,2322ThiefMagic,31,"[4410,2]",120,,
1823,2322ThiefMagic,31,"[4412,2]",120,,
1824,2322ThiefMagic,31,"[4414,2]",180,,
1825,2322ThiefMagic,31,"[4416,2]",180,,
1826,2322ThiefMagic,31,"[4418,2]",180,,
1827,2322ThiefMagic,31,"[4436,1]",100,,
1828,2322ThiefMagic,31,"[4436,3]",150,,
1829,2322ThiefMagic,31,"[4436,5]",200,,
1830,2322ThiefMagic,31,"[4436,10]",250,,
1831,2322ThiefMagic,37,"[1,""2322ThiefMagic"",41]",100,,
1832,2322ThiefMagic,37,"[30,""2322ThiefMagic"",41]",300,,
1833,2322ThiefMagic,31,"[4401,1]",120,,
1834,2322ThiefMagic,31,"[4402,1]",120,,
1835,2322ThiefMagic,31,"[4403,1]",180,,
1836,2322ThiefMagic,31,"[4404,1]",250,,
1837,2322ThiefMagic,31,"[4409,1]",300,,
1838,2322ThiefMagic,7,"[27424,1]",150,,
1839,2322ThiefMagic,7,"[27425,1]",150,,
1840,2322ThiefMagic,7,"[27426,1]",250,,
1841,2322ThiefMagic,7,"[27427,1]",350,,
1842,2320StarPark,28,"[""2320StarPark""]",10,,
1843,2320StarPark,31,"[30131,2]",20,,
1844,2320StarPark,31,"[30131,5]",30,,
1845,2320StarPark,31,"[30149,1]",30,,
1846,2320StarPark,31,"[30148,1]",20,,
1847,2320StarPark,31,"[30150,1]",20,,
1848,2320StarPark,31,"[30150,3]",30,,
1849,2320StarPark,37,"[1,""2320StarPark"",41]",10,,
1850,2320StarPark,37,"[30,""2320StarPark"",41]",50,,
1851,2320StarPark,31,"[30142,1]",10,,
1852,2320StarPark,31,"[30142,3]",20,,
1853,2320StarPark,31,"[30142,5]",30,,
1854,2320StarPark,31,"[30169,2]",20,,
1855,2320StarPark,31,"[30169,4]",30,,
1856,2320StarPark,31,"[30169,7]",50,,
1857,2320StarPark,2,"[90974,5]",10,,
1858,2320StarPark,2,"[90974,30]",50,,
1859,2320StarPark,7,"[27420,1]",10,,
1860,2320StarPark,7,"[27421,1]",50,,
1861,2320StarPark,7,"[27422,1]",30,,
1862,2320StarPark,7,"[27423,1]",20,,
1863,2326NoBeardPirates,28,"[""2326NoBeardPirates""]",50,,
1864,2326NoBeardPirates,31,"[31103,1]",100,,
1865,2326NoBeardPirates,31,"[31104,1]",150,,
1866,2326NoBeardPirates,31,"[31108,1]",150,,
1867,2326NoBeardPirates,31,"[31109,2]",150,,
1868,2326NoBeardPirates,31,"[31112,1]",200,,
1869,2326NoBeardPirates,31,"[31119,1]",150,,
1870,2326NoBeardPirates,31,"[31120,1]",250,,
1871,2326NoBeardPirates,31,"[31132,2]",300,,
1872,2326NoBeardPirates,31,"[31135,1]",300,,
1873,2326NoBeardPirates,31,"[31182,1]",400,,
1874,2326NoBeardPirates,31,"[31102,1]",500,,
1875,2326NoBeardPirates,31,"[31101,1]",600,,
1876,2326NoBeardPirates,31,"[31125,1]",200,,
1877,2326NoBeardPirates,31,"[31125,2]",200,,
1878,2326NoBeardPirates,31,"[31125,4]",300,,
1890,2324ToyCityA,28,"[""2324ToyCityA""]",50,,
1891,2324ToyCityA,2,"[2000122,1]",30,,
1892,2324ToyCityA,2,"[2000122,35]",80,,
1894,2324ToyCityA,2,"[2000126,5]",40,,
1895,2324ToyCityA,2,"[2000126,15]",60,,
1896,2324ToyCityA,2,"[2000126,30]",180,,
1897,2324ToyCityA,2,"[2000124,5]",50,,
1898,2324ToyCityA,2,"[2000124,12]",100,,
1899,2324ToyCityA,2,"[2000124,40]",160,,
1900,2324ToyCityA,2,"[2000125,1]",80,,
1901,2324ToyCityA,2,"[2000125,5]",120,,
1902,2324ToyCityA,2,"[2000125,20]",200,,
1903,2324ToyCityA,31,"[30939,1]",50,,
1904,2324ToyCityA,31,"[30940,1]",60,,
1905,2324ToyCityA,31,"[30943,1]",80,,
1906,2324ToyCityA,31,"[30944,1]",90,,
1907,2324ToyCityA,2,"[2000132,1]",100,,
1908,2324ToyCityA,31,"[30945,1]",120,,
1909,2324ToyCityA,31,"[30931,2]",100,,
1910,2324ToyCityA,31,"[30931,5]",160,,
1911,2324ToyCityA,31,"[30931,7]",340,,
1912,2324ToyCityA,31,"[30928,4]",260,,
1913,2324ToyCityA,1,"[30988,1]",100,,
1914,2324ToyCityA,1,"[30988,15]",160,,
1915,2324ToyCityA,4,"[""2324ToyCityA"",[""118877""]]",150,,
1916,2324ToyCityA,28,"[""2324ToyCityB""]",220,,
1917,2324ToyCityA,31,"[30948,1]",300,,
1918,2324ToyCityA,4,"[""2324ToyCityB"",[""91298""]]",160,,
1919,2324ToyCityA,31,"[31021,1]",100,,
1920,2324ToyCityA,31,"[31021,5]",300,,
1921,2324ToyCityA,31,"[31021,10]",500,,
1925,2329LanternShowB,28,"[""2329LanternShowA""]",20,,
1926,2329LanternShowB,31,"[31200,1]",60,,
1927,2329LanternShowB,31,"[31201,1]",30,,
1928,2329LanternShowB,31,"[31201,2]",60,,
1929,2329LanternShowB,31,"[31202,1]",30,,
1930,2329LanternShowB,28,"[""2329LanternShowB""]",50,,
1931,2329LanternShowB,31,"[31209,1]",150,,
1932,2329LanternShowB,31,"[31210,1]",200,,
1933,2329LanternShowB,31,"[31211,1]",100,,
1934,2329LanternShowB,31,"[31212,1]",100,,
1935,2329LanternShowB,31,"[31213,1]",200,,
1936,2329LanternShowB,31,"[31214,1]",100,,
1937,2329LanternShowB,31,"[31215,1]",300,,
1938,2329LanternShowB,31,"[31233,1]",700,,
1939,2329LanternShowB,2,"[2000150,5]",100,,
1940,2329LanternShowB,31,"[31203,7]",800,,
1941,2329LanternShowB,31,"[31203,9]",1000,,
1951,Guide2SakuraManor,28,"[""Guide2SakuraManor""]",25,,
1952,Guide2SakuraManor,4,"[""Guide2SakuraManor"",[""79793""]]",35,,
1953,Guide2SakuraManor,31,"[31433,2]",30,,
1954,Guide2SakuraManor,4,"[""Guide2SakuraManor"",[""74842""]]",30,,
1955,Guide2SakuraManor,31,"[31408,1]",60,,
1956,Guide2SakuraManor,31,"[31410,1]",30,,
1957,Guide2SakuraManor,2,"[2000255,3]",40,,
1958,Guide2SakuraManor,2,"[2000258,1]",50,,
1959,Guide2SakuraManor,31,"[31415,1]",60,,
1960,Guide2SakuraManor,31,"[31407,1]",60,,
1961,Guide2SakuraManor,31,"[31411,2]",100,,
1962,Guide2SakuraManor,31,"[31416,1]",110,,
1963,Guide2SakuraManor,31,"[31418,1]",130,,
1964,Guide2SakuraManor,31,"[31438,5]",100,,
1965,Guide2SakuraManor,31,"[31400,5]",70,,
1966,Guide2SakuraManor,31,"[31400,10]",70,,
1970,2327WeatherIslands,28,"[""2327WeatherIslands""]",6,,
1971,2327WeatherIslands,7,"[2000205,1]",6,,
1972,2327WeatherIslands,31,"[31602,1]",8,,
1973,2327WeatherIslands,31,"[31603,2]",12,,
1974,2327WeatherIslands,31,"[31606,1]",14,,
1975,2327WeatherIslands,31,"[31607,1]",14,,
1976,2327WeatherIslands,4,"[""2327WeatherIslands"",[""113666""]]",30,,
1977,2327WeatherIslands,31,"[31609,1]",30,,
1978,2327WeatherIslands,31,"[31611,1]",30,,
1979,2327WeatherIslands,31,"[31615,1]",50,,
1980,2327WeatherIslands,31,"[31607,2]",50,,
1981,2327WeatherIslands,31,"[31618,1]",50,,
1982,2327WeatherIslands,4,"[""2327WeatherIslands"",[""113676""]]",65,,
1983,2327WeatherIslands,31,"[31619,2]",65,,
1984,2327WeatherIslands,31,"[31624,1]",70,,
1985,2327WeatherIslands,31,"[31625,1]",83,,
1986,2327WeatherIslands,31,"[31626,1]",83,,
1987,2327WeatherIslands,31,"[31629,1]",84,,
1988,2327WeatherIslands,31,"[31627,2]",100,,
1989,2327WeatherIslands,31,"[31607,3]",100,,
1990,2327WeatherIslands,31,"[31632,1]",100,,
1991,2327WeatherIslands,31,"[31635,1]",116,,
1992,2327WeatherIslands,4,"[""2327WeatherIslands"",[""119654""]]",116,,
1993,2327WeatherIslands,31,"[31638,4]",118,,
1994,2327WeatherIslands,4,"[""2327WeatherIslands"",[""119659""]]",150,,
1995,2327WeatherIslands,4,"[""2327WeatherIslands"",[""119666""]]",150,,
1996,2327WeatherIslands,31,"[31648,4]",150,,
1997,2327WeatherIslands,31,"[31653,1]",182,,
1998,2327WeatherIslands,31,"[31652,1]",183,,
1999,2327WeatherIslands,31,"[31655,1]",185,,
2000,2327WeatherIslands,4,"[""2327WeatherIslands"",[""113183""]]",233,,
2001,2327WeatherIslands,31,"[31657,1]",233,,
2002,2327WeatherIslands,31,"[31657,2]",240,,
2003,2327WeatherIslands,31,"[31657,3]",300,,
2004,2327WeatherIslands,4,"[""2327WeatherIslands"",[""122966""]]",300,,
2005,2327WeatherIslands,31,"[31662,1]",300,,
2015,2328ChristmasVillages,28,"[""2328ChristmasVillages""]",6,,
2016,2328ChristmasVillages,7,"[2000161,1]",6,,
2017,2328ChristmasVillages,31,"[31292,1]",8,,
2018,2328ChristmasVillages,31,"[31293,1]",10,,
2019,2328ChristmasVillages,0,"[""2328ChristmasVillages"",120948,2,31294]",15,,
2020,2328ChristmasVillages,31,"[31295,1]",15,,
2021,2328ChristmasVillages,31,"[31298,1]",25,,
2022,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""121085""]]",25,,
2023,2328ChristmasVillages,31,"[31301,1]",40,,
2024,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""122708""]]",50,,
2025,2328ChristmasVillages,31,"[31305,2]",50,,
2026,2328ChristmasVillages,31,"[31310,1]",50,,
2027,2328ChristmasVillages,31,"[31311,1]",60,,
2028,2328ChristmasVillages,31,"[31312,1]",70,,
2029,2328ChristmasVillages,31,"[31316,1]",70,,
2030,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""122681""]]",80,,
2031,2328ChristmasVillages,31,"[31319,1]",80,,
2032,2328ChristmasVillages,31,"[31320,1]",90,,
2033,2328ChristmasVillages,31,"[31321,2]",100,,
2034,2328ChristmasVillages,31,"[31323,1]",100,,
2035,2328ChristmasVillages,31,"[31324,1]",100,,
2036,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""121104""]]",110,,
2037,2328ChristmasVillages,31,"[31326,1]",120,,
2038,2328ChristmasVillages,31,"[31328,1]",120,,
2039,2328ChristmasVillages,31,"[31329,1]",140,,
2040,2328ChristmasVillages,31,"[31330,1]",150,,
2041,2328ChristmasVillages,31,"[31332,1]",160,,
2042,2328ChristmasVillages,31,"[31333,1]",170,,
2043,2328ChristmasVillages,31,"[31335,1]",180,,
2044,2328ChristmasVillages,31,"[31336,1]",200,,
2045,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""122784""]]",220,,
2046,2328ChristmasVillages,31,"[31341,1]",230,,
2047,2328ChristmasVillages,31,"[31343,1]",250,,
2048,2328ChristmasVillages,4,"[""2328ChristmasVillages"",[""122785""]]",280,,
2049,2328ChristmasVillages,31,"[31347,2]",280,,
2050,2328ChristmasVillages,31,"[31344,1]",340,,
2060,2401MianMianParadise,28,"[""2401MianMianParadise""]",6,,
2061,2401MianMianParadise,4,"[""2401MianMianParadise"",[""124789""]]",6,,
2062,2401MianMianParadise,4,"[""2401MianMianParadise"",[""128979""]]",8,,
2063,2401MianMianParadise,31,"[32001,1]",10,,
2064,2401MianMianParadise,31,"[32030,1]",15,,
2065,2401MianMianParadise,31,"[32006,1]",15,,
2066,2401MianMianParadise,31,"[32004,1]",25,,
2067,2401MianMianParadise,4,"[""2401MianMianParadise"",[""128994""]]",25,,
2068,2401MianMianParadise,31,"[32003,1]",40,,
2069,2401MianMianParadise,31,"[32011,1]",50,,
2070,2401MianMianParadise,31,"[32012,1]",50,,
2071,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129054""]]",50,,
2072,2401MianMianParadise,0,"[""2401MianMianParadise"",123360,2,32016]",60,,
2073,2401MianMianParadise,31,"[32020,2]",70,,
2074,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129073""]]",70,,
2075,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129076""]]",80,,
2076,2401MianMianParadise,31,"[32018,1]",80,,
2077,2401MianMianParadise,31,"[32028,1]",90,,
2078,2401MianMianParadise,31,"[32022,1]",100,,
2079,2401MianMianParadise,4,"[""2401MianMianParadise"",[""124475""]]",100,,
2080,2401MianMianParadise,0,"[""2401MianMianParadise"",123372,3,32023]",100,,
2081,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129105""]]",110,,
2082,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129851""]]",120,,
2083,2401MianMianParadise,2,"[2000315,1]",120,,
2084,2401MianMianParadise,2,"[2000314,1]",140,,
2085,2401MianMianParadise,31,"[32029,1]",150,,
2086,2401MianMianParadise,31,"[32014,1]",160,,
2087,2401MianMianParadise,31,"[32015,1]",170,,
2088,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129213""]]",180,,
2089,2401MianMianParadise,31,"[32026,1]",200,,
2090,2401MianMianParadise,4,"[""2401MianMianParadise"",[""129233""]]",220,,
2091,2401MianMianParadise,0,"[""2401MianMianParadise"",123358,3,32024]",230,,
2092,2401MianMianParadise,0,"[""2401MianMianParadise"",123358,4,32024]",250,,
2093,2401MianMianParadise,0,"[""2401MianMianParadise"",123330,3,32025]",280,,
2094,2401MianMianParadise,0,"[""2401MianMianParadise"",123330,4,32025]",280,,
2095,2401MianMianParadise,31,"[32031,1]",340,,
2096,2402SkyCityA,28,"[""2402SkyCityA""]",10,,
2097,2402SkyCityA,31,"[32259,1]",10,,
2098,2402SkyCityA,31,"[32259,2]",40,,
2099,2402SkyCityA,31,"[32259,3]",100,,
2100,2402SkyCityA,4,"[""2402SkyCityA"",[""83394""]]",10,,
2101,2402SkyCityA,4,"[""2402SkyCityA"",[""83397""]]",10,,
2102,2402SkyCityA,4,"[""2402SkyCityA"",[""83408""]]",25,,
2103,2402SkyCityA,4,"[""2402SkyCityA"",[""83448""]]",50,,
2104,2402SkyCityA,4,"[""2402SkyCityA"",[""83403""]]",100,,
2105,2402SkyCityA,4,"[""2402SkyCityA"",[""83406""]]",100,,
2106,2402SkyCityA,4,"[""2402SkyCityA"",[""83407""]]",100,,
2107,2402SkyCityA,0,"[""2402SkyCityA"",83414,3,32235]",20,,
2108,2402SkyCityA,0,"[""2402SkyCityA"",83414,4,32235]",20,,
2109,2402SkyCityA,0,"[""2402SkyCityA"",83414,5,32235]",30,,
2110,2402SkyCityA,0,"[""2402SkyCityA"",83429,2,32240]",35,,
2111,2402SkyCityA,0,"[""2402SkyCityA"",83429,3,32240]",40,,
2112,2402SkyCityA,0,"[""2402SkyCityA"",83432,2,32241]",50,,
2113,2402SkyCityA,0,"[""2402SkyCityA"",83429,5,32240]",60,,
2114,2402SkyCityA,0,"[""2402SkyCityA"",83432,7,32241]",70,,
2115,2402SkyCityA,31,"[32256,1]",80,,
2116,2402SkyCityA,31,"[32256,2]",100,,
2117,2402SkyCityA,0,"[""2402SkyCityA"",83435,2,32244]",30,,
2118,2402SkyCityA,0,"[""2402SkyCityA"",83435,4,32244]",80,,
2119,2402SkyCityA,0,"[""2402SkyCityA"",83446,2,32245]",30,,
2120,2402SkyCityA,0,"[""2402SkyCityA"",83446,4,32245]",100,,
2121,2402SkyCityA,4,"[""2402SkyCityA"",[""122713""]]",50,,
2122,2402SkyCityA,0,"[""2402SkyCityA"",83440,2,32246]",50,,
2123,2402SkyCityA,0,"[""2402SkyCityA"",83440,4,32246]",100,,
2124,2402SkyCityA,31,"[32248,1]",50,,
2125,2402SkyCityA,31,"[32248,3]",100,,
2126,2402SkyCityA,31,"[32248,6]",200,,
2127,2402SkyCityA,0,"[""2402SkyCityA"",83443,4,32247]",300,,
2128,2402SkyCityA,2,"[2000336,5]",50,,
2129,2402SkyCityA,0,"[""2402SkyCityA"",99130,2,32258]",300,,
2130,2402SkyCityA,0,"[""2402SkyCityA"",83411,4,32234]",100,,
2131,2402SkyCityA,0,"[""2402SkyCityA"",83411,5,32234]",500,,
2132,2402SkyCityA,0,"[""2402SkyCityA"",83466,2,32254]",100,,
2133,2402SkyCityA,0,"[""2402SkyCityA"",83466,3,32254]",100,,
2134,2402SkyCityA,4,"[""2402SkyCityA"",[""122801""]]",100,,
2135,2402SkyCityA,0,"[""2402SkyCityA"",83470,2,32255]",100,,
2136,2402SkyCityA,0,"[""2402SkyCityA"",83470,3,32255]",500,,
2137,2403WonderAgent,28,"[""2403WonderAgent""]",6,,
2138,2403WonderAgent,31,"[32436,1]",6,,
2139,2403WonderAgent,31,"[32419,1]",8,,
2140,2403WonderAgent,31,"[32418,1]",10,,
2141,2403WonderAgent,31,"[32439,1]",15,,
2142,2403WonderAgent,31,"[32477,1]",15,,
2143,2403WonderAgent,31,"[32403,1]",25,,
2144,2403WonderAgent,4,"[""2403WonderAgent"",[""121230""]]",25,,
2145,2403WonderAgent,31,"[32404,1]",40,,
2146,2403WonderAgent,31,"[32408,1]",50,,
2147,2403WonderAgent,31,"[32413,1]",50,,
2148,2403WonderAgent,31,"[32405,1]",50,,
2149,2403WonderAgent,0,"[""2403WonderAgent"",121072,2,32422]",60,,
2150,2403WonderAgent,31,"[32434,1]",70,,
2151,2403WonderAgent,0,"[""2403WonderAgent"",121309,2,32402]",70,,
2152,2403WonderAgent,31,"[32422,1]",80,,
2153,2403WonderAgent,31,"[32402,1]",80,,
2154,2403WonderAgent,31,"[32424,1]",90,,
2155,2403WonderAgent,31,"[32426,1]",100,,
2156,2403WonderAgent,31,"[32425,1]",100,,
2157,2403WonderAgent,31,"[32414,1]",100,,
2158,2403WonderAgent,31,"[32430,1]",110,,
2159,2403WonderAgent,31,"[32429,1]",120,,
2160,2403WonderAgent,31,"[32417,1]",120,,
2161,2403WonderAgent,31,"[32409,1]",140,,
2162,2403WonderAgent,31,"[32433,1]",150,,
2163,2403WonderAgent,31,"[32428,1]",160,,
2164,2403WonderAgent,31,"[32410,1]",170,,
2165,2403WonderAgent,31,"[32411,1]",180,,
2166,2403WonderAgent,31,"[32415,1]",200,,
2167,2403WonderAgent,0,"[""2403WonderAgent"",121310,2,32412]",220,,
2168,2403WonderAgent,31,"[32412,1]",230,,
2169,2403WonderAgent,31,"[32432,1]",250,,
2170,2403WonderAgent,0,"[""2403WonderAgent"",121308,2,32401]",280,,
2171,2403WonderAgent,4,"[""2403WonderAgent"",[""124054""]]",280,,
2172,2403WonderAgent,31,"[32401,1]",340,,
2173,2404EmotionCrisis,28,"[""2404EmotionCrisis""]",10,,
2174,2404EmotionCrisis,31,"[32803,1]",10,,
2175,2404EmotionCrisis,31,"[32804,1]",20,,
2176,2404EmotionCrisis,31,"[32807,1]",40,,
2177,2404EmotionCrisis,31,"[32808,1]",50,,
2178,2404EmotionCrisis,31,"[32810,1]",50,,
2179,2404EmotionCrisis,31,"[32811,1]",50,,
2180,2404EmotionCrisis,31,"[32812,1]",50,,
2181,2404EmotionCrisis,31,"[32814,1]",100,,
2182,2404EmotionCrisis,31,"[32817,1]",90,,
2183,2404EmotionCrisis,31,"[32816,1]",150,,
2184,2404EmotionCrisis,31,"[32805,1]",200,,
2185,2404EmotionCrisis,31,"[32824,1]",500,,
2186,2404EmotionCrisis,2,"[2000400,1]",100,,
2187,2404EmotionCrisis,2,"[2000396,4]",150,,
2188,2404EmotionCrisis,2,"[2000399,4]",150,,
2189,2404EmotionCrisis,2,"[2000409,1]",150,,
2190,2404EmotionCrisis,2,"[2000398,4]",200,,
2191,2404EmotionCrisis,31,"[32825,1]",20,,
2192,2404EmotionCrisis,31,"[32825,3]",50,,
2193,2404EmotionCrisis,31,"[32825,4]",50,,
2194,2404EmotionCrisis,31,"[32825,5]",200,,
2195,2404EmotionCrisis,31,"[32809,1]",50,,
2196,2404EmotionCrisis,31,"[32809,2]",70,,
2197,2404EmotionCrisis,31,"[32809,3]",200,,
2198,2404EmotionCrisis,31,"[32830,1]",50,,
2199,2404EmotionCrisis,31,"[32830,2]",50,,
2200,2404EmotionCrisis,31,"[32830,3]",50,,
2201,2404EmotionCrisis,31,"[32830,4]",50,,
2202,2404EmotionCrisis,31,"[32834,1]",70,,
2203,2404EmotionCrisis,31,"[32834,2]",70,,
2204,2404EmotionCrisis,31,"[32834,3]",100,,
2205,2404EmotionCrisis,31,"[32820,1]",150,,
2206,2404EmotionCrisis,31,"[32820,2]",200,,
2207,2404EmotionCrisis,31,"[32820,3]",200,,
2208,2404EmotionCrisis,31,"[32820,4]",300,,
2209,2406SwanManor,28,"[""2406SwanManor""]",5,,
2210,2406SwanManor,31,"[33000,1]",5,,
2211,2406SwanManor,31,"[33001,1]",10,,
2212,2406SwanManor,31,"[33002,1]",5,,
2213,2406SwanManor,0,"[""2406SwanManor"",123253,2,33003]",15,,
2214,2406SwanManor,0,"[""2406SwanManor"",123254,2,33004]",50,,
2215,2406SwanManor,0,"[""2406SwanManor"",123256,2,33005]",100,,
2216,2406SwanManor,0,"[""2406SwanManor"",123260,2,33006]",250,,
2217,2406SwanManor,0,"[""2406SwanManor"",123261,2,33007]",300,,
2218,2406SwanManor,31,"[33008,1]",20,,
2219,2406SwanManor,31,"[33011,1]",30,,
2220,2406SwanManor,31,"[33012,1]",30,,
2221,2406SwanManor,31,"[33009,1]",15,,
2222,2406SwanManor,31,"[33010,1]",15,,
2223,2406SwanManor,31,"[33013,1]",30,,
2224,2406SwanManor,31,"[33014,1]",30,,
2225,2406SwanManor,31,"[33015,1]",40,,
2226,2406SwanManor,31,"[33016,1]",20,,
2227,2406SwanManor,31,"[33017,1]",40,,
2228,2406SwanManor,31,"[33018,1]",60,,
2229,2406SwanManor,31,"[33019,1]",80,,
2230,2406SwanManor,31,"[33020,1]",80,,
2231,2406SwanManor,31,"[33021,1]",100,,
2232,2406SwanManor,31,"[33022,1]",70,,
2233,2406SwanManor,31,"[33025,1]",100,,
2234,2406SwanManor,31,"[33026,1]",100,,
2235,2406SwanManor,31,"[33027,1]",200,,
2236,2406SwanManor,31,"[33030,1]",150,,
2237,2406SwanManor,31,"[33031,1]",200,,
2238,2406SwanManor,31,"[33032,1]",300,,
2239,2406SwanManor,31,"[33033,1]",550,,
2240,2406SwanManor,31,"[33034,1]",200,,
2241,2406SwanManor,31,"[33035,1]",200,,
2242,2406SwanManor,31,"[33036,1]",500,,
2243,2406SwanManor,2,"[2000464,8]",50,,
2244,2406SwanManor,2,"[2000464,25]",50,,
2245,2405SurvivalPioneers,28,"[""2405SurvivalPioneers""]",15,,
2246,2405SurvivalPioneers,31,"[32600,1]",15,,
2247,2405SurvivalPioneers,31,"[32603,1]",15,,
2248,2405SurvivalPioneers,31,"[32604,1]",25,,
2249,2405SurvivalPioneers,31,"[32607,1]",25,,
2250,2405SurvivalPioneers,31,"[32606,1]",25,,
2251,2405SurvivalPioneers,31,"[32605,1]",25,,
2252,2405SurvivalPioneers,31,"[32609,1]",55,,
2253,2405SurvivalPioneers,31,"[32610,1]",20,,
2254,2405SurvivalPioneers,31,"[32611,1]",20,,
2255,2405SurvivalPioneers,31,"[32613,1]",20,,
2256,2405SurvivalPioneers,31,"[32614,1]",40,,
2257,2405SurvivalPioneers,31,"[32617,1]",45,,
2258,2405SurvivalPioneers,0,"[""2405SurvivalPioneers"",122269,2,32616]",45,,
2259,2405SurvivalPioneers,4,"[""2405SurvivalPioneers"",[""126656""]]",45,,
2260,2405SurvivalPioneers,31,"[32616,1]",65,,
2261,2405SurvivalPioneers,31,"[32618,1]",50,,
2262,2405SurvivalPioneers,31,"[32620,1]",50,,
2263,2405SurvivalPioneers,31,"[32621,1]",50,,
2264,2405SurvivalPioneers,31,"[32622,1]",100,,
2265,2405SurvivalPioneers,31,"[32623,1]",50,,
2266,2405SurvivalPioneers,31,"[32624,1]",50,,
2267,2405SurvivalPioneers,31,"[32626,1]",50,,
2268,2405SurvivalPioneers,31,"[32627,1]",100,,
2269,2405SurvivalPioneers,31,"[32628,1]",60,,
2270,2405SurvivalPioneers,31,"[32629,1]",60,,
2271,2405SurvivalPioneers,31,"[32630,2]",60,,
2272,2405SurvivalPioneers,31,"[32632,1]",120,,
2273,2405SurvivalPioneers,31,"[32633,1]",40,,
2274,2405SurvivalPioneers,31,"[32634,1]",40,,
2275,2405SurvivalPioneers,31,"[32635,1]",40,,
