id,googleId,iosId,name,proType,shopType,shopSubType,userGroup,price,itemIds,areaId,subscribeDuration,firstRate,firstReset,extraRate,chargeLottery,reissueMailTitle,reissueMailContent,
10008,fairyscapes.pack7,fairyscapes.pack7,Fairyscapes Pack7,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10009,fairyscapes.pack8,fairyscapes.pack8,Fairyscapes Pack8,0,29,0,0,8.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10010,fairyscapes.pack9,fairyscapes.pack9,Fairyscapes Pack9,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10011,fairyscapes.pack10,fairyscapes.pack10,Fairyscapes Pack10,0,29,0,0,10.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10013,fairyscapes.pack12,fairyscapes.pack12,Fairyscapes Pack12,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10015,fairyscapes.pack14,fairyscapes.pack14,Fairyscapes Pack14,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10017,fairyscapes.pack16,fairyscapes.pack16,Fairyscapes Pack16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10019,fairyscapes.pack18,fairyscapes.pack18,Fairyscapes Pack18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10020,fairyscapes.pack19,fairyscapes.pack19,Fairyscapes Pack19,0,29,0,0,19.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10026,fairyscapes.pack25,fairyscapes.pack25,Fairyscapes Pack25,0,29,0,0,25.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10030,fairyscapes.pack29,fairyscapes.pack29,Fairyscapes Pack29,0,29,0,0,29.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10040,fairyscapes.pack39,fairyscapes.pack39,Fairyscapes Pack39,0,29,0,0,39.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10050,fairyscapes.pack49,fairyscapes.pack49,Fairyscapes Pack49,0,29,0,0,49.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10103,fairyscapes.grouppack2,fairyscapes.grouppack2,Fairyscapes Grouppack2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10105,fairyscapes.grouppack4,fairyscapes.grouppack4,Fairyscapes Grouppack4,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10106,fairyscapes.grouppack5,fairyscapes.grouppack5,Fairyscapes Grouppack5,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10110,fairyscapes.grouppack9,fairyscapes.grouppack9,Fairyscapes Grouppack9,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10117,fairyscapes.grouppack16,fairyscapes.grouppack16,Fairyscapes Grouppack16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10119,fairyscapes.grouppack18,fairyscapes.grouppack18,Fairyscapes Grouppack18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
10126,fairyscapes.grouppack25,fairyscapes.grouppack25,Fairyscapes Grouppack25,0,29,0,0,25.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11103,red.grouppack2,red.grouppack2,Red Grouppack2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11105,red.grouppack4,red.grouppack4,Red Grouppack4,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11106,red.grouppack5,red.grouppack5,Red Grouppack5,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11110,red.grouppack9,red.grouppack9,Red Grouppack9,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11117,red.grouppack16,red.grouppack16,Red Grouppack16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11119,red.grouppack18,red.grouppack18,Red Grouppack18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11126,red.grouppack25,red.grouppack25,Red Grouppack25,0,29,0,0,25.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100021,fairyscapes.taskpack1_1,fairyscapes.taskpack1_1,Fairyscapes TaskPack1_1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100031,fairyscapes.taskpack1_2,fairyscapes.taskpack1_2,Fairyscapes TaskPack1_2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100051,fairyscapes.taskpack1_3,fairyscapes.taskpack1_3,Fairyscapes TaskPack1_3,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100022,fairyscapes.taskpack1_4,fairyscapes.taskpack1_4,Fairyscapes TaskPack1_4,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100041,fairyscapes.taskpack1_5,fairyscapes.taskpack1_5,Fairyscapes TaskPack1_5,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100061,fairyscapes.taskpack1_6,fairyscapes.taskpack1_6,Fairyscapes TaskPack1_6,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100032,fairyscapes.taskpack1_7,fairyscapes.taskpack1_7,Fairyscapes TaskPack1_7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100071,fairyscapes.taskpack1_8,fairyscapes.taskpack1_8,Fairyscapes TaskPack1_8,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100062,fairyscapes.taskpack1_9,fairyscapes.taskpack1_9,Fairyscapes TaskPack1_9,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100081,fairyscapes.taskpack1_10,fairyscapes.taskpack1_10,Fairyscapes TaskPack1_10,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100063,fairyscapes.taskpack1_11,fairyscapes.taskpack1_11,Fairyscapes TaskPack1_11,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100101,fairyscapes.taskpack1_12,fairyscapes.taskpack1_12,Fairyscapes TaskPack1_12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100131,fairyscapes.taskpack1_13,fairyscapes.taskpack1_13,Fairyscapes TaskPack1_13,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100042,fairyscapes.taskpack1_14,fairyscapes.taskpack1_14,Fairyscapes TaskPack1_14,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100151,fairyscapes.taskpack1_15,fairyscapes.taskpack1_15,Fairyscapes TaskPack1_15,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100171,fairyscapes.taskpack1_16,fairyscapes.taskpack1_16,Fairyscapes TaskPack1_16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100102,fairyscapes.taskpack1_17,fairyscapes.taskpack1_17,Fairyscapes TaskPack1_17,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
100191,fairyscapes.taskpack1_18,fairyscapes.taskpack1_18,Fairyscapes TaskPack1_18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110021,fairyscapes.taskpack2_1,fairyscapes.taskpack2_1,Fairyscapes TaskPack2_1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110031,fairyscapes.taskpack2_2,fairyscapes.taskpack2_2,Fairyscapes TaskPack2_2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110051,fairyscapes.taskpack2_3,fairyscapes.taskpack2_3,Fairyscapes TaskPack2_3,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110022,fairyscapes.taskpack2_4,fairyscapes.taskpack2_4,Fairyscapes TaskPack2_4,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110041,fairyscapes.taskpack2_5,fairyscapes.taskpack2_5,Fairyscapes TaskPack2_5,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110061,fairyscapes.taskpack2_6,fairyscapes.taskpack2_6,Fairyscapes TaskPack2_6,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110032,fairyscapes.taskpack2_7,fairyscapes.taskpack2_7,Fairyscapes TaskPack2_7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110071,fairyscapes.taskpack2_8,fairyscapes.taskpack2_8,Fairyscapes TaskPack2_8,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110062,fairyscapes.taskpack2_9,fairyscapes.taskpack2_9,Fairyscapes TaskPack2_9,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110081,fairyscapes.taskpack2_10,fairyscapes.taskpack2_10,Fairyscapes TaskPack2_10,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110063,fairyscapes.taskpack2_11,fairyscapes.taskpack2_11,Fairyscapes TaskPack2_11,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110101,fairyscapes.taskpack2_12,fairyscapes.taskpack2_12,Fairyscapes TaskPack2_12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110131,fairyscapes.taskpack2_13,fairyscapes.taskpack2_13,Fairyscapes TaskPack2_13,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110042,fairyscapes.taskpack2_14,fairyscapes.taskpack2_14,Fairyscapes TaskPack2_14,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110151,fairyscapes.taskpack2_15,fairyscapes.taskpack2_15,Fairyscapes TaskPack2_15,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110171,fairyscapes.taskpack2_16,fairyscapes.taskpack2_16,Fairyscapes TaskPack2_16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110102,fairyscapes.taskpack2_17,fairyscapes.taskpack2_17,Fairyscapes TaskPack2_17,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
110191,fairyscapes.taskpack2_18,fairyscapes.taskpack2_18,Fairyscapes TaskPack2_18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120021,fairyscapes.taskpack3_1,fairyscapes.taskpack3_1,Fairyscapes TaskPack3_1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120031,fairyscapes.taskpack3_2,fairyscapes.taskpack3_2,Fairyscapes TaskPack3_2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120051,fairyscapes.taskpack3_3,fairyscapes.taskpack3_3,Fairyscapes TaskPack3_3,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120022,fairyscapes.taskpack3_4,fairyscapes.taskpack3_4,Fairyscapes TaskPack3_4,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120041,fairyscapes.taskpack3_5,fairyscapes.taskpack3_5,Fairyscapes TaskPack3_5,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120061,fairyscapes.taskpack3_6,fairyscapes.taskpack3_6,Fairyscapes TaskPack3_6,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120032,fairyscapes.taskpack3_7,fairyscapes.taskpack3_7,Fairyscapes TaskPack3_7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120071,fairyscapes.taskpack3_8,fairyscapes.taskpack3_8,Fairyscapes TaskPack3_8,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120062,fairyscapes.taskpack3_9,fairyscapes.taskpack3_9,Fairyscapes TaskPack3_9,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120081,fairyscapes.taskpack3_10,fairyscapes.taskpack3_10,Fairyscapes TaskPack3_10,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120063,fairyscapes.taskpack3_11,fairyscapes.taskpack3_11,Fairyscapes TaskPack3_11,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120101,fairyscapes.taskpack3_12,fairyscapes.taskpack3_12,Fairyscapes TaskPack3_12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120131,fairyscapes.taskpack3_13,fairyscapes.taskpack3_13,Fairyscapes TaskPack3_13,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120042,fairyscapes.taskpack3_14,fairyscapes.taskpack3_14,Fairyscapes TaskPack3_14,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120151,fairyscapes.taskpack3_15,fairyscapes.taskpack3_15,Fairyscapes TaskPack3_15,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120171,fairyscapes.taskpack3_16,fairyscapes.taskpack3_16,Fairyscapes TaskPack3_16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120102,fairyscapes.taskpack3_17,fairyscapes.taskpack3_17,Fairyscapes TaskPack3_17,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
120191,fairyscapes.taskpack3_18,fairyscapes.taskpack3_18,Fairyscapes TaskPack3_18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130021,fairyscapes.taskpack4_1,fairyscapes.taskpack4_1,Fairyscapes TaskPack4_1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130031,fairyscapes.taskpack4_2,fairyscapes.taskpack4_2,Fairyscapes TaskPack4_2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130051,fairyscapes.taskpack4_3,fairyscapes.taskpack4_3,Fairyscapes TaskPack4_3,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130022,fairyscapes.taskpack4_4,fairyscapes.taskpack4_4,Fairyscapes TaskPack4_4,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130041,fairyscapes.taskpack4_5,fairyscapes.taskpack4_5,Fairyscapes TaskPack4_5,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130061,fairyscapes.taskpack4_6,fairyscapes.taskpack4_6,Fairyscapes TaskPack4_6,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130032,fairyscapes.taskpack4_7,fairyscapes.taskpack4_7,Fairyscapes TaskPack4_7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130071,fairyscapes.taskpack4_8,fairyscapes.taskpack4_8,Fairyscapes TaskPack4_8,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130062,fairyscapes.taskpack4_9,fairyscapes.taskpack4_9,Fairyscapes TaskPack4_9,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130081,fairyscapes.taskpack4_10,fairyscapes.taskpack4_10,Fairyscapes TaskPack4_10,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130063,fairyscapes.taskpack4_11,fairyscapes.taskpack4_11,Fairyscapes TaskPack4_11,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130101,fairyscapes.taskpack4_12,fairyscapes.taskpack4_12,Fairyscapes TaskPack4_12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130131,fairyscapes.taskpack4_13,fairyscapes.taskpack4_13,Fairyscapes TaskPack4_13,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130042,fairyscapes.taskpack4_14,fairyscapes.taskpack4_14,Fairyscapes TaskPack4_14,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130151,fairyscapes.taskpack4_15,fairyscapes.taskpack4_15,Fairyscapes TaskPack4_15,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130171,fairyscapes.taskpack4_16,fairyscapes.taskpack4_16,Fairyscapes TaskPack4_16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130102,fairyscapes.taskpack4_17,fairyscapes.taskpack4_17,Fairyscapes TaskPack4_17,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
130191,fairyscapes.taskpack4_18,fairyscapes.taskpack4_18,Fairyscapes TaskPack4_18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140021,fairyscapes.taskpack5_1,fairyscapes.taskpack5_1,Fairyscapes TaskPack5_1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140031,fairyscapes.taskpack5_2,fairyscapes.taskpack5_2,Fairyscapes TaskPack5_2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140051,fairyscapes.taskpack5_3,fairyscapes.taskpack5_3,Fairyscapes TaskPack5_3,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140022,fairyscapes.taskpack5_4,fairyscapes.taskpack5_4,Fairyscapes TaskPack5_4,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140041,fairyscapes.taskpack5_5,fairyscapes.taskpack5_5,Fairyscapes TaskPack5_5,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140061,fairyscapes.taskpack5_6,fairyscapes.taskpack5_6,Fairyscapes TaskPack5_6,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140032,fairyscapes.taskpack5_7,fairyscapes.taskpack5_7,Fairyscapes TaskPack5_7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140071,fairyscapes.taskpack5_8,fairyscapes.taskpack5_8,Fairyscapes TaskPack5_8,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140062,fairyscapes.taskpack5_9,fairyscapes.taskpack5_9,Fairyscapes TaskPack5_9,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140081,fairyscapes.taskpack5_10,fairyscapes.taskpack5_10,Fairyscapes TaskPack5_10,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140063,fairyscapes.taskpack5_11,fairyscapes.taskpack5_11,Fairyscapes TaskPack5_11,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140101,fairyscapes.taskpack5_12,fairyscapes.taskpack5_12,Fairyscapes TaskPack5_12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140131,fairyscapes.taskpack5_13,fairyscapes.taskpack5_13,Fairyscapes TaskPack5_13,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140042,fairyscapes.taskpack5_14,fairyscapes.taskpack5_14,Fairyscapes TaskPack5_14,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140151,fairyscapes.taskpack5_15,fairyscapes.taskpack5_15,Fairyscapes TaskPack5_15,0,29,0,0,14.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140171,fairyscapes.taskpack5_16,fairyscapes.taskpack5_16,Fairyscapes TaskPack5_16,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140102,fairyscapes.taskpack5_17,fairyscapes.taskpack5_17,Fairyscapes TaskPack5_17,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
140191,fairyscapes.taskpack5_18,fairyscapes.taskpack5_18,Fairyscapes TaskPack5_18,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11001,fairylake.pack1,fairylake.pack1,FairyLake Pack1,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11002,fairylake.pack2,fairylake.pack2,FairyLake Pack2,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11003,fairylake.pack3,fairylake.pack3,FairyLake Pack3,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11004,fairylake.pack4,fairylake.pack4,FairyLake Pack4,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11005,sakuramanor.pack1,sakuramanor.pack1,SakuraManor Pack1,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11006,sakuramanor.pack2,sakuramanor.pack2,SakuraManor Pack2,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11007,sakuramanor.pack3,sakuramanor.pack3,SakuraManor Pack3,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11008,sakuramanor.pack4,sakuramanor.pack4,SakuraManor Pack4,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11009,sakuramanor.pack5,sakuramanor.pack5,SakuraManor Pack5,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11010,sakuramanor.pack6,sakuramanor.pack6,SakuraManor Pack6,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11011,sakuramanor.pack7,sakuramanor.pack7,SakuraManor Pack7,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11012,sakuramanor.pack8,sakuramanor.pack8,SakuraManor Pack8,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11013,sakuramanor.pack9,sakuramanor.pack9,SakuraManor Pack9,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11014,sakuramanor.pack10,sakuramanor.pack10,SakuraManor Pack10,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11015,sakuramanor.pack11,sakuramanor.pack11,SakuraManor Pack11,0,29,0,0,6.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11016,sakuramanor.pack12,sakuramanor.pack12,SakuraManor Pack12,0,29,0,0,8.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11017,starpark.pack1,starpark.pack1,StarPark Pack1,0,29,0,0,2.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11018,starpark.pack2,starpark.pack2,StarPark Pack2,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11019,starpark.pack3,starpark.pack3,StarPark Pack3,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11020,starpark.pack4,starpark.pack4,StarPark Pack4,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11021,starpark.pack5,starpark.pack5,StarPark Pack5,0,29,0,0,1.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11022,starpark.pack6,starpark.pack6,StarPark Pack6,0,29,0,0,3.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11023,starpark.pack7,starpark.pack7,StarPark Pack7,0,29,0,0,7.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11024,starpark.pack8,starpark.pack8,StarPark Pack8,0,29,0,0,5.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11025,starpark.pack9,starpark.pack9,StarPark Pack9,0,29,0,0,12.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11026,starpark.pack10,starpark.pack10,StarPark Pack10,0,29,0,0,16.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11027,starpark.pack11,starpark.pack11,StarPark Pack11,0,29,0,0,4.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11028,starpark.pack12,starpark.pack12,StarPark Pack12,0,29,0,0,9.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11029,starpark.pack13,starpark.pack13,StarPark Pack13,0,29,0,0,18.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
11030,starpark.pack14,starpark.pack14,StarPark Pack14,0,29,0,0,25.99,[],0,0,0,,0,0,ui_mail_budan_title,ui_mail_budan_desc_2,
