id,type,activityId,rankInterval,score,scoreReward,valueType,
10011405,5,10002,"[41,59]",3250,"[[11001,1]]",,
10011406,5,10002,"[41,59]",3900,"[[1003,30]]",,
10011407,5,10002,"[41,59]",4550,"[[1002,500]]",,
10011408,5,10002,"[41,59]",5200,"[[1003,50]]",,
10011409,5,10002,"[41,59]",5850,"[[1002,500]]",,
10011410,5,10002,"[41,59]",7150,"[[1001,10]]",,
10011411,5,10002,"[41,59]",7800,"[[1003,30]]",,
10011412,5,10002,"[41,59]",8450,"[[1002,500]]",,
10011413,5,10002,"[41,59]",9100,"[[1003,50]]",,
10011414,5,10002,"[41,59]",9750,"[[1002,500]]",,
10011415,5,10002,"[41,59]",10400,"[[1003,50]]",,
10011416,5,10002,"[41,59]",13000,"[[1001,50]]",,
10011717,5,10003,"[10,15]",80,"[[1003,30]]",,
10011718,5,10003,"[10,15]",240,"[[1002,300]]",,
10011719,5,10003,"[10,15]",640,"[[1003,50]]",,
10011720,5,10003,"[10,15]",1040,"[[1002,300]]",,
10011721,5,10003,"[10,15]",2000,"[[11001,1]]",,
10011722,5,10003,"[10,15]",2400,"[[1003,30]]",,
10011723,5,10003,"[10,15]",2800,"[[1002,500]]",,
10011724,5,10003,"[10,15]",3200,"[[1003,50]]",,
10011725,5,10003,"[10,15]",3600,"[[1002,500]]",,
10011726,5,10003,"[10,15]",4400,"[[1001,10]]",,
10011727,5,10003,"[10,15]",4800,"[[1003,30]]",,
10011728,5,10003,"[10,15]",5200,"[[1002,500]]",,
10011729,5,10003,"[10,15]",5600,"[[1003,50]]",,
10011730,5,10003,"[10,15]",6000,"[[1002,500]]",,
10011731,5,10003,"[10,15]",6400,"[[1003,50]]",,
10011732,5,10003,"[10,15]",8000,"[[1001,50]]",,
10011733,5,10003,"[16,25]",100,"[[1003,30]]",,
10011734,5,10003,"[16,25]",300,"[[1002,300]]",,
10011735,5,10003,"[16,25]",800,"[[1003,50]]",,
10011736,5,10003,"[16,25]",1300,"[[1002,300]]",,
10011737,5,10003,"[16,25]",2500,"[[11001,1]]",,
10011738,5,10003,"[16,25]",3000,"[[1003,30]]",,
10011739,5,10003,"[16,25]",3500,"[[1002,500]]",,
10011740,5,10003,"[16,25]",4000,"[[1003,50]]",,
10011741,5,10003,"[16,25]",4500,"[[1002,500]]",,
10011742,5,10003,"[16,25]",5500,"[[1001,10]]",,
10011743,5,10003,"[16,25]",6000,"[[1003,30]]",,
10011744,5,10003,"[16,25]",6500,"[[1002,500]]",,
10011745,5,10003,"[16,25]",7000,"[[1003,50]]",,
10011746,5,10003,"[16,25]",7500,"[[1002,500]]",,
10011747,5,10003,"[16,25]",8000,"[[1003,50]]",,
10011748,5,10003,"[16,25]",10000,"[[1001,50]]",,
10011749,5,10003,"[26,40]",120,"[[1003,30]]",,
10011750,5,10003,"[26,40]",360,"[[1002,300]]",,
10011751,5,10003,"[26,40]",960,"[[1003,50]]",,
10011752,5,10003,"[26,40]",1560,"[[1002,300]]",,
10011753,5,10003,"[26,40]",3000,"[[11001,1]]",,
10011754,5,10003,"[26,40]",3600,"[[1003,30]]",,
10011755,5,10003,"[26,40]",4200,"[[1002,500]]",,
10011756,5,10003,"[26,40]",4800,"[[1003,50]]",,
10011757,5,10003,"[26,40]",5400,"[[1002,500]]",,
10011758,5,10003,"[26,40]",6600,"[[1001,10]]",,
10011759,5,10003,"[26,40]",7200,"[[1003,30]]",,
10011760,5,10003,"[26,40]",7800,"[[1002,500]]",,
10011761,5,10003,"[26,40]",8400,"[[1003,50]]",,
10011762,5,10003,"[26,40]",9000,"[[1002,500]]",,
10011763,5,10003,"[26,40]",9600,"[[1003,50]]",,
10011764,5,10003,"[26,40]",12000,"[[1001,50]]",,
10011765,5,10003,"[41,59]",130,"[[1003,30]]",,
10011766,5,10003,"[41,59]",390,"[[1002,300]]",,
10011767,5,10003,"[41,59]",1040,"[[1003,50]]",,
10011768,5,10003,"[41,59]",1690,"[[1002,300]]",,
10011769,5,10003,"[41,59]",3250,"[[11001,1]]",,
10011770,5,10003,"[41,59]",3900,"[[1003,30]]",,
10011771,5,10003,"[41,59]",4550,"[[1002,500]]",,
10011772,5,10003,"[41,59]",5200,"[[1003,50]]",,
10011773,5,10003,"[41,59]",5850,"[[1002,500]]",,
10011774,5,10003,"[41,59]",7150,"[[1001,10]]",,
10011775,5,10003,"[41,59]",7800,"[[1003,30]]",,
10011776,5,10003,"[41,59]",8450,"[[1002,500]]",,
10011777,5,10003,"[41,59]",9100,"[[1003,50]]",,
10011778,5,10003,"[41,59]",9750,"[[1002,500]]",,
10011779,5,10003,"[41,59]",10400,"[[1003,50]]",,
10011780,5,10003,"[41,59]",13000,"[[1001,50]]",,
10011829,5,10004,"[10,15]",80,"[[1003,30]]",,
10011830,5,10004,"[10,15]",240,"[[1002,300]]",,
10011831,5,10004,"[10,15]",640,"[[1003,50]]",,
10011832,5,10004,"[10,15]",1040,"[[1002,300]]",,
10011833,5,10004,"[10,15]",2000,"[[11001,1]]",,
10011834,5,10004,"[10,15]",2400,"[[1003,30]]",,
10011835,5,10004,"[10,15]",2800,"[[1002,500]]",,
10011836,5,10004,"[10,15]",3200,"[[1003,50]]",,
10011837,5,10004,"[10,15]",3600,"[[1002,500]]",,
10011838,5,10004,"[10,15]",4400,"[[1001,10]]",,
10011839,5,10004,"[10,15]",4800,"[[1003,30]]",,
10011840,5,10004,"[10,15]",5200,"[[1002,500]]",,
10011841,5,10004,"[10,15]",5600,"[[1003,50]]",,
10011842,5,10004,"[10,15]",6000,"[[1002,500]]",,
10011843,5,10004,"[10,15]",6400,"[[1003,50]]",,
10011844,5,10004,"[10,15]",8000,"[[1001,50]]",,
10011845,5,10004,"[16,25]",100,"[[1003,30]]",,
10011846,5,10004,"[16,25]",300,"[[1002,300]]",,
10011847,5,10004,"[16,25]",800,"[[1003,50]]",,
10011848,5,10004,"[16,25]",1300,"[[1002,300]]",,
10011849,5,10004,"[16,25]",2500,"[[11001,1]]",,
10011850,5,10004,"[16,25]",3000,"[[1003,30]]",,
10011851,5,10004,"[16,25]",3500,"[[1002,500]]",,
10011852,5,10004,"[16,25]",4000,"[[1003,50]]",,
10011853,5,10004,"[16,25]",4500,"[[1002,500]]",,
10011854,5,10004,"[16,25]",5500,"[[1001,10]]",,
10011855,5,10004,"[16,25]",6000,"[[1003,30]]",,
10011856,5,10004,"[16,25]",6500,"[[1002,500]]",,
10011857,5,10004,"[16,25]",7000,"[[1003,50]]",,
10011858,5,10004,"[16,25]",7500,"[[1002,500]]",,
10011859,5,10004,"[16,25]",8000,"[[1003,50]]",,
10011860,5,10004,"[16,25]",10000,"[[1001,50]]",,
10011861,5,10004,"[26,40]",120,"[[1003,30]]",,
10011862,5,10004,"[26,40]",360,"[[1002,300]]",,
10011863,5,10004,"[26,40]",960,"[[1003,50]]",,
10011864,5,10004,"[26,40]",1560,"[[1002,300]]",,
10011865,5,10004,"[26,40]",3000,"[[11001,1]]",,
10011866,5,10004,"[26,40]",3600,"[[1003,30]]",,
10011867,5,10004,"[26,40]",4200,"[[1002,500]]",,
10011868,5,10004,"[26,40]",4800,"[[1003,50]]",,
10011869,5,10004,"[26,40]",5400,"[[1002,500]]",,
10011870,5,10004,"[26,40]",6600,"[[1001,10]]",,
10011871,5,10004,"[26,40]",7200,"[[1003,30]]",,
10011872,5,10004,"[26,40]",7800,"[[1002,500]]",,
10011873,5,10004,"[26,40]",8400,"[[1003,50]]",,
10011874,5,10004,"[26,40]",9000,"[[1002,500]]",,
10011875,5,10004,"[26,40]",9600,"[[1003,50]]",,
10011876,5,10004,"[26,40]",12000,"[[1001,50]]",,
10011877,5,10004,"[41,59]",130,"[[1003,30]]",,
10011878,5,10004,"[41,59]",390,"[[1002,300]]",,
10011879,5,10004,"[41,59]",1040,"[[1003,50]]",,
10011880,5,10004,"[41,59]",1690,"[[1002,300]]",,
10011881,5,10004,"[41,59]",3250,"[[11001,1]]",,
10011882,5,10004,"[41,59]",3900,"[[1003,30]]",,
10011883,5,10004,"[41,59]",4550,"[[1002,500]]",,
10011884,5,10004,"[41,59]",5200,"[[1003,50]]",,
10011885,5,10004,"[41,59]",5850,"[[1002,500]]",,
10011886,5,10004,"[41,59]",7150,"[[1001,10]]",,
10011887,5,10004,"[41,59]",7800,"[[1003,30]]",,
10011888,5,10004,"[41,59]",8450,"[[1002,500]]",,
10011889,5,10004,"[41,59]",9100,"[[1003,50]]",,
10011890,5,10004,"[41,59]",9750,"[[1002,500]]",,
10011891,5,10004,"[41,59]",10400,"[[1003,50]]",,
10011892,5,10004,"[41,59]",13000,"[[1001,50]]",,
10011941,5,10005,"[10,15]",80,"[[1003,30]]",,
10011942,5,10005,"[10,15]",240,"[[1002,300]]",,
10011943,5,10005,"[10,15]",640,"[[1003,50]]",,
10011944,5,10005,"[10,15]",1040,"[[1002,300]]",,
10011945,5,10005,"[10,15]",2000,"[[11001,1]]",,
10011946,5,10005,"[10,15]",2400,"[[1003,30]]",,
10011947,5,10005,"[10,15]",2800,"[[1002,500]]",,
10011948,5,10005,"[10,15]",3200,"[[1003,50]]",,
10011949,5,10005,"[10,15]",3600,"[[1002,500]]",,
10011950,5,10005,"[10,15]",4400,"[[1001,10]]",,
10011951,5,10005,"[10,15]",4800,"[[1003,30]]",,
10011952,5,10005,"[10,15]",5200,"[[1002,500]]",,
10011953,5,10005,"[10,15]",5600,"[[1003,50]]",,
10011954,5,10005,"[10,15]",6000,"[[1002,500]]",,
10011955,5,10005,"[10,15]",6400,"[[1003,50]]",,
10011956,5,10005,"[10,15]",8000,"[[1001,50]]",,
10011957,5,10005,"[16,25]",100,"[[1003,30]]",,
10011958,5,10005,"[16,25]",300,"[[1002,300]]",,
10011959,5,10005,"[16,25]",800,"[[1003,50]]",,
10011960,5,10005,"[16,25]",1300,"[[1002,300]]",,
10011961,5,10005,"[16,25]",2500,"[[11001,1]]",,
10011962,5,10005,"[16,25]",3000,"[[1003,30]]",,
10011963,5,10005,"[16,25]",3500,"[[1002,500]]",,
10011964,5,10005,"[16,25]",4000,"[[1003,50]]",,
10011965,5,10005,"[16,25]",4500,"[[1002,500]]",,
10011966,5,10005,"[16,25]",5500,"[[1001,10]]",,
10011967,5,10005,"[16,25]",6000,"[[1003,30]]",,
10011968,5,10005,"[16,25]",6500,"[[1002,500]]",,
10011969,5,10005,"[16,25]",7000,"[[1003,50]]",,
10011970,5,10005,"[16,25]",7500,"[[1002,500]]",,
10011971,5,10005,"[16,25]",8000,"[[1003,50]]",,
10011972,5,10005,"[16,25]",10000,"[[1001,50]]",,
10011973,5,10005,"[26,40]",120,"[[1003,30]]",,
10011974,5,10005,"[26,40]",360,"[[1002,300]]",,
10011975,5,10005,"[26,40]",960,"[[1003,50]]",,
10011976,5,10005,"[26,40]",1560,"[[1002,300]]",,
10011977,5,10005,"[26,40]",3000,"[[11001,1]]",,
10011978,5,10005,"[26,40]",3600,"[[1003,30]]",,
10011979,5,10005,"[26,40]",4200,"[[1002,500]]",,
10011980,5,10005,"[26,40]",4800,"[[1003,50]]",,
10011981,5,10005,"[26,40]",5400,"[[1002,500]]",,
10011982,5,10005,"[26,40]",6600,"[[1001,10]]",,
10011983,5,10005,"[26,40]",7200,"[[1003,30]]",,
10011984,5,10005,"[26,40]",7800,"[[1002,500]]",,
10011985,5,10005,"[26,40]",8400,"[[1003,50]]",,
10011986,5,10005,"[26,40]",9000,"[[1002,500]]",,
10011987,5,10005,"[26,40]",9600,"[[1003,50]]",,
10011988,5,10005,"[26,40]",12000,"[[1001,50]]",,
10011989,5,10005,"[41,59]",130,"[[1003,30]]",,
10011990,5,10005,"[41,59]",390,"[[1002,300]]",,
10011991,5,10005,"[41,59]",1040,"[[1003,50]]",,
10011992,5,10005,"[41,59]",1690,"[[1002,300]]",,
10011993,5,10005,"[41,59]",3250,"[[11001,1]]",,
10011994,5,10005,"[41,59]",3900,"[[1003,30]]",,
10011995,5,10005,"[41,59]",4550,"[[1002,500]]",,
10011996,5,10005,"[41,59]",5200,"[[1003,50]]",,
10011997,5,10005,"[41,59]",5850,"[[1002,500]]",,
10011998,5,10005,"[41,59]",7150,"[[1001,10]]",,
10011999,5,10005,"[41,59]",7800,"[[1003,30]]",,
10012000,5,10005,"[41,59]",8450,"[[1002,500]]",,
10012001,5,10005,"[41,59]",9100,"[[1003,50]]",,
10012002,5,10005,"[41,59]",9750,"[[1002,500]]",,
10012003,5,10005,"[41,59]",10400,"[[1003,50]]",,
10012004,5,10005,"[41,59]",13000,"[[1001,50]]",,
7001,7,2001,"[1,59]",100,"[[1003,20]]",,
7002,7,2001,"[1,59]",500,"[[1003,30],[30000,1]]",,
7003,7,2001,"[1,59]",1000,"[[1003,50],[30000,2]]",,
7004,7,2001,"[1,59]",1500,"[[1003,50],[30000,3]]",,
7005,7,2001,"[1,59]",2000,"[[1003,50],[16000,2]]",,
7006,7,2001,"[1,59]",2300,"[[1003,100],[42000,2]]",,
7007,7,2001,"[1,59]",3000,"[[84015,2]]",,
7008,7,2001,"[1,59]",4000,"[[1003,100],[30000,4]]",,
7009,7,2001,"[1,59]",5000,"[[1003,100],[1001,5]]",,
7010,7,2001,"[1,59]",6000,"[[1003,100],[42000,2]]",,
7011,7,2001,"[1,59]",7000,"[[1003,100],[1001,8]]",,
7012,7,2001,"[1,59]",8000,"[[1003,100],[30000,4]]",,
7013,7,2001,"[1,59]",9000,"[[1003,100],[1001,10]]",,
7014,7,2001,"[1,59]",10000,"[[1003,100],[30000,6]]",,
7015,7,2001,"[1,59]",13000,"[[84015,8]]",,
7101,7,2002,"[1,59]",100,"[[1003,20]]",,
7102,7,2002,"[1,59]",500,"[[1003,30],[30000,1]]",,
7103,7,2002,"[1,59]",1000,"[[1003,50],[30000,2]]",,
7104,7,2002,"[1,59]",1500,"[[1003,50],[1002,300]]",,
7105,7,2002,"[1,59]",2000,"[[1003,50],[16000,2]]",,
7106,7,2002,"[1,59]",2500,"[[1003,100],[42000,2]]",,
7107,7,2002,"[1,59]",3500,"[[84001,2]]",,
7108,7,2002,"[1,59]",4000,"[[1003,100],[30000,4]]",,
7109,7,2002,"[1,59]",5000,"[[1003,100],[1001,5]]",,
7110,7,2002,"[1,59]",6000,"[[1003,100],[42000,2]]",,
7111,7,2002,"[1,59]",7000,"[[1003,100],[1001,8]]",,
7112,7,2002,"[1,59]",8000,"[[1003,100],[1002,1000]]",,
7113,7,2002,"[1,59]",9000,"[[1003,100],[1001,10]]",,
7114,7,2002,"[1,59]",10500,"[[1003,100],[30000,6]]",,
7115,7,2002,"[1,59]",13000,"[[84001,8]]",,
7201,7,2003,"[1,59]",100,"[[1003,20]]",,
7202,7,2003,"[1,59]",500,"[[1003,30],[30000,1]]",,
7203,7,2003,"[1,59]",1000,"[[1003,50],[30000,2]]",,
7204,7,2003,"[1,59]",1500,"[[1003,50],[1002,300]]",,
7205,7,2003,"[1,59]",2000,"[[1003,50],[16000,2]]",,
7206,7,2003,"[1,59]",2500,"[[1003,100],[42000,2]]",,
7207,7,2003,"[1,59]",3500,"[[84006,2]]",,
7208,7,2003,"[1,59]",4000,"[[1003,100],[30000,4]]",,
7209,7,2003,"[1,59]",5000,"[[1003,100],[1001,5]]",,
7210,7,2003,"[1,59]",6000,"[[1003,100],[42000,2]]",,
7211,7,2003,"[1,59]",7000,"[[1003,100],[1001,8]]",,
7212,7,2003,"[1,59]",8000,"[[1003,100],[1002,1000]]",,
7213,7,2003,"[1,59]",9000,"[[1003,100],[1001,10]]",,
7214,7,2003,"[1,59]",10500,"[[1003,100],[30000,6]]",,
7215,7,2003,"[1,59]",13000,"[[84006,8]]",,
7301,7,2004,"[1,59]",100,"[[1003,20]]",,
7302,7,2004,"[1,59]",500,"[[1003,30],[30000,1]]",,
7303,7,2004,"[1,59]",1000,"[[1003,50],[30000,2]]",,
7304,7,2004,"[1,59]",1500,"[[1003,50],[1002,300]]",,
7305,7,2004,"[1,59]",2000,"[[1003,50],[16000,2]]",,
7306,7,2004,"[1,59]",2500,"[[1003,100],[42000,2]]",,
7307,7,2004,"[1,59]",3500,"[[84003,2]]",,
7308,7,2004,"[1,59]",4000,"[[1003,100],[30000,4]]",,
7309,7,2004,"[1,59]",5000,"[[1003,100],[1001,5]]",,
7310,7,2004,"[1,59]",6000,"[[1003,100],[42000,2]]",,
7311,7,2004,"[1,59]",7000,"[[1003,100],[1001,8]]",,
7312,7,2004,"[1,59]",8000,"[[1003,100],[1002,1000]]",,
7313,7,2004,"[1,59]",9000,"[[1003,100],[1001,10]]",,
7314,7,2004,"[1,59]",10500,"[[1003,100],[30000,6]]",,
7315,7,2004,"[1,59]",13000,"[[84003,8]]",,
8001,9,4001,"[1,59]",100,"[[30000,2]]",,
8002,9,4001,"[1,59]",500,"[[30000,3],[1002,200]]",,
8003,9,4001,"[1,59]",1000,"[[30000,4],[22000,1]]",,
8004,9,4001,"[1,59]",1500,"[[30000,5],[1002,500]]",,
8005,9,4001,"[1,59]",2500,"[[30000,5],[16000,4]]",,
8006,9,4001,"[1,59]",4000,"[[30000,5],[1001,5]]",,
8007,9,4001,"[1,59]",6000,"[[84012,2]]",,
8008,9,4001,"[1,59]",8000,"[[30000,10],[1002,500]]",,
8009,9,4001,"[1,59]",10000,"[[30000,10],[22000,2]]",,
8010,9,4001,"[1,59]",12000,"[[30000,10],[1002,1000]]",,
8011,9,4001,"[1,59]",14000,"[[30000,10],[16000,8]]",,
8012,9,4001,"[1,59]",16000,"[[30000,10],[1002,2000]]",,
8013,9,4001,"[1,59]",18000,"[[30000,10],[22000,4]]",,
8014,9,4001,"[1,59]",20000,"[[30000,30],[1001,10]]",,
8015,9,4001,"[1,59]",23000,"[[84012,8]]",,
8101,9,4002,"[1,59]",100,"[[30000,2]]",,
8102,9,4002,"[1,59]",500,"[[30000,3],[1002,200]]",,
8103,9,4002,"[1,59]",1000,"[[30000,4],[22000,1]]",,
8104,9,4002,"[1,59]",1500,"[[30000,5],[1002,500]]",,
8105,9,4002,"[1,59]",2500,"[[30000,5],[16000,4]]",,
8106,9,4002,"[1,59]",4000,"[[30000,5],[1001,5]]",,
8107,9,4002,"[1,59]",6000,"[[84009,2]]",,
8108,9,4002,"[1,59]",8000,"[[30000,10],[1002,500]]",,
8109,9,4002,"[1,59]",10000,"[[30000,10],[22000,2]]",,
8110,9,4002,"[1,59]",12000,"[[30000,10],[1002,1000]]",,
8111,9,4002,"[1,59]",14000,"[[30000,10],[16000,8]]",,
8112,9,4002,"[1,59]",16000,"[[30000,10],[1002,2000]]",,
8113,9,4002,"[1,59]",18000,"[[30000,10],[22000,4]]",,
8114,9,4002,"[1,59]",20000,"[[30000,30],[1001,10]]",,
8115,9,4002,"[1,59]",23000,"[[84009,8]]",,
8201,9,4003,"[1,59]",100,"[[30000,2]]",,
8202,9,4003,"[1,59]",500,"[[30000,3],[1002,200]]",,
8203,9,4003,"[1,59]",1000,"[[30000,4],[22000,1]]",,
8204,9,4003,"[1,59]",1500,"[[30000,5],[1002,500]]",,
8205,9,4003,"[1,59]",2500,"[[30000,5],[16000,4]]",,
8206,9,4003,"[1,59]",4000,"[[30000,5],[1001,5]]",,
8207,9,4003,"[1,59]",6000,"[[84009,2]]",,
8208,9,4003,"[1,59]",8000,"[[30000,10],[1002,500]]",,
8209,9,4003,"[1,59]",10000,"[[30000,10],[22000,2]]",,
8210,9,4003,"[1,59]",12000,"[[30000,10],[1002,1000]]",,
8211,9,4003,"[1,59]",14000,"[[30000,10],[16000,8]]",,
8212,9,4003,"[1,59]",16000,"[[30000,10],[1002,2000]]",,
8213,9,4003,"[1,59]",18000,"[[30000,10],[22000,4]]",,
8214,9,4003,"[1,59]",20000,"[[30000,30],[1001,10]]",,
8215,9,4003,"[1,59]",23000,"[[84009,8]]",,
8301,9,4004,"[1,59]",100,"[[30000,2]]",,
8302,9,4004,"[1,59]",500,"[[30000,3],[1002,200]]",,
8303,9,4004,"[1,59]",1000,"[[30000,4],[22000,1]]",,
8304,9,4004,"[1,59]",1500,"[[30000,5],[1002,500]]",,
8305,9,4004,"[1,59]",2500,"[[30000,5],[16000,4]]",,
8306,9,4004,"[1,59]",4000,"[[30000,5],[1001,5]]",,
8307,9,4004,"[1,59]",6000,"[[84007,2]]",,
8308,9,4004,"[1,59]",8000,"[[30000,10],[1002,500]]",,
8309,9,4004,"[1,59]",10000,"[[30000,10],[22000,2]]",,
8310,9,4004,"[1,59]",12000,"[[30000,10],[1002,1000]]",,
8311,9,4004,"[1,59]",14000,"[[30000,10],[16000,8]]",,
8312,9,4004,"[1,59]",16000,"[[30000,10],[1002,2000]]",,
8313,9,4004,"[1,59]",18000,"[[30000,10],[22000,4]]",,
8314,9,4004,"[1,59]",20000,"[[30000,30],[1001,10]]",,
8315,9,4004,"[1,59]",23000,"[[84007,8]]",,
81001,8,8010,"[1,59]",100,"[[1003,20]]",1,
81002,8,8010,"[1,59]",640,"[[1001,5]]",1,
81003,8,8010,"[1,59]",1280,"[[1002,300]]",1,
81004,8,8010,"[1,59]",1920,"[[15000,5]]",1,
81005,8,8010,"[1,59]",2560,"[[16000,5]]",1,
81006,8,8010,"[1,59]",3200,"[[42000,2]]",1,
81007,8,8010,"[1,59]",3840,"[[11001,1]]",1,
81008,8,8010,"[1,59]",5120,"[[92002,1]]",1,
81009,8,8010,"[1,59]",6400,"[[22000,5]]",1,
81010,8,8010,"[1,59]",7680,"[[1003,80]]",1,
81011,8,8010,"[1,59]",8960,"[[1002,600]]",1,
81012,8,8010,"[1,59]",10240,"[[30000,6]]",1,
81013,8,8010,"[1,59]",11520,"[[1001,8]]",1,
81014,8,8010,"[1,59]",12800,"[[30000,12]]",1,
81015,8,8010,"[1,59]",14080,"[[11001,2]]",1,
81016,8,8010,"[1,59]",15360,"[[94003,1]]",1,
81101,8,8011,"[0,4]",1000,"[[1003,20]]",,
81102,8,8011,"[0,4]",4000,"[[1001,10]]",,
81103,8,8011,"[0,4]",8000,"[[30000,5]]",,
81104,8,8011,"[0,4]",12000,"[[42000,5]]",,
81105,8,8011,"[0,4]",16000,"[[1003,50]]",,
81106,8,8011,"[1,4]",24000,"[[11001,2]]",,
81107,8,8011,"[2,4]",32000,"[[1003,50]]",,
81108,8,8011,"[3,4]",40000,"[[30000,20]]",,
81109,8,8011,"[4,4]",48000,"[[1001,50]]",,
81201,8,8012,"[0,4]",1000,"[[1003,20]]",,
81202,8,8012,"[0,4]",4000,"[[1001,10]]",,
81203,8,8012,"[0,4]",8000,"[[30000,5]]",,
81204,8,8012,"[0,4]",12000,"[[42000,5]]",,
81205,8,8012,"[0,4]",16000,"[[1003,50]]",,
81206,8,8012,"[1,4]",24000,"[[11001,2]]",,
81207,8,8012,"[2,4]",32000,"[[1003,50]]",,
81208,8,8012,"[3,4]",40000,"[[30000,20]]",,
81209,8,8012,"[4,4]",48000,"[[1001,50]]",,
81301,8,8013,"[0,4]",1000,"[[1003,20]]",,
81302,8,8013,"[0,4]",4000,"[[1001,10]]",,
81303,8,8013,"[0,4]",8000,"[[30000,5]]",,
81304,8,8013,"[0,4]",12000,"[[42000,5]]",,
81305,8,8013,"[0,4]",16000,"[[1003,50]]",,
81306,8,8013,"[1,4]",24000,"[[11001,2]]",,
81307,8,8013,"[2,4]",32000,"[[1003,50]]",,
81308,8,8013,"[3,4]",40000,"[[30000,10]]",,
81309,8,8013,"[4,4]",48000,"[[1001,50]]",,
81401,8,8014,"[0,4]",1000,"[[1003,20]]",,
81402,8,8014,"[0,4]",4000,"[[1001,10]]",,
81403,8,8014,"[0,4]",8000,"[[30000,5]]",,
81404,8,8014,"[0,4]",12000,"[[42000,5]]",,
81405,8,8014,"[0,4]",16000,"[[1003,50]]",,
81406,8,8014,"[1,4]",24000,"[[11001,2]]",,
81407,8,8014,"[2,4]",32000,"[[1003,50]]",,
81408,8,8014,"[3,4]",40000,"[[30000,20]]",,
81409,8,8014,"[4,4]",48000,"[[1001,50]]",,
82001,8,8020,"[1,59]",100,"[[1003,20]]",1,
82002,8,8020,"[1,59]",640,"[[1001,5]]",1,
82003,8,8020,"[1,59]",1280,"[[1002,300]]",1,
82004,8,8020,"[1,59]",1920,"[[15000,5]]",1,
82005,8,8020,"[1,59]",2560,"[[16000,5]]",1,
82006,8,8020,"[1,59]",3200,"[[42000,2]]",1,
82007,8,8020,"[1,59]",3840,"[[11001,1]]",1,
82008,8,8020,"[1,59]",5120,"[[92008,1]]",1,
82009,8,8020,"[1,59]",6400,"[[22000,5]]",1,
82010,8,8020,"[1,59]",7680,"[[1003,80]]",1,
82011,8,8020,"[1,59]",8960,"[[1002,600]]",1,
82012,8,8020,"[1,59]",10240,"[[30000,6]]",1,
82013,8,8020,"[1,59]",11520,"[[1001,8]]",1,
82014,8,8020,"[1,59]",12800,"[[30000,12]]",1,
82015,8,8020,"[1,59]",14080,"[[11001,2]]",1,
82016,8,8020,"[1,59]",15360,"[[94003,1]]",1,
82101,8,8021,"[0,4]",1000,"[[1003,20]]",,
82102,8,8021,"[0,4]",4000,"[[1001,10]]",,
82103,8,8021,"[0,4]",8000,"[[30000,5]]",,
82104,8,8021,"[0,4]",12000,"[[42000,5]]",,
82105,8,8021,"[0,4]",16000,"[[1003,50]]",,
82106,8,8021,"[1,4]",24000,"[[11001,2]]",,
82107,8,8021,"[2,4]",32000,"[[1003,50]]",,
82108,8,8021,"[3,4]",40000,"[[30000,20]]",,
82109,8,8021,"[4,4]",48000,"[[1001,50]]",,
82201,8,8022,"[0,4]",1000,"[[1003,20]]",,
82202,8,8022,"[0,4]",4000,"[[1001,10]]",,
82203,8,8022,"[0,4]",8000,"[[30000,5]]",,
82204,8,8022,"[0,4]",12000,"[[42000,5]]",,
82205,8,8022,"[0,4]",16000,"[[1003,50]]",,
82206,8,8022,"[1,4]",24000,"[[11001,2]]",,
82207,8,8022,"[2,4]",32000,"[[1003,50]]",,
82208,8,8022,"[3,4]",40000,"[[30000,20]]",,
82209,8,8022,"[4,4]",48000,"[[1001,50]]",,
82301,8,8023,"[0,4]",1000,"[[1003,20]]",,
82302,8,8023,"[0,4]",4000,"[[1001,10]]",,
82303,8,8023,"[0,4]",8000,"[[30000,5]]",,
82304,8,8023,"[0,4]",12000,"[[42000,5]]",,
82305,8,8023,"[0,4]",16000,"[[1003,50]]",,
82306,8,8023,"[1,4]",24000,"[[11001,2]]",,
82307,8,8023,"[2,4]",32000,"[[1003,50]]",,
82308,8,8023,"[3,4]",40000,"[[30000,10]]",,
82309,8,8023,"[4,4]",48000,"[[1001,50]]",,
82401,8,8024,"[0,4]",1000,"[[1003,20]]",,
82402,8,8024,"[0,4]",4000,"[[1001,10]]",,
82403,8,8024,"[0,4]",8000,"[[30000,5]]",,
82404,8,8024,"[0,4]",12000,"[[42000,5]]",,
82405,8,8024,"[0,4]",16000,"[[1003,50]]",,
82406,8,8024,"[1,4]",24000,"[[11001,2]]",,
82407,8,8024,"[2,4]",32000,"[[1003,50]]",,
82408,8,8024,"[3,4]",40000,"[[30000,20]]",,
82409,8,8024,"[4,4]",48000,"[[1001,50]]",,
83001,8,8030,"[1,59]",100,"[[1003,20]]",1,
83002,8,8030,"[1,59]",640,"[[1001,5]]",1,
83003,8,8030,"[1,59]",1280,"[[1002,300]]",1,
83004,8,8030,"[1,59]",1920,"[[15000,5]]",1,
83005,8,8030,"[1,59]",2560,"[[16000,5]]",1,
83006,8,8030,"[1,59]",3200,"[[42000,2]]",1,
83007,8,8030,"[1,59]",3840,"[[11001,1]]",1,
83008,8,8030,"[1,59]",5120,"[[92012,1]]",1,
83009,8,8030,"[1,59]",6400,"[[22000,5]]",1,
83010,8,8030,"[1,59]",7680,"[[1003,80]]",1,
83011,8,8030,"[1,59]",8960,"[[1002,600]]",1,
