id,activityID,group,consumeEnergy,attenuationValue,reward,sequence,giftIcon,
263,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,30]]",12,,
264,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,300]","[[1003,500]]",13,,
265,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1002,2000]]",14,,
266,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[1001,40]]",15,,
267,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1002,2000]]",16,,
268,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,300]","[[11001,2]]",17,,
269,13015,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,400]","[[1003,800]]",18,,
270,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,12]","[[42000,1]]",1,,
271,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,20]]",2,,
272,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1001,5]]",3,,
273,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[42000,2]]",4,,
274,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,20]]",5,,
275,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[1003,30]]",6,,
276,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[1002,3000]]",7,,
277,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[42000,1]]",8,,
278,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,50]]",9,,
279,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,160]","[[11001,1]]",10,,
280,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,100]]",11,,
281,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[1003,120]]",12,,
282,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1002,10000]]",13,,
283,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,25]]",14,,
284,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1003,70]]",15,,
285,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,100]]",16,,
286,13016,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,500]]",17,,
287,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
288,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",2,,
289,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",3,,
290,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[42000,1]]",4,,
291,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,30]]",5,,
292,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,35]]",6,,
293,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,75]","[[1001,15]]",7,,
294,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",8,,
295,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,20]]",9,,
296,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[42000,1]]",10,,
297,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1002,3000]]",11,,
298,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,60]]",12,,
299,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[16000,2]]",13,,
300,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1002,2000]]",14,,
301,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,15]]",15,,
302,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,70]]",16,,
303,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",17,,
304,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[42000,3]]",18,,
305,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,25]]",19,,
306,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,5000]]",20,,
307,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,100]]",21,,
308,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,120]]",22,,
309,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[11001,2]]",23,,
310,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,400]]",24,,
311,13017,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,500]","[[1003,1500]]",25,,
312,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[42000,1]]",1,,
313,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,20]]",2,,
314,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1001,5]]",3,,
315,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[42000,2]]",4,,
316,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1003,100]]",5,,
317,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1003,100]]",6,,
318,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[60012,1]]",7,,
319,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1002,6000]]",8,,
320,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,80]]",9,,
321,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[11001,1]]",10,,
322,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1003,120]]",11,,
323,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,1]]",12,,
324,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",13,,
325,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,60]]",14,,
326,13006,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[60015,1]]",15,,
327,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
328,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",2,,
329,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[60011,1]]",3,,
330,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",4,,
331,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
332,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
333,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",7,,
334,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,80]]",8,,
335,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
336,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",10,,
337,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",11,,
338,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,150]]",12,,
339,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[60012,1]]",13,,
340,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,6000]]",14,,
341,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,40]]",15,,
342,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",16,,
343,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",17,,
344,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,4]]",18,,
345,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,60]]",19,,
346,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,8000]]",20,,
347,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,200]]",21,,
348,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,250]]",22,,
349,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,3]]",23,,
350,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,800]]",24,,
351,13019,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[60015,1]]",25,,
352,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
353,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",2,,
354,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[60011,1]]",3,,
355,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",4,,
356,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
357,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
358,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",7,,
359,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,80]]",8,,
360,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
361,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",10,,
362,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",11,,
363,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,150]]",12,,
364,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[60012,1]]",13,,
365,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,6000]]",14,,
366,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,40]]",15,,
367,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",16,,
368,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",17,,
369,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,4]]",18,,
370,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,60]]",19,,
371,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,8000]]",20,,
372,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,200]]",21,,
373,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,250]]",22,,
374,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,3]]",23,,
375,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,800]]",24,,
376,13020,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[60015,1]]",25,,
377,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
378,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",2,,
379,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[60011,1]]",3,,
380,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",4,,
381,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
382,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
383,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",7,,
384,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,80]]",8,,
385,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
386,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",10,,
387,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",11,,
388,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,150]]",12,,
389,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[60012,1]]",13,,
390,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,6000]]",14,,
391,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,40]]",15,,
392,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",16,,
393,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",17,,
394,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,4]]",18,,
395,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,60]]",19,,
396,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,8000]]",20,,
397,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,200]]",21,,
398,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,250]]",22,,
399,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,3]]",23,,
400,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,800]]",24,,
401,13021,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[60015,1]]",25,,
402,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
403,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[42000,2]]",2,,
404,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[1003,20]]",3,,
405,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[42000,3]]",4,,
406,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,25]]",5,,
407,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,90]","[[1003,80]]",6,,
408,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",7,,
409,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,90]","[[1002,4000]]",8,,
410,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",9,,
411,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,130]","[[11001,1]]",10,,
412,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,130]","[[1002,8000]]",11,,
413,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,140]]",12,,
414,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,35]]",13,,
415,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[42000,3]]",14,,
416,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[11001,1]]",15,,
417,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1001,45]]",16,,
418,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[16000,5]]",17,,
419,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,300]","[[1003,300]]",18,,
420,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,15000]]",19,,
421,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,400]","[[1003,400]]",20,,
422,13022,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[60015,1]]",21,,
423,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
424,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",2,,
425,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",3,,
426,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[42000,1]]",4,,
427,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,30]]",5,,
428,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,35]]",6,,
429,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,75]","[[1001,15]]",7,,
430,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",8,,
431,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,20]]",9,,
432,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[42000,1]]",10,,
433,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1002,3000]]",11,,
434,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,60]]",12,,
435,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[16000,2]]",13,,
436,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1002,2000]]",14,,
437,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,15]]",15,,
438,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,70]]",16,,
439,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",17,,
440,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[42000,3]]",18,,
441,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,25]]",19,,
442,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,5000]]",20,,
443,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,100]]",21,,
444,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,120]]",22,,
445,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[11001,2]]",23,,
446,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,400]]",24,,
447,13023,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,500]","[[1003,1500]]",25,,
448,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
449,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",2,,
450,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",3,,
451,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[42000,1]]",4,,
452,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,30]]",5,,
453,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,35]]",6,,
454,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,75]","[[1001,15]]",7,,
455,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",8,,
456,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,20]]",9,,
457,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[42000,1]]",10,,
458,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1002,3000]]",11,,
459,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,60]]",12,,
460,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[16000,2]]",13,,
461,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1002,2000]]",14,,
462,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,15]]",15,,
463,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,70]]",16,,
464,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",17,,
465,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[42000,3]]",18,,
466,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,25]]",19,,
467,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,5000]]",20,,
468,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,100]]",21,,
469,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,120]]",22,,
470,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[11001,2]]",23,,
471,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,400]]",24,,
472,13024,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,500]","[[1003,1500]]",25,,
473,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
474,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,15]]",2,,
475,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[60011,1]]",3,,
476,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[1003,15]]",4,,
477,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,30]]",5,,
478,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,35]]",6,,
479,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,75]","[[42000,1]]",7,,
480,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,55]]",8,,
481,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,20]]",9,,
482,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,40]]",10,,
483,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1002,4000]]",11,,
484,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[11001,1]]",12,,
485,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[60012,1]]",13,,
486,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1002,6000]]",14,,
487,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,25]]",15,,
488,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",16,,
489,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,100]]",17,,
490,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[42000,4]]",18,,
491,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,40]]",19,,
492,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,8000]]",20,,
493,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,200]]",21,,
494,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",22,,
495,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[11001,2]]",23,,
496,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,500]]",24,,
497,13025,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,500]","[[60015,1]]",25,,
498,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
499,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[42000,1]]",2,,
500,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[1003,15]]",3,,
501,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[42000,1]]",4,,
502,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
503,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
504,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1001,10]]",7,,
505,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",8,,
506,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
507,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[42000,1]]",10,,
508,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,3000]]",11,,
509,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,60]]",12,,
510,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[16000,2]]",13,,
511,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,2000]]",14,,
512,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,15]]",15,,
513,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,70]]",16,,
514,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,50]]",17,,
515,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,3]]",18,,
516,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,25]]",19,,
517,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,5000]]",20,,
518,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,100]]",21,,
519,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,200]]",22,,
520,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",23,,
521,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,400]]",24,,
522,13026,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,1500]]",25,,
523,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
524,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",2,,
